START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.0.25
CONTEST: EA-MAJESTAD-CW
CALLSIGN: EB1RL
CATEGORY: SINGLE-OP ALL QRP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OVERLAY: 
CATEGORY-POWER: 
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 27700
CLUB: 
NAME: Inaki Herran Martin
OPERATORS: 
SOAPBOX: HARD CONTEST DUE TO POOR CONDITIONS. TNX TO ALL! 72!
QSO: 28025 CW 2016-05-21 1632 EB1RL         599 BU     YT4T          599 200       0  
QSO: 21033 CW 2016-05-21 1645 EB1RL         599 BU     9A1AA         599 222       0  
QSO: 21033 CW 2016-05-21 1645 EB1RL         599 BU     PA2W          599 091       0  
QSO: 21033 CW 2016-05-21 1646 EB1RL         599 BU     IZ1CLA        599 063       0  
QSO: 21033 CW 2016-05-21 1647 EB1RL         599 BU     OK2KPD        599 001       0  
QSO: 21033 CW 2016-05-21 1648 EB1RL         599 BU     UA5C          599 226       0  
QSO: 21033 CW 2016-05-21 1649 EB1RL         599 BU     GI4SJQ        599 006       0  
QSO: 21033 CW 2016-05-21 1651 EB1RL         599 BU     OK7Y          599 094       0  
QSO: 21033 CW 2016-05-21 1652 EB1RL         599 BU     YT4T          599 217       0  
QSO: 21000 CW 2016-05-21 1653 EB1RL         599 BU     LX7I          599 121       0  
QSO: 28037 CW 2016-05-21 1658 EB1RL         599 BU     9A1AA         599 235       0  
QSO: 28018 CW 2016-05-21 1701 EB1RL         599 BU     DL7BQ         599 060       0  
QSO: 21008 CW 2016-05-21 1709 EB1RL         599 BU     DL2SAX        599 015       0  
QSO: 14045 CW 2016-05-21 1714 EB1RL         599 BU     RA1QD         599 030       0  
QSO: 14042 CW 2016-05-21 1716 EB1RL         599 BU     EU8U          599 326       0  
QSO: 14042 CW 2016-05-21 1717 EB1RL         599 BU     EA5WU         599 CS         0  
QSO: 14042 CW 2016-05-21 1717 EB1RL         599 BU     LY2J          599 023       0  
QSO: 14042 CW 2016-05-21 1717 EB1RL         599 BU     RG5A          599 221       0  
QSO: 14042 CW 2016-05-21 1718 EB1RL         599 BU     EA5BY         599 A          0  
QSO: 14042 CW 2016-05-21 1719 EB1RL         599 BU     SP3DOF        599 088       0  
QSO: 14042 CW 2016-05-21 1720 EB1RL         599 BU     UX4FC         599 207       0  
QSO: 14042 CW 2016-05-21 1720 EB1RL         599 BU     UA3MIF        599 139       0  
QSO: 14042 CW 2016-05-21 1723 EB1RL         599 BU     EA8AVK        599 GC         0  
QSO:  7008 CW 2016-05-21 1731 EB1RL         599 BU     EB7KA         599 AL         0  
QSO:  7021 CW 2016-05-21 1735 EB1RL         599 BU     EA2HW         599 SS         0  
QSO:  7014 CW 2016-05-21 1737 EB1RL         599 BU     EA4AYD        599 AV         0  
QSO:  7010 CW 2016-05-21 1739 EB1RL         599 BU     EA5TT         599 V          0  
QSO:  7025 CW 2016-05-21 1742 EB1RL         599 BU     EA1FAQ        599 VA         0  
QSO:  7026 CW 2016-05-21 1744 EB1RL         599 BU     EA4RCH        599 GU         0  
QSO:  7034 CW 2016-05-21 1746 EB1RL         599 BU     EA1WD         599 S          0  
QSO:  7037 CW 2016-05-21 1747 EB1RL         599 BU     EE5H          599 V          0  
QSO:  7035 CW 2016-05-21 1748 EB1RL         599 BU     EA7IRI        599 AL         0  
QSO:  7023 CW 2016-05-21 1753 EB1RL         599 BU     EA1MX         599 S          0  
QSO: 14008 CW 2016-05-21 1755 EB1RL         599 BU     9A1CFR        599 134       0  
QSO: 14008 CW 2016-05-21 1756 EB1RL         599 BU     HB9BXE        599 030       0  
QSO: 14008 CW 2016-05-21 1756 EB1RL         599 BU     F6HDI         599 124       0  
QSO: 14008 CW 2016-05-21 1758 EB1RL         599 BU     EB7KA         599 AL         0  
QSO:  3512 CW 2016-05-22 0123 EB1RL         599 BU     LY2MM         599 271       0  
QSO:  3521 CW 2016-05-22 0125 EB1RL         599 BU     LY2J          599 270       0  
QSO:  7009 CW 2016-05-22 0135 EB1RL         599 BU     EF5Y          599 A          0  
QSO:  3508 CW 2016-05-22 0137 EB1RL         599 BU     EF5Y          599 A          0  
QSO:  7013 CW 2016-05-22 0138 EB1RL         599 BU     9A1AA         599 589       0  
QSO:  7022 CW 2016-05-22 0140 EB1RL         599 BU     R7AB          599 401       0  
QSO:  3507 CW 2016-05-22 0143 EB1RL         599 BU     ZA/S56X       599 100       0  
QSO:  3510 CW 2016-05-22 0144 EB1RL         599 BU     YL3AIW        599 082       0  
QSO:  7024 CW 2016-05-22 0149 EB1RL         599 BU     RG5A          599 504       0  
QSO:  7024 CW 2016-05-22 0150 EB1RL         599 BU     LZ7A          599 254       0  
QSO:  7008 CW 2016-05-22 0611 EB1RL         599 BU     OE9WGI        599 031       0  
QSO:  7026 CW 2016-05-22 0613 EB1RL         599 BU     EC7WA         599 H          0  
QSO:  7027 CW 2016-05-22 0614 EB1RL         599 BU     EA7MT         599 GR         0  
QSO:  7031 CW 2016-05-22 0615 EB1RL         599 BU     F6HKA         599 220       0  
QSO:  7033 CW 2016-05-22 0619 EB1RL         599 BU     EB5CUZ        599 CS         0  
QSO:  7029 CW 2016-05-22 0624 EB1RL         599 BU     DJ1YF         599 181       0  
QSO:  7028 CW 2016-05-22 0624 EB1RL         599 BU     EC7AMY        599 SE         0  
QSO:  7022 CW 2016-05-22 0626 EB1RL         599 BU     F5NTZ         599 099       0  
QSO:  7020 CW 2016-05-22 0628 EB1RL         599 BU     EA7KB         599 H          0  
QSO:  7019 CW 2016-05-22 0629 EB1RL         599 BU     EF3A          599 T          0  
QSO:  7019 CW 2016-05-22 0630 EB1RL         599 BU     EA3QP         599 B          0  
QSO:  7018 CW 2016-05-22 0636 EB1RL         599 BU     EA3FZT        599 B          0  
QSO: 21024 CW 2016-05-22 0640 EB1RL         599 BU     UA6YH         599 321       0  
QSO: 14039 CW 2016-05-22 0643 EB1RL         599 BU     RO6A          599 332       0  
QSO: 14018 CW 2016-05-22 0647 EB1RL         599 BU     YT4W          599 157       0  
QSO: 14037 CW 2016-05-22 0649 EB1RL         599 BU     S58D          599 042       0  
QSO: 14037 CW 2016-05-22 0650 EB1RL         599 BU     OM7LW         599 198       0  
QSO: 14037 CW 2016-05-22 0650 EB1RL         599 BU     UR7GO         599 612       0  
QSO: 14037 CW 2016-05-22 0654 EB1RL         599 BU     OK2ABU        599 065       0  
QSO: 14037 CW 2016-05-22 0655 EB1RL         599 BU     RW3AI         599 163       0  
QSO:  7005 CW 2016-05-22 0702 EB1RL         599 BU     EA4FR         599 CR         0  
QSO:  7005 CW 2016-05-22 0704 EB1RL         599 BU     EA1WD         599 S          0  
QSO: 14037 CW 2016-05-22 0710 EB1RL         599 BU     HA5PP         599 037       0  
QSO: 14037 CW 2016-05-22 0710 EB1RL         599 BU     5B4AMM        599 790       0  
QSO: 14037 CW 2016-05-22 0711 EB1RL         599 BU     RL4F          599 100       0  
QSO:  7030 CW 2016-05-22 0714 EB1RL         599 BU     EA4IE         599 TO         0  
QSO:  7033 CW 2016-05-22 0715 EB1RL         599 BU     EC7ABV        599 CA         0  
QSO:  7007 CW 2016-05-22 0722 EB1RL         599 BU     EE3X          599 B          0  
QSO:  7006 CW 2016-05-22 0725 EB1RL         599 BU     EA4PN         599 M          0  
QSO: 14037 CW 2016-05-22 0728 EB1RL         599 BU     DJ9RR         599 110       0  
QSO: 14037 CW 2016-05-22 0729 EB1RL         599 BU     UA4S          599 113       0  
QSO: 14037 CW 2016-05-22 0730 EB1RL         599 BU     R3AQ          599 143       0  
QSO: 14037 CW 2016-05-22 0731 EB1RL         599 BU     HG6C          599 350       0  
QSO: 14037 CW 2016-05-22 0734 EB1RL         599 BU     LZ5IL         599 044       0  
QSO: 14037 CW 2016-05-22 0735 EB1RL         599 BU     YO7ARZ        599 112       0  
QSO: 14037 CW 2016-05-22 0736 EB1RL         599 BU     S57X          599 163       0  
QSO: 14037 CW 2016-05-22 0737 EB1RL         599 BU     IZ4JMA        599 161       0  
QSO: 14037 CW 2016-05-22 0738 EB1RL         599 BU     LZ2HA         599 293       0  
QSO: 14037 CW 2016-05-22 0739 EB1RL         599 BU     PG2AA         599 048       0  
QSO: 14037 CW 2016-05-22 0741 EB1RL         599 BU     YT1A          599 024       0  
QSO: 14037 CW 2016-05-22 0741 EB1RL         599 BU     HB9FBP        599 069       0  
QSO: 14037 CW 2016-05-22 0742 EB1RL         599 BU     S57DX         599 069       0  
QSO: 14037 CW 2016-05-22 0743 EB1RL         599 BU     DL3RAD/M      599 014       0  
QSO:  7025 CW 2016-05-22 0748 EB1RL         599 BU     EA5DD         599 A          0  
QSO:  7031 CW 2016-05-22 0749 EB1RL         599 BU     EA7AFO        599 J          0  
QSO:  7015 CW 2016-05-22 0752 EB1RL         599 BU     EA4FLY        599 M          0  
QSO:  7007 CW 2016-05-22 0753 EB1RL         599 BU     EA2EA         599 SS         0  
QSO:  7004 CW 2016-05-22 0755 EB1RL         599 BU     EA4IF         599 TO         0  
QSO:  7031 CW 2016-05-22 0756 EB1RL         599 BU     EA5FV/P       599 GU         0  
QSO:  7022 CW 2016-05-22 0758 EB1RL         599 BU     EA2NA         599 NA         0  
QSO:  7035 CW 2016-05-22 0801 EB1RL         599 BU     EA4CA         599 M          0  
QSO:  7016 CW 2016-05-22 0807 EB1RL         599 BU     EA4GMX        599 AB         0  
QSO:  7029 CW 2016-05-22 0810 EB1RL         599 BU     EA4ASC        599 M          0  
QSO: 21030 CW 2016-05-22 0813 EB1RL         599 BU     EA8BMG        599 TF         0  
QSO: 21020 CW 2016-05-22 0817 EB1RL         599 BU     EC7ABV        599 CA         0  
QSO: 21036 CW 2016-05-22 0821 EB1RL         599 BU     LZ7A          599 093       0  
QSO: 21036 CW 2016-05-22 0821 EB1RL         599 BU     EA7MT         599 GR         0  
QSO: 21036 CW 2016-05-22 0822 EB1RL         599 BU     UA3MIF        599 312       0  
QSO: 21036 CW 2016-05-22 0823 EB1RL         599 BU     DL1DQW        599 041       0  
QSO: 21036 CW 2016-05-22 0824 EB1RL         599 BU     RK3AW         599 066       0  
QSO: 21036 CW 2016-05-22 0828 EB1RL         599 BU     UR7GO         599 719       0  
QSO: 28022 CW 2016-05-22 0854 EB1RL         599 BU     UA6J          599 040       0  
QSO: 21034 CW 2016-05-22 0904 EB1RL         599 BU     UA4S          599 195       0  
QSO: 21030 CW 2016-05-22 0906 EB1RL         599 BU     HG3M          599 553       0  
QSO: 14003 CW 2016-05-22 0914 EB1RL         599 BU     EF5Y          599 A          0  
QSO: 14003 CW 2016-05-22 0914 EB1RL         599 BU     LY3B          599 145       0  
QSO: 14005 CW 2016-05-22 0920 EB1RL         599 BU     EC7WA         599 H          0  
QSO: 21021 CW 2016-05-22 0926 EB1RL         599 BU     HA4XH         599 763       0  
QSO: 28012 CW 2016-05-22 0932 EB1RL         599 BU     HG7T          599 073       0  
QSO: 21007 CW 2016-05-22 0941 EB1RL         599 BU     EB7KA         599 AL         0  
QSO:  7015 CW 2016-05-22 0946 EB1RL         599 BU     EF5T          599 MU         0  
QSO:  7005 CW 2016-05-22 0955 EB1RL         599 BU     EB1EVX        599 C          0  
QSO:  7005 CW 2016-05-22 0956 EB1RL         599 BU     EA5FMH        599 V          0  
QSO:  7006 CW 2016-05-22 0958 EB1RL         599 BU     EA1CVZ        599 C          0  
QSO:  7006 CW 2016-05-22 1000 EB1RL         599 BU     EA4FR         599 CR         0  
QSO:  7025 CW 2016-05-22 1003 EB1RL         599 BU     EA4KG         599 M          0  
QSO: 14044 CW 2016-05-22 1011 EB1RL         599 BU     S56A          599 228       0  
QSO: 14044 CW 2016-05-22 1014 EB1RL         599 BU     EA7MT         599 GR         0  
QSO: 14044 CW 2016-05-22 1015 EB1RL         599 BU     RA7R          599 137       0  
QSO: 14044 CW 2016-05-22 1016 EB1RL         599 BU     DL7SBV        599 040       0  
QSO: 14044 CW 2016-05-22 1018 EB1RL         599 BU     LX7I          599 469       0  
QSO: 14034 CW 2016-05-22 1022 EB1RL         599 BU     EA7AAW        599 GR         0  
QSO: 21044 CW 2016-05-22 1026 EB1RL         599 BU     DL7SBV        599 046       0  
QSO:  7007 CW 2016-05-22 1028 EB1RL         599 BU     EA1CS         599 O          0  
QSO:  7024 CW 2016-05-22 1036 EB1RL         599 BU     EA5DP         599 V          0  
QSO:  7024 CW 2016-05-22 1039 EB1RL         599 BU     EA2CW         599 BI         0  
QSO:  7023 CW 2016-05-22 1042 EB1RL         599 BU     F5NBX         599 150       0  
QSO: 14027 CW 2016-05-22 1045 EB1RL         599 BU     OM3CW         599 240       0  
QSO: 14039 CW 2016-05-22 1047 EB1RL         599 BU     LX4A          599 134       0  
QSO: 21042 CW 2016-05-22 1055 EB1RL         599 BU     DL5KUD        599 373       0  
QSO: 21042 CW 2016-05-22 1055 EB1RL         599 BU     RG5A          599 785       0  
QSO: 21042 CW 2016-05-22 1056 EB1RL         599 BU     IK3QAR        599 221       0  
QSO: 21042 CW 2016-05-22 1058 EB1RL         599 BU     IK8UND        599 318       0  
QSO:  7023 CW 2016-05-22 1101 EB1RL         599 BU     EA7OH         599 GR         0  
QSO:  7016 CW 2016-05-22 1106 EB1RL         599 BU     EA5EY         599 AB         0  
QSO:  7012 CW 2016-05-22 1108 EB1RL         599 BU     EA1MV         599 LU         0  
QSO:  7015 CW 2016-05-22 1110 EB1RL         599 BU     EA5FX         599 CS         0  
QSO: 14042 CW 2016-05-22 1113 EB1RL         599 BU     DL9GWD        599 070       0  
QSO: 14042 CW 2016-05-22 1115 EB1RL         599 BU     AA3B          599 441       0  
QSO: 28033 CW 2016-05-22 1120 EB1RL         599 BU     IK3QAR        599 242       0  
QSO: 21042 CW 2016-05-22 1128 EB1RL         599 BU     IZ4JMA        599 263       0  
QSO: 28034 CW 2016-05-22 1131 EB1RL         599 BU     UA6AK         599 099       0  
QSO: 28016 CW 2016-05-22 1134 EB1RL         599 BU     RU7A          599 129       0  
QSO: 28011 CW 2016-05-22 1135 EB1RL         599 BU     IK2SND        599 102       0  
QSO:  7025 CW 2016-05-22 1144 EB1RL         599 BU     EA5GIE        599 V          0  
QSO:  7022 CW 2016-05-22 1146 EB1RL         599 BU     EA7JKA        599 SE         0  
QSO: 14014 CW 2016-05-22 1148 EB1RL         599 BU     YQ6A          599 274       0  
END-OF-LOG:
