START-OF-LOG: 3.0
CONTEST: EA-MAJESTAD-CW
CALLSIGN: DJ3GE
CATEGORY: SINGLE-OP ALL QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 15168
CREATED-BY: UcxLog 7.62
OPERATORS: DJ3GE
NAME: Ferdinand Dahl
SOAPBOX: QRP 5 Watt from FT817 via tuner Z11 to antennas:
QSO:  7000 CW 2016-05-21 1613 DJ3GE         599 030    R7AB          599 069
QSO:  7000 CW 2016-05-21 1616 DJ3GE         599 031    M0TDW         599 120
QSO:  7000 CW 2016-05-21 1618 DJ3GE         599 032    EA1MX         599 S
QSO:  7000 CW 2016-05-21 1620 DJ3GE         599 033    EA3GBA        599 B
QSO:  7000 CW 2016-05-21 1622 DJ3GE         599 034    EA4RCH        599 GU
QSO:  7000 CW 2016-05-21 1639 DJ3GE         599 035    EA2SS         599 HU
QSO:  7000 CW 2016-05-21 1642 DJ3GE         599 036    HB9RB         599 020
QSO:  7000 CW 2016-05-21 1827 DJ3GE         599 037    YP5A          599 147
QSO:  7000 CW 2016-05-21 1828 DJ3GE         599 038    DL5YM         599 152
QSO:  7000 CW 2016-05-21 1830 DJ3GE         599 039    PA2GRU        599 020
QSO:  7000 CW 2016-05-21 1836 DJ3GE         599 040    SM2T          599 281
QSO: 14000 CW 2016-05-21 1846 DJ3GE         599 041    EA8ZS         599 GC
QSO: 14000 CW 2016-05-21 1852 DJ3GE         599 042    IK0EFR        599 136
QSO: 14000 CW 2016-05-21 1854 DJ3GE         599 043    EF8U          599 GC
QSO: 14000 CW 2016-05-21 1856 DJ3GE         599 044    LZ7A          599 366
QSO: 14000 CW 2016-05-21 1858 DJ3GE         599 045    LZ2HA         599 106
QSO: 14000 CW 2016-05-21 1859 DJ3GE         599 046    UC7A          599 500
QSO: 14000 CW 2016-05-21 1904 DJ3GE         599 047    EF0F          599 SMR
QSO: 14000 CW 2016-05-21 1906 DJ3GE         599 048    YO7CVL        599 034
QSO: 14000 CW 2016-05-21 1907 DJ3GE         599 049    EA3FZT        599 B
QSO: 14000 CW 2016-05-21 1909 DJ3GE         599 050    YO9RIJ        599 051
QSO: 14000 CW 2016-05-21 1919 DJ3GE         599 051    EA4RCH        599 GU
QSO: 14000 CW 2016-05-21 1922 DJ3GE         599 052    R2CA          599 100
QSO: 14000 CW 2016-05-21 1925 DJ3GE         599 053    R3AQ          599 038
QSO: 14000 CW 2016-05-21 1927 DJ3GE         599 054    EA1RKV        599 PO
QSO: 14000 CW 2016-05-21 1932 DJ3GE         599 055    IT9CKA        599 108
QSO: 14000 CW 2016-05-21 1933 DJ3GE         599 056    EA8BQM        599 GC
QSO: 14000 CW 2016-05-21 1936 DJ3GE         599 057    EA4IE         599 TO
QSO:  7000 CW 2016-05-21 1939 DJ3GE         599 058    OH5TS         599 162
QSO:  7000 CW 2016-05-21 1941 DJ3GE         599 059    SQ3VV         599 084
QSO:  7000 CW 2016-05-21 1945 DJ3GE         599 060    YU1RA         599 128
QSO:  7000 CW 2016-05-21 2050 DJ3GE         599 061    SP9LJD        599 111
QSO:  7000 CW 2016-05-21 2052 DJ3GE         599 062    F/E72T        599 23
QSO:  7000 CW 2016-05-21 2054 DJ3GE         599 063    F5NTZ         599 062
QSO:  7000 CW 2016-05-21 2055 DJ3GE         599 064    EF5T          599 MU
QSO:  7000 CW 2016-05-21 2056 DJ3GE         599 065    EF0F          599 SMR
QSO:  7000 CW 2016-05-21 2058 DJ3GE         599 066    EA1FA         599 O
QSO:  7000 CW 2016-05-21 2101 DJ3GE         599 067    5B4AMM        599 565
QSO:  7000 CW 2016-05-21 2103 DJ3GE         599 068    LA8HGA        599 152
QSO:  7000 CW 2016-05-21 2104 DJ3GE         599 069    PA4O          599 138
QSO:  7000 CW 2016-05-21 2106 DJ3GE         599 070    RC9J          599 296
QSO:  7000 CW 2016-05-21 2113 DJ3GE         599 071    S58MU         599 008
QSO:  7000 CW 2016-05-21 2114 DJ3GE         599 072    DF8AE         599 050
QSO:  7000 CW 2016-05-21 2115 DJ3GE         599 073    PA5WT         599 147
QSO:  7000 CW 2016-05-21 2116 DJ3GE         599 074    DL3KWF        599 144
QSO:  7000 CW 2016-05-21 2120 DJ3GE         599 075    OG6N          599 333
QSO:  7000 CW 2016-05-22 0713 DJ3GE         599 076    HB9FBP        599 049
QSO:  7000 CW 2016-05-22 0715 DJ3GE         599 077    F6HKA         599 286
QSO:  7000 CW 2016-05-22 0729 DJ3GE         599 078    OK1BA         599 182
QSO:  7000 CW 2016-05-22 0730 DJ3GE         599 079    OK1NE         599 139
QSO: 21000 CW 2016-05-22 0735 DJ3GE         599 080    UA6YH         599 344
QSO: 21000 CW 2016-05-22 0742 DJ3GE         599 081    SV5/DL3DRN    599 272
QSO: 21000 CW 2016-05-22 0744 DJ3GE         599 082    RX9FB         599 023
QSO: 21000 CW 2016-05-22 0750 DJ3GE         599 083    TA5FA         599 059
QSO: 21000 CW 2016-05-22 0751 DJ3GE         599 084    RW4WA         599 100
QSO: 21000 CW 2016-05-22 0753 DJ3GE         599 085    EA8AVK        599 GC
QSO: 21000 CW 2016-05-22 0759 DJ3GE         599 086    EE8A          599 GC
QSO: 21000 CW 2016-05-22 0802 DJ3GE         599 087    SM2T          599 515
QSO: 21000 CW 2016-05-22 0805 DJ3GE         599 088    LZ7A          599 081
QSO: 21000 CW 2016-05-22 0808 DJ3GE         599 089    SE5L          599 117
QSO: 21000 CW 2016-05-22 0815 DJ3GE         599 090    EA5AR         599 CS
QSO: 21000 CW 2016-05-22 0816 DJ3GE         599 091    OH5TS         599 328
QSO: 21000 CW 2016-05-22 0817 DJ3GE         599 092    EF5Y          599 A
QSO: 21000 CW 2016-05-22 1035 DJ3GE         599 093    EA5FIV        599 A
QSO: 21000 CW 2016-05-22 1036 DJ3GE         599 094    5B4AMM        599 990
QSO: 21000 CW 2016-05-22 1039 DJ3GE         599 095    EF1A          599 C
QSO: 21000 CW 2016-05-22 1108 DJ3GE         599 096    YO9HP         599 327
QSO: 21000 CW 2016-05-22 1110 DJ3GE         599 097    EF5R          599 A
QSO: 21000 CW 2016-05-22 1113 DJ3GE         599 098    UG3G          599 162
QSO: 21000 CW 2016-05-22 1117 DJ3GE         599 099    EA6AZ         599 IB
QSO: 21000 CW 2016-05-22 1119 DJ3GE         599 100    RD3AT         599 188
QSO: 21000 CW 2016-05-22 1120 DJ3GE         599 101    OK2EA         599 432
QSO: 28000 CW 2016-05-22 1124 DJ3GE         599 102    EA6AZ         599 IB
QSO: 28000 CW 2016-05-22 1126 DJ3GE         599 103    EA5MO         599 V
QSO: 28000 CW 2016-05-22 1138 DJ3GE         599 104    EA5WU         599 CS
QSO: 28000 CW 2016-05-22 1139 DJ3GE         599 105    LZ7A          599 096
QSO: 28000 CW 2016-05-22 1140 DJ3GE         599 106    EF0F          599 SMR
QSO: 28000 CW 2016-05-22 1146 DJ3GE         599 107    EA5FIV        599 A
QSO: 28000 CW 2016-05-22 1148 DJ3GE         599 108    EF3A          599 T
QSO: 28000 CW 2016-05-22 1153 DJ3GE         599 109    EA1MI         599 SG
QSO: 28000 CW 2016-05-22 1155 DJ3GE         599 110    EF5Y          599 A
QSO: 28000 CW 2016-05-22 1157 DJ3GE         599 111    OH2PM         599 544
END-OF-LOG:
