START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: R6SX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R6SX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2025.
QSO: 21023 CW 2025-07-12 1200 R6SX          599 29 BG0DLA        599 42
QSO: 21038 CW 2025-07-13 0637 R6SX          599 29 DL6KVA        599 28
QSO: 21011 CW 2025-07-13 0640 R6SX          599 29 LZ9W          599 28
QSO: 21030 CW 2025-07-13 0647 R6SX          599 29 OE0HQ         599 OV
QSO: 21039 CW 2025-07-13 0651 R6SX          599 29 OZ1HQ         599 EDR
QSO: 21048 CW 2025-07-13 0654 R6SX          599 29 RK9A          599 30
QSO: 21011 CW 2025-07-13 0702 R6SX          599 29 UP4L          599 30
QSO: 21023 CW 2025-07-13 0703 R6SX          599 29 SK9HQ         599 SSA
QSO: 21029 CW 2025-07-13 0706 R6SX          599 29 SN0HQ         599 PZK
QSO: 21002 CW 2025-07-13 0738 R6SX          599 29 UP2L          599 30
QSO: 21012 CW 2025-07-13 0742 R6SX          599 29 SN9DT         599 28
QSO: 21012 CW 2025-07-13 0745 R6SX          599 29 A60HQ         599 EARS
QSO: 21013 CW 2025-07-13 0746 R6SX          599 29 R4HQ          599 SRR
QSO: 21013 CW 2025-07-13 0746 R6SX          599 29 R4HQ          599 SRR
QSO: 21018 CW 2025-07-13 0748 R6SX          599 29 OK7O          599 28
QSO: 21018 CW 2025-07-13 0749 R6SX          599 29 RU9AC         599 30
QSO: 21023 CW 2025-07-13 0750 R6SX          599 29 RW9DX         599 30
QSO: 21033 CW 2025-07-13 0755 R6SX          599 29 OG1F          599 18
QSO: 21034 CW 2025-07-13 0756 R6SX          599 29 OK1KKI        599 28
QSO: 21000 CW 2025-07-13 0759 R6SX          599 29 SM6EAN        599 AC
QSO: 21000 CW 2025-07-13 0802 R6SX          599 29 SP9ENV        599 28
QSO: 21045 CW 2025-07-13 0813 R6SX          599 29 OZ1HQ         599 EDR
QSO: 21047 CW 2025-07-13 0818 R6SX          599 29 IO4R          599 28
QSO: 21060 CW 2025-07-13 0822 R6SX          599 29 EA8RM         599 36
QSO: 21053 CW 2025-07-13 0823 R6SX          599 29 E72U          599 28
QSO: 21044 CW 2025-07-13 0827 R6SX          599 29 DL2NBY        599 28
QSO: 21003 CW 2025-07-13 0836 R6SX          599 29 4Z4AK         599 39
QSO: 21003 CW 2025-07-13 0837 R6SX          599 29 TA2IJ         599 39
QSO: 21004 CW 2025-07-13 0838 R6SX          599 29 UA4S          599 29
QSO: 21017 CW 2025-07-13 0905 R6SX          599 29 IP4E          599 28
QSO: 21023 CW 2025-07-13 0910 R6SX          599 29 P3F           599 39
QSO: 21030 CW 2025-07-13 0911 R6SX          599 29 DL2CC         599 28
QSO: 21030 CW 2025-07-13 0912 R6SX          599 29 HA3NU         599 28
QSO: 21033 CW 2025-07-13 0913 R6SX          599 29 DL5YM         599 28
QSO: 21033 CW 2025-07-13 0913 R6SX          599 29 HA4CW         599 28
QSO: 21044 CW 2025-07-13 0919 R6SX          599 29 R8TT          599 30
QSO: 21054 CW 2025-07-13 0921 R6SX          599 29 5Z4VJ         599 48
QSO: 21061 CW 2025-07-13 0922 R6SX          599 29 OK6Y          599 28
QSO: 21005 CW 2025-07-13 0926 R6SX          599 29 RN4HAB        599 30
QSO: 21010 CW 2025-07-13 0929 R6SX          599 29 LX7I          599 27
QSO: 21016 CW 2025-07-13 0934 R6SX          599 29 YT0HQ         599 SRS
QSO: 21017 CW 2025-07-13 0938 R6SX          599 29 LZ1ZJ         599 28
QSO: 21021 CW 2025-07-13 0940 R6SX          599 29 EA7Q          599 37
QSO: 21029 CW 2025-07-13 0943 R6SX          599 29 PE6A          599 27
QSO: 21030 CW 2025-07-13 0945 R6SX          599 29 DH8VV         599 28
QSO: 21033 CW 2025-07-13 0948 R6SX          599 29 DD2D          599 28
QSO: 21000 CW 2025-07-13 0950 R6SX          599 29 OK1OPT        599 28
QSO: 21000 CW 2025-07-13 0958 R6SX          599 29 DM3XI         599 28
QSO: 21039 CW 2025-07-13 0958 R6SX          599 29 UN3M          599 30
QSO: 21039 CW 2025-07-13 0959 R6SX          599 29 HG1W          599 28
QSO: 21040 CW 2025-07-13 0959 R6SX          599 29 S53V          599 28
QSO: 21015 CW 2025-07-13 1013 R6SX          599 29 OL8R          599 28
QSO: 21017 CW 2025-07-13 1014 R6SX          599 29 HG8R          599 28
QSO: 21025 CW 2025-07-13 1021 R6SX          599 29 HA3OU         599 28
QSO: 21004 CW 2025-07-13 1036 R6SX          599 29 DR0W          599 28
QSO: 21030 CW 2025-07-13 1045 R6SX          599 29 LA2AB         599 18
QSO: 21036 CW 2025-07-13 1046 R6SX          599 29 OH2HQ         599 SRAL
QSO: 21036 CW 2025-07-13 1046 R6SX          599 29 OH2HQ         599 SRAL
QSO: 21017 CW 2025-07-13 1112 R6SX          599 29 HG0HQ         599 MRASZ
QSO: 21023 CW 2025-07-13 1117 R6SX          599 29 IO3F          599 28
QSO: 21045 CW 2025-07-13 1122 R6SX          599 29 HA7UI         599 28
QSO: 21045 CW 2025-07-13 1124 R6SX          599 29 OK1CZ         599 28
QSO: 21049 CW 2025-07-13 1137 R6SX          599 29 IK3VUT        599 28
QSO: 21050 CW 2025-07-13 1139 R6SX          599 29 OM0RX         599 28
QSO: 21005 CW 2025-07-13 1154 R6SX          599 29 HG7T          599 28
QSO: 21000 CW 2025-07-13 1158 R6SX          599 29 HB9HQ         599 USKA
QSO: 21010 CW 2025-07-13 1159 R6SX          599 29 DR0W          599 28
END-OF-LOG:
