START-OF-LOG: 3.0
CONTEST: ARRL-160
LOCATION: SFL
CALLSIGN: AD4ES
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: N1MM LOGGER+ 1.0.8018.0
CLUB: Florida Contest Group
OPERATORS: AD4ES W4SO
HQ-CATEGORY: Multioperator, Single Transmitter, High Power
HQ-GRID-LOCATOR: EL98pd
QSO: 1827 CW 2019-12-08 0128 AD4ES 599 SFL C6AGU 599 0
QSO: 1837 CW 2019-12-08 0632 AD4ES 599 SFL W4MYA 599 VA 0
QSO: 1845 CW 2019-12-08 0634 AD4ES 599 SFL WW2R 599 NFL 0
QSO: 1837 CW 2019-12-08 0636 AD4ES 599 SFL W1VE 599 VT 0
QSO: 1844 CW 2019-12-08 0636 AD4ES 599 SFL NA8V 599 MI 0
QSO: 1868 CW 2019-12-08 0637 AD4ES 599 SFL W1QK 599 CT 0
QSO: 1870 CW 2019-12-08 0638 AD4ES 599 SFL N4HB 599 VA 0
QSO: 1867 CW 2019-12-08 0638 AD4ES 599 SFL W2GDJ 599 ENY 0
QSO: 1858 CW 2019-12-08 0639 AD4ES 599 SFL N8NA 599 DE 0
QSO: 1855 CW 2019-12-08 0639 AD4ES 599 SFL VE6WQ 599 AB 0
QSO: 1850 CW 2019-12-08 0640 AD4ES 599 SFL K3UL 599 EPA 0
QSO: 1844 CW 2019-12-08 0641 AD4ES 599 SFL K9MA 599 WI 0
QSO: 1840 CW 2019-12-08 0648 AD4ES 599 SFL VE3BR 599 GTA 0
QSO: 1836 CW 2019-12-08 0650 AD4ES 599 SFL W0AIH 599 WI 0
QSO: 1828 CW 2019-12-08 0652 AD4ES 599 SFL XE2X 599 0
QSO: 1827 CW 2019-12-08 0652 AD4ES 599 SFL NO3M 599 WPA 0
QSO: 1826 CW 2019-12-08 0653 AD4ES 599 SFL NR4M 599 VA 0
QSO: 1825 CW 2019-12-08 0654 AD4ES 599 SFL K3UA 599 WPA 0
QSO: 1821 CW 2019-12-08 0655 AD4ES 599 SFL KF6I 599 ORG 0
QSO: 1812 CW 2019-12-08 0658 AD4ES 599 SFL N5CW 599 MS 0
QSO: 1811 CW 2019-12-08 0658 AD4ES 599 SFL K7RAT 599 OR 0
QSO: 1827 CW 2019-12-08 0700 AD4ES 599 SFL K5TR 599 STX 0
QSO: 1833 CW 2019-12-08 0702 AD4ES 599 SFL N7DD 599 AZ 0
QSO: 1837 CW 2019-12-08 0704 AD4ES 599 SFL K1DG 599 ME 0
QSO: 1835 CW 2019-12-08 0706 AD4ES 599 SFL W5MX 599 KY 0
QSO: 1841 CW 2019-12-08 0707 AD4ES 599 SFL KB8KMH 599 WV 0
QSO: 1841 CW 2019-12-08 0712 AD4ES 599 SFL W3YY 599 VA 0
QSO: 1841 CW 2019-12-08 0713 AD4ES 599 SFL W5TM 599 OK 0
QSO: 1841 CW 2019-12-08 0714 AD4ES 599 SFL WB8TDG 599 OH 0
QSO: 1841 CW 2019-12-08 0715 AD4ES 599 SFL W1HIS 599 EMA 0
QSO: 1841 CW 2019-12-08 0716 AD4ES 599 SFL AJ9C 599 IN 0
QSO: 1841 CW 2019-12-08 0716 AD4ES 599 SFL W3NX 599 DE 0
QSO: 1841 CW 2019-12-08 0717 AD4ES 599 SFL AC3BU 599 MDC 0
QSO: 1841 CW 2019-12-08 0718 AD4ES 599 SFL W7WW 599 AZ 0
QSO: 1841 CW 2019-12-08 0720 AD4ES 599 SFL K5AM 599 NM 0
QSO: 1841 CW 2019-12-08 0721 AD4ES 599 SFL K0EA 599 MN 0
QSO: 1841 CW 2019-12-08 0723 AD4ES 599 SFL HI3Y 599 0
QSO: 1841 CW 2019-12-08 0725 AD4ES 599 SFL AI2S 599 WNY 0
QSO: 1829 CW 2019-12-08 0730 AD4ES 599 SFL WJ9B 599 ID 0
QSO: 1846 CW 2019-12-08 0731 AD4ES 599 SFL WD5K 599 NTX 0
QSO: 1841 CW 2019-12-08 0735 AD4ES 599 SFL KJ4AOM 599 KY 0
QSO: 1841 CW 2019-12-08 0737 AD4ES 599 SFL K4MM 599 SFL 0
QSO: 1841 CW 2019-12-08 0738 AD4ES 599 SFL WA4JUK 599 VA 0
QSO: 1841 CW 2019-12-08 0741 AD4ES 599 SFL W7AMR 599 AZ 0
QSO: 1841 CW 2019-12-08 0742 AD4ES 599 SFL NI6W 599 LAX 0
QSO: 1841 CW 2019-12-08 0742 AD4ES 599 SFL K2JB 599 NC 0
QSO: 1841 CW 2019-12-08 0746 AD4ES 599 SFL W6DR 599 SCV 0
QSO: 1841 CW 2019-12-08 0747 AD4ES 599 SFL N4YA 599 GA 0
QSO: 1841 CW 2019-12-08 0747 AD4ES 599 SFL W9OP 599 WI 0
QSO: 1841 CW 2019-12-08 0748 AD4ES 599 SFL N4JVP 599 GA 0
QSO: 1841 CW 2019-12-08 0749 AD4ES 599 SFL W9MRH 599 IN 0
QSO: 1841 CW 2019-12-08 0750 AD4ES 599 SFL KN4DXT 599 WCF 0
QSO: 1841 CW 2019-12-08 0751 AD4ES 599 SFL AK4Z 599 TN 0
