START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: K8GL
LOCATION: MI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 1593086
NAME: Greg Surma
OPERATORS: K8GL
CLUB: Bay Area DXers
CREATED-BY: NA Version 10.53
SOAPBOX: Excellent! Thanks for all the QSO's.  Africa was well represented.
QSO:  7000 CW 2019-11-23 0144 K8GL         599  04   S57K         599 15
QSO:  7000 CW 2019-11-23 0144 K8GL         599  04   EA5RS        599 14
QSO:  7000 CW 2019-11-23 0145 K8GL         599  04   VP5M         599 08
QSO:  7000 CW 2019-11-23 0147 K8GL         599  04   CX5UA        599 13
QSO:  7000 CW 2019-11-23 0148 K8GL         599  04   DJ5MW        599 14
QSO:  7000 CW 2019-11-23 0150 K8GL         599  04   LZ5K         599 20
QSO:  7000 CW 2019-11-23 0155 K8GL         599  04   KP2M         599 08
QSO:  7000 CW 2019-11-23 0157 K8GL         599  04   V55A         599 38
QSO:  7000 CW 2019-11-23 0159 K8GL         599  04   OR2M         599 14
QSO:  7000 CW 2019-11-23 0204 K8GL         599  04   CR5E         599 14
QSO:  7000 CW 2019-11-23 0204 K8GL         599  04   S53A         599 15
QSO:  7000 CW 2019-11-23 0205 K8GL         599  04   IR2C         589 15
QSO:  7000 CW 2019-11-23 0206 K8GL         599  04   YU7KW        599 15
QSO:  7000 CW 2019-11-23 0214 K8GL         599  04   LT1F         599 13
QSO:  7000 CW 2019-11-23 0214 K8GL         599  04   DL5AXX       599 14
QSO:  7000 CW 2019-11-23 0214 K8GL         599  04   S56X         599 15
QSO:  7000 CW 2019-11-23 0215 K8GL         599  04   PA3AAV       599 14
QSO:  7000 CW 2019-11-23 0220 K8GL         599  04   CE2LR        599 12
QSO:  7000 CW 2019-11-23 0222 K8GL         599  04   HA9A         599 15
QSO:  7000 CW 2019-11-23 0222 K8GL         599  04   LZ7J         599 20
QSO:  7000 CW 2019-11-23 0224 K8GL         599  04   PJ5/SP6EQZ   599 08
QSO:  7000 CW 2019-11-23 0225 K8GL         599  04   VY2TT        599 05
QSO:  7000 CW 2019-11-23 0225 K8GL         599  04   HH2AA        599 08
QSO:  7000 CW 2019-11-23 0226 K8GL         599  04   OL1C         599 15
QSO:  7000 CW 2019-11-23 0227 K8GL         599  04   DM4X         599 14
QSO:  7000 CW 2019-11-23 0227 K8GL         599  04   EA8BQM       599 33
QSO:  7000 CW 2019-11-23 0228 K8GL         599  04   SZ1A         599 20
QSO:  7000 CW 2019-11-23 0229 K8GL         599  04   CT3KN        599 33
QSO:  7000 CW 2019-11-23 0229 K8GL         599  04   CR5O         599 14
QSO:  7000 CW 2019-11-23 0230 K8GL         599  04   8P5A         599 08
QSO:  7000 CW 2019-11-23 0231 K8GL         599  04   YN2CC        599 07
QSO:  3500 CW 2019-11-23 0236 K8GL         599  04   S52AW        599 15
QSO:  3500 CW 2019-11-23 0239 K8GL         599  04   PJ2T         599 09
QSO:  3500 CW 2019-11-23 0239 K8GL         599  04   VE7JH        599 03
QSO:  3500 CW 2019-11-23 0240 K8GL         599  04   VE9AA        599 05
QSO:  3500 CW 2019-11-23 0241 K8GL         599  04   CR5E         599 14
QSO:  3500 CW 2019-11-23 0243 K8GL         599  04   J35X         599 08
QSO:  3500 CW 2019-11-23 0244 K8GL         599  04   ED1R         599 14
QSO:  3500 CW 2019-11-23 0245 K8GL         599  04   EF8R         599 33
QSO:  3500 CW 2019-11-23 0246 K8GL         599  04   NP2X         599 08
QSO:  3500 CW 2019-11-23 0259 K8GL         599  04   OR4ACA       599 14
QSO:  3500 CW 2019-11-23 0300 K8GL         599  04   HB9FAP       599 14
QSO:  3500 CW 2019-11-23 0302 K8GL         599  04   VC3T         599 04
QSO:  3500 CW 2019-11-23 0303 K8GL         599  04   TM6X         599 14
QSO:  3500 CW 2019-11-23 0304 K8GL         599  04   DL5AXX       599 14
QSO:  3500 CW 2019-11-23 0309 K8GL         599  04   6V7A         599 35
QSO:  3500 CW 2019-11-23 0309 K8GL         599  04   IR4M         599 15
QSO:  3500 CW 2019-11-23 0317 K8GL         599  04   GM4AFF       599 14
QSO:  3500 CW 2019-11-23 0320 K8GL         599  04   OM7RU        599 15
QSO:  3500 CW 2019-11-23 0322 K8GL         599  04   NP4AW        599 08
QSO:  3500 CW 2019-11-23 0325 K8GL         599  04   VP2MDM       599 08
QSO:  3500 CW 2019-11-23 0326 K8GL         599  04   F6AGM        599 14
QSO:  3500 CW 2019-11-23 0328 K8GL         599  04   PJ4A         599 09
QSO:  3500 CW 2019-11-23 0329 K8GL         599  04   C6AGU        599 08
QSO:  3500 CW 2019-11-23 0330 K8GL         599  04   DF0HQ        599 14
QSO:  3500 CW 2019-11-23 0331 K8GL         599  04   CR3W         599 33
QSO:  3500 CW 2019-11-23 0331 K8GL         599  04   G0MTN        599 14
QSO:  3500 CW 2019-11-23 0333 K8GL         599  04   G6T          599 14
QSO:  3500 CW 2019-11-23 0334 K8GL         599  04   IS0SWW       599 15
QSO:  3500 CW 2019-11-23 0335 K8GL         599  04   EA5RS        599 14
QSO:  3500 CW 2019-11-23 0341 K8GL         599  04   VE3XB        599 04
QSO:  3500 CW 2019-11-23 0344 K8GL         599  04   9A7A         599 15
QSO:  3500 CW 2019-11-23 0347 K8GL         599  04   HG7T         599 15
QSO:  3500 CW 2019-11-23 0348 K8GL         599  04   PJ4K         599 09
QSO:  3500 CW 2019-11-23 0349 K8GL         599  04   M6T          599 14
QSO:  3500 CW 2019-11-23 0354 K8GL         599  04   IO5O         599 15
QSO:  3500 CW 2019-11-23 0354 K8GL         599  04   DR4A         599 14
QSO:  3500 CW 2019-11-23 0355 K8GL         599  04   VE7VR        599 03
QSO:  3500 CW 2019-11-23 0356 K8GL         599  04   VE2IM        599 02
QSO:  3500 CW 2019-11-23 0400 K8GL         599  04   UX2X         599 16
QSO:  3500 CW 2019-11-23 0401 K8GL         599  04   XE2T         599 06
QSO:  3500 CW 2019-11-23 0405 K8GL         599  04   CN3A         599 33
QSO:  3500 CW 2019-11-23 0406 K8GL         599  04   DJ5MW        599 14
QSO:  3500 CW 2019-11-23 0407 K8GL         599  04   KH6LC        599 31
QSO:  7000 CW 2019-11-23 0424 K8GL         599  04   HK3TU        599 09
QSO:  7000 CW 2019-11-23 0425 K8GL         599  04   KP3DX        599 08
QSO:  7000 CW 2019-11-23 0432 K8GL         599  04   KH6LC        599 31
QSO:  7000 CW 2019-11-23 0435 K8GL         599  04   ED7K         599 14
QSO:  7000 CW 2019-11-23 0436 K8GL         599  04   ED5R         599 14
QSO:  7000 CW 2019-11-23 0442 K8GL         599  04   ZM1A         599 32
QSO:  7000 CW 2019-11-23 0442 K8GL         599  04   VE3EJ        599 04
QSO:  7000 CW 2019-11-23 0444 K8GL         599  04   KH7B         599 31
QSO:  7000 CW 2019-11-23 0446 K8GL         599  04   ZS2NF        599 38
QSO:  7000 CW 2019-11-23 0446 K8GL         599  04   6V7A         599 35
QSO:  7000 CW 2019-11-23 0448 K8GL         599  04   YT7KM        599 15
QSO:  7000 CW 2019-11-23 0452 K8GL         599  04   ZW8T         599 11
QSO:  7000 CW 2019-11-23 0453 K8GL         599  04   CM8NMN       599 08
QSO:  7000 CW 2019-11-23 0453 K8GL         599  04   5T0AA        599 35
QSO:  7000 CW 2019-11-23 0454 K8GL         599  04   IR4K         599 15
QSO:  7000 CW 2019-11-23 0455 K8GL         599  04   9A7A         599 15
QSO:  7000 CW 2019-11-23 0456 K8GL         599  04   EF8R         599 33
QSO:  7000 CW 2019-11-23 0457 K8GL         599  04   ED8W         599 33
QSO:  7000 CW 2019-11-23 0500 K8GL         599  04   9Z4Y         599 09
QSO:  7000 CW 2019-11-23 0501 K8GL         599  04   CO6RD        599 08
QSO:  7000 CW 2019-11-23 0503 K8GL         599  04   II9P         599 15
QSO:  7000 CW 2019-11-23 0503 K8GL         599  04   G6XX         599 14
QSO:  7000 CW 2019-11-23 0506 K8GL         599  04   YT5A         599 15
QSO:  7000 CW 2019-11-23 0507 K8GL         599  04   VA2EW        599 05
QSO:  7000 CW 2019-11-23 0509 K8GL         599  04   V26K         599 08
QSO:  7000 CW 2019-11-23 0510 K8GL         599  04   C56DF        599 35
QSO:  7000 CW 2019-11-23 0516 K8GL         599  04   HK6J         599 09
QSO:  7000 CW 2019-11-23 0517 K8GL         599  04   ZW5B         599 11
QSO:  7000 CW 2019-11-23 0517 K8GL         599  04   PY2KJ        599 11
QSO:  7000 CW 2019-11-23 0521 K8GL         599  04   FY5KE        599 09
QSO:  7000 CW 2019-11-23 0522 K8GL         599  04   PI4COM       599 14
QSO:  7000 CW 2019-11-23 0523 K8GL         599  04   XL3A         599 04
QSO:  7000 CW 2019-11-23 0525 K8GL         599  04   CE3CT        599 12
QSO:  7000 CW 2019-11-23 0527 K8GL         599  04   VP2MDM       599 08
QSO:  7000 CW 2019-11-23 0528 K8GL         599  04   IS0/LZ5F     599 15
QSO:  7000 CW 2019-11-23 0529 K8GL         599  04   EF2X         599 14
QSO:  7000 CW 2019-11-23 0530 K8GL         599  04   VA7DX        599 03
QSO:  3500 CW 2019-11-23 0532 K8GL         599  04   LZ9W         599 20
QSO:  3500 CW 2019-11-23 0533 K8GL         599  04   VA7ST        599 03
QSO:  3500 CW 2019-11-23 0543 K8GL         599  04   HC5DX        599 10
QSO:  3500 CW 2019-11-23 0545 K8GL         599  04   CR3DX        599 33
QSO:  3500 CW 2019-11-23 0546 K8GL         599  04   VA2EW        599 05
QSO:  3500 CW 2019-11-23 0547 K8GL         599  04   EI5KF        599 14
QSO:  3500 CW 2019-11-23 0548 K8GL         599  04   P40C         599 09
QSO:  3500 CW 2019-11-23 0552 K8GL         599  04   OM7M         599 15
QSO:  3500 CW 2019-11-23 0553 K8GL         599  04   VA7DX        599 03
QSO:  3500 CW 2019-11-23 0553 K8GL         599  04   VA3FF        599 04
QSO:  3500 CW 2019-11-23 0554 K8GL         599  04   VE5MX        599 04
QSO:  3500 CW 2019-11-23 0556 K8GL         599  04   PZ5W         599 09
QSO:  3500 CW 2019-11-23 0556 K8GL         599  04   VP9I         599 05
QSO:  3500 CW 2019-11-23 0556 K8GL         599  04   VE6SV        599 04
QSO:  3500 CW 2019-11-23 0603 K8GL         599  04   OK1KMU       599 15
QSO:  3500 CW 2019-11-23 0607 K8GL         599  04   OK2QA        599 15
QSO:  7000 CW 2019-11-23 0621 K8GL         599  04   VE3NE        599 04
QSO:  7000 CW 2019-11-23 0622 K8GL         599  04   CO8ZZ        599 08
QSO:  7000 CW 2019-11-23 0623 K8GL         599  04   CX9AU        599 13
QSO:  7000 CW 2019-11-23 0626 K8GL         599  04   HC0T         599 10
QSO:  7000 CW 2019-11-23 0628 K8GL         599  04   NP3YL        599 08
QSO:  7000 CW 2019-11-23 0629 K8GL         599  04   VP2VWW       599 08
QSO:  7000 CW 2019-11-23 0631 K8GL         599  04   FO/K5PI      599 32
QSO:  7000 CW 2019-11-23 0633 K8GL         599  04   PJ4A         599 09
QSO:  3500 CW 2019-11-23 0645 K8GL         599  04   D4C          599 35
QSO:  3500 CW 2019-11-23 0646 K8GL         599  04   VP5M         599 08
QSO:  3500 CW 2019-11-23 0647 K8GL         599  04   VE3VN        599 04
QSO:  3500 CW 2019-11-23 0649 K8GL         599  04   TI7W         599 07
QSO:  3500 CW 2019-11-23 0649 K8GL         599  04   OR2M         599 14
QSO:  3500 CW 2019-11-23 0652 K8GL         599  04   V26K         599 08
QSO:  3500 CW 2019-11-23 0652 K8GL         599  04   HI3CC        599 08
QSO:  3500 CW 2019-11-23 0655 K8GL         599  04   FY5FY        599 09
QSO:  3500 CW 2019-11-23 0658 K8GL         599  04   VE4GV        599 04
QSO:  3500 CW 2019-11-23 0659 K8GL         599  04   VE7XT        599 03
QSO:  3500 CW 2019-11-23 0700 K8GL         599  04   VE6UM        599 04
QSO:  3500 CW 2019-11-23 0704 K8GL         599  04   ZF1A         599 08
QSO:  3500 CW 2019-11-23 0705 K8GL         599  04   VE3EJ        599 04
QSO:  3500 CW 2019-11-23 0707 K8GL         599  04   CO2JD        599 08
QSO:  3500 CW 2019-11-23 0711 K8GL         599  04   VA2WA        599 05
QSO:  3500 CW 2019-11-23 0712 K8GL         599  04   OK6W         599 15
QSO:  3500 CW 2019-11-23 0717 K8GL         599  04   GM0GAV       599 14
QSO:  3500 CW 2019-11-23 0719 K8GL         599  04   VA2UR        599 05
QSO:  3500 CW 2019-11-23 0719 K8GL         599  04   CM8NMN       599 08
QSO:  7000 CW 2019-11-23 0725 K8GL         599  04   E7DX         599 15
QSO:  7000 CW 2019-11-23 0730 K8GL         599  04   NP2P         599 08
QSO:  7000 CW 2019-11-23 0731 K8GL         599  04   VE7FO        599 03
QSO:  3500 CW 2019-11-23 0746 K8GL         599  04   TM6M         599 14
QSO:  3500 CW 2019-11-23 0747 K8GL         599  04   VE7CC        599 03
QSO:  3500 CW 2019-11-23 0748 K8GL         599  04   VE3MGY       599 04
QSO:  3500 CW 2019-11-23 0749 K8GL         599  04   M0BEW        599 14
QSO:  3500 CW 2019-11-23 0749 K8GL         599  04   EA8DIG       599 33
QSO:  3500 CW 2019-11-23 0751 K8GL         599  04   HC0T         599 10
QSO:  3500 CW 2019-11-23 0755 K8GL         599  04   HQ9M         599 07
QSO:  3500 CW 2019-11-23 0757 K8GL         599  04   LU8DPM       599 13
QSO:  3500 CW 2019-11-23 1113 K8GL         599  04   ZM4T         599 32
QSO:  3500 CW 2019-11-23 1118 K8GL         599  04   VA1MM        599 05
QSO:  3500 CW 2019-11-23 1119 K8GL         599  04   WA2VZQ       599 05
QSO:  3500 CW 2019-11-23 1120 K8GL         599  04   WB6NVB       599 03
QSO:  3500 CW 2019-11-23 1121 K8GL         599  04   VA3SZ        599 04
QSO:  3500 CW 2019-11-23 1122 K8GL         599  04   VE3NNT       599 04
QSO:  3500 CW 2019-11-23 1123 K8GL         599  04   VE7DZO       599 03
QSO:  7000 CW 2019-11-23 1127 K8GL         599  04   XE2S         599 06
QSO:  7000 CW 2019-11-23 1128 K8GL         599  04   VE3UTT       599 04
QSO:  7000 CW 2019-11-23 1130 K8GL         599  04   VK2GR        599 30
QSO:  7000 CW 2019-11-23 1132 K8GL         599  04   VK3MI        599 30
QSO:  7000 CW 2019-11-23 1132 K8GL         599  04   VA2UR        599 05
QSO:  7000 CW 2019-11-23 1135 K8GL         599  04   WH7M         599 31
QSO:  7000 CW 2019-11-23 1145 K8GL         599  04   FM5FJ        599 08
QSO:  7000 CW 2019-11-23 1156 K8GL         599  04   VE3JM        599 04
QSO:  7000 CW 2019-11-23 1221 K8GL         599  04   OH1F         599 15
QSO: 14000 CW 2019-11-23 1227 K8GL         599  04   PI4DX        599 14
QSO: 14000 CW 2019-11-23 1229 K8GL         599  04   M6T          599 14
QSO: 14000 CW 2019-11-23 1230 K8GL         599  04   VA2WA        599 05
QSO: 14000 CW 2019-11-23 1231 K8GL         599  04   S51YI        599 15
QSO: 14000 CW 2019-11-23 1236 K8GL         599  04   ED1R         599 14
QSO: 14000 CW 2019-11-23 1237 K8GL         599  04   IO5O         599 15
QSO: 14000 CW 2019-11-23 1238 K8GL         599  04   DR1A         599 14
QSO: 14000 CW 2019-11-23 1241 K8GL         599  04   IV3SKB       599 15
QSO: 14000 CW 2019-11-23 1241 K8GL         599  04   DJ5MW        599 14
QSO: 14000 CW 2019-11-23 1241 K8GL         599  04   9A7A         599 15
QSO: 14000 CW 2019-11-23 1242 K8GL         599  04   VP2MDM       599 08
QSO: 14000 CW 2019-11-23 1244 K8GL         599  04   DK3T         599 14
QSO: 14000 CW 2019-11-23 1246 K8GL         599  04   EA5RS        599 14
QSO: 14000 CW 2019-11-23 1255 K8GL         599  04   G6T          599 14
QSO: 14000 CW 2019-11-23 1255 K8GL         599  04   GM3X         599 14
QSO: 14000 CW 2019-11-23 1256 K8GL         599  04   OG1D         599 15
QSO: 14000 CW 2019-11-23 1300 K8GL         599  04   GJ4YOX       599 14
QSO: 14000 CW 2019-11-23 1300 K8GL         599  04   OK5Z         599 15
QSO: 14000 CW 2019-11-23 1303 K8GL         599  04   OM7M         599 15
QSO: 14000 CW 2019-11-23 1306 K8GL         599  04   HV0A         599 15
QSO: 14000 CW 2019-11-23 1306 K8GL         599  04   LY2W         599 15
QSO: 14000 CW 2019-11-23 1317 K8GL         599  04   IK0YVV       599 15
QSO: 14000 CW 2019-11-23 1319 K8GL         599  04   YT5A         599 15
QSO: 14000 CW 2019-11-23 1319 K8GL         599  04   3V8SS        599 33
QSO: 14000 CW 2019-11-23 1320 K8GL         599  04   OE5OHO       599 15
QSO: 14000 CW 2019-11-23 1320 K8GL         599  04   DL5AXX       599 14
QSO: 14000 CW 2019-11-23 1321 K8GL         599  04   EA8/OK2GG    599 33
QSO: 14000 CW 2019-11-23 1321 K8GL         599  04   UA2FZ        599 15
QSO: 14000 CW 2019-11-23 1322 K8GL         599  04   LZ1WR        599 20
QSO: 14000 CW 2019-11-23 1328 K8GL         599  04   4X6FR        599 20
QSO: 14000 CW 2019-11-23 1329 K8GL         599  04   ES9C         599 15
QSO: 14000 CW 2019-11-23 1329 K8GL         599  04   CR5E         599 14
QSO: 14000 CW 2019-11-23 1330 K8GL         599  04   G5O          599 14
QSO: 14000 CW 2019-11-23 1331 K8GL         599  04   IK2RZP       599 15
QSO: 14000 CW 2019-11-23 1332 K8GL         599  04   YR8D         599 20
QSO: 14000 CW 2019-11-23 1332 K8GL         599  04   IR2L         599 15
QSO: 14000 CW 2019-11-23 1333 K8GL         599  04   C4W          599 20
QSO: 14000 CW 2019-11-23 1334 K8GL         599  04   3B8M         599 39
QSO: 14000 CW 2019-11-23 1335 K8GL         599  04   S52NR        599 15
QSO: 14000 CW 2019-11-23 1337 K8GL         599  04   G4KFT        599 14
QSO: 14000 CW 2019-11-23 1338 K8GL         599  04   EA2BNU       599 14
QSO: 14000 CW 2019-11-23 1338 K8GL         599  04   EA2BNU       599 14
QSO: 14000 CW 2019-11-23 1340 K8GL         599  04   EF2X         599 14
QSO: 14000 CW 2019-11-23 1342 K8GL         599  04   TK0C         599 15
QSO: 14000 CW 2019-11-23 1342 K8GL         599  04   IK0PXD       599 15
QSO: 14000 CW 2019-11-23 1344 K8GL         599  04   YL3IZ/MM     599 05
QSO: 14000 CW 2019-11-23 1344 K8GL         599  04   YU5R         599 15
QSO: 14000 CW 2019-11-23 1345 K8GL         599  04   PA7LV        599 14
QSO: 14000 CW 2019-11-23 1345 K8GL         599  04   IR4Y         599 15
QSO: 14000 CW 2019-11-23 1345 K8GL         599  04   YU5M         599 15
QSO: 14000 CW 2019-11-23 1346 K8GL         599  04   RZ6BR        599 16
QSO: 14000 CW 2019-11-23 1346 K8GL         599  04   HG6N         599 15
QSO: 14000 CW 2019-11-23 1347 K8GL         599  04   LZ7J         599 20
QSO: 14000 CW 2019-11-23 1347 K8GL         599  04   RT6A         599 16
QSO: 14000 CW 2019-11-23 1349 K8GL         599  04   MI0SAI       599 14
QSO: 14000 CW 2019-11-23 1350 K8GL         599  04   OM0MW        599 15
QSO: 14000 CW 2019-11-23 1351 K8GL         599  04   F6AEW        599 14
QSO: 14000 CW 2019-11-23 1351 K8GL         599  04   SP4TKR       599 15
QSO: 14000 CW 2019-11-23 1354 K8GL         599  04   UA3EDQ       599 16
QSO: 14000 CW 2019-11-23 1355 K8GL         599  04   I2OGV        599 15
QSO: 14000 CW 2019-11-23 1356 K8GL         599  04   YO2MKI       599 20
QSO: 14000 CW 2019-11-23 1357 K8GL         599  04   PA9M         599 14
QSO: 14000 CW 2019-11-23 1357 K8GL         599  04   OK6K         599 15
QSO: 14000 CW 2019-11-23 1403 K8GL         599  04   5H3UA        599 37
QSO: 14000 CW 2019-11-23 1404 K8GL         599  04   KP3DX        599 08
QSO: 14000 CW 2019-11-23 1405 K8GL         599  04   YN2CC        599 07
QSO: 21000 CW 2019-11-23 1406 K8GL         599  04   TI7W         599 07
QSO: 21000 CW 2019-11-23 1407 K8GL         599  04   LZ9W         599 20
QSO: 21000 CW 2019-11-23 1410 K8GL         599  04   HA8A         599 15
QSO: 21000 CW 2019-11-23 1411 K8GL         599  04   ED5W         599 14
QSO: 21000 CW 2019-11-23 1420 K8GL         599  04   P33W         599 20
QSO: 21000 CW 2019-11-23 1421 K8GL         599  04   CR3DX        599 33
QSO: 21000 CW 2019-11-23 1421 K8GL         599  04   EF8R         599 33
QSO: 21000 CW 2019-11-23 1422 K8GL         599  04   EF8O         599 33
QSO: 21000 CW 2019-11-23 1423 K8GL         599  04   CX9AU        599 13
QSO: 21000 CW 2019-11-23 1424 K8GL         599  04   N3QE         599 05
QSO: 21000 CW 2019-11-23 1425 K8GL         599  04   CN3A         599 33
QSO: 21000 CW 2019-11-23 1427 K8GL         599  04   V31CQ        599 07
QSO: 21000 CW 2019-11-23 1431 K8GL         599  04   DR1A         599 14
QSO: 21000 CW 2019-11-23 1432 K8GL         599  04   9A1A         599 15
QSO: 21000 CW 2019-11-23 1433 K8GL         599  04   DL5AXX       599 14
QSO: 21000 CW 2019-11-23 1434 K8GL         599  04   EF8P         599 33
QSO: 21000 CW 2019-11-23 1442 K8GL         599  04   ZF1A         599 08
QSO: 21000 CW 2019-11-23 1443 K8GL         599  04   ZW5B         599 11
QSO: 21000 CW 2019-11-23 1444 K8GL         599  04   HC0T         599 10
QSO: 21000 CW 2019-11-23 1445 K8GL         599  04   C6AGU        599 08
QSO: 21000 CW 2019-11-23 1448 K8GL         599  04   D4C          599 35
QSO: 21000 CW 2019-11-23 1449 K8GL         599  04   8P5A         599 08
QSO: 21000 CW 2019-11-23 1450 K8GL         599  04   HQ9M         599 07
QSO: 21000 CW 2019-11-23 1450 K8GL         599  04   PY2KJ        599 11
QSO: 21000 CW 2019-11-23 1451 K8GL         599  04   ZF9CW        599 08
QSO: 21000 CW 2019-11-23 1454 K8GL         599  04   P40W         599 09
QSO: 21000 CW 2019-11-23 1458 K8GL         599  04   VP2VWW       599 08
QSO: 28000 CW 2019-11-23 1507 K8GL         599  04   V55A         599 38
QSO: 28000 CW 2019-11-23 1509 K8GL         599  04   ZD7W         599 36
QSO: 14000 CW 2019-11-23 1517 K8GL         599  04   LY0A         599 15
QSO: 14000 CW 2019-11-23 1518 K8GL         599  04   F6KJS        599 14
QSO: 14000 CW 2019-11-23 1518 K8GL         599  04   HA7MF        599 15
QSO: 14000 CW 2019-11-23 1520 K8GL         599  04   S53EO        599 15
QSO: 14000 CW 2019-11-23 1521 K8GL         599  04   PA3GRM       599 14
