START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: WC5D
LOCATION: NTX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: EM13
CLAIMED-SCORE: 16800
NAME: Van Hodgden
OPERATORS: WC5D
CLUB: DFW Contest Group
CREATED-BY: N1MM Logger+ 1.0.8014.0
SOAPBOX: You CAN work other continents with an indoor 40-10M Cobweb!
QSO: 14000 CW 2019-11-24 1452 WC5D          599 4      AB2E          599 05
QSO: 14000 CW 2019-11-24 1457 WC5D          599 4      OK5Z          599 15
QSO: 14000 CW 2019-11-24 1458 WC5D          599 4      VE3MGY        599 04
QSO: 14000 CW 2019-11-24 1459 WC5D          599 4      DL1YM         599 14
QSO: 14000 CW 2019-11-24 1508 WC5D          599 4      DK2GZ         599 14
QSO: 14000 CW 2019-11-24 1514 WC5D          599 4      KP3DX         599 08
QSO: 14000 CW 2019-11-24 1516 WC5D          599 4      VE3JM         599 04
QSO: 14000 CW 2019-11-24 1521 WC5D          599 4      DR4A          599 14
QSO: 14000 CW 2019-11-24 1522 WC5D          599 4      OM7M          599 15
QSO: 14000 CW 2019-11-24 1525 WC5D          599 4      TK0C          599 15
QSO: 14000 CW 2019-11-24 1528 WC5D          599 4      VE5ZX         599 04
QSO: 14000 CW 2019-11-24 1530 WC5D          599 4      VP5M          599 08
QSO: 14000 CW 2019-11-24 1538 WC5D          599 4      VE3EJ         599 04
QSO: 14000 CW 2019-11-24 1539 WC5D          599 4      EF8R          599 33
QSO: 14000 CW 2019-11-24 1541 WC5D          599 4      C6AGU         599 08
QSO: 14000 CW 2019-11-24 1541 WC5D          599 4      9A1A          599 15
QSO: 14000 CW 2019-11-24 1543 WC5D          599 4      F2YT          599 14
QSO: 14000 CW 2019-11-24 1544 WC5D          599 4      CO6RD         599 08
QSO: 14000 CW 2019-11-24 1548 WC5D          599 4      S50K          599 15
QSO: 14000 CW 2019-11-24 1551 WC5D          599 4      VE3UTT        599 04
QSO: 21000 CW 2019-11-24 1703 WC5D          599 4      OA4O          599 10
QSO: 21000 CW 2019-11-24 1711 WC5D          599 4      PJ4K          599 09
QSO: 21000 CW 2019-11-24 1718 WC5D          599 4      K5RX          599 04
QSO: 21000 CW 2019-11-24 1722 WC5D          599 4      TI7W          599 07
QSO: 14000 CW 2019-11-24 1731 WC5D          599 4      J68GD         599 08
QSO: 14000 CW 2019-11-24 1734 WC5D          599 4      IR2Q          599 15
QSO: 14000 CW 2019-11-24 1739 WC5D          599 4      V31CQ         599 07
QSO: 14000 CW 2019-11-24 1741 WC5D          599 4      CN3A          599 33
QSO: 14000 CW 2019-11-24 1743 WC5D          599 4      ZF9CW         599 08
QSO: 14000 CW 2019-11-24 1745 WC5D          599 4      C56XA         599 35
QSO: 14000 CW 2019-11-24 1757 WC5D          599 4      IO5O          599 15
QSO: 14000 CW 2019-11-24 1758 WC5D          599 4      HI3CC         599 08
QSO: 14000 CW 2019-11-24 1759 WC5D          599 4      WS7L          599 03
QSO: 14000 CW 2019-11-24 1802 WC5D          599 4      PJ2T          599 09
QSO: 14000 CW 2019-11-24 1803 WC5D          599 4      VE3KP         599 04
QSO: 14000 CW 2019-11-24 1804 WC5D          599 4      XL3A          599 04
QSO: 14000 CW 2019-11-24 1805 WC5D          599 4      IR4M          599 15
QSO: 14000 CW 2019-11-24 1806 WC5D          599 4      VE6BBP        599 04
QSO: 14000 CW 2019-11-24 1807 WC5D          599 4      VA2WA         599 05
QSO: 14000 CW 2019-11-24 1812 WC5D          599 4      IR4X          599 15
QSO: 14000 CW 2019-11-24 1812 WC5D          599 4      VE3RZ         599 04
QSO: 21000 CW 2019-11-24 1820 WC5D          599 4      KH7B          599 31
QSO: 14000 CW 2019-11-24 1828 WC5D          599 4      EA8CMX        599 33
QSO: 14000 CW 2019-11-24 1830 WC5D          599 4      I2VXJ         599 15
QSO: 14000 CW 2019-11-24 1946 WC5D          599 4      8P5A          599 08
QSO: 14000 CW 2019-11-24 1953 WC5D          599 4      V47T          599 08
QSO: 14000 CW 2019-11-24 2000 WC5D          599 4      VO2AC         599 02
QSO: 14000 CW 2019-11-24 2004 WC5D          599 4      XP2I          599 40
QSO: 14000 CW 2019-11-24 2012 WC5D          599 4      VE3VN         599 04
QSO: 14000 CW 2019-11-24 2013 WC5D          599 4      EA3IN         599 14
QSO: 14000 CW 2019-11-24 2014 WC5D          599 4      KH6LC         599 31
QSO: 14000 CW 2019-11-24 2015 WC5D          599 4      EA3DU         599 14
QSO: 14000 CW 2019-11-24 2017 WC5D          599 4      P40W          599 09
QSO: 14000 CW 2019-11-24 2018 WC5D          599 4      OH8L          599 15
QSO: 14000 CW 2019-11-24 2019 WC5D          599 4      PJ4K          599 09
QSO: 14000 CW 2019-11-24 2021 WC5D          599 4      VA3WNO        599 04
QSO: 14000 CW 2019-11-24 2024 WC5D          599 4      HC5DX         599 10
QSO: 14000 CW 2019-11-24 2028 WC5D          599 4      V2BK          599 08
QSO: 14000 CW 2019-11-24 2033 WC5D          599 4      VA7DX         599 03
QSO: 14000 CW 2019-11-24 2034 WC5D          599 4      VE5MX         599 04
QSO: 14000 CW 2019-11-24 2048 WC5D          599 4      YW1K          599 09
QSO: 14000 CW 2019-11-24 2052 WC5D          599 4      OH8L          599 15
QSO: 14000 CW 2019-11-24 2058 WC5D          599 4      XE2B          599 06
QSO: 14000 CW 2019-11-24 2103 WC5D          599 4      PX2C          599 11
QSO: 14000 CW 2019-11-24 2105 WC5D          599 4      TI7W          599 07
QSO: 14000 CW 2019-11-24 2110 WC5D          599 4      CO2AME        599 08
QSO: 14000 CW 2019-11-24 2112 WC5D          599 4      3B8M          599 39
END-OF-LOG:
