START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: OE8MOS
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: JN76JW
CLAIMED-SCORE: 23750
NAME: Manfred Mosinz
OPERATORS: OE8MOS
CLUB: AMRS
CREATED-BY: UcxLog 7.99
SOAPBOX: Yaesu FT-950 100Watt Ant. G5 160-10m full size 10m over Ground
QSO:  3500 CW 2019-11-23 2155 OE8MOS        599 15     YQ8T          599 20     0
QSO:  3500 CW 2019-11-23 2202 OE8MOS        599 15     R3ZZ          599 16     0
QSO:  3500 CW 2019-11-23 2203 OE8MOS        599 15     OL4W          599 15     0
QSO:  3500 CW 2019-11-23 2204 OE8MOS        599 15     9A1A          599 15     0
QSO:  3500 CW 2019-11-23 2210 OE8MOS        599 15     SM0T          599 14     0
QSO:  3500 CW 2019-11-23 2213 OE8MOS        599 15     IV3FPX        599 15     0
QSO:  3500 CW 2019-11-23 2214 OE8MOS        599 15     HB9FAP        599 14     0
QSO:  3500 CW 2019-11-23 2216 OE8MOS        599 15     OZ4UN         599 14     0
QSO:  3500 CW 2019-11-23 2218 OE8MOS        599 15     M6T           599 14     0
QSO:  3500 CW 2019-11-23 2223 OE8MOS        599 15     GM4AFF        599 14     0
QSO:  3500 CW 2019-11-23 2227 OE8MOS        599 15     CR3W          599 33     0
QSO:  3500 CW 2019-11-23 2235 OE8MOS        599 15     9H3TX         599 15     0
QSO:  3500 CW 2019-11-23 2238 OE8MOS        599 15     CR3X          599 33     0
QSO:  3500 CW 2019-11-23 2240 OE8MOS        599 15     LX7I          599 14     0
QSO:  7000 CW 2019-11-23 2244 OE8MOS        599 15     CR3DX         599 33     0
QSO:  7000 CW 2019-11-23 2304 OE8MOS        599 15     OK7O          599 15     0
QSO:  7000 CW 2019-11-23 2306 OE8MOS        599 15     ZP5KO         599 11     0
QSO:  1800 CW 2019-11-23 2311 OE8MOS        599 15     DJ0MDR        599 14     0
QSO:  1800 CW 2019-11-23 2313 OE8MOS        599 15     YT5A          599 15     0
QSO:  1800 CW 2019-11-23 2316 OE8MOS        599 15     S57Q          599 15     0
QSO:  1800 CW 2019-11-23 2322 OE8MOS        599 15     DM7C          599 14     0
QSO:  1800 CW 2019-11-23 2335 OE8MOS        599 15     YT8A          599 15     0
QSO:  1800 CW 2019-11-23 2337 OE8MOS        599 15     PA2A          599 14     0
QSO:  1800 CW 2019-11-23 2339 OE8MOS        599 15     OK7W          599 15     0
QSO:  1800 CW 2019-11-23 2341 OE8MOS        599 15     DR1A          599 14     0
QSO:  1800 CW 2019-11-23 2342 OE8MOS        599 15     UT6UD         599 16     0
QSO:  1800 CW 2019-11-23 2347 OE8MOS        599 15     SP3GTS        599 15     0
QSO:  1800 CW 2019-11-23 2356 OE8MOS        599 15     SF1Z          599 14     0
QSO:  1800 CW 2019-11-23 2357 OE8MOS        599 15     HG6O          599 15     0
QSO:  1800 CW 2019-11-24 0002 OE8MOS        599 15     LZ9W          599 20     0
QSO:  1800 CW 2019-11-24 0003 OE8MOS        599 15     IV3SBB        599 15     0
QSO:  1800 CW 2019-11-24 0005 OE8MOS        599 15     UA2FF         599 15     0
QSO:  7000 CW 2019-11-24 1013 OE8MOS        599 15     DF0HQ         599 14     0
QSO:  7000 CW 2019-11-24 1015 OE8MOS        599 15     OL9Z          599 15     0
QSO:  7000 CW 2019-11-24 1018 OE8MOS        599 15     OZ7BQ         599 14     0
QSO:  7000 CW 2019-11-24 1023 OE8MOS        599 15     ER4A          599 16     0
QSO:  7000 CW 2019-11-24 1025 OE8MOS        599 15     F5JVP         599 14     0
QSO:  7000 CW 2019-11-24 1027 OE8MOS        599 15     HA1AG         599 15     0
QSO:  7000 CW 2019-11-24 1030 OE8MOS        599 15     YL7X          599 15     0
QSO:  7000 CW 2019-11-24 1034 OE8MOS        599 15     PA2PKZ        599 14     0
QSO:  7000 CW 2019-11-24 1036 OE8MOS        599 15     DP9A          599 14     0
QSO:  7000 CW 2019-11-24 1037 OE8MOS        599 15     EF8R          599 33     0
QSO:  7000 CW 2019-11-24 1735 OE8MOS        599 15     SC7DX         599 14     0
QSO:  7000 CW 2019-11-24 1737 OE8MOS        599 15     RG5A          599 16     0
QSO:  7000 CW 2019-11-24 1741 OE8MOS        599 15     RT3F          599 16     0
QSO:  7000 CW 2019-11-24 1744 OE8MOS        599 15     UP0L          599 17     0
QSO:  7000 CW 2019-11-24 1822 OE8MOS        599 15     LZ1QV         599 20     0
QSO:  7000 CW 2019-11-24 1827 OE8MOS        599 15     IS0AWW        599 15     0
QSO:  7000 CW 2019-11-24 1835 OE8MOS        599 15     JH4UYB        599 25     0
QSO:  7000 CW 2019-11-24 1840 OE8MOS        599 15     RM9I          599 18     0
QSO:  7000 CW 2019-11-24 1842 OE8MOS        599 15     CR5E          599 14     0
QSO:  7000 CW 2019-11-24 1844 OE8MOS        599 15     SX2I          599 20     0
QSO:  7000 CW 2019-11-24 1852 OE8MOS        599 15     R2AA          599 16     0
QSO:  7000 CW 2019-11-24 1901 OE8MOS        599 15     Z3B           599 15     0
QSO:  7000 CW 2019-11-24 1904 OE8MOS        599 15     JE6RPM        599 25     0
QSO:  7000 CW 2019-11-24 1915 OE8MOS        599 15     JT5DX         599 23     0
QSO:  7000 CW 2019-11-24 1919 OE8MOS        599 15     OH5Z          599 15     0
QSO:  7000 CW 2019-11-24 1922 OE8MOS        599 15     LX7IE         599 14     0
QSO:  7000 CW 2019-11-24 1937 OE8MOS        599 15     LZ1ZJ         599 20     0
QSO:  7000 CW 2019-11-24 1943 OE8MOS        599 15     ED1R          599 14     0
QSO:  1800 CW 2019-11-24 1949 OE8MOS        599 15     DH1NBE        599 14     0
QSO:  1800 CW 2019-11-24 1952 OE8MOS        599 15     9A1A          599 15     0
QSO:  1800 CW 2019-11-24 1954 OE8MOS        599 15     S53O          599 15     0
QSO:  1800 CW 2019-11-24 1956 OE8MOS        599 15     LY5R          599 15     0
END-OF-LOG:
