START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DB8AH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JO31FO
CLAIMED-SCORE: 0
NAME: Hoepken Heinz
OPERATORS: DB8AH
CLUB: RHEIN RUHR DX ASSOCIATION
CREATED-BY: UcxLog 7.98
SOAPBOX: TNX CQ WW DX Contest QSO, 73 awdh DB8AH Heinz
QSO:  1800 CW 2019-11-23 1703 DB8AH         599 14     HA8UT         599 15     0
QSO:  1800 CW 2019-11-23 1705 DB8AH         599 14     HB9CZF        599 14     0
QSO:  1800 CW 2019-11-23 1708 DB8AH         599 14     F6KOP         599 14     0
QSO:  1800 CW 2019-11-23 1722 DB8AH         599 14     MW5B          599 14     0
QSO:  1800 CW 2019-11-23 1809 DB8AH         599 14     DF3UB         599 14     0
QSO:  1800 CW 2019-11-23 1810 DB8AH         599 14     PI4DX         599 14     0
QSO:  1800 CW 2019-11-23 1815 DB8AH         599 14     PA1CC         599 14     0
QSO:  1800 CW 2019-11-23 1948 DB8AH         599 14     F5IN          599 14     0
QSO:  1800 CW 2019-11-23 1949 DB8AH         599 14     OT4A          599 14     0
QSO:  1800 CW 2019-11-23 1955 DB8AH         599 14     9A1A          599 15     0
QSO:  3500 CW 2019-11-24 0804 DB8AH         599 14     DL5YM         599 14     0
QSO:  3500 CW 2019-11-24 0806 DB8AH         599 14     G4IIY         599 14     0
QSO:  3500 CW 2019-11-24 0808 DB8AH         599 14     M0BEW         599 14     0
QSO:  3500 CW 2019-11-24 0810 DB8AH         599 14     F5JVP         599 14     0
QSO:  3500 CW 2019-11-24 0812 DB8AH         599 14     MD4K          599 14     0
QSO:  3500 CW 2019-11-24 0813 DB8AH         599 14     SM7RYR        599 14     0
QSO:  3500 CW 2019-11-24 0815 DB8AH         599 14     KC1XX         599 05     0
QSO:  3500 CW 2019-11-24 0817 DB8AH         599 14     S52AW         599 15     0
QSO:  3500 CW 2019-11-24 0818 DB8AH         599 14     G3V           599 14     0
QSO:  3500 CW 2019-11-24 0820 DB8AH         599 14     DL8QS         599 14     0
QSO:  3500 CW 2019-11-24 0821 DB8AH         599 14     DF0HQ         599 14     0
QSO:  3500 CW 2019-11-24 0823 DB8AH         599 14     PA0JED        599 14     0
QSO:  3500 CW 2019-11-24 0826 DB8AH         599 14     OL4ACF        599 14     0
QSO:  7000 CW 2019-11-24 0833 DB8AH         599 14     OL9Z          599 15     0
QSO:  7000 CW 2019-11-24 0854 DB8AH         599 14     DH7KU         599 14     0
QSO:  7000 CW 2019-11-24 0856 DB8AH         599 14     EF8R          599 33     0
QSO:  7000 CW 2019-11-24 0857 DB8AH         599 14     GM7R          599 14     0
QSO:  7000 CW 2019-11-24 0859 DB8AH         599 14     G6XX          599 14     0
QSO:  7000 CW 2019-11-24 0900 DB8AH         599 14     IZ2DII        599 15     0
QSO:  7000 CW 2019-11-24 0902 DB8AH         599 14     IV3FPX        599 15     0
QSO:  7000 CW 2019-11-24 0906 DB8AH         599 14     HA8TP         599 15     0
QSO:  7000 CW 2019-11-24 0907 DB8AH         599 14     OL5J          599 15     0
QSO:  7000 CW 2019-11-24 0910 DB8AH         599 14     4O3A          599 15     0
QSO:  7000 CW 2019-11-24 0911 DB8AH         599 14     LA2AB         599 14     0
QSO:  7000 CW 2019-11-24 0915 DB8AH         599 14     SO9M          599 14     0
QSO:  7000 CW 2019-11-24 0916 DB8AH         599 14     DJ5MW         599 14     0
QSO:  7000 CW 2019-11-24 0918 DB8AH         599 14     S56X          599 15     0
QSO:  7000 CW 2019-11-24 0920 DB8AH         599 14     9A/DK2RO      599 15     0
QSO:  7000 CW 2019-11-24 0925 DB8AH         599 14     TM5CQ         599 14     0
QSO:  7000 CW 2019-11-24 0926 DB8AH         599 14     S51DX         599 15     0
QSO:  7000 CW 2019-11-24 0927 DB8AH         599 14     LA8HGA        599 14     0
QSO:  7000 CW 2019-11-24 0928 DB8AH         599 14     F6HKA         599 14     0
QSO:  7000 CW 2019-11-24 0929 DB8AH         599 14     OK2D          599 15     0
QSO:  7000 CW 2019-11-24 0930 DB8AH         599 14     IR4K          599 14     0
QSO:  7000 CW 2019-11-24 0930 DB8AH         599 14     IZ2MGN        599 15     0
QSO:  7000 CW 2019-11-24 0933 DB8AH         599 14     HA2NA         599 15     0
QSO:  7000 CW 2019-11-24 0939 DB8AH         599 14     GM0GAV        599 14     0
QSO:  7000 CW 2019-11-24 0940 DB8AH         599 14     9A1A          599 15     0
QSO:  7000 CW 2019-11-24 0941 DB8AH         599 14     IZ2DLV        599 14     0
QSO:  7000 CW 2019-11-24 0945 DB8AH         599 14     S53EO         599 15     0
QSO:  7000 CW 2019-11-24 0947 DB8AH         599 14     LZ9W          599 20     0
QSO:  7000 CW 2019-11-24 0948 DB8AH         599 14     IK3UNA        599 15     0
QSO:  7000 CW 2019-11-24 0950 DB8AH         599 14     SN3A          599 15     0
QSO:  7000 CW 2019-11-24 0951 DB8AH         599 14     OK1CF         599 15     0
QSO:  7000 CW 2019-11-24 0957 DB8AH         599 14     SN7Q          599 15     0
QSO:  7000 CW 2019-11-24 1000 DB8AH         599 14     OK1AWZ        599 15     0
QSO: 14000 CW 2019-11-24 1007 DB8AH         599 14     UB7K          599 16     0
QSO: 14000 CW 2019-11-24 1008 DB8AH         599 14     UT4U          599 16     0
QSO: 14000 CW 2019-11-24 1011 DB8AH         599 14     J42L          599 20     0
QSO: 14000 CW 2019-11-24 1017 DB8AH         599 14     RT5G          599 16     0
QSO: 14000 CW 2019-11-24 1019 DB8AH         599 14     RZ9SZ/3       599 16     0
QSO: 14000 CW 2019-11-24 1021 DB8AH         599 14     UA4S          599 16     0
QSO: 14000 CW 2019-11-24 1025 DB8AH         599 14     ED5R          599 14     0
QSO: 14000 CW 2019-11-24 1027 DB8AH         599 14     R9LY          599 17     0
QSO: 14000 CW 2019-11-24 1029 DB8AH         599 14     ED1R          599 14     0
QSO: 14000 CW 2019-11-24 1031 DB8AH         599 14     ER4A          599 16     0
QSO: 14000 CW 2019-11-24 1033 DB8AH         599 14     RM9A          599 17     0
QSO: 14000 CW 2019-11-24 1033 DB8AH         599 14     RA4HMT        599 16     0
QSO: 14000 CW 2019-11-24 1036 DB8AH         599 14     UW5Q          599 16     0
QSO: 14000 CW 2019-11-24 1037 DB8AH         599 14     RN5AA         599 16     0
QSO: 14000 CW 2019-11-24 1043 DB8AH         599 14     R3XA          599 14     0
QSO: 14000 CW 2019-11-24 1044 DB8AH         599 14     ES7A          599 15     0
QSO: 14000 CW 2019-11-24 1232 DB8AH         599 14     UY5ZZ         599 16     0
QSO: 14000 CW 2019-11-24 1235 DB8AH         599 14     R4RT          599 16     0
QSO: 14000 CW 2019-11-24 1237 DB8AH         599 14     UP0L          599 17     0
QSO: 14000 CW 2019-11-24 1238 DB8AH         599 14     R3FA          599 16     0
QSO: 14000 CW 2019-11-24 1240 DB8AH         599 14     UW2M          599 16     0
QSO: 14000 CW 2019-11-24 1242 DB8AH         599 14     Z33F          599 15     0
QSO: 14000 CW 2019-11-24 1245 DB8AH         599 14     SZ1A          599 20     0
QSO: 14000 CW 2019-11-24 1249 DB8AH         599 14     RC1W          599 16     0
QSO: 14000 CW 2019-11-24 1251 DB8AH         599 14     RK3PWR        599 16     0
QSO: 14000 CW 2019-11-24 1257 DB8AH         599 14     US7IGN/P      599 16     0
QSO: 14000 CW 2019-11-24 1259 DB8AH         599 14     WB9Z          599 04     0
QSO: 14000 CW 2019-11-24 1301 DB8AH         599 14     RL3A          599 16     0
QSO: 14000 CW 2019-11-24 1303 DB8AH         599 14     AA1ON         599 05     0
QSO: 14000 CW 2019-11-24 1307 DB8AH         599 14     CR5E          599 14     0
QSO: 14000 CW 2019-11-24 1313 DB8AH         599 14     K1KI          599 05     0
QSO: 14000 CW 2019-11-24 1317 DB8AH         599 14     W2XL          599 05     0
QSO: 14000 CW 2019-11-24 1321 DB8AH         599 14     K1IR          599 05     0
QSO: 14000 CW 2019-11-24 1326 DB8AH         599 14     K5ZD          599 05     0
QSO: 14000 CW 2019-11-24 1328 DB8AH         599 14     P33W          599 20     0
QSO: 14000 CW 2019-11-24 1329 DB8AH         599 14     A44A          599 21     0
QSO: 14000 CW 2019-11-24 1340 DB8AH         599 14     K1RX          599 05     0
QSO: 14000 CW 2019-11-24 1344 DB8AH         599 14     K2AX          599 05     0
QSO: 14000 CW 2019-11-24 1352 DB8AH         599 14     VA2WA         599 05     0
QSO: 14000 CW 2019-11-24 1355 DB8AH         599 14     N3RS          599 05     0
QSO: 14000 CW 2019-11-24 1357 DB8AH         599 14     R2AA          599 16     0
QSO: 14000 CW 2019-11-24 1358 DB8AH         599 14     ED5O          599 14     0
QSO: 14000 CW 2019-11-24 1401 DB8AH         599 14     DR1A          599 14     0
QSO: 14000 CW 2019-11-24 1404 DB8AH         599 14     LZ9W          599 20     0
QSO: 14000 CW 2019-11-24 1405 DB8AH         599 14     WY3A          599 05     0
QSO: 14000 CW 2019-11-24 1407 DB8AH         599 14     VE3EJ         599 04     0
QSO: 14000 CW 2019-11-24 1410 DB8AH         599 14     W9RE          599 04     0
QSO: 14000 CW 2019-11-24 1414 DB8AH         599 14     VE9CB         599 05     0
QSO: 14000 CW 2019-11-24 1415 DB8AH         599 14     YT3X          599 15     0
QSO: 14000 CW 2019-11-24 1416 DB8AH         599 14     EF8R          599 33     0
QSO: 14000 CW 2019-11-24 1417 DB8AH         599 14     K3CCR         599 05     0
QSO: 14000 CW 2019-11-24 1419 DB8AH         599 14     RT6A          599 16     0
QSO: 14000 CW 2019-11-24 1421 DB8AH         599 14     NN3Q          599 05     0
QSO: 14000 CW 2019-11-24 1424 DB8AH         599 14     II9P          599 15     0
QSO: 14000 CW 2019-11-24 1424 DB8AH         599 14     NN7CW         599 05     0
QSO: 14000 CW 2019-11-24 1426 DB8AH         599 14     IS0/LZ5F      599 15     0
QSO: 14000 CW 2019-11-24 1430 DB8AH         599 14     YQ8T          599 20     0
QSO: 14000 CW 2019-11-24 1431 DB8AH         599 14     N9NC          599 04     0
QSO: 14000 CW 2019-11-24 1432 DB8AH         599 14     N1MM          599 05     0
QSO: 14000 CW 2019-11-24 1436 DB8AH         599 14     TC0F          599 20     0
QSO: 14000 CW 2019-11-24 1438 DB8AH         599 14     YQ6A          599 20     0
QSO: 14000 CW 2019-11-24 1440 DB8AH         599 14     AB3CX         599 05     0
QSO: 14000 CW 2019-11-24 1441 DB8AH         599 14     LZ4T          599 20     0
QSO: 14000 CW 2019-11-24 1442 DB8AH         599 14     YT5A          599 15     0
QSO: 14000 CW 2019-11-24 1444 DB8AH         599 14     K2LE          599 05     0
QSO: 14000 CW 2019-11-24 1444 DB8AH         599 14     NR4M          599 05     0
QSO: 14000 CW 2019-11-24 1446 DB8AH         599 14     LZ5R          599 20     0
QSO: 14000 CW 2019-11-24 1447 DB8AH         599 14     K8AZ          599 04     0
QSO: 14000 CW 2019-11-24 1449 DB8AH         599 14     N5DX          599 05     0
QSO: 14000 CW 2019-11-24 1449 DB8AH         599 14     W2IRT         599 05     0
QSO: 14000 CW 2019-11-24 1451 DB8AH         599 14     KC1XX         599 05     0
QSO: 14000 CW 2019-11-24 1452 DB8AH         599 14     K3LR          599 05     0
QSO: 14000 CW 2019-11-24 1455 DB8AH         599 14     K9ZO          599 04     0
QSO: 14000 CW 2019-11-24 1459 DB8AH         599 14     KQ2M          599 05     0
QSO: 14000 CW 2019-11-24 1501 DB8AH         599 14     N2YB          599 05     0
QSO: 14000 CW 2019-11-24 1502 DB8AH         599 14     AA1K          599 05     0
QSO:  7000 CW 2019-11-24 1515 DB8AH         599 14     HA1AG         599 15     0
QSO:  7000 CW 2019-11-24 1516 DB8AH         599 14     IR2Q          599 15     0
QSO:  7000 CW 2019-11-24 1518 DB8AH         599 14     IR1X          599 15     0
QSO:  7000 CW 2019-11-24 1521 DB8AH         599 14     DL0GL         599 14     0
QSO:  7000 CW 2019-11-24 1524 DB8AH         599 14     OM0M          599 15     0
QSO:  7000 CW 2019-11-24 1526 DB8AH         599 14     UP0L          599 17     0
QSO:  7000 CW 2019-11-24 1528 DB8AH         599 14     YL7X          599 15     0
QSO:  7000 CW 2019-11-24 1530 DB8AH         599 14     9A7A          599 15     0
QSO:  7000 CW 2019-11-24 1534 DB8AH         599 14     YT7KM         599 15     0
QSO:  7000 CW 2019-11-24 1537 DB8AH         599 14     YP8T          599 20     0
QSO:  7000 CW 2019-11-24 1542 DB8AH         599 14     LY2W          599 15     0
QSO:  7000 CW 2019-11-24 1543 DB8AH         599 14     ES9C          599 15     0
END-OF-LOG:
