START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: M0BPQ
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 77644
NAME: Steve Bunting
OPERATORS: M0BPQ
CLUB: Gilwell Park Scouts
CREATED-BY: N1MM Logger+ 1.0.8018.0
SOAPBOX: I spent a little time on 15m on Saturday but my main objective was to
SOAPBOX: fill band slots on 160M. All my QSOs were S&P
QSO: 21059 CW 2019-11-23 0930 M0BPQ         599 14     VK2GR         599 30
QSO: 21062 CW 2019-11-23 0933 M0BPQ         599 14     9M8YY         599 28
QSO: 21063 CW 2019-11-23 0937 M0BPQ         599 14     YC2HML        599 28
QSO: 21065 CW 2019-11-23 0938 M0BPQ         599 14     VK6XX         599 29
QSO: 21054 CW 2019-11-23 0939 M0BPQ         599 14     T6A           599 21
QSO: 21046 CW 2019-11-23 0940 M0BPQ         599 14     ZL4TT         599 32
QSO: 21001 CW 2019-11-23 0945 M0BPQ         599 14     UA4W          599 16
QSO: 21003 CW 2019-11-23 0947 M0BPQ         599 14     VK2PN         599 30
QSO: 21003 CW 2019-11-23 0948 M0BPQ         599 14     4Z4DX         599 20
QSO: 21003 CW 2019-11-23 0949 M0BPQ         599 14     RM9Z          599 18
QSO: 21004 CW 2019-11-23 0952 M0BPQ         599 14     6V7A          599 35
QSO: 21005 CW 2019-11-23 0953 M0BPQ         599 14     4X6FR         599 20
QSO: 21008 CW 2019-11-23 0953 M0BPQ         599 14     P33W          599 20
QSO: 21009 CW 2019-11-23 0954 M0BPQ         599 14     UA4S          599 16
QSO: 21014 CW 2019-11-23 1007 M0BPQ         599 14     3B8M          599 39
QSO: 28019 CW 2019-11-23 1009 M0BPQ         599 14     M6T           599 14
QSO: 21067 CW 2019-11-23 1313 M0BPQ         599 14     V55A          599 38
QSO: 21064 CW 2019-11-23 1314 M0BPQ         599 14     9G5W          599 35
QSO: 21059 CW 2019-11-23 1315 M0BPQ         599 14     EA8/OL1A      599 33
QSO: 21051 CW 2019-11-23 1319 M0BPQ         599 14     PT2AW         599 11
QSO: 21049 CW 2019-11-23 1418 M0BPQ         599 14     V47TT         599 08
QSO: 21048 CW 2019-11-23 1419 M0BPQ         599 14     VP9I          599 05
QSO: 21045 CW 2019-11-23 1420 M0BPQ         599 14     HI3CC         599 08
QSO: 21049 CW 2019-11-23 1421 M0BPQ         599 14     ZF1A          599 08
QSO: 21044 CW 2019-11-23 1422 M0BPQ         599 14     FM5KC         599 08
QSO: 21039 CW 2019-11-23 1424 M0BPQ         599 14     VP2VWW        599 08
QSO: 21018 CW 2019-11-23 1425 M0BPQ         599 14     N4AF          599 05
QSO: 21018 CW 2019-11-23 1426 M0BPQ         599 14     P40W          599 09
QSO: 21010 CW 2019-11-23 1429 M0BPQ         599 14     CO8LY         599 08
QSO: 21007 CW 2019-11-23 1437 M0BPQ         599 14     K0ZR          599 05
QSO: 21009 CW 2019-11-23 1437 M0BPQ         599 14     W3LPL         599 05
QSO: 21003 CW 2019-11-23 1438 M0BPQ         599 14     K4TCG         599 04
QSO: 21002 CW 2019-11-23 1438 M0BPQ         599 14     NP2X          599 08
QSO: 21000 CW 2019-11-23 1439 M0BPQ         599 14     WX3B          599 05
QSO: 21024 CW 2019-11-23 1442 M0BPQ         599 14     LO5D          599 13
QSO: 21028 CW 2019-11-23 1445 M0BPQ         599 14     V26K          599 08
QSO: 21028 CW 2019-11-23 1446 M0BPQ         599 14     SV9DJO        599 20
QSO: 21033 CW 2019-11-23 1447 M0BPQ         599 14     PZ5W          599 09
QSO: 21034 CW 2019-11-23 1447 M0BPQ         599 14     DR1A          599 14
QSO: 21035 CW 2019-11-23 1448 M0BPQ         599 14     TM6M          599 14
QSO: 21036 CW 2019-11-23 1450 M0BPQ         599 14     EF8P          599 33
QSO: 21039 CW 2019-11-23 1450 M0BPQ         599 14     LT1F          599 13
QSO: 21052 CW 2019-11-23 1453 M0BPQ         599 14     PJ4K          599 09
QSO: 21053 CW 2019-11-23 1454 M0BPQ         599 14     CR3W          599 33
QSO: 21062 CW 2019-11-23 1455 M0BPQ         599 14     GM5A          599 14
QSO: 21068 CW 2019-11-23 1456 M0BPQ         599 14     8P5A          599 08
QSO: 21069 CW 2019-11-23 1457 M0BPQ         599 14     TK5MH         599 15
QSO: 21070 CW 2019-11-23 1459 M0BPQ         599 14     D4C           599 35
QSO: 21061 CW 2019-11-23 1501 M0BPQ         599 14     OA4O          599 10
QSO: 21059 CW 2019-11-23 1502 M0BPQ         599 14     TO1A          599 09
QSO: 21055 CW 2019-11-23 1503 M0BPQ         599 14     3G1D          599 12
QSO: 21027 CW 2019-11-23 1505 M0BPQ         599 14     TI7W          599 07
QSO: 21023 CW 2019-11-23 1506 M0BPQ         599 14     PT7AL         599 11
QSO: 21022 CW 2019-11-23 1508 M0BPQ         599 14     FR4SC         599 39
QSO: 21011 CW 2019-11-23 1510 M0BPQ         599 14     S53M          599 15
QSO: 21007 CW 2019-11-23 1641 M0BPQ         599 14     YT5A          599 15
QSO: 21019 CW 2019-11-23 1641 M0BPQ         599 14     9A5D          599 15
QSO:  1836 CW 2019-11-23 1712 M0BPQ         599 14     OK1AUC        599 15
QSO:  1832 CW 2019-11-23 1713 M0BPQ         599 14     OH/M0CFW      599 15
QSO:  1831 CW 2019-11-23 1714 M0BPQ         599 14     SO3O          599 15
QSO:  1825 CW 2019-11-23 1715 M0BPQ         599 14     S58M          599 15
QSO:  1823 CW 2019-11-23 1716 M0BPQ         599 14     LY4A          599 15
QSO:  1822 CW 2019-11-23 1717 M0BPQ         599 14     UA2FF         599 15
QSO:  1812 CW 2019-11-23 1917 M0BPQ         599 14     F5IN          599 14
QSO:  1811 CW 2019-11-23 1923 M0BPQ         599 14     UY0ZG         599 16
QSO:  1813 CW 2019-11-23 1924 M0BPQ         599 14     DJ0MDR        599 14
QSO:  1813 CW 2019-11-23 1925 M0BPQ         599 14     9A2AJ         599 15
QSO:  1814 CW 2019-11-23 1926 M0BPQ         599 14     OT4A          599 14
QSO:  1814 CW 2019-11-23 1926 M0BPQ         599 14     OE5A          599 15
QSO:  1814 CW 2019-11-23 1927 M0BPQ         599 14     R2AA          599 16
QSO:  1819 CW 2019-11-23 1935 M0BPQ         599 14     SM4W          599 14
QSO:  1821 CW 2019-11-23 1935 M0BPQ         599 14     LN8W          599 14
QSO:  1822 CW 2019-11-23 1937 M0BPQ         599 14     P33W          599 20
QSO:  1823 CW 2019-11-23 1937 M0BPQ         599 14     LZ9W          599 20
QSO:  1826 CW 2019-11-23 1938 M0BPQ         599 14     CN3A          599 33
QSO:  1826 CW 2019-11-23 1939 M0BPQ         599 14     OZ0TX         599 14
QSO:  1828 CW 2019-11-23 1940 M0BPQ         599 14     UA3A          599 16
QSO:  1829 CW 2019-11-23 1940 M0BPQ         599 14     LY7Z          599 15
QSO:  1829 CW 2019-11-23 1941 M0BPQ         599 14     3Z100PIP      599 15
QSO:  1830 CW 2019-11-23 1942 M0BPQ         599 14     EI5KF         599 14
QSO:  1833 CW 2019-11-23 1944 M0BPQ         599 14     IB9T          599 15
QSO:  1833 CW 2019-11-23 1944 M0BPQ         599 14     LX75V         599 14
QSO:  1838 CW 2019-11-23 1949 M0BPQ         599 14     YO3APJ        599 20
QSO:  1839 CW 2019-11-23 1950 M0BPQ         599 14     MJ0X          599 14
QSO:  1847 CW 2019-11-23 1958 M0BPQ         599 14     UK9AA         599 17
QSO:  1851 CW 2019-11-23 1959 M0BPQ         599 14     YU5W          599 15
QSO:  1811 CW 2019-11-23 2000 M0BPQ         599 14     EU1WW         599 16
QSO:  1810 CW 2019-11-23 2001 M0BPQ         599 14     EF8R          599 33
QSO:  1818 CW 2019-11-23 2002 M0BPQ         599 14     CR3W          599 33
QSO:  1820 CW 2019-11-23 2002 M0BPQ         599 14     YL2SM         599 15
QSO:  1824 CW 2019-11-23 2007 M0BPQ         599 14     MW5B          599 14
QSO:  1834 CW 2019-11-23 2008 M0BPQ         599 14     IR2C          599 15
QSO:  1835 CW 2019-11-23 2009 M0BPQ         599 14     PA2A          599 14
QSO:  1837 CW 2019-11-23 2012 M0BPQ         599 14     HB0A          599 14
QSO: 14002 CW 2019-11-23 2015 M0BPQ         599 14     K3LR          599 05
QSO:  7000 CW 2019-11-23 2016 M0BPQ         599 14     YL2KO         599 15
QSO:  7001 CW 2019-11-23 2017 M0BPQ         599 14     4O3A          599 15
QSO:  7003 CW 2019-11-23 2019 M0BPQ         599 14     K5ZD          599 05
QSO:  7014 CW 2019-11-23 2025 M0BPQ         599 14     4L8A          599 21
QSO:  7010 CW 2019-11-23 2025 M0BPQ         599 14     YU1A          599 15
QSO:  7009 CW 2019-11-23 2027 M0BPQ         599 14     9A7A          599 15
QSO:  1816 CW 2019-11-23 2133 M0BPQ         599 14     R8WF          599 16
QSO:  1820 CW 2019-11-23 2134 M0BPQ         599 14     HA7I          599 15
QSO:  1827 CW 2019-11-23 2137 M0BPQ         599 14     R9PS          599 18
QSO:  1825 CW 2019-11-23 2140 M0BPQ         599 14     UP0L          599 17
QSO:  1830 CW 2019-11-23 2141 M0BPQ         599 14     CT1JGA        599 14
QSO:  1844 CW 2019-11-23 2335 M0BPQ         599 14     OH0R          599 15
QSO:  1836 CW 2019-11-23 2344 M0BPQ         599 14     D4C           599 35
QSO:  1844 CW 2019-11-23 2346 M0BPQ         599 14     VY2ZM         599 05
QSO:  1845 CW 2019-11-23 2346 M0BPQ         599 14     OM7JG         599 15
QSO:  1837 CW 2019-11-23 2348 M0BPQ         599 14     SJ2W          599 14
QSO:  1832 CW 2019-11-23 2348 M0BPQ         599 14     ED1R          599 14
QSO:  1838 CW 2019-11-23 2353 M0BPQ         599 14     PJ4K          599 09
QSO:  1830 CW 2019-11-23 2355 M0BPQ         599 14     GM3YEH        599 14
QSO:  1827 CW 2019-11-23 2356 M0BPQ         599 14     NA8V          599 04
QSO:  1820 CW 2019-11-24 0009 M0BPQ         599 14     SX2I          599 20
QSO:  1811 CW 2019-11-24 0014 M0BPQ         599 14     8P5A          599 08
QSO:  1839 CW 2019-11-24 0017 M0BPQ         599 14     SW9AA         599 20
QSO:  1829 CW 2019-11-24 0034 M0BPQ         599 14     JT5DX         599 23
QSO:  1829 CW 2019-11-24 0044 M0BPQ         599 14     C6AGU         599 08
QSO:  1815 CW 2019-11-24 0052 M0BPQ         599 14     FY5FY         599 09
QSO:  1817 CW 2019-11-24 1714 M0BPQ         599 14     DF0HQ         599 14
QSO:  1813 CW 2019-11-24 1714 M0BPQ         599 14     S53O          599 15
QSO:  1810 CW 2019-11-24 1717 M0BPQ         599 14     S59A          599 15
QSO:  1827 CW 2019-11-24 1720 M0BPQ         599 14     RK3ER         599 16
QSO:  1828 CW 2019-11-24 1722 M0BPQ         599 14     HB9CPS        599 14
QSO:  1823 CW 2019-11-24 1726 M0BPQ         599 14     RZ3DX         599 16
QSO:  1827 CW 2019-11-24 1951 M0BPQ         599 14     MU2K          599 14
QSO:  1811 CW 2019-11-24 1953 M0BPQ         599 14     OU2V          599 14
QSO:  1810 CW 2019-11-24 1957 M0BPQ         599 14     LY4ZZ         599 15
QSO:  1811 CW 2019-11-24 1959 M0BPQ         599 14     SM6CPY        599 14
QSO:  1811 CW 2019-11-24 1959 M0BPQ         599 14     F5IN          599 14
QSO:  1812 CW 2019-11-24 2000 M0BPQ         599 14     RM9A          599 17
QSO:  1813 CW 2019-11-24 2001 M0BPQ         599 14     DH1NBE        599 14
QSO:  1814 CW 2019-11-24 2002 M0BPQ         599 14     OK7W          599 15
QSO:  1815 CW 2019-11-24 2002 M0BPQ         599 14     9A1A          599 15
QSO:  1816 CW 2019-11-24 2003 M0BPQ         599 14     UR7EC         599 16
QSO:  1817 CW 2019-11-24 2004 M0BPQ         599 14     SK3W          599 14
QSO:  1818 CW 2019-11-24 2005 M0BPQ         599 14     LY5W          599 15
QSO:  1818 CW 2019-11-24 2005 M0BPQ         599 14     DM2MX         599 14
QSO:  1819 CW 2019-11-24 2006 M0BPQ         599 14     SM6LJU        599 14
QSO:  1820 CW 2019-11-24 2006 M0BPQ         599 14     UA6LFQ        599 16
QSO:  1820 CW 2019-11-24 2007 M0BPQ         599 14     SM6CNN        599 14
QSO:  1824 CW 2019-11-24 2008 M0BPQ         599 14     SN5T          599 15
QSO:  1825 CW 2019-11-24 2009 M0BPQ         599 14     UT6UD         599 16
QSO:  1824 CW 2019-11-24 2010 M0BPQ         599 14     OH2XX         599 15
QSO:  1826 CW 2019-11-24 2011 M0BPQ         599 14     OL1C          599 15
QSO:  1827 CW 2019-11-24 2012 M0BPQ         599 14     EA8BMG        599 33
QSO:  1828 CW 2019-11-24 2014 M0BPQ         599 14     GI5I          599 14
QSO:  1829 CW 2019-11-24 2014 M0BPQ         599 14     RD8D          599 17
QSO:  1830 CW 2019-11-24 2015 M0BPQ         599 14     S57Q          599 15
QSO:  1831 CW 2019-11-24 2015 M0BPQ         599 14     YT8A          599 15
QSO:  1831 CW 2019-11-24 2015 M0BPQ         599 14     OH5Z          599 15
QSO:  1832 CW 2019-11-24 2016 M0BPQ         599 14     DF6QV         599 14
QSO:  1833 CW 2019-11-24 2017 M0BPQ         599 14     RT6A          599 16
QSO:  1835 CW 2019-11-24 2018 M0BPQ         599 14     SN0R          599 15
QSO:  1836 CW 2019-11-24 2019 M0BPQ         599 14     R3XX          599 16
QSO:  1837 CW 2019-11-24 2019 M0BPQ         599 14     HG0R          599 15
QSO:  1838 CW 2019-11-24 2020 M0BPQ         599 14     LY4L          599 15
QSO:  1843 CW 2019-11-24 2021 M0BPQ         599 14     SP9YFF        599 15
QSO:  1847 CW 2019-11-24 2022 M0BPQ         599 14     E77Y          599 15
QSO:  1843 CW 2019-11-24 2022 M0BPQ         599 14     S52W          599 15
QSO:  1846 CW 2019-11-24 2023 M0BPQ         599 14     OK1JOK        599 15
QSO:  1813 CW 2019-11-24 2026 M0BPQ         599 14     DJ9DZ         599 14
QSO:  1817 CW 2019-11-24 2027 M0BPQ         599 14     MD4K          599 14
QSO:  1817 CW 2019-11-24 2127 M0BPQ         599 14     ES7A          599 15
QSO:  1844 CW 2019-11-24 2129 M0BPQ         599 14     YP0HQ         599 20
QSO:  1844 CW 2019-11-24 2130 M0BPQ         599 14     OK2EQ         599 15
QSO:  1846 CW 2019-11-24 2130 M0BPQ         599 14     SP1NY         599 15
QSO:  1848 CW 2019-11-24 2131 M0BPQ         599 14     HA8WZ         599 15
QSO:  1849 CW 2019-11-24 2132 M0BPQ         599 14     HA4XH         599 15
QSO:  1851 CW 2019-11-24 2132 M0BPQ         599 14     EW3LN         599 16
QSO:  1840 CW 2019-11-24 2134 M0BPQ         599 14     YP8T          599 20
QSO:  1830 CW 2019-11-24 2140 M0BPQ         599 14     IS0SWW        599 15
QSO:  1812 CW 2019-11-24 2146 M0BPQ         599 14     WU1ITU        599 05
QSO:  1813 CW 2019-11-24 2148 M0BPQ         599 14     HB90TOC       599 14
QSO:  1815 CW 2019-11-24 2149 M0BPQ         599 14     RV1CC         599 16
QSO:  1818 CW 2019-11-24 2156 M0BPQ         599 14     UA2FZ         599 15
QSO:  1820 CW 2019-11-24 2157 M0BPQ         599 14     DL5AXX        599 14
QSO:  1823 CW 2019-11-24 2158 M0BPQ         599 14     LA7THA        599 14
QSO:  1823 CW 2019-11-24 2159 M0BPQ         599 14     DM7C          599 14
QSO: 14012 CW 2019-11-24 2206 M0BPQ         599 14     LU7YS         599 13
QSO:  7000 CW 2019-11-24 2207 M0BPQ         599 14     UT4U          599 16
QSO:  7000 CW 2019-11-24 2207 M0BPQ         599 14     K3LR          599 05
QSO:  7001 CW 2019-11-24 2208 M0BPQ         599 14     W3LPL         599 05
QSO:  7002 CW 2019-11-24 2210 M0BPQ         599 14     6V7A          599 35
QSO:  7002 CW 2019-11-24 2210 M0BPQ         599 14     DF0HQ         599 14
QSO:  7002 CW 2019-11-24 2211 M0BPQ         599 14     G3V           599 14
QSO:  7003 CW 2019-11-24 2211 M0BPQ         599 14     S53M          599 15
QSO:  7003 CW 2019-11-24 2212 M0BPQ         599 14     HA1AG         599 15
QSO:  7003 CW 2019-11-24 2212 M0BPQ         599 14     YU1RA         599 15
QSO:  7004 CW 2019-11-24 2213 M0BPQ         599 14     EF5F          599 14
QSO:  7005 CW 2019-11-24 2214 M0BPQ         599 14     KO8SCA        599 04
QSO:  7005 CW 2019-11-24 2215 M0BPQ         599 14     UB7K          599 16
QSO:  7006 CW 2019-11-24 2216 M0BPQ         599 14     OL9Z          599 15
QSO:  7008 CW 2019-11-24 2218 M0BPQ         599 14     AA1K          599 05
QSO:  1817 CW 2019-11-24 2220 M0BPQ         599 14     UA1OMS        599 16
QSO:  1816 CW 2019-11-24 2220 M0BPQ         599 14     OH1XT         599 15
QSO:  1818 CW 2019-11-24 2221 M0BPQ         599 14     8S0DX         599 14
QSO:  1823 CW 2019-11-24 2221 M0BPQ         599 14     SE0X          599 14
QSO:  1824 CW 2019-11-24 2222 M0BPQ         599 14     OZ2TF         599 14
QSO:  1824 CW 2019-11-24 2222 M0BPQ         599 14     S57K          599 15
QSO:  1825 CW 2019-11-24 2223 M0BPQ         599 14     R3FX          599 16
QSO:  1825 CW 2019-11-24 2224 M0BPQ         599 14     W3LPL         599 05
QSO:  1826 CW 2019-11-24 2225 M0BPQ         599 14     UD4C          599 16
QSO:  1826 CW 2019-11-24 2225 M0BPQ         599 14     LA7AK         599 14
QSO:  1827 CW 2019-11-24 2226 M0BPQ         599 14     EW5A          599 16
QSO:  1828 CW 2019-11-24 2226 M0BPQ         599 14     DL7VOG        599 14
QSO:  1831 CW 2019-11-24 2227 M0BPQ         599 14     SM5FUG        599 14
QSO:  1833 CW 2019-11-24 2227 M0BPQ         599 14     UX3I          599 16
QSO:  1833 CW 2019-11-24 2228 M0BPQ         599 14     PA0O          599 14
QSO:  1834 CW 2019-11-24 2228 M0BPQ         599 14     YT6T          599 15
QSO:  1835 CW 2019-11-24 2229 M0BPQ         599 14     IM0SDX        599 15
QSO:  1835 CW 2019-11-24 2229 M0BPQ         599 14     OZ3SM         599 14
QSO:  1836 CW 2019-11-24 2230 M0BPQ         599 14     LX7I          599 14
QSO:  1837 CW 2019-11-24 2230 M0BPQ         599 14     OH2BAH        599 15
QSO:  1837 CW 2019-11-24 2231 M0BPQ         599 14     OK1HCG        599 15
QSO:  1838 CW 2019-11-24 2233 M0BPQ         599 14     K1TTT         599 05
QSO:  1839 CW 2019-11-24 2233 M0BPQ         599 14     DK7HA         599 14
QSO:  1814 CW 2019-11-24 2255 M0BPQ         599 14     4O7CC         599 15
END-OF-LOG:
