START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: KB8TL
LOCATION: MI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: EN82GF
CLAIMED-SCORE: 86584
NAME: Bob
OPERATORS: KB8TL
CLUB: Livonia ARC
CREATED-BY: N1MM Logger+ 1.0.8014.0
SOAPBOX: I did better than I expected given the solar conditions
QSO:  7012 CW 2019-11-23 0250 KB8TL         599 4      EF8R          599 33
QSO:  7014 CW 2019-11-23 0252 KB8TL         599 4      OQ5M          599 14
QSO:  7024 CW 2019-11-23 0302 KB8TL         599 4      DP7D          599 14
QSO:  7024 CW 2019-11-23 0302 KB8TL         599 4      YT7KM         599 15
QSO:  7029 CW 2019-11-23 0306 KB8TL         599 4      GW5R          599 14
QSO:  7029 CW 2019-11-23 0312 KB8TL         599 4      PJ4K          599 09
QSO:  7034 CW 2019-11-23 0316 KB8TL         599 4      LZ9W          599 20
QSO:  7036 CW 2019-11-23 0321 KB8TL         599 4      EA3DU         599 14
QSO:  7037 CW 2019-11-23 0322 KB8TL         599 4      HG1S          599 15
QSO:  7037 CW 2019-11-23 0327 KB8TL         599 4      VP2MDM        599 08
QSO:  7042 CW 2019-11-23 0339 KB8TL         599 4      ZF1A          599 08
QSO:  7043 CW 2019-11-23 0341 KB8TL         599 4      CR3X          599 33
QSO:  7045 CW 2019-11-23 0342 KB8TL         599 4      II8K          599 15
QSO:  7057 CW 2019-11-23 0355 KB8TL         599 4      VE7JH         599 03
QSO:  7060 CW 2019-11-23 0357 KB8TL         599 4      HA1AG         599 15
QSO:  7060 CW 2019-11-23 0358 KB8TL         599 4      IR2L          599 15
QSO:  7061 CW 2019-11-23 0403 KB8TL         599 4      V55A          599 38
QSO:  7063 CW 2019-11-23 0405 KB8TL         599 4      9A/AI6V       599 15
QSO:  7067 CW 2019-11-23 0407 KB8TL         599 4      PP5BZ         599 11
QSO:  7067 CW 2019-11-23 0408 KB8TL         599 4      IR2C          599 15
QSO:  7068 CW 2019-11-23 0410 KB8TL         599 4      ED1R          599 14
QSO:  7069 CW 2019-11-23 0411 KB8TL         599 4      CR5E          599 14
QSO:  7086 CW 2019-11-23 0415 KB8TL         599 4      8P5A          599 08
QSO:  7090 CW 2019-11-23 0418 KB8TL         599 4      YN2CC         599 07
QSO:  7098 CW 2019-11-23 0419 KB8TL         599 4      ZW5B          599 11
QSO:  7007 CW 2019-11-23 0422 KB8TL         599 4      S51F          599 15
QSO:  7007 CW 2019-11-23 0430 KB8TL         599 4      EA8/IK1PMR    599 33
QSO:  7010 CW 2019-11-23 0438 KB8TL         599 4      CO6RD         599 08
QSO:  7024 CW 2019-11-23 0448 KB8TL         599 4      ED5O          599 14
QSO:  7002 CW 2019-11-23 0500 KB8TL         599 4      CN3A          599 33
QSO:  7078 CW 2019-11-23 0512 KB8TL         599 4      KP3DX         599 08
QSO:  7043 CW 2019-11-23 0525 KB8TL         599 4      PJ2T          599 09
QSO:  7037 CW 2019-11-23 1259 KB8TL         599 4      KP2M          599 08
QSO: 14031 CW 2019-11-23 1307 KB8TL         599 4      S53X          599 15
QSO: 14033 CW 2019-11-23 1310 KB8TL         599 4      9A3XV         599 15
QSO: 14034 CW 2019-11-23 1310 KB8TL         599 4      YT3X          599 15
QSO: 14034 CW 2019-11-23 1312 KB8TL         599 4      HG1A          599 15
QSO: 14039 CW 2019-11-23 1314 KB8TL         599 4      DR1A          599 14
QSO: 14045 CW 2019-11-23 1316 KB8TL         599 4      VP2MDM        599 08
QSO: 14046 CW 2019-11-23 1317 KB8TL         599 4      DK3T          599 14
QSO: 14049 CW 2019-11-23 1319 KB8TL         599 4      IR2C          599 15
QSO: 14052 CW 2019-11-23 1320 KB8TL         599 4      PA0AA         599 14
QSO: 14056 CW 2019-11-23 1324 KB8TL         599 4      F5OHM         599 14
QSO: 14061 CW 2019-11-23 1327 KB8TL         599 4      9A4WY         599 15
QSO: 14062 CW 2019-11-23 1328 KB8TL         599 4      S57DX         599 15
QSO: 14062 CW 2019-11-23 1331 KB8TL         599 4      II2M          599 15
QSO: 14063 CW 2019-11-23 1334 KB8TL         599 4      UR3GU         599 16
QSO: 14063 CW 2019-11-23 1334 KB8TL         599 4      S50G          599 15
QSO: 14069 CW 2019-11-23 1339 KB8TL         599 4      DR4A          599 14
QSO: 14071 CW 2019-11-23 1341 KB8TL         599 4      IK2EGL        599 15
QSO: 14073 CW 2019-11-23 1344 KB8TL         599 4      S52CO         599 15
QSO: 21018 CW 2019-11-23 1349 KB8TL         599 4      P40W          599 09
QSO: 21007 CW 2019-11-23 1350 KB8TL         599 4      CR3DX         599 33
QSO: 21027 CW 2019-11-23 1351 KB8TL         599 4      KP3DX         599 08
QSO: 21038 CW 2019-11-23 1353 KB8TL         599 4      EA3DU         599 14
QSO: 21006 CW 2019-11-23 1354 KB8TL         599 4      EF8R          599 33
QSO: 21032 CW 2019-11-23 1357 KB8TL         599 4      NP2P          599 08
QSO: 21053 CW 2019-11-23 1402 KB8TL         599 4      CR3W          599 33
QSO: 21043 CW 2019-11-23 1408 KB8TL         599 4      CR2X          599 14
QSO: 21046 CW 2019-11-23 1409 KB8TL         599 4      TM5T          599 14
QSO:  7024 CW 2019-11-23 1414 KB8TL         599 4      VE6SV         599 04
QSO:  7023 CW 2019-11-23 1417 KB8TL         599 4      VE5MX         599 04
QSO: 14001 CW 2019-11-23 1604 KB8TL         599 4      M0UNN         599 14
QSO: 14009 CW 2019-11-23 1612 KB8TL         599 4      OL3Z          599 15
QSO: 14012 CW 2019-11-23 1619 KB8TL         599 4      OK1GK         599 15
QSO: 14012 CW 2019-11-23 1621 KB8TL         599 4      S51J          599 15
QSO: 21028 CW 2019-11-23 1628 KB8TL         599 4      EF2X          599 14
QSO: 21034 CW 2019-11-23 1629 KB8TL         599 4      TK0C          599 15
QSO: 21039 CW 2019-11-23 2118 KB8TL         599 4      PJ2T          599 09
QSO: 21040 CW 2019-11-23 2119 KB8TL         599 4      CO8LY         599 08
QSO:  7035 CW 2019-11-23 2149 KB8TL         599 4      SP8R          599 15
QSO:  3517 CW 2019-11-24 0236 KB8TL         599 4      M6T           599 14
QSO:  3584 CW 2019-11-24 0243 KB8TL         599 4      J35X          599 08
QSO:  3566 CW 2019-11-24 0248 KB8TL         599 4      VP9I          599 05
QSO:  3550 CW 2019-11-24 0258 KB8TL         599 4      EA6FO         599 14
QSO:  3547 CW 2019-11-24 0301 KB8TL         599 4      IO5O          599 15
QSO: 21042 CW 2019-11-24 1306 KB8TL         599 4      TI7W          599 07
QSO: 14002 CW 2019-11-24 1323 KB8TL         599 4      S53M          599 15
QSO: 14004 CW 2019-11-24 1328 KB8TL         599 4      GM3X          599 14
QSO: 14004 CW 2019-11-24 1329 KB8TL         599 4      G6M           599 14
QSO: 14005 CW 2019-11-24 1330 KB8TL         599 4      OH5Z          599 15
QSO: 14132 CW 2019-11-24 1335 KB8TL         599 4      G5O           599 14
QSO: 14130 CW 2019-11-24 1336 KB8TL         599 4      IK2AHB        599 15
QSO: 14124 CW 2019-11-24 1338 KB8TL         599 4      E7CW          599 15
QSO: 14120 CW 2019-11-24 1341 KB8TL         599 4      TI7W          599 07
QSO: 14113 CW 2019-11-24 1344 KB8TL         599 4      IB9T          599 15
QSO: 14113 CW 2019-11-24 1345 KB8TL         599 4      IK8SEU        599 15
QSO: 14112 CW 2019-11-24 1346 KB8TL         599 4      OE3KAB        599 15
QSO: 14112 CW 2019-11-24 1347 KB8TL         599 4      IO3X          599 15
QSO: 14101 CW 2019-11-24 1349 KB8TL         599 4      OH0Z          599 15
QSO: 14095 CW 2019-11-24 1355 KB8TL         599 4      DL5AXX        599 14
QSO: 21040 CW 2019-11-24 1401 KB8TL         599 4      VP2VWW        599 08
QSO: 21036 CW 2019-11-24 1402 KB8TL         599 4      CN3A          599 33
QSO: 14092 CW 2019-11-24 1408 KB8TL         599 4      E7DX          599 15
QSO: 14091 CW 2019-11-24 1410 KB8TL         599 4      G6XX          599 14
QSO: 14086 CW 2019-11-24 1415 KB8TL         599 4      ZF1A          599 08
QSO: 14086 CW 2019-11-24 1416 KB8TL         599 4      YU5M          599 15
QSO: 14085 CW 2019-11-24 1417 KB8TL         599 4      OR2M          599 14
QSO: 14084 CW 2019-11-24 1420 KB8TL         599 4      OK7O          599 15
QSO: 14083 CW 2019-11-24 1421 KB8TL         599 4      IV3SKB        599 15
QSO: 14070 CW 2019-11-24 1425 KB8TL         599 4      PA3AAV        599 14
QSO: 14069 CW 2019-11-24 1425 KB8TL         599 4      IB9A          599 15
QSO: 14069 CW 2019-11-24 1426 KB8TL         599 4      DJ5MW         599 14
QSO: 14068 CW 2019-11-24 1427 KB8TL         599 4      YT8T          599 15
QSO: 14067 CW 2019-11-24 1430 KB8TL         599 4      HA3MQ         599 15
QSO: 14058 CW 2019-11-24 1432 KB8TL         599 4      EA7KB         599 14
QSO: 14058 CW 2019-11-24 1434 KB8TL         599 4      HB9CA         599 14
QSO: 14057 CW 2019-11-24 1435 KB8TL         599 4      CR3W          599 33
QSO: 14050 CW 2019-11-24 1440 KB8TL         599 4      PA1AW         599 14
QSO: 21025 CW 2019-11-24 1443 KB8TL         599 4      XE1AY         599 06
QSO: 14127 CW 2019-11-24 1451 KB8TL         599 4      EA8CMX        599 33
QSO: 14122 CW 2019-11-24 1452 KB8TL         599 4      GJ4YOX        599 14
QSO: 14121 CW 2019-11-24 1454 KB8TL         599 4      DK2GZ         599 14
QSO: 14113 CW 2019-11-24 1457 KB8TL         599 4      CR5E          599 14
QSO:  7065 CW 2019-11-24 1504 KB8TL         599 4      V35SF         599 07
QSO:  7028 CW 2019-11-24 1505 KB8TL         599 4      VE7NY         599 03
QSO: 21047 CW 2019-11-24 1705 KB8TL         599 4      PJ4K          599 09
QSO: 21044 CW 2019-11-24 1707 KB8TL         599 4      ZW5B          599 11
QSO: 21039 CW 2019-11-24 1710 KB8TL         599 4      V47T          599 08
QSO: 14107 CW 2019-11-24 1712 KB8TL         599 4      IR4B          599 15
QSO: 14106 CW 2019-11-24 1715 KB8TL         599 4      F6HKA         599 14
QSO: 14104 CW 2019-11-24 1717 KB8TL         599 4      VO1AW         599 05
QSO: 14096 CW 2019-11-24 1722 KB8TL         599 4      3B7M          599 39
QSO: 14095 CW 2019-11-24 1725 KB8TL         599 4      V26K          599 08
QSO: 14085 CW 2019-11-24 1728 KB8TL         599 4      VE5SF         599 04
QSO: 14071 CW 2019-11-24 1731 KB8TL         599 4      V47T          599 08
QSO: 14070 CW 2019-11-24 1732 KB8TL         599 4      IO5O          599 15
QSO: 14069 CW 2019-11-24 1734 KB8TL         599 4      IK0YUT        599 15
QSO: 14056 CW 2019-11-24 1737 KB8TL         599 4      IR4E          599 15
QSO: 14053 CW 2019-11-24 1740 KB8TL         599 4      KH6LC         599 31
QSO: 14053 CW 2019-11-24 1741 KB8TL         599 4      IO3F          599 15
QSO: 14052 CW 2019-11-24 1742 KB8TL         599 4      IR4M          599 15
QSO: 14050 CW 2019-11-24 1742 KB8TL         599 4      VP9I          599 05
QSO: 14050 CW 2019-11-24 1744 KB8TL         599 4      LX7I          599 14
QSO: 14049 CW 2019-11-24 1745 KB8TL         599 4      VA7ST         599 03
QSO: 14048 CW 2019-11-24 1746 KB8TL         599 4      EF2X          599 14
QSO: 14048 CW 2019-11-24 1748 KB8TL         599 4      LZ5R          599 20
QSO: 14046 CW 2019-11-24 1749 KB8TL         599 4      IK5ZWU        599 15
QSO: 14042 CW 2019-11-24 1752 KB8TL         599 4      IR4Y          599 15
QSO: 14039 CW 2019-11-24 1755 KB8TL         599 4      F5MUX         599 14
QSO: 14037 CW 2019-11-24 1756 KB8TL         599 4      VE7NY         599 03
QSO: 14032 CW 2019-11-24 1758 KB8TL         599 4      IE1A          599 15
QSO: 14030 CW 2019-11-24 1759 KB8TL         599 4      EF8R          599 33
QSO: 14030 CW 2019-11-24 1801 KB8TL         599 4      VE7DZO        599 03
QSO: 14021 CW 2019-11-24 1803 KB8TL         599 4      YT4W          599 15
QSO: 14018 CW 2019-11-24 1807 KB8TL         599 4      9A1A          599 15
QSO: 14043 CW 2019-11-24 2007 KB8TL         599 4      WH6R          599 31
QSO: 14040 CW 2019-11-24 2008 KB8TL         599 4      PJ4K          599 09
QSO: 14098 CW 2019-11-24 2009 KB8TL         599 4      J68GD         599 08
QSO: 14072 CW 2019-11-24 2013 KB8TL         599 4      NP2P          599 08
QSO: 14069 CW 2019-11-24 2015 KB8TL         599 4      YW1K          599 09
QSO: 14065 CW 2019-11-24 2017 KB8TL         599 4      VE6UM         599 04
QSO: 14057 CW 2019-11-24 2025 KB8TL         599 4      XE1CT         599 06
QSO: 14054 CW 2019-11-24 2025 KB8TL         599 4      VE6SV         599 04
QSO: 14052 CW 2019-11-24 2026 KB8TL         599 4      VE7JH         599 03
QSO: 14051 CW 2019-11-24 2027 KB8TL         599 4      VE6BBP        599 04
QSO: 14047 CW 2019-11-24 2030 KB8TL         599 4      PJ4A          599 09
QSO: 14045 CW 2019-11-24 2032 KB8TL         599 4      VP5M          599 08
QSO: 14041 CW 2019-11-24 2035 KB8TL         599 4      OH8L          599 15
QSO:  7053 CW 2019-11-24 2043 KB8TL         599 4      VA2WA         599 05
QSO:  7051 CW 2019-11-24 2048 KB8TL         599 4      VE3NNT        599 04
QSO: 21043 CW 2019-11-24 2108 KB8TL         599 4      OA4SS         599 10
QSO: 21041 CW 2019-11-24 2109 KB8TL         599 4      ZF1A          599 08
QSO: 21032 CW 2019-11-24 2111 KB8TL         599 4      TO1A          599 09
QSO: 21020 CW 2019-11-24 2113 KB8TL         599 4      HQ9M          599 07
QSO: 21017 CW 2019-11-24 2115 KB8TL         599 4      LO5D          599 13
QSO: 21016 CW 2019-11-24 2115 KB8TL         599 4      PX2A          599 11
QSO: 21010 CW 2019-11-24 2117 KB8TL         599 4      LS2D          599 13
QSO: 21006 CW 2019-11-24 2118 KB8TL         599 4      PP5KR         599 11
QSO: 21027 CW 2019-11-24 2119 KB8TL         599 4      HI3CC         599 08
QSO: 14063 CW 2019-11-24 2126 KB8TL         599 4      PX2C          599 11
END-OF-LOG:
