START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAE CW
CALLSIGN: DF5UL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DF5UL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAE CW WAE/CW/2020.
QSO:  7021 CW 2020-08-08 0447 DF5UL         599 VE3AT         599 309
QSO: 14026 CW 2020-08-08 1231 DF5UL         599 0076 K5WA          599 0237
QSO: 14035 CW 2020-08-08 1233 DF5UL         599 0077 VE3NNT        599 0368
QSO: 14036 CW 2020-08-08 1234 DF5UL         599 0078 JA6GCE        599 0291
QSO: 14000 CW 2020-08-08 1957 DF5UL         599 0079 LW8DQ         599 0323
QSO: 14014 CW 2020-08-08 1957 DF5UL         599 0080 K0EJ          599 0471
QSO: 14016 CW 2020-08-08 1958 DF5UL         599 081 K1AR          599 0349
QSO: 14028 CW 2020-08-08 2000 DF5UL         599 0083 K3UL          599 0283
QSO: 14041 CW 2020-08-08 2001 DF5UL         599 0085 VE3BR         599 0135
QSO: 14045 CW 2020-08-08 2002 DF5UL         599 0086 K0VXU         599 0226
QSO: 14001 CW 2020-08-08 2006 DF5UL         599 0089 PJ4A          599 0756
QSO: 14001 CW 2020-08-08 2006 DF5UL         599 0090 W1UE          599 0721
QSO: 14002 CW 2020-08-08 2007 DF5UL         599 091 VY2ZM         599 1119
QSO: 14010 CW 2020-08-08 2014 DF5UL         599 0092 K1XM          599 0630
QSO: 14021 CW 2020-08-08 2017 DF5UL         599 0093 K7RL          599 0098
QSO: 14028 CW 2020-08-08 2018 DF5UL         599 0094 N4BP          599 0316
QSO: 14028 CW 2020-08-08 2019 DF5UL         599 0095 N9NB          599 0536
QSO: 14035 CW 2020-08-08 2021 DF5UL         599 0096 K3AJ          599 0542
QSO: 14053 CW 2020-08-08 2026 DF5UL         599 0098 PY5FB         599 0512
QSO: 14055 CW 2020-08-08 2027 DF5UL         599 0099 K9NW          599 0079
QSO: 14055 CW 2020-08-08 2027 DF5UL         599 0100 WX8C          599 0319
QSO: 14057 CW 2020-08-08 2028 DF5UL         599 0101 KM4M          599 0237
QSO: 14000 CW 2020-08-08 2031 DF5UL         599 102 K8AZ          599 0827
QSO: 14003 CW 2020-08-08 2033 DF5UL         599 0103 LU1AW/X       599 0097
QSO: 14004 CW 2020-08-08 2033 DF5UL         599 104 NA8V          599 655
QSO: 14010 CW 2020-08-08 2035 DF5UL         599 0106 PY5AMF        599 0134
QSO: 14011 CW 2020-08-08 2036 DF5UL         599 107 KA1IS         599 424
QSO: 14019 CW 2020-08-08 2038 DF5UL         599 109 NF4A          599 0069
QSO: 14019 CW 2020-08-08 2038 DF5UL         599 0108 WW4XX         599 0238
QSO: 14021 CW 2020-08-08 2039 DF5UL         599 0110 VE3RZ         599 0381
QSO: 14022 CW 2020-08-08 2040 DF5UL         599 0111 N1LN          599 0346
QSO: 14032 CW 2020-08-08 2043 DF5UL         599 0112 W4KZ          599 0315
QSO: 14033 CW 2020-08-08 2045 DF5UL         599 113 VE3AT         599 945
QSO: 14000 CW 2020-08-08 2047 DF5UL         599 114 N4IJ          599 133
QSO: 14041 CW 2020-08-08 2048 DF5UL         599 0115 K4BAI         599 0279
QSO: 14042 CW 2020-08-08 2049 DF5UL         599 0117 N4TZ          599 0054
QSO: 14044 CW 2020-08-08 2050 DF5UL         599 0118 KR2DX         599 0382
QSO: 14045 CW 2020-08-08 2051 DF5UL         599 0119 PY2NY         599 0288
QSO: 14046 CW 2020-08-08 2052 DF5UL         599 0120 K0AD          599 0128
QSO: 14047 CW 2020-08-08 2053 DF5UL         599 0121 L33M          599 0076
QSO: 14048 CW 2020-08-08 2055 DF5UL         599 122 NN7CW         599 0206
QSO: 14061 CW 2020-08-08 2057 DF5UL         599 0123 VE3TM         599 0130
QSO: 14059 CW 2020-08-08 2058 DF5UL         599 124 FY5KE         599 0753
QSO: 14054 CW 2020-08-08 2059 DF5UL         599 0125 N1SNB         599 0301
QSO: 14048 CW 2020-08-08 2100 DF5UL         599 0126 K0LUZ         599 0222
QSO: 14034 CW 2020-08-08 2101 DF5UL         599 0127 N4ZR          599 0338
QSO: 14031 CW 2020-08-08 2104 DF5UL         599 0128 CT3KN         599 0894
QSO: 14019 CW 2020-08-08 2106 DF5UL         599 0129 CO2AN         599 0229
QSO: 14011 CW 2020-08-08 2108 DF5UL         599 0130 KR2AA         599 0349
QSO: 14002 CW 2020-08-08 2110 DF5UL         599 0131 N3RS          599 0866
QSO: 14057 CW 2020-08-08 2120 DF5UL         599 0134 HC2AO         599 0149
END-OF-LOG:
