START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: PG1R
CLUB:  
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 13416
OPERATORS: PG1R
NAME: Ruud Ivens
CREATED-BY: N1MM Logger+ 1.0.7598.0
SOAPBOX: TS590S, barefoot, output on average 30Watts.
SOAPBOX: Ouput reduced because of interference on the local telephone lines.
QSO: 14112 RY 2019-04-07 1438 PG1R          599 0095   EA2CCG        599 NA       
QSO: 14100 RY 2019-04-07 1443 PG1R          599 0096   AM170YO       599 S        
QSO: 14094 RY 2019-04-07 1448 PG1R          599 0097   AM70D         599 A        
QSO: 14095 RY 2019-04-07 1449 PG1R          599 0098   UC6N          599 0225     
QSO: 14092 RY 2019-04-07 1454 PG1R          599 0099   EE1D          599 SO       
QSO: 14091 RY 2019-04-07 1455 PG1R          599 0100   EA4GOY        599 TO       
QSO: 14091 RY 2019-04-07 1456 PG1R          599 0101   EA1MI         599 SG       
QSO: 14090 RY 2019-04-07 1457 PG1R          599 0102   EC5CR         599 V        
QSO: 14091 RY 2019-04-07 1458 PG1R          599 0103   5C5W          599 0140     
QSO: 14086 RY 2019-04-07 1504 PG1R          599 0104   UR5LP         599 0257     
QSO: 14083 RY 2019-04-07 1508 PG1R          599 0105   9A1A          599 0440     
QSO: 14081 RY 2019-04-07 1510 PG1R          599 0106   RQ2Q          599 0366     
END-OF-LOG:
