START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: N6PE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N6PE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2013.
QSO: 28080 RY 2013-09-28 0002 N6PE          599 03 CA N5RLM         599 04 LA
QSO: 28081 RY 2013-09-28 0111 N6PE          599 03 CA LV5V          599 13 DX
QSO: 21123 RY 2013-09-28 0138 N6PE          599 03 CA JE1SGH        599 25 DX
QSO: 21108 RY 2013-09-28 0141 N6PE          599 03 CA HL2WP         599 25 DX
QSO: 28000 RY 2013-09-28 1950 N6PE          599 03 CA WP4DT         599 08 DX
QSO: 28114 RY 2013-09-28 1951 N6PE          599 03 CA PY2NY         599 11 DX
QSO: 28000 RY 2013-09-28 1952 N6PE          599 03 CA YW2LV         599 09 DX
QSO: 28109 RY 2013-09-28 1953 N6PE          599 03 CA FG8OJ         599 08 DX
QSO: 28078 RY 2013-09-28 1956 N6PE          599 3 CA P49X          599 9 DX
QSO: 28079 RY 2013-09-28 2003 N6PE          599 03 CA J69DS         599 08 DX
QSO: 28085 RY 2013-09-28 2005 N6PE          599 03 CA W9OA/9        599 04 WI
QSO: 28094 RY 2013-09-28 2008 N6PE          599 03 CA PJ2/K8LEE     599 09 DX
QSO: 28098 RY 2013-09-28 2012 N6PE          599 03 CA HK1NA         599 9 DX
QSO: 28099 RY 2013-09-28 2016 N6PE          599 03 CA CE3RR         599 12 DX
QSO: 28091 RY 2013-09-28 2018 N6PE          599 03 CA LW5DW         599 13 DX
QSO: 28092 RY 2013-09-28 2019 N6PE          599 03 CA PP5ZAP        599 11 DX
QSO: 28094 RY 2013-09-28 2019 N6PE          599 03 CA KV4QS         599 05 FL
QSO: 28094 RY 2013-09-28 2021 N6PE          599 3 CA W9IU          599 04 IN
QSO: 28082 RY 2013-09-28 2136 N6PE          599 03 CA NR4M          599 05 VA
QSO: 28083 RY 2013-09-28 2137 N6PE          599 03 CA AY8A          599 13 DX
QSO: 28088 RY 2013-09-28 2138 N6PE          599 03 CA KA4RRU        599 05 VA
QSO: 28090 RY 2013-09-28 2139 N6PE          599 03 CA YV5KAJ        599 09 DX
QSO: 28104 RY 2013-09-28 2142 N6PE          599 03 CA CW90A         599 13 DX
QSO: 28105 RY 2013-09-28 2145 N6PE          599 3 CA W4UK          599 05 SC
QSO: 28109 RY 2013-09-28 2145 N6PE          599 03 CA LT0H          599 13 DX
QSO: 28000 RY 2013-09-28 2147 N6PE          599 03 CA KC4WQ         599 04 KY
QSO: 28091 RY 2013-09-28 2148 N6PE          599 03 CA W4SDJ         599 05 NC
QSO: 28096 RY 2013-09-28 2150 N6PE          599 03 CA WH7W          599 31 DX
QSO: 28000 RY 2013-09-28 2152 N6PE          599 03 CA CA3MRD        599 12 DX
QSO: 28089 RY 2013-09-28 2157 N6PE          599 03 CA WB4YDY        599 04 TN
QSO: 28090 RY 2013-09-28 2159 N6PE          599 03 CA KA2FHN        599 05 NY
QSO: 28091 RY 2013-09-28 2200 N6PE          599 03 CA ZL3TE         599 32 DX
QSO: 28078 RY 2013-09-28 2201 N6PE          599 03 CA ZL3JT         599 32 DX
QSO: 28089 RY 2013-09-28 2210 N6PE          599 03 CA K6LL          599 03 AZ
QSO: 28000 RY 2013-09-28 2212 N6PE          599 03 CA N9TF          599 04 IL
QSO: 28111 RY 2013-09-28 2227 N6PE          599 3 CA 8P2K          599 08 8P
QSO: 28100 RY 2013-09-28 2229 N6PE          599 03 CA LU1BJW        599 13 DX
QSO: 28112 RY 2013-09-28 2232 N6PE          599 03 CA WN1G          599 04 AL
QSO: 28111 RY 2013-09-28 2233 N6PE          599 03 CA K4JGR         599 05 NC
QSO: 28000 RY 2013-09-28 2237 N6PE          599 03 CA PX2T          599 11 DX
QSO: 28090 RY 2013-09-28 2249 N6PE          599 03 CA VE5RI         599 04 SK
QSO: 28127 RY 2013-09-29 1558 N6PE          599 03 CA W1UE          599 05 MA
QSO: 28112 RY 2013-09-29 1601 N6PE          599 3 CA AA3B          599 5 PA
QSO: 28112 RY 2013-09-29 1602 N6PE          599 03 CA W9VQ          599 04 IL
QSO: 28100 RY 2013-09-29 1603 N6PE          599 03 CA N6RO          599 03 CA
QSO: 28097 RY 2013-09-29 1605 N6PE          599 03 CA W3BUI         599 05 MD
QSO: 28096 RY 2013-09-29 1609 N6PE          599 03 CA I4DZ          599 15 DX
QSO: 28095 RY 2013-09-29 1612 N6PE          599 03 CA EF7R          599 14 DX
QSO: 28090 RY 2013-09-29 1615 N6PE          599 03 CA 5C5W          599 33 DX
QSO: 28087 RY 2013-09-29 1616 N6PE          599 03 CA WJ4N          599 05 FL
QSO: 28086 RY 2013-09-29 1617 N6PE          599 03 CA 6V7X          599 35 DX
QSO: 28084 RY 2013-09-29 1619 N6PE          599 3 CA K6HGF         599 03 CA
QSO: 28099 RY 2013-09-29 1622 N6PE          599 03 CA K3MJW         599 05 PA
QSO: 28100 RY 2013-09-29 1623 N6PE          599 03 CA IQ9UI         599 15 DX
QSO: 28098 RY 2013-09-29 1625 N6PE          599 03 CA HA30S         599 15 DX
QSO: 28104 RY 2013-09-29 1628 N6PE          599 03 CA 9A1A          599 15 15
QSO: 28101 RY 2013-09-29 1637 N6PE          599 03 CA SQ8JLU        599 15 DX
QSO: 28076 RY 2013-09-29 1647 N6PE          599 03 CA KV4FZ         599 08 DX
QSO: 28080 RY 2013-09-29 1649 N6PE          599 03 CA ES9C          599 15 DX
QSO: 28081 RY 2013-09-29 1716 N6PE          599 3 CA W7RN          599 03 NV
QSO: 28000 RY 2013-09-29 1720 N6PE          599 03 CA CO6EC         599 08 DX
QSO: 28086 RY 2013-09-29 1720 N6PE          599 03 CA N2PA          599 05 NY
QSO: 28083 RY 2013-09-29 1724 N6PE          599 03 CA YS1/NP3J      599 07 DX
QSO: 28099 RY 2013-09-29 1737 N6PE          599 03 CA EF5T          599 14 DX
QSO: 28108 RY 2013-09-29 1801 N6PE          599 03 CA CR3L          599 33 DX
QSO: 28097 RY 2013-09-29 1817 N6PE          599 03 CA N7BV          599 03 WA
QSO: 28000 RY 2013-09-29 1821 N6PE          599 03 CA K4JC          599 05 FL
QSO: 28089 RY 2013-09-29 1822 N6PE          599 03 CA N3ME          599 05 DE
QSO: 28090 RY 2013-09-29 1822 N6PE          599 03 CA VE3GTC        599 04 ON
QSO: 28089 RY 2013-09-29 1823 N6PE          599 03 CA KU4V          599 05 NC
QSO: 28089 RY 2013-09-29 1824 N6PE          599 3 CA W1CCE         599 5 MA
QSO: 28106 RY 2013-09-29 1849 N6PE          599 03 CA W3SA          599 05 NC
QSO: 28110 RY 2013-09-29 1856 N6PE          599 03 CA NP3U          599 08 DX
QSO: 28094 RY 2013-09-29 2157 N6PE          599 03 CA PY2WC         599 11 DX
QSO: 28000 RY 2013-09-29 2202 N6PE          599 05 CA LW2EE         599 13 DX
QSO: 28085 RY 2013-09-29 2205 N6PE          599 03 CA PU3LTA        599 11 DX
QSO: 28000 RY 2013-09-29 2206 N6PE          599 03 CA CE3OVE        599 12 DX
QSO: 28000 RY 2013-09-29 2211 N6PE          599 03 CA CX8AF         599 13 DX
QSO: 28105 RY 2013-09-29 2216 N6PE          599 03 CA VE7SZ         599 03 BC
QSO: 28108 RY 2013-09-29 2239 N6PE          599 03 CA PY3OPP        599 11 DX
QSO: 28099 RY 2013-09-29 2245 N6PE          599 3 CA WN6K          599 3 CA
QSO: 28000 RY 2013-09-29 2247 N6PE          599 03 CA 8N6MMTTY/6    599 25 DX
QSO: 28107 RY 2013-09-29 2250 N6PE          599 03 CA JH4UTP        599 25 DX
QSO: 28107 RY 2013-09-29 2250 N6PE          599 03 CA N2QT          599 05 VA
QSO: 28000 RY 2013-09-29 2253 N6PE          599 03 CA WD9FTZ        599 04 OH
QSO: 28000 RY 2013-09-29 2255 N6PE          599 03 CA JA3EGE        599 25 DX
QSO: 28106 RY 2013-09-29 2257 N6PE          599 03 CA PP5EJ         599 11 DX
QSO: 28000 RY 2013-09-29 2258 N6PE          599 03 CA JH9KVF        599 25 DX
QSO: 28105 RY 2013-09-29 2259 N6PE          599 03 CA CE3DNP        599 12 DX
QSO: 28106 RY 2013-09-29 2300 N6PE          599 03 CA AC4ZM         599 05 FL
END-OF-LOG:
