START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: DK1IP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DK1IP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2013.
QSO: 28082 RY 2013-09-29 1147 DK1IP         599 14 DX EA8AJO        599 33 DX
QSO: 21105 RY 2013-09-29 1452 DK1IP         599 14 DX WA5ZUP        599 4 NM
QSO: 21101 RY 2013-09-29 1456 DK1IP         599 14 DX RW4WZ         599 16 DX
QSO: 21102 RY 2013-09-29 1456 DK1IP         599 14 DX NO2T          599 05 NJ
QSO: 21100 RY 2013-09-29 1457 DK1IP         599 14 DX UC6A          599 16 DX
QSO: 21099 RY 2013-09-29 1459 DK1IP         599 14 DX RN6BN         599 16 DX
QSO: 21098 RY 2013-09-29 1501 DK1IP         599 14 DX CR3A          599 33 CT3
QSO: 21098 RY 2013-09-29 1502 DK1IP         599 14 DX VE7CC         599 03 BC
QSO: 21097 RY 2013-09-29 1504 DK1IP         599 14 DX AB5K          599 04 TX
QSO: 21094 RY 2013-09-29 1505 DK1IP         599 14 DX HK1NA         599 9 DX
QSO: 21096 RY 2013-09-29 1507 DK1IP         599 14 DX OH2BBT        599 15 DX
QSO: 21095 RY 2013-09-29 1508 DK1IP         599 14 DX RV9CP         599 17 DX
QSO: 21096 RY 2013-09-29 1508 DK1IP         599 14 DX K7BTW         599 03 WA
QSO: 21000 RY 2013-09-29 1513 DK1IP         599 14 DX VE2ESU        599 05 QC
QSO: 21090 RY 2013-09-29 1515 DK1IP         599 14 DX W4GKM         599 04 TN
QSO: 21089 RY 2013-09-29 1516 DK1IP         599 14 DX TF3AM         599 40 DX
QSO: 21089 RY 2013-09-29 1519 DK1IP         599 14 DX KL2R          599 01 DX
QSO: 28079 RY 2013-09-29 1527 DK1IP         599 14 DX N4QS          599 04 KY
QSO: 28075 RY 2013-09-29 1533 DK1IP         599 14 DX N0NI          599 04 IA
QSO: 28076 RY 2013-09-29 1534 DK1IP         599 14 DX N4ZZ          599 04 TN
QSO: 28087 RY 2013-09-29 1537 DK1IP         599 14 DX W4GKM         599 04 TN
QSO: 28087 RY 2013-09-29 1539 DK1IP         599 14 DX CE3DNP        599 12 DX
QSO: 28090 RY 2013-09-29 1541 DK1IP         599 14 DX W4TTY         599 05 VA
QSO: 28092 RY 2013-09-29 1543 DK1IP         599 14 14 CW90A         599 13 DX
QSO: 28000 RY 2013-09-29 1546 DK1IP         599 14 DX LW1HR         599 13 DX
QSO: 28104 RY 2013-09-29 1546 DK1IP         599 14 DX 9A1A          599 15 15
QSO: 28105 RY 2013-09-29 1547 DK1IP         599 14 DX W4GDG         599 05 VA
QSO: 28000 RY 2013-09-29 1548 DK1IP         599 14 DX PX2T          599 11 DX
QSO: 28108 RY 2013-09-29 1549 DK1IP         599 14 DX K4WI          599 04 AL
QSO: 28112 RY 2013-09-29 1554 DK1IP         599 14 DX K9CT          599 04 IL
QSO: 28114 RY 2013-09-29 1557 DK1IP         599 14 DX FG8OJ         599 08 DX
QSO: 28100 RY 2013-09-29 1606 DK1IP         599 14 DX IQ9UI         599 15 DX
QSO: 14086 RY 2013-09-29 1609 DK1IP         599 14 DX 9A1A          599 15 15
QSO: 14074 RY 2013-09-29 1612 DK1IP         599 14 DX EW1NM         599 16 DX
QSO: 14075 RY 2013-09-29 1614 DK1IP         599 14 DX ES9C          599 15 DX
QSO: 14075 RY 2013-09-29 1614 DK1IP         599 14 DX PI4DX         599 14 DX
QSO: 14077 RY 2013-09-29 1619 DK1IP         599 14 DX ZS2EZ         599 38 DX
QSO: 14078 RY 2013-09-29 1621 DK1IP         599 14 DX A60A          599 21 DX
END-OF-LOG:
