START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA2DCA
CLUB: 
CONTEST: EA-MAJESTAD-SSB
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 22794
OPERATORS: EA2DCA
NAME: ALBERTO
SOAPBOX: Participación solamente a ratos y con una equipación muy sencilla.  Así todo muy
SOAPBOX: entretenido.  Espero estar en próximas ocasiones con mejores medios. 73
QSO:  7000 PH 2017-06-25 0938 EA2DCA        59  BI     EB5KT         59  V
QSO:  7000 PH 2017-06-25 0939 EA2DCA        59  BI     EA5RKM        59  CS
QSO:  7000 PH 2017-06-25 0948 EA2DCA        59  BI     EA4URQ        59  CR
QSO:  7000 PH 2017-06-25 0949 EA2DCA        59  BI     EA1RA         59  C
QSO:  7000 PH 2017-06-25 0950 EA2DCA        59  BI     EA7EJF        59  GR
QSO:  7000 PH 2017-06-25 0951 EA2DCA        59  BI     EA5FHC        59  V
QSO:  7000 PH 2017-06-25 0953 EA2DCA        59  BI     EA4CWN        59  TO
QSO:  7000 PH 2017-06-25 0956 EA2DCA        59  BI     EA5DUJ        59  AB
QSO: 14000 PH 2017-06-25 1001 EA2DCA        59  BI     D1DNR         59  079
QSO: 14000 PH 2017-06-25 1004 EA2DCA        59  BI     EA6DB         59  IB
QSO: 14000 PH 2017-06-25 1005 EA2DCA        59  BI     EC7WA         59  H
QSO: 14000 PH 2017-06-25 1006 EA2DCA        59  BI     IT9OPR        59  134
QSO: 14000 PH 2017-06-25 1008 EA2DCA        59  BI     OH2BAH        59  343
QSO: 14000 PH 2017-06-25 1044 EA2DCA        59  BI     TM2F          59  700
QSO:  7000 PH 2017-06-25 1049 EA2DCA        59  BI     EA1ASC        59  SA
QSO:  7000 PH 2017-06-25 1052 EA2DCA        59  BI     EC1DJ         59  PO
QSO:  7000 PH 2017-06-25 1054 EA2DCA        59  BI     EA5DM         59  A
QSO:  7000 PH 2017-06-25 1057 EA2DCA        59  BI     IW2HAJ        59  678
QSO:  7000 PH 2017-06-25 1102 EA2DCA        59  BI     EA7JWF        59  CO
QSO:  7000 PH 2017-06-25 1103 EA2DCA        59  BI     ED4W          59  GU
QSO: 28000 PH 2017-06-25 1122 EA2DCA        59  BI     EA2VE         59  VI
QSO: 14000 PH 2017-06-25 1125 EA2DCA        59  BI     IV3KKW        59  315
QSO: 14000 PH 2017-06-25 1126 EA2DCA        59  BI     ED1V          59  PO
QSO: 14000 PH 2017-06-25 1127 EA2DCA        59  BI     EF8I          59  TF
QSO: 14000 PH 2017-06-25 1129 EA2DCA        59  BI     GB2GP         59  328
QSO: 14000 PH 2017-06-25 1129 EA2DCA        59  BI     EF9R          59  CE
QSO: 14000 PH 2017-06-25 1131 EA2DCA        59  BI     SI3A          59  165
QSO: 14000 PH 2017-06-25 1133 EA2DCA        59  BI     LZ7A          59  459
QSO: 14000 PH 2017-06-25 1135 EA2DCA        59  BI     DL2SAX        59  277
QSO:  7000 PH 2017-06-25 1137 EA2DCA        59  BI     EA1AOQ        59  PO
QSO:  7000 PH 2017-06-25 1142 EA2DCA        59  BI     ED1V          59  PO
QSO:  7000 PH 2017-06-25 1149 EA2DCA        59  BI     EA7FRX        59  CO
QSO:  7000 PH 2017-06-25 1149 EA2DCA        59  BI     EA5AJX        59  AB
QSO:  7000 PH 2017-06-25 1150 EA2DCA        59  BI     EA4GSH        59  BA
QSO:  7000 PH 2017-06-25 1150 EA2DCA        59  BI     EA1ENG        59  SA
END-OF-LOG: 



