START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: WN7Y
LOCATION: MT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: dn55rs
CLAIMED-SCORE: 42582
NAME: Ron Glass
OPERATORS: WN7Y
CLUB: BIG SKY CONTESTERS
CREATED-BY: N1MM Logger+ 1.0.7704.0
SOAPBOX: Best turnout for an HF contest in years, great fun!
QSO: 14000 PH 2020-03-28 2149 WN7Y          59  0060   W1TJL         59  1003
QSO: 14000 PH 2020-03-28 2151 WN7Y          59  0061   AB4GG         59  0491
QSO: 14000 PH 2020-03-28 2152 WN7Y          59  0062   NR3X          59  1610
QSO: 14000 PH 2020-03-28 2152 WN7Y          59  0063   N3FM          59  0268
QSO: 14000 PH 2020-03-28 2153 WN7Y          59  0064   NG1R          59  0426
QSO: 14000 PH 2020-03-28 2153 WN7Y          59  0065   KD5DD         59  1226
QSO: 14000 PH 2020-03-28 2155 WN7Y          59  0066   W2DLT         59  0165
QSO: 14000 PH 2020-03-28 2156 WN7Y          59  0067   K7IKC         59  0029
QSO: 14000 PH 2020-03-28 2158 WN7Y          59  0068   WB2ZAB        59  0954
QSO: 14000 PH 2020-03-28 2218 WN7Y          59  0069   NO6T          59  1704
QSO: 14000 PH 2020-03-28 2219 WN7Y          59  0070   KC5DI         59  0246
QSO: 14000 PH 2020-03-28 2222 WN7Y          59  0071   AB3CX         59  1271
QSO: 14000 PH 2020-03-28 2226 WN7Y          59  0072   AD5MD         59  0295
QSO: 14000 PH 2020-03-28 2229 WN7Y          59  0073   CF3A          59  2411
QSO: 14000 PH 2020-03-28 2230 WN7Y          59  0074   KG5HVO        59  0572
QSO: 14000 PH 2020-03-28 2231 WN7Y          59  0075   JR1NZC        59  0286
QSO: 14000 PH 2020-03-28 2232 WN7Y          59  0076   W1OO          59  0388
QSO: 14000 PH 2020-03-28 2233 WN7Y          59  0077   JA7NVF        59  0681
QSO: 14000 PH 2020-03-28 2234 WN7Y          59  0078   WS7X          59  1494
QSO: 14000 PH 2020-03-28 2234 WN7Y          59  0079   AC1U          59  1917
QSO: 14000 PH 2020-03-28 2236 WN7Y          59  0080   JR2GRX        59  1099
QSO: 14000 PH 2020-03-28 2303 WN7Y          59  0081   AD4TR         59  2155
QSO: 14000 PH 2020-03-28 2307 WN7Y          59  0082   VA3SWG        59  0264
QSO: 14000 PH 2020-03-28 2320 WN7Y          59  0083   LU7HN         59  0595
QSO: 14000 PH 2020-03-28 2321 WN7Y          59  0084   KW8N          59  0498
QSO: 14000 PH 2020-03-28 2322 WN7Y          59  0085   AA4AQ         59  0119
QSO: 14000 PH 2020-03-28 2322 WN7Y          59  0086   VE3EJ         59  2198
QSO: 14000 PH 2020-03-28 2326 WN7Y          59  0087   K2CNN         59  0212
QSO: 14000 PH 2020-03-28 2343 WN7Y          59  0088   KP3DX         59  2335
QSO: 14000 PH 2020-03-28 2344 WN7Y          59  0089   JO3JIS        59  1172
QSO: 14000 PH 2020-03-28 2345 WN7Y          59  0090   NP2P          59  1824
QSO: 14000 PH 2020-03-29 0004 WN7Y          59  0091   AJ7G          59  0744
QSO: 14000 PH 2020-03-29 0005 WN7Y          59  0092   WZ4F          59  1123
QSO: 14000 PH 2020-03-29 0008 WN7Y          59  0093   KG5VK         59  0699
QSO: 14000 PH 2020-03-29 0010 WN7Y          59  0094   PY4BZ         59  1541
QSO: 14000 PH 2020-03-29 0020 WN7Y          59  0095   N8BI          59  0353
QSO: 14000 PH 2020-03-29 0137 WN7Y          59  0096   NA3D          59  0884
QSO: 14000 PH 2020-03-29 0141 WN7Y          59  0097   TG9ANF        59  0493
QSO: 14000 PH 2020-03-29 0141 WN7Y          59  0098   AK1W          59  2039
QSO: 14000 PH 2020-03-29 0142 WN7Y          59  0099   K1JB          59  0364
QSO: 14000 PH 2020-03-29 0144 WN7Y          59  0100   KA1ZD         59  1188
QSO: 14000 PH 2020-03-29 0144 WN7Y          59  0101   N4JOW         59  0182
QSO: 14000 PH 2020-03-29 0147 WN7Y          59  0102   PV8DX         59  0288
QSO: 14000 PH 2020-03-29 0147 WN7Y          59  0103   NY4A          59  0199
QSO: 14000 PH 2020-03-29 0148 WN7Y          59  0104   K4OV          59  0302
QSO: 14000 PH 2020-03-29 0149 WN7Y          59  0105   AA3S          59  0450
QSO: 14000 PH 2020-03-29 0150 WN7Y          59  0106   NU4E          59  0685
QSO: 14000 PH 2020-03-29 0154 WN7Y          59  0107   N4WW          59  1658
QSO: 14000 PH 2020-03-29 0200 WN7Y          59  0108   KT4ZB         59  0611
QSO: 14000 PH 2020-03-29 0209 WN7Y          59  0109   WE5GNF        59  0066
QSO: 14000 PH 2020-03-29 0210 WN7Y          59  0110   KM4SJZ        59  0009
QSO:  7000 PH 2020-03-29 0225 WN7Y          59  0111   K3RA          59  1756
QSO:  7000 PH 2020-03-29 0226 WN7Y          59  0112   AG4W          59  1230
QSO:  7000 PH 2020-03-29 0227 WN7Y          59  0113   KZ0US         59  0008
QSO:  7000 PH 2020-03-29 0231 WN7Y          59  0114   WE6EZ         59  0567
QSO:  7000 PH 2020-03-29 0232 WN7Y          59  0115   VE3CX         59  1638
QSO:  7000 PH 2020-03-29 0236 WN7Y          59  0116   WQ5OO         59  2210
QSO:  7000 PH 2020-03-29 0237 WN7Y          59  0117   W6AFA         59  0921
QSO:  7000 PH 2020-03-29 0237 WN7Y          59  0118   KK6ZM         59  0318
QSO:  7000 PH 2020-03-29 0238 WN7Y          59  0119   K9ZO          59  1382
QSO:  7000 PH 2020-03-29 0241 WN7Y          59  0120   AA2MU         59  0251
QSO:  7000 PH 2020-03-29 0245 WN7Y          59  0121   NT6Q          59  1245
QSO:  7000 PH 2020-03-29 0249 WN7Y          59  0122   KK6P          59  1519
QSO:  7000 PH 2020-03-29 0253 WN7Y          59  0123   N6JS          59  1169
QSO:  7000 PH 2020-03-29 0257 WN7Y          59  0124   AD5XD         59  1625
QSO:  7000 PH 2020-03-29 0300 WN7Y          59  0125   W6TK          59  1272
QSO:  7000 PH 2020-03-29 0301 WN7Y          59  0126   KJ3T          59  0377
QSO:  7000 PH 2020-03-29 0305 WN7Y          59  0127   VY2TT         59  2644
QSO:  7000 PH 2020-03-29 0306 WN7Y          59  0128   KK6W          59  0714
QSO:  7000 PH 2020-03-29 0308 WN7Y          59  0129   W1TJL         59  1307
QSO:  7000 PH 2020-03-29 0310 WN7Y          59  0130   KR6N          59  1375
QSO:  7000 PH 2020-03-29 0311 WN7Y          59  0131   XM3T          59  2425
QSO:  7000 PH 2020-03-29 0320 WN7Y          59  0132   NO6T          59  1990
QSO:  7000 PH 2020-03-29 0323 WN7Y          59  0133   AA4AQ         59  0488
QSO:  7000 PH 2020-03-29 0331 WN7Y          59  0134   CF3A          59  2998
QSO:  7000 PH 2020-03-29 0334 WN7Y          59  0135   AE6Y          59  0447
QSO:  7000 PH 2020-03-29 0334 WN7Y          59  0136   NV9L          59  2326
QSO:  7000 PH 2020-03-29 0335 WN7Y          59  0137   WM6Y          59  0032
QSO:  7000 PH 2020-03-29 0336 WN7Y          59  0138   KG5HPX        59  0001
QSO:  7000 PH 2020-03-29 0347 WN7Y          59  0139   PY5QW         59  1087
QSO:  7000 PH 2020-03-29 0348 WN7Y          59  0140   ZW5B          59  0931
QSO:  7000 PH 2020-03-29 0353 WN7Y          59  0141   ZW8T          59  1041
QSO:  7000 PH 2020-03-29 0357 WN7Y          59  0142   W5KV          59  0087
QSO:  7000 PH 2020-03-29 0359 WN7Y          59  0143   PW2T          59  0504
QSO:  7000 PH 2020-03-29 0406 WN7Y          59  0144   N8BI          59  0456
QSO:  7000 PH 2020-03-29 0408 WN7Y          59  0145   NE1C          59  1023
QSO:  7000 PH 2020-03-29 0410 WN7Y          59  0146   AJ7G          59  0659
QSO:  7000 PH 2020-03-29 0415 WN7Y          59  0147   WZ4F          59  1581
QSO:  7000 PH 2020-03-29 0417 WN7Y          59  0148   W8MJ          59  1975
QSO:  3500 PH 2020-03-29 0427 WN7Y          59  0149   N6JS          59  1287
QSO:  3500 PH 2020-03-29 0431 WN7Y          59  0150   VE7XT         59  0160
QSO:  3500 PH 2020-03-29 0443 WN7Y          59  0151   NC6R          59  1095
QSO: 14000 PH 2020-03-29 1533 WN7Y          59  0152   4A60A         59  1147
QSO: 14000 PH 2020-03-29 1534 WN7Y          59  0153   VA3WB         59  0412
QSO:  7000 PH 2020-03-29 1537 WN7Y          59  0154   W7CXX         59  0792
QSO:  7000 PH 2020-03-29 1543 WN7Y          59  0155   VA6DJ         59  0194
QSO:  7000 PH 2020-03-29 1550 WN7Y          59  0156   K6JAT         59  0280
QSO: 14000 PH 2020-03-29 1611 WN7Y          59  0157   W6SFG         59  0502
QSO: 14000 PH 2020-03-29 1611 WN7Y          59  0158   AD0H          59  0275
QSO: 14000 PH 2020-03-29 1613 WN7Y          59  0159   W9AV          59  0737
QSO: 14000 PH 2020-03-29 1615 WN7Y          59  0160   N4CW          59  0325
QSO: 14000 PH 2020-03-29 1617 WN7Y          59  0161   WW2Y          59  3143
QSO: 14000 PH 2020-03-29 1619 WN7Y          59  0162   XE2X          59  0006
QSO: 14000 PH 2020-03-29 1620 WN7Y          59  0163   W9RE          59  1771
QSO: 14000 PH 2020-03-29 1624 WN7Y          59  0164   NV9L          59  2851
QSO:  7000 PH 2020-03-29 1626 WN7Y          59  0165   N7MZW         59  0427
QSO:  7000 PH 2020-03-29 1630 WN7Y          59  0166   W6NCB         59  0609
QSO: 14000 PH 2020-03-29 2057 WN7Y          59  0167   WU3A          59  2723
QSO: 14000 PH 2020-03-29 2058 WN7Y          59  0168   N3QE          59  2340
QSO: 14000 PH 2020-03-29 2100 WN7Y          59  0169   K9ZO          59  2085
QSO: 14000 PH 2020-03-29 2104 WN7Y          59  0170   K3RA          59  2380
QSO: 14000 PH 2020-03-29 2105 WN7Y          59  0171   KR6N          59  2183
QSO: 14000 PH 2020-03-29 2106 WN7Y          59  0172   NC6R          59  1444
QSO: 14000 PH 2020-03-29 2107 WN7Y          59  0173   N9NA          59  0367
QSO: 14000 PH 2020-03-29 2108 WN7Y          59  0174   VA2CZ         59  1286
QSO: 14000 PH 2020-03-29 2109 WN7Y          59  0175   KA6BIM        59  1214
QSO: 14000 PH 2020-03-29 2110 WN7Y          59  0176   NG3R          59  1031
QSO: 14000 PH 2020-03-29 2116 WN7Y          59  0177   KR1DX         59  0731
QSO: 14000 PH 2020-03-29 2118 WN7Y          59  0178   NN6DX         59  0476
QSO: 14000 PH 2020-03-29 2119 WN7Y          59  0179   VE9CB         59  2821
QSO: 14000 PH 2020-03-29 2120 WN7Y          59  0180   NX1P          59  0649
QSO: 14000 PH 2020-03-29 2124 WN7Y          59  0181   NE3K          59  0284
QSO: 14000 PH 2020-03-29 2127 WN7Y          59  0182   WA7NB         59  0010
QSO: 14000 PH 2020-03-29 2129 WN7Y          59  0183   AD5A          59  1414
QSO: 14000 PH 2020-03-29 2131 WN7Y          59  0184   KK1L          59  0143
QSO: 14000 PH 2020-03-29 2132 WN7Y          59  0185   KT7E          59  1061
QSO: 14000 PH 2020-03-29 2134 WN7Y          59  0186   K6RO          59  1206
QSO: 14000 PH 2020-03-29 2136 WN7Y          59  0187   NT6X          59  1301
QSO: 14000 PH 2020-03-29 2144 WN7Y          59  0188   WA6KHK        59  0950
QSO: 14000 PH 2020-03-29 2150 WN7Y          59  0189   K4BAI         59  0563
QSO: 14000 PH 2020-03-29 2152 WN7Y          59  0190   NL7V          59  0822
QSO: 14000 PH 2020-03-29 2158 WN7Y          59  0191   NW6P          59  1634
QSO: 14000 PH 2020-03-29 2202 WN7Y          59  0192   NN1C          59  2865
QSO: 14000 PH 2020-03-29 2206 WN7Y          59  0193   NN3W          59  2291
QSO: 14000 PH 2020-03-29 2208 WN7Y          59  0194   HI8RD         59  2558
QSO: 14000 PH 2020-03-29 2211 WN7Y          59  0195   WF9A          59  1178
QSO: 14000 PH 2020-03-29 2214 WN7Y          59  0196   NB1N          59  0819
QSO: 14000 PH 2020-03-29 2231 WN7Y          59  0197   WB7BWZ        59  0064
QSO: 14000 PH 2020-03-29 2237 WN7Y          59  0198   TI7W          59  1820
QSO: 14000 PH 2020-03-29 2244 WN7Y          59  0199   PY5QW         59  1824
QSO: 14000 PH 2020-03-29 2251 WN7Y          59  0200   PY1ZV         59  0433
QSO: 14000 PH 2020-03-29 2305 WN7Y          59  0201   ZZ2T          59  2366
QSO: 14000 PH 2020-03-29 2306 WN7Y          59  0202   PY2NY         59  1040
QSO: 14000 PH 2020-03-29 2310 WN7Y          59  0203   AA4CF         59  0116
END-OF-LOG:
