START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: W3PAX
LOCATION: EPA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR:
CLAIMED-SCORE: 16704
NAME: ADAM ROYSTON
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
SOAPBOX: First time in the contest! I HAD A BLAST thanks for the DX!
X-QSO:14000 PH 2020-03-28 0006 W3PAX         59  1      KT5J          59  20     0
QSO: 21000 PH 2020-03-29 1537 W3PAX         59  34     N0IRM         59  85     0
QSO: 21000 PH 2020-03-29 1548 W3PAX         59  35     KB9BVL        59  272    0
QSO: 21000 PH 2020-03-29 1552 W3PAX         59  36     CR6K          59  3551   0
QSO: 21000 PH 2020-03-29 1554 W3PAX         59  37     WW4LL         59  320    0
QSO: 21000 PH 2020-03-29 1601 W3PAX         59  38     NU5A          59  3518   0
QSO: 21000 PH 2020-03-29 1606 W3PAX         59  39     K5FUV         59  717    0
QSO: 21000 PH 2020-03-29 1607 W3PAX         59  40     EF2A          59  2482   0
QSO: 21000 PH 2020-03-29 1610 W3PAX         59  41     WW2DX         59  482    0
QSO: 21000 PH 2020-03-29 1612 W3PAX         59  42     VE9CB         59  2363   0
QSO: 28000 PH 2020-03-29 1712 W3PAX         59  43     W3DLB         59  12     0
QSO: 21000 PH 2020-03-29 1729 W3PAX         59  44     CV7S          59  1384   0
QSO: 21000 PH 2020-03-29 1747 W3PAX         59  45     LY5FC         59  1813   0
QSO: 14000 PH 2020-03-29 1822 W3PAX         59  46     AD4TR         59  3599   0
QSO: 14000 PH 2020-03-29 1825 W3PAX         59  47     KD5DD         59  1888   0
QSO: 14000 PH 2020-03-29 1833 W3PAX         59  48     KW7Y          59  3086   0
QSO: 14000 PH 2020-03-29 1834 W3PAX         59  49     K2RD          59  473    0
QSO: 14000 PH 2020-03-29 1835 W3PAX         59  50     VE4VT         59  2125   0
QSO: 14000 PH 2020-03-29 1843 W3PAX         59  51     W6NCB         59  710    0
QSO: 14000 PH 2020-03-29 1845 W3PAX         59  52     WW7E          59  1598   0
QSO: 14000 PH 2020-03-29 1850 W3PAX         59  53     WI0WA         59  2834   0
QSO: 14000 PH 2020-03-29 1856 W3PAX         59  54     XE2X          59  152    0
QSO: 14000 PH 2020-03-29 1900 W3PAX         59  55     VE2GSO        59  932    0
QSO: 14000 PH 2020-03-29 1901 W3PAX         59  56     KG5HVO        59  1116   0
QSO: 14000 PH 2020-03-29 1910 W3PAX         59  57     VY2TT         59  3377   0
QSO: 14000 PH 2020-03-29 1911 W3PAX         59  58     VA2CZ         59  1199   0
QSO: 14000 PH 2020-03-29 1920 W3PAX         59  59     KJ4QHL        59  1411   0
QSO: 14000 PH 2020-03-29 1933 W3PAX         59  60     YT3X          59  2498   0
QSO: 14000 PH 2020-03-29 1938 W3PAX         59  61     RK7A          59  1185   0
QSO: 14000 PH 2020-03-29 1941 W3PAX         59  62     NR6O          59  2028   0
QSO: 14000 PH 2020-03-29 1944 W3PAX         59  63     KV0Q          59  2172   0
QSO: 14000 PH 2020-03-29 1951 W3PAX         59  64     WB3ISP        59  516    0
QSO: 14000 PH 2020-03-29 1952 W3PAX         59  65     WC6H          59  2388   0
QSO: 14000 PH 2020-03-29 1954 W3PAX         59  66     N0KV          59  1898   0
QSO: 14000 PH 2020-03-29 1957 W3PAX         59  67     KR6N          59  3087   0
QSO: 14000 PH 2020-03-29 1958 W3PAX         59  68     K9CT          59  2447   0
QSO: 14000 PH 2020-03-29 2004 W3PAX         59  69     LZ9W          59  2321   0
QSO: 14000 PH 2020-03-29 2006 W3PAX         59  69     N6AR          59  2470   0
QSO: 14000 PH 2020-03-29 2008 W3PAX         59  70     EI20C         59  3092   0
QSO: 14000 PH 2020-03-29 2019 W3PAX         59  71     ED1R          59  2220   0
QSO: 14000 PH 2020-03-29 2027 W3PAX         59  72     DL2ARD        59  2568   0
QSO: 14000 PH 2020-03-29 2033 W3PAX         59  73     EA5DFV        59  2575   0
QSO: 14000 PH 2020-03-29 2035 W3PAX         59  74     VE6WP         59  929    0
QSO: 14000 PH 2020-03-29 2037 W3PAX         59  75     WF9A          59  1119   0
QSO:  7000 PH 2020-03-29 2112 W3PAX         59  76     N6YMM         59  870    0
QSO: 14000 PH 2020-03-29 2122 W3PAX         59  77     K0TT          59  1875   0
QSO: 14000 PH 2020-03-29 2125 W3PAX         59  78     EF2A          59  2892   0
QSO: 14000 PH 2020-03-29 2129 W3PAX         59  79     KK6P          59  2214   0
QSO: 14000 PH 2020-03-29 2130 W3PAX         59  80     KU8E          59  571    0
QSO: 14000 PH 2020-03-29 2135 W3PAX         59  81     FM5BH         59  2747   0
QSO: 14000 PH 2020-03-29 2139 W3PAX         59  82     YV5EED        59  262    0
QSO: 14000 PH 2020-03-29 2142 W3PAX         59  83     K2CNN         59  436    0
QSO: 14000 PH 2020-03-29 2149 W3PAX         59  84     PV7M          59  1026   0
QSO: 14000 PH 2020-03-29 2154 W3PAX         59  85     WA6KHK        59  959    0
QSO: 14000 PH 2020-03-29 2157 W3PAX         59  86     KT7E          59  1112   0
QSO: 14000 PH 2020-03-29 2200 W3PAX         59  87     YV5GPA        59  907    0
QSO: 14000 PH 2020-03-29 2252 W3PAX         59  88     HR5F2JD       59  583    0
QSO: 14000 PH 2020-03-29 2304 W3PAX         59  89     HI8RD         59  2662   0
QSO: 14000 PH 2020-03-29 2307 W3PAX         59  90     PV2M          59  913    0
QSO: 14000 PH 2020-03-29 2309 W3PAX         59  90     LU3DX         59  997    0
QSO: 14000 PH 2020-03-29 2314 W3PAX         59  91     K0EA          59  203    0
QSO: 14000 PH 2020-03-29 2316 W3PAX         59  92     AJ7G          59  1298   0
QSO: 14000 PH 2020-03-29 2318 W3PAX         59  93     HH2AA         59  1078   0
QSO: 14000 PH 2020-03-29 2326 W3PAX         59  94     TI7W          59  2019   0
QSO: 14000 PH 2020-03-29 2331 W3PAX         59  95     KS7T          59  461    0
QSO: 14000 PH 2020-03-29 2335 W3PAX         59  96     LU6ETB        59  350    0
QSO: 14000 PH 2020-03-29 2340 W3PAX         59  97     V31AX         59  222    0
QSO: 14000 PH 2020-03-29 2347 W3PAX         59  98     LO7H          59  1555   0
QSO: 14000 PH 2020-03-29 2352 W3PAX         59  98     ND7K          59  1930   0
QSO: 14000 PH 2020-03-29 2356 W3PAX         59  99     AA4AQ         59  1615   0
QSO: 14000 PH 2020-03-29 2358 W3PAX         59  100    WA6URY        59  235    0
END-OF-LOG:
