START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: YO4SI
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: KN44HE
CLAIMED-SCORE: 43507
NAME: Mircea Rucareanu
OPERATORS: YO4SI
CLUB: CSM CRAIOVA
CREATED-BY: N1MM Logger+ 1.0.7182.0
SOAPBOX: RIG: KENWOOD TS-450SAT 100 W ANT: FD4 & LW 41m
QSO:  3500 PH 2020-03-28 2236 YO4SI         59  0061   RW2F          59  0885
QSO:  3500 PH 2020-03-28 2237 YO4SI         59  0062   S56T          59  1773
QSO:  3500 PH 2020-03-28 2239 YO4SI         59  0063   OS8A          59  0716
QSO:  3500 PH 2020-03-28 2242 YO4SI         59  0064   5B4AIF        59  0222
QSO:  3500 PH 2020-03-28 2243 YO4SI         59  0065   OR1Z          59  0566
QSO:  3500 PH 2020-03-28 2245 YO4SI         59  0066   SV2AEL        59  0439
QSO:  3500 PH 2020-03-28 2246 YO4SI         59  0067   OM7RU         59  0927
QSO:  3500 PH 2020-03-28 2248 YO4SI         59  0068   S54W          59  0789
QSO:  3500 PH 2020-03-28 2250 YO4SI         59  0069   IZ6OUX        59  0243
QSO:  3500 PH 2020-03-28 2254 YO4SI         59  0070   LZ9W          59  0955
QSO:  1800 PH 2020-03-28 2301 YO4SI         59  0071   HG0R          59  0496
QSO:  1800 PH 2020-03-28 2302 YO4SI         59  0072   RM4F          59  0289
QSO:  1800 PH 2020-03-28 2305 YO4SI         59  0073   UX5IS         59  0158
QSO:  1800 PH 2020-03-28 2308 YO4SI         59  0074   HB9PUE        59  1033
QSO:  1800 PH 2020-03-28 2310 YO4SI         59  0075   S56X          59  0423
QSO:  1800 PH 2020-03-28 2311 YO4SI         59  0076   SN7D          59  0536
QSO:  1800 PH 2020-03-28 2314 YO4SI         59  0077   SP8K          59  0450
QSO:  1800 PH 2020-03-28 2316 YO4SI         59  0078   YL2SW         59  0228
QSO:  1800 PH 2020-03-28 2317 YO4SI         59  0079   YT4T          59  0200
QSO:  1800 PH 2020-03-28 2322 YO4SI         59  0080   RT4F          59  0159
QSO:  1800 PH 2020-03-28 2326 YO4SI         59  0081   YT8A          59  0304
QSO: 21000 PH 2020-03-29 0845 YO4SI         59  0082   FR4QT         59  1160
QSO: 21000 PH 2020-03-29 0847 YO4SI         59  0083   P3X           59  1972
QSO: 14000 PH 2020-03-29 1101 YO4SI         59  0084   RU4LM         59  0163
QSO: 14000 PH 2020-03-29 1104 YO4SI         59  0085   PD8DX         59  0336
QSO: 14000 PH 2020-03-29 1106 YO4SI         59  0086   IR9Z          59  0989
QSO: 14000 PH 2020-03-29 1117 YO4SI         59  0087   I8QLS         59  1205
QSO: 14000 PH 2020-03-29 1120 YO4SI         59  0088   F5OZX         59  0170
QSO: 14000 PH 2020-03-29 1122 YO4SI         59  0089   RU8T          59  0856
QSO: 14000 PH 2020-03-29 1124 YO4SI         59  0090   RA1AL         59  0989
QSO: 14000 PH 2020-03-29 1128 YO4SI         59  0091   RM3DA         59  2000
QSO: 14000 PH 2020-03-29 1132 YO4SI         59  0092   EA5DFV        59  1968
QSO: 14000 PH 2020-03-29 1134 YO4SI         59  0093   IK0PHY        59  1137
QSO: 14000 PH 2020-03-29 1136 YO4SI         59  0094   RZ9WU         59  0300
QSO: 14000 PH 2020-03-29 1139 YO4SI         59  0095   SP3P          59  0438
QSO: 14000 PH 2020-03-29 1143 YO4SI         59  0096   OG73X         59  1898
QSO: 14000 PH 2020-03-29 1144 YO4SI         59  0097   RT4F          59  2099
QSO: 14000 PH 2020-03-29 1207 YO4SI         59  0098   II9P          59  1689
QSO: 14000 PH 2020-03-29 1209 YO4SI         59  0099   DK6WL         59  0198
QSO: 14000 PH 2020-03-29 1211 YO4SI         59  0100   4L8A          59  2008
QSO: 14000 PH 2020-03-29 1212 YO4SI         59  0101   DL2ARD        59  1937
QSO: 28000 PH 2020-03-29 1216 YO4SI         59  0102   FR4QT         59  1468
QSO: 21000 PH 2020-03-29 1237 YO4SI         59  0103   4X6FR         59  1800
QSO:  7000 PH 2020-03-29 1250 YO4SI         59  0104   SN3A          59  2177
QSO:  7000 PH 2020-03-29 1252 YO4SI         59  0105   OE3K          59  3399
QSO:  7000 PH 2020-03-29 1253 YO4SI         59  0106   LZ9W          59  3081
QSO:  7000 PH 2020-03-29 1254 YO4SI         59  0107   UW4E          59  1323
QSO:  7000 PH 2020-03-29 1259 YO4SI         59  0108   HG7T          59  1841
QSO:  7000 PH 2020-03-29 1302 YO4SI         59  0109   YT8WW         59  0978
QSO:  7000 PH 2020-03-29 1304 YO4SI         59  0110   YT1A          59  0514
QSO:  7000 PH 2020-03-29 1307 YO4SI         59  0111   LY5R          59  1368
QSO:  7000 PH 2020-03-29 1309 YO4SI         59  0112   IN3EYI        59  0575
QSO:  7000 PH 2020-03-29 1311 YO4SI         59  0113   SN8K          59  1138
QSO:  7000 PH 2020-03-29 1315 YO4SI         59  0114   S51CK         59  1251
QSO:  7000 PH 2020-03-29 1317 YO4SI         59  0115   LZ/Z36W       59  1122
QSO:  7000 PH 2020-03-29 1505 YO4SI         59  0116   SP6YG         59  0835
QSO:  7000 PH 2020-03-29 1507 YO4SI         59  0117   HA2KMR        59  0240
QSO:  7000 PH 2020-03-29 1508 YO4SI         59  0118   OK2PVF        59  0745
QSO:  7000 PH 2020-03-29 1514 YO4SI         59  0119   SP9JZT        59  0168
QSO:  7000 PH 2020-03-29 1515 YO4SI         59  0120   YT7A          59  2072
QSO:  7000 PH 2020-03-29 1516 YO4SI         59  0121   RA9P          59  2691
QSO:  7000 PH 2020-03-29 1517 YO4SI         59  0122   SV2AEL        59  0850
QSO:  7000 PH 2020-03-29 1519 YO4SI         59  0123   RM9I          59  3115
QSO:  7000 PH 2020-03-29 1520 YO4SI         59  0124   US1Q          59  2540
QSO:  7000 PH 2020-03-29 1521 YO4SI         59  0125   YT4X          59  0786
QSO:  7000 PH 2020-03-29 1524 YO4SI         59  0126   OL725PLZ      59  1367
QSO:  7000 PH 2020-03-29 1532 YO4SI         59  0127   IQ5ZP         59  0640
QSO:  7000 PH 2020-03-29 1533 YO4SI         59  0128   HB2K          59  1191
QSO: 21000 PH 2020-03-29 1540 YO4SI         59  0129   EB7A          59  0858
QSO: 21000 PH 2020-03-29 1547 YO4SI         59  0130   EC7K          59  0353
QSO: 21000 PH 2020-03-29 1552 YO4SI         59  0131   EC4T          59  0290
QSO: 21000 PH 2020-03-29 1555 YO4SI         59  0132   EF8I          59  1393
QSO:  7000 PH 2020-03-29 1557 YO4SI         59  0133   IZ5EBL        59  0575
QSO: 14000 PH 2020-03-29 1703 YO4SI         59  0134   IK2XDE        59  0702
QSO: 14000 PH 2020-03-29 1704 YO4SI         59  0135   IZ2BKD        59  0218
QSO: 21000 PH 2020-03-29 1707 YO4SI         59  0136   EB1A          59  2318
QSO: 21000 PH 2020-03-29 1708 YO4SI         59  0137   EA5L          59  0932
QSO: 21000 PH 2020-03-29 1709 YO4SI         59  0138   F2CT          59  0964
QSO: 21000 PH 2020-03-29 1725 YO4SI         59  0139   PY4BZ         59  2540
QSO: 21000 PH 2020-03-29 1728 YO4SI         59  0140   EA5GI         59  1123
QSO: 21000 PH 2020-03-29 1730 YO4SI         59  0141   ZZ2T          59  1926
QSO:  7000 PH 2020-03-29 1736 YO4SI         59  0142   SP9KAO        59  0194
QSO:  7000 PH 2020-03-29 1737 YO4SI         59  0143   UR5WCQ        59  0510
QSO:  7000 PH 2020-03-29 1738 YO4SI         59  0144   9A5X          59  1508
QSO:  7000 PH 2020-03-29 1739 YO4SI         59  0145   RL3A          59  5913
QSO:  7000 PH 2020-03-29 1741 YO4SI         59  0146   ES7A          59  2755
QSO:  7000 PH 2020-03-29 1743 YO4SI         59  0147   RC6YA         59  0908
QSO:  7000 PH 2020-03-29 1745 YO4SI         59  0148   UP4L          59  2052
QSO:  7000 PH 2020-03-29 1754 YO4SI         59  0149   SE0X          59  1995
QSO:  7000 PH 2020-03-29 1757 YO4SI         59  0150   IB4X          59  1272
QSO:  7000 PH 2020-03-29 1801 YO4SI         59  0151   LY4A          59  3985
QSO:  3500 PH 2020-03-29 2033 YO4SI         59  0152   UW2M          59  4556
QSO:  3500 PH 2020-03-29 2034 YO4SI         59  0153   RX3APM        59  3155
QSO:  3500 PH 2020-03-29 2036 YO4SI         59  0154   HB9NE         59  1605
QSO:  3500 PH 2020-03-29 2036 YO4SI         59  0155   IB2A          59  1276
QSO:  3500 PH 2020-03-29 2039 YO4SI         59  0156   RC6U          59  1102
QSO:  3500 PH 2020-03-29 2041 YO4SI         59  0157   SN95IARU      59  1022
QSO:  3500 PH 2020-03-29 2044 YO4SI         59  0158   LY2K          59  1809
QSO:  3500 PH 2020-03-29 2049 YO4SI         59  0159   YT1T          59  0933
QSO:  3500 PH 2020-03-29 2059 YO4SI         59  0160   LZ5R          59  3878
QSO:  3500 PH 2020-03-29 2100 YO4SI         59  0161   YU1IQR        59  0766
QSO:  3500 PH 2020-03-29 2101 YO4SI         59  0162   OE6Z          59  1310
QSO:  3500 PH 2020-03-29 2123 YO4SI         59  0163   OM3BH         59  3917
END-OF-LOG:
