START-OF-LOG: 3.0
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
LOCATION: DX
CONTEST: CQ-WPX-RTTY
CALLSIGN: PA3RIS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CLAIMED-SCORE: 149036
OPERATORS: PA3RIS
CLUB:
NAME: Frank Troost
SOAPBOX: Nice contest, I hope to take part again next year!
QSO:  7000 RY 2015-02-14 0813 PA3RIS        599 020    G0HDV         599 150    0
QSO:  7000 RY 2015-02-14 0814 PA3RIS        599 021    DR5N          599 375    0
QSO:  7000 RY 2015-02-14 0815 PA3RIS        599 022    G0RPM         599 029    0
QSO:  7000 RY 2015-02-14 0818 PA3RIS        599 023    YL390UI       599 318    0
QSO:  7000 RY 2015-02-14 0821 PA3RIS        599 024    IQ2CU         599 165    0
QSO:  7000 RY 2015-02-14 0825 PA3RIS        599 026    DL5KUD        599 136    0
QSO:  7000 RY 2015-02-14 0825 PA3RIS        599 025    OK2RU         599 140    0
QSO:  7000 RY 2015-02-14 0829 PA3RIS        599 027    G4ZOY         599 004    0
QSO:  7000 RY 2015-02-14 0831 PA3RIS        599 028    EA5RS         599 556    0
QSO:  7000 RY 2015-02-14 0832 PA3RIS        599 029    IW1PNJ        599 131    0
QSO:  7000 RY 2015-02-14 0838 PA3RIS        599 030    G8HBA         599 083    0
QSO:  7000 RY 2015-02-14 0944 PA3RIS        599 031    DL9FB         599 045    0
QSO:  7000 RY 2015-02-14 0948 PA3RIS        599 032    DJ2RG         599 025    0
QSO:  7000 RY 2015-02-14 0949 PA3RIS        599 033    DG4UF         599 264    0
QSO:  7000 RY 2015-02-14 0950 PA3RIS        599 034    DF7IS         599 011    0
QSO:  7000 RY 2015-02-14 0954 PA3RIS        599 035    DM5WH         599 040    0
QSO:  7000 RY 2015-02-14 0955 PA3RIS        599 036    M7T           599 085    0
QSO:  7000 RY 2015-02-14 0957 PA3RIS        599 037    DM6DX         599 041    0
QSO: 14000 RY 2015-02-14 1003 PA3RIS        599 038    UR0HQ         599 183    0
QSO: 14000 RY 2015-02-14 1006 PA3RIS        599 039    EW7EW         599 123    0
QSO: 14000 RY 2015-02-14 1222 PA3RIS        599 040    UA1AFZ        599 240    0
QSO: 14000 RY 2015-02-14 1228 PA3RIS        599 042    YL390UI       599 341    0
QSO: 14000 RY 2015-02-14 1228 PA3RIS        599 041    HG7T          599 795    0
QSO: 14000 RY 2015-02-14 1233 PA3RIS        599 043    LZ4T          599 263    0
QSO: 14000 RY 2015-02-14 1234 PA3RIS        599 044    OH5C          599 339    0
QSO: 14000 RY 2015-02-14 1235 PA3RIS        599 045    9A1A          599 377    0
QSO: 14000 RY 2015-02-14 1236 PA3RIS        599 046    ER1LW         599 158    0
QSO: 14000 RY 2015-02-14 1239 PA3RIS        599 047    IW3RUA        599 289    0
QSO: 14000 RY 2015-02-14 1240 PA3RIS        599 048    KK9A          599 581    0
QSO: 14000 RY 2015-02-14 1245 PA3RIS        599 049    RM4I          599 683    0
QSO: 14000 RY 2015-02-14 1248 PA3RIS        599 050    E74EBL        599 005    0
QSO: 14000 RY 2015-02-14 1249 PA3RIS        599 051    ED1R          599 732    0
QSO: 14000 RY 2015-02-14 1250 PA3RIS        599 052    EA5EJ         599 148    0
QSO: 14000 RY 2015-02-14 1253 PA3RIS        599 054    HA6NL         599 172    0
QSO: 14000 RY 2015-02-14 1253 PA3RIS        599 053    SP4JCQ        599 256    0
QSO: 14000 RY 2015-02-14 1257 PA3RIS        599 055    YO5HSU        599 353    0
QSO: 14000 RY 2015-02-14 1303 PA3RIS        599 056    UR5CN         599 237    0
QSO: 21000 RY 2015-02-14 1310 PA3RIS        599 057    EG5ANT        599 112    0
QSO: 21000 RY 2015-02-14 1313 PA3RIS        599 058    RY6Y          599 862    0
QSO: 21000 RY 2015-02-14 1316 PA3RIS        599 059    RV3ZN         599 389    0
QSO: 21000 RY 2015-02-14 1319 PA3RIS        599 060    UW2M          599 1066   0
QSO: 21000 RY 2015-02-14 1321 PA3RIS        599 061    EM2G          599 844    0
QSO: 21000 RY 2015-02-14 1329 PA3RIS        599 062    IQ9UI         599 386    0
QSO: 21000 RY 2015-02-14 1340 PA3RIS        599 063    RW0A          599 681    0
QSO: 21000 RY 2015-02-14 1341 PA3RIS        599 064    UR4EI         599 101    0
QSO: 21000 RY 2015-02-14 1342 PA3RIS        599 065    W3FIZ         599 184    0
QSO: 21000 RY 2015-02-14 1343 PA3RIS        599 066    RU3FM         599 559    0
QSO: 21000 RY 2015-02-14 1344 PA3RIS        599 067    RK3DXW        599 560    0
QSO: 21000 RY 2015-02-14 1347 PA3RIS        599 068    W4CV          599 502    0
QSO: 21000 RY 2015-02-14 1351 PA3RIS        599 069    UT7ZZ         599 116    0
QSO: 21000 RY 2015-02-14 1353 PA3RIS        599 070    WX3SKY        599 123    0
QSO: 21000 RY 2015-02-14 1400 PA3RIS        599 071    AA3B          599 911    0
QSO: 21000 RY 2015-02-14 1407 PA3RIS        599 072    EE7Y          599 393    0
QSO: 21000 RY 2015-02-14 1409 PA3RIS        599 073    UW1M          599 559    0
QSO: 21000 RY 2015-02-14 1410 PA3RIS        599 074    KS9W          599 212    0
QSO: 21000 RY 2015-02-14 1413 PA3RIS        599 075    SZ1A          599 889    0
QSO: 21000 RY 2015-02-14 1414 PA3RIS        599 076    IO9Z          599 584    0
QSO: 21000 RY 2015-02-14 1418 PA3RIS        599 077    KK9A          599 731    0
QSO: 21000 RY 2015-02-14 1421 PA3RIS        599 078    NB3R          599 080    0
QSO: 21000 RY 2015-02-14 1422 PA3RIS        599 079    LZ8E          599 906    0
QSO: 21000 RY 2015-02-14 1424 PA3RIS        599 080    P49X          599 1455   0
QSO: 21000 RY 2015-02-14 1428 PA3RIS        599 081    N2MM          599 511    0
QSO: 21000 RY 2015-02-14 1432 PA3RIS        599 082    EE8E          599 001    0
QSO: 21000 RY 2015-02-14 1433 PA3RIS        599 083    RO1B          599 117    0
QSO: 21000 RY 2015-02-14 1435 PA3RIS        599 084    CR6K          599 088    0
QSO: 21000 RY 2015-02-14 1436 PA3RIS        599 085    K8AJS         599 196    0
QSO: 21000 RY 2015-02-14 1438 PA3RIS        599 086    R7CA          599 143    0
QSO: 21000 RY 2015-02-14 1440 PA3RIS        599 087    SP3GXH        599 183    0
QSO: 21000 RY 2015-02-14 1447 PA3RIS        599 088    SK2T          599 055    0
QSO: 21000 RY 2015-02-14 1449 PA3RIS        599 089    YP0C          599 431    0
QSO: 21000 RY 2015-02-14 1451 PA3RIS        599 090    R7NK          599 113    0
QSO: 21000 RY 2015-02-14 1452 PA3RIS        599 091    WD5DBV        599 102    0
QSO: 21000 RY 2015-02-14 1453 PA3RIS        599 092    R3BT          599 034    0
QSO: 21000 RY 2015-02-14 1455 PA3RIS        599 093    Z36N          599 001    0
QSO: 21000 RY 2015-02-14 1458 PA3RIS        599 094    WK7S          599 001    0
QSO: 21000 RY 2015-02-14 1459 PA3RIS        599 095    WW0WWW        599 139    0
QSO: 21000 RY 2015-02-14 1500 PA3RIS        599 096    RW7M          599 283    0
QSO: 21000 RY 2015-02-14 1502 PA3RIS        599 097    N1KWF         599 076    0
QSO: 21000 RY 2015-02-14 1503 PA3RIS        599 098    K8IA          599 301    0
QSO: 21000 RY 2015-02-14 1505 PA3RIS        599 099    ES5RY         599 579    0
QSO: 21000 RY 2015-02-14 1507 PA3RIS        599 100    KZ7X          599 182    0
QSO:  7000 RY 2015-02-14 1736 PA3RIS        599 101    HB9RB         599 103    0
QSO:  7000 RY 2015-02-14 1739 PA3RIS        599 102    YU2A          599 279    0
QSO: 21000 RY 2015-02-14 1753 PA3RIS        599 103    AC0C          599 899    0
QSO: 21000 RY 2015-02-14 1757 PA3RIS        599 104    NF2RS         599 555    0
QSO: 21000 RY 2015-02-14 1800 PA3RIS        599 105    K0TLG         599 216    0
QSO: 21000 RY 2015-02-14 1808 PA3RIS        599 106    K4XL          599 103    0
QSO: 21000 RY 2015-02-14 1812 PA3RIS        599 107    AC4CA         599 522    0
QSO: 21000 RY 2015-02-14 1815 PA3RIS        599 108    VE6WQ         599 158    0
QSO: 21000 RY 2015-02-14 1817 PA3RIS        599 109    NR4M          599 443    0
QSO: 21000 RY 2015-02-14 1825 PA3RIS        599 110    KU2M          599 397    0
QSO: 21000 RY 2015-02-14 1830 PA3RIS        599 111    VA6ZZZ        599 190    0
QSO: 21000 RY 2015-02-14 1833 PA3RIS        599 112    NC0DX         599 961    0
QSO: 21000 RY 2015-02-14 1835 PA3RIS        599 113    VE3VID        599 149    0
QSO: 21000 RY 2015-02-14 1840 PA3RIS        599 114    K9DJ          599 173    0
QSO: 21000 RY 2015-02-14 1841 PA3RIS        599 115    W3LL          599 732    0
QSO: 21000 RY 2015-02-14 1845 PA3RIS        599 116    HI3TT         599 249    0
QSO: 21000 RY 2015-02-14 1846 PA3RIS        599 117    AE1P          599 394    0
QSO: 21000 RY 2015-02-14 1849 PA3RIS        599 118    VA2ES         599 286    0
QSO: 21000 RY 2015-02-14 1850 PA3RIS        599 119    K6MR          599 245    0
QSO: 21000 RY 2015-02-14 1853 PA3RIS        599 120    KT1I          599 376    0
QSO: 21000 RY 2015-02-14 1900 PA3RIS        599 121    NC7M          599 189    0
QSO: 14000 RY 2015-02-14 1909 PA3RIS        599 122    N0NI          599 266    0
QSO: 14000 RY 2015-02-14 1917 PA3RIS        599 123    KK9A          599 1228   0
QSO: 14000 RY 2015-02-14 1920 PA3RIS        599 124    K2XR          599 110    0
QSO: 14000 RY 2015-02-14 1925 PA3RIS        599 125    CT9/DF5MA     599 373    0
QSO: 14000 RY 2015-02-15 0651 PA3RIS        599 126    UD6A          599 863    0
QSO: 14000 RY 2015-02-15 0652 PA3RIS        599 127    IT9AUG        599 726    0
QSO: 14000 RY 2015-02-15 0657 PA3RIS        599 128    UR5KED        599 089    0
QSO: 14000 RY 2015-02-15 0702 PA3RIS        599 130    SZ1A          599 1722   0
QSO: 14000 RY 2015-02-15 0702 PA3RIS        599 129    RW0A          599 872    0
QSO: 14000 RY 2015-02-15 0705 PA3RIS        599 131    IT9HBT        599 759    0
QSO: 14000 RY 2015-02-15 0707 PA3RIS        599 132    RK3DXW        599 800    0
QSO: 14000 RY 2015-02-15 0710 PA3RIS        599 133    S53F          599 284    0
QSO: 14000 RY 2015-02-15 0712 PA3RIS        599 134    WP3C          599 1021   0
QSO: 14000 RY 2015-02-15 0715 PA3RIS        599 135    ES1QV         599 431    0
QSO: 14000 RY 2015-02-15 0719 PA3RIS        599 136    IZ8EFD        599 303    0
QSO: 14000 RY 2015-02-15 0720 PA3RIS        599 137    SV3DCX        599 724    0
QSO: 14000 RY 2015-02-15 0722 PA3RIS        599 138    EA3FHP        599 086    0
QSO: 14000 RY 2015-02-15 0724 PA3RIS        599 139    VC7G          599 701    0
QSO: 14000 RY 2015-02-15 0730 PA3RIS        599 140    UA9AFS        599 292    0
QSO: 14000 RY 2015-02-15 0732 PA3RIS        599 141    LY2CV         599 092    0
QSO: 14000 RY 2015-02-15 0748 PA3RIS        599 142    I4UUL         599 157    0
QSO: 21000 RY 2015-02-15 0842 PA3RIS        599 143    IT9WDC        599 446    0
QSO: 21000 RY 2015-02-15 0847 PA3RIS        599 144    OH6MW         599 494    0
QSO: 21000 RY 2015-02-15 0852 PA3RIS        599 145    UA1AFZ        599 704    0
QSO: 21000 RY 2015-02-15 0858 PA3RIS        599 146    R3QN          599 170    0
QSO: 21000 RY 2015-02-15 0900 PA3RIS        599 147    R8XF          599 615    0
QSO: 21000 RY 2015-02-15 0902 PA3RIS        599 148    US0YW         599 551    0
QSO: 21000 RY 2015-02-15 0905 PA3RIS        599 149    EA8BQM        599 096    0
QSO: 21000 RY 2015-02-15 0907 PA3RIS        599 150    EU2TT         599 153    0
QSO: 21000 RY 2015-02-15 0908 PA3RIS        599 151    IT9CLN        599 355    0
QSO: 21000 RY 2015-02-15 0911 PA3RIS        599 152    ED1R          599 1912   0
QSO: 21000 RY 2015-02-15 0913 PA3RIS        599 153    EB5DXJ        599 156    0
QSO: 21000 RY 2015-02-15 0916 PA3RIS        599 154    RA9AU         599 473    0
QSO: 21000 RY 2015-02-15 0918 PA3RIS        599 155    UA9CTT        599 334    0
QSO: 21000 RY 2015-02-15 0919 PA3RIS        599 156    RN6MA         599 803    0
QSO: 21000 RY 2015-02-15 0920 PA3RIS        599 158    UT8IO         599 1195   0
QSO: 21000 RY 2015-02-15 0920 PA3RIS        599 157    UR4CU         599 448    0
QSO: 21000 RY 2015-02-15 0921 PA3RIS        599 159    YL3GDM        599 137    0
QSO: 21000 RY 2015-02-15 0923 PA3RIS        599 159    UA9XF         599 124    0
QSO: 21000 RY 2015-02-15 0926 PA3RIS        599 160    OH5C          599 603    0
QSO: 21000 RY 2015-02-15 0929 PA3RIS        599 161    OG30OJ        599 1121   0
QSO: 21000 RY 2015-02-15 0930 PA3RIS        599 162    UN7JX         599 165    0
QSO: 21000 RY 2015-02-15 0932 PA3RIS        599 163    RY9C          599 668    0
QSO: 21000 RY 2015-02-15 0934 PA3RIS        599 164    RU4SS         599 820    0
QSO: 21000 RY 2015-02-15 0935 PA3RIS        599 165    UF8T          599 253    0
QSO: 21000 RY 2015-02-15 0937 PA3RIS        599 166    RZ6MX         599 459    0
QSO: 21000 RY 2015-02-15 0941 PA3RIS        599 167    PU1MKZ        599 442    0
QSO: 21000 RY 2015-02-15 0944 PA3RIS        599 168    LN5O          599 192    0
QSO: 21000 RY 2015-02-15 0946 PA3RIS        599 168    UZ2HZ         599 169    0
QSO: 21000 RY 2015-02-15 0950 PA3RIS        599 169    YL2KO         599 213    0
QSO: 21000 RY 2015-02-15 0951 PA3RIS        599 171    UN8P          599 379    0
QSO: 21000 RY 2015-02-15 0951 PA3RIS        599 170    RW6CR         599 1194   0
QSO: 21000 RY 2015-02-15 0955 PA3RIS        599 172    RN4SN         599 280    0
QSO: 28000 RY 2015-02-15 1000 PA3RIS        599 173    UX7QV         599 646    0
QSO: 28000 RY 2015-02-15 1001 PA3RIS        599 174    RW4W          599 616    0
QSO: 28000 RY 2015-02-15 1008 PA3RIS        599 175    UA3QJJ        599 300    0
QSO: 28000 RY 2015-02-15 1009 PA3RIS        599 176    RA3DX         599 072    0
QSO: 28000 RY 2015-02-15 1010 PA3RIS        599 177    R7MM          599 902    0
QSO: 28000 RY 2015-02-15 1011 PA3RIS        599 178    RK2A          599 621    0
QSO: 28000 RY 2015-02-15 1012 PA3RIS        599 179    US1Q          599 434    0
QSO: 28000 RY 2015-02-15 1013 PA3RIS        599 180    UA9MA         599 934    0
QSO: 28000 RY 2015-02-15 1015 PA3RIS        599 181    UD6A          599 1062   0
QSO: 28000 RY 2015-02-15 1016 PA3RIS        599 182    RX0AF         599 272    0
QSO: 28000 RY 2015-02-15 1018 PA3RIS        599 183    SV5BYR        599 296    0
QSO: 28000 RY 2015-02-15 1025 PA3RIS        599 184    RJ4I          599 643    0
QSO: 28000 RY 2015-02-15 1027 PA3RIS        599 185    RC7A          599 538    0
QSO: 28000 RY 2015-02-15 1031 PA3RIS        599 186    RK3DXW        599 961    0
QSO: 28000 RY 2015-02-15 1033 PA3RIS        599 187    EC8CQ         599 234    0
QSO: 28000 RY 2015-02-15 1035 PA3RIS        599 188    RW0A          599 676    0
QSO: 28000 RY 2015-02-15 1036 PA3RIS        599 189    UC4C          599 217    0
QSO:  7000 RY 2015-02-15 1056 PA3RIS        599 190    DF9DD         599 536    0
QSO:  7000 RY 2015-02-15 1057 PA3RIS        599 191    DL1NEO        599 271    0
QSO:  7000 RY 2015-02-15 1059 PA3RIS        599 192    DP7D          599 631    0
QSO:  7000 RY 2015-02-15 1100 PA3RIS        599 193    IZ2GRG        599 274    0
QSO:  7000 RY 2015-02-15 1102 PA3RIS        599 194    PD1ALW        599 099    0
QSO: 14000 RY 2015-02-15 1105 PA3RIS        599 195    UT7CA         599 499    0
QSO: 14000 RY 2015-02-15 1109 PA3RIS        599 196    SN85PZK       599 131    0
QSO: 14000 RY 2015-02-15 1110 PA3RIS        599 197    RX1CQ         599 540    0
QSO: 14000 RY 2015-02-15 1111 PA3RIS        599 198    EA4GEL        599 074    0
QSO: 14000 RY 2015-02-15 1112 PA3RIS        599 199    S53A          599 232    0
QSO: 14000 RY 2015-02-15 1113 PA3RIS        599 200    HG4I          599 189    0
QSO: 21000 RY 2015-02-15 1206 PA3RIS        599 201    SM2T          599 410    0
QSO: 21000 RY 2015-02-15 1207 PA3RIS        599 202    RT9S          599 976    0
QSO: 21000 RY 2015-02-15 1208 PA3RIS        599 203    RW4WZ         599 718    0
QSO: 21000 RY 2015-02-15 1210 PA3RIS        599 204    R5ACQ         599 424    0
QSO: 21000 RY 2015-02-15 1212 PA3RIS        599 205    K3WW          599 744    0
QSO: 21000 RY 2015-02-15 1218 PA3RIS        599 206    OG3P          599 601    0
QSO: 21000 RY 2015-02-15 1220 PA3RIS        599 207    UC4C          599 320    0
QSO: 21000 RY 2015-02-15 1225 PA3RIS        599 208    RC7A          599 597    0
QSO: 21000 RY 2015-02-15 1226 PA3RIS        599 209    R7DA          599 1273   0
QSO: 21000 RY 2015-02-15 1228 PA3RIS        599 210    UA6LJB        599 581    0
QSO: 21000 RY 2015-02-15 1230 PA3RIS        599 211    UT7E          599 1299   0
QSO: 21000 RY 2015-02-15 1238 PA3RIS        599 212    HK1NA         599 1911   0
QSO: 21000 RY 2015-02-15 1243 PA3RIS        599 213    CU8FN         599 735    0
QSO: 21000 RY 2015-02-15 1245 PA3RIS        599 214    UX4E          599 173    0
QSO: 21000 RY 2015-02-15 1246 PA3RIS        599 215    NR4M          599 812    0
QSO: 21000 RY 2015-02-15 1256 PA3RIS        599 216    OH3EX         599 641    0
QSO: 21000 RY 2015-02-15 1257 PA3RIS        599 217    UR7EC         599 204    0
QSO: 21000 RY 2015-02-15 1301 PA3RIS        599 218    TF3AO         599 586    0
QSO: 21000 RY 2015-02-15 1302 PA3RIS        599 219    UA9MA         599 1056   0
QSO: 21000 RY 2015-02-15 1303 PA3RIS        599 220    WQ2N          599 1422   0
QSO: 21000 RY 2015-02-15 1305 PA3RIS        599 221    WX1S          599 468    0
QSO: 21000 RY 2015-02-15 1314 PA3RIS        599 222    UA5D          599 038    0
QSO: 21000 RY 2015-02-15 1315 PA3RIS        599 223    EA5EJ         599 672    0
QSO: 21000 RY 2015-02-15 1316 PA3RIS        599 224    OH1LWZ/M      599 153    0
QSO: 28000 RY 2015-02-15 1317 PA3RIS        599 225    RA7A          599 668    0
QSO: 28000 RY 2015-02-15 1318 PA3RIS        599 226    P49X          599 3171   0
QSO: 28000 RY 2015-02-15 1333 PA3RIS        599 227    N3UA          599 199    0
QSO: 28000 RY 2015-02-15 1335 PA3RIS        599 228    K3WW          599 785    0
QSO: 28000 RY 2015-02-15 1336 PA3RIS        599 229    7Z1HL         599 329    0
QSO: 28000 RY 2015-02-15 1346 PA3RIS        599 230    R7HL          599 599    0
QSO: 28000 RY 2015-02-15 1351 PA3RIS        599 231    NY6DX         599 834    0
QSO: 28000 RY 2015-02-15 1353 PA3RIS        599 232    A61ZZ         599 211    0
QSO: 28000 RY 2015-02-15 1359 PA3RIS        599 233    KK5OQ         599 171    0
QSO: 28000 RY 2015-02-15 1401 PA3RIS        599 234    VA3DF         599 777    0
QSO: 28000 RY 2015-02-15 1406 PA3RIS        599 235    NB3R          599 177    0
QSO: 28000 RY 2015-02-15 1408 PA3RIS        599 236    H2X           599 743    0
QSO: 28000 RY 2015-02-15 1409 PA3RIS        599 237    NM1C          599 77     0
QSO: 28000 RY 2015-02-15 1414 PA3RIS        599 238    KK9A          599 1924   0
QSO: 28000 RY 2015-02-15 1421 PA3RIS        599 239    WQ2N          599 1488   0
QSO: 28000 RY 2015-02-15 1423 PA3RIS        599 240    WD4AHZ        599 696    0
QSO: 28000 RY 2015-02-15 1427 PA3RIS        599 241    KF2O          599 1127   0
QSO: 28000 RY 2015-02-15 1429 PA3RIS        599 242    N2MM          599 986    0
QSO: 21000 RY 2015-02-15 1437 PA3RIS        599 243    3Z5N          599 1000   0
QSO: 21000 RY 2015-02-15 1446 PA3RIS        599 244    UT8EL         599 1025   0
QSO: 21000 RY 2015-02-15 1449 PA3RIS        599 245    C6AUM         599 926    0
QSO: 21000 RY 2015-02-15 1452 PA3RIS        599 246    VE3TW         599 539    0
QSO: 21000 RY 2015-02-15 1453 PA3RIS        599 247    N5XZ          599 1041   0
QSO: 21000 RY 2015-02-15 1456 PA3RIS        599 248    AI9P          599 625    0
QSO: 21000 RY 2015-02-15 1457 PA3RIS        599 249    RW3XZ         599 052    0
QSO: 21000 RY 2015-02-15 1507 PA3RIS        599 250    K3OQ          599 063    0
QSO: 14000 RY 2015-02-15 1509 PA3RIS        599 251    EU6AF         599 1195   0
QSO: 14000 RY 2015-02-15 1510 PA3RIS        599 252    RK4W          599 1914   0
QSO: 14000 RY 2015-02-15 1511 PA3RIS        599 253    EM2G          599 2010   0
QSO: 14000 RY 2015-02-15 1514 PA3RIS        599 254    EA1FA         599 184    0
QSO: 14000 RY 2015-02-15 1515 PA3RIS        599 255    S51A          599 498    0
QSO: 14000 RY 2015-02-15 1516 PA3RIS        599 256    UA9CKP        599 907    0
QSO: 14000 RY 2015-02-15 1518 PA3RIS        599 257    UA3PI         599 702    0
QSO: 14000 RY 2015-02-15 1521 PA3RIS        599 258    EU1DX         599 154    0
QSO: 14000 RY 2015-02-15 1523 PA3RIS        599 259    UW2M          599 2695   0
QSO: 14000 RY 2015-02-15 1524 PA3RIS        599 260    YO3VU         599 587    0
QSO: 14000 RY 2015-02-15 1525 PA3RIS        599 261    CR2X          599 1322   0
QSO: 14000 RY 2015-02-15 1526 PA3RIS        599 262    IK5TBI        599 124    0
QSO: 14000 RY 2015-02-15 1528 PA3RIS        599 263    S50P          599 1080   0
QSO: 14000 RY 2015-02-15 1529 PA3RIS        599 264    UX7QV         599 804    0
QSO: 14000 RY 2015-02-15 1532 PA3RIS        599 265    F4EFI         599 154    0
QSO: 14000 RY 2015-02-15 1534 PA3RIS        599 266    OM3TYC        599 125    0
END-OF-LOG:
