START-OF-LOG: 3.0
CALLSIGN: M0OSH
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 903430
CLUB:
LOCATION: DX
CREATED-BY: MixW 3.1.1
NAME: Wojtek Rogalski
OPERATORS: M0OSH
SOAPBOX: IC-756 100w 4el 10m, inv L 80m, Dipoles 40/20/15m
QSO: 28092 RY 2015-02-14 0903 M0OSH         599 052    UR5ZDZ        599 079
QSO: 28092 RY 2015-02-14 0907 M0OSH         599 053    UR4U          599 016
QSO: 28092 RY 2015-02-14 0907 M0OSH         599 054    UR5FS         599 111
QSO: 28092 RY 2015-02-14 0909 M0OSH         599 055    UY2UA         599 187
QSO: 28092 RY 2015-02-14 0911 M0OSH         599 056    R3PV          599 258
QSO: 28092 RY 2015-02-14 0912 M0OSH         599 057    Z39A          599 063
QSO: 28092 RY 2015-02-14 0913 M0OSH         599 058    UT3UBR        599 039
QSO: 28092 RY 2015-02-14 0918 M0OSH         599 059    UT3N          599 134
QSO: 28092 RY 2015-02-14 0921 M0OSH         599 060    UX0UW         599 035
QSO: 28092 RY 2015-02-14 0921 M0OSH         599 061    UR5CN         599 204
QSO: 28092 RY 2015-02-14 0926 M0OSH         599 062    UT4ZG         599 043
QSO: 28092 RY 2015-02-14 0927 M0OSH         599 063    UY7MM         599 081
QSO: 28092 RY 2015-02-14 0929 M0OSH         599 064    UT5ULB        599 053
QSO: 28092 RY 2015-02-14 0930 M0OSH         599 065    UA6YGN        599 017
QSO: 28092 RY 2015-02-14 0931 M0OSH         599 066    UR4EI         599 022
QSO: 28092 RY 2015-02-14 0932 M0OSH         599 067    EA8PT         599 011
QSO: 28092 RY 2015-02-14 0933 M0OSH         599 068    RT0Q          599 465
QSO: 28092 RY 2015-02-14 0943 M0OSH         599 069    LZ2PG         599 037
QSO: 28092 RY 2015-02-14 0946 M0OSH         599 070    RW9MZ         599 186
QSO: 28092 RY 2015-02-14 0948 M0OSH         599 071    YT2R          599 162
QSO: 28092 RY 2015-02-14 1014 M0OSH         599 072    EV1R          599 259
QSO: 28103 RY 2015-02-14 1018 M0OSH         599 073    RD3FV         599 028
QSO: 28103 RY 2015-02-14 1019 M0OSH         599 074    OH7EBA        599 013
QSO: 28103 RY 2015-02-14 1020 M0OSH         599 075    UC4C          599 110
QSO: 28103 RY 2015-02-14 1022 M0OSH         599 076    TA1MRT        599 008
QSO: 28103 RY 2015-02-14 1024 M0OSH         599 077    YO6DBA        599 031
QSO: 28103 RY 2015-02-14 1024 M0OSH         599 078    R3VL          599 063
QSO: 28103 RY 2015-02-14 1028 M0OSH         599 079    UT8NT         599 135
QSO: 28103 RY 2015-02-14 1029 M0OSH         599 080    LA5SJA        599 015
QSO: 28103 RY 2015-02-14 1031 M0OSH         599 081    UR5UBR        599 060
QSO: 28103 RY 2015-02-14 1033 M0OSH         599 082    EW8FNH        599 033
QSO: 28103 RY 2015-02-14 1034 M0OSH         599 083    RV3DBK        599 059
QSO: 28103 RY 2015-02-14 1035 M0OSH         599 084    R9UW          599 245
QSO: 28103 RY 2015-02-14 1038 M0OSH         599 085    RV3ZN         599 313
QSO: 28103 RY 2015-02-14 1040 M0OSH         599 086    OH5KT         599 037
QSO: 28103 RY 2015-02-14 1044 M0OSH         599 087    R3BT          599 008
QSO: 28103 RY 2015-02-14 1047 M0OSH         599 088    UC8U          599 411
QSO: 28103 RY 2015-02-14 1049 M0OSH         599 089    UT4HZ         599 019
QSO: 28103 RY 2015-02-14 1053 M0OSH         599 090    UW5IM/QRP     599 019
QSO: 28103 RY 2015-02-14 1054 M0OSH         599 091    RW0AJ         599 115
QSO: 28103 RY 2015-02-14 1054 M0OSH         599 092    R6LAQ         599 132
QSO: 28103 RY 2015-02-14 1055 M0OSH         599 093    UT2UB         599 140
QSO: 28103 RY 2015-02-14 1057 M0OSH         599 094    UT2AA         599 032
QSO: 28103 RY 2015-02-14 1058 M0OSH         599 095    BD7KSF        599 061
QSO: 28103 RY 2015-02-14 1103 M0OSH         599 096    UR6LEY        599 025
QSO: 28103 RY 2015-02-14 1105 M0OSH         599 097    UT7ZZ         599 049
QSO: 28103 RY 2015-02-14 1106 M0OSH         599 098    UT3IJ         599 132
QSO: 28103 RY 2015-02-14 1109 M0OSH         599 099    UR4MG         599 248
QSO: 28103 RY 2015-02-14 1113 M0OSH         599 100    EW8QQ         599 488
QSO: 28103 RY 2015-02-14 1113 M0OSH         599 101    SM2BJS        599 032
QSO: 28103 RY 2015-02-14 1117 M0OSH         599 102    EW8FN         599 046
QSO: 28103 RY 2015-02-14 1119 M0OSH         599 103    RK9UE         599 112
QSO: 28103 RY 2015-02-14 1122 M0OSH         599 104    RA3THN        599 011
QSO: 28103 RY 2015-02-14 1127 M0OSH         599 105    RU3ALR        599 040
QSO: 28103 RY 2015-02-14 1128 M0OSH         599 106    UZ2I          599 229
QSO: 28103 RY 2015-02-14 1129 M0OSH         599 107    YO9HP         599 011
QSO: 28103 RY 2015-02-14 1130 M0OSH         599 108    UR4CU         599 225
QSO: 28103 RY 2015-02-14 1132 M0OSH         599 109    RW3TT         599 020
QSO: 28103 RY 2015-02-14 1132 M0OSH         599 110    RQ7R          599 151
QSO: 28103 RY 2015-02-14 1139 M0OSH         599 111    RA3NC         599 211
QSO: 28103 RY 2015-02-14 1140 M0OSH         599 112    R4CO          599 131
QSO: 28103 RY 2015-02-14 1141 M0OSH         599 113    R3XP          599 018
QSO: 28103 RY 2015-02-14 1145 M0OSH         599 114    US0ZK         599 032
QSO: 28103 RY 2015-02-14 1147 M0OSH         599 115    R7MM          599 414
QSO: 28103 RY 2015-02-14 1147 M0OSH         599 116    UA9UX         599 097
QSO: 28103 RY 2015-02-14 1148 M0OSH         599 117    YO3CBZ        599 052
QSO: 28103 RY 2015-02-14 1152 M0OSH         599 118    OH9GIT        599 057
QSO: 28103 RY 2015-02-14 1154 M0OSH         599 119    SV3DCX        599 315
QSO: 28103 RY 2015-02-14 1158 M0OSH         599 120    EA1FA         599 445
QSO: 28103 RY 2015-02-14 1202 M0OSH         599 121    UA4SJO        599 094
QSO: 28103 RY 2015-02-14 1206 M0OSH         599 122    RV3ID         599 010
QSO: 28103 RY 2015-02-14 1209 M0OSH         599 123    RN3Z          599 038
QSO: 28103 RY 2015-02-14 1210 M0OSH         599 124    UR3AFS        599 107
QSO: 28103 RY 2015-02-14 1211 M0OSH         599 125    UX7FD         599 150
QSO: 28104 RY 2015-02-14 1241 M0OSH         599 126    UR3CMA        599 128
QSO: 28081 RY 2015-02-14 1255 M0OSH         599 127    RT3P          599 372
QSO: 28082 RY 2015-02-14 1257 M0OSH         599 128    EA8AQV        599 004
QSO: 28082 RY 2015-02-14 1303 M0OSH         599 129    RA7A          599 282
QSO: 28082 RY 2015-02-14 1304 M0OSH         599 130    LU9EHU        599 044
QSO: 28082 RY 2015-02-14 1305 M0OSH         599 131    SX3B          599 211
QSO: 28088 RY 2015-02-14 1441 M0OSH         599 132    W3LL          599 478
QSO: 21128 RY 2015-02-14 1453 M0OSH         599 133    Z36N          599 280
QSO: 21129 RY 2015-02-14 1455 M0OSH         599 134    OG30OJ        599 486
QSO: 21129 RY 2015-02-14 1456 M0OSH         599 135    HA6I          599 189
QSO: 28153 RY 2015-02-14 1549 M0OSH         599 136    W0MU          599 173
QSO: 28146 RY 2015-02-14 1552 M0OSH         599 137    K1GU          599 231
QSO: 28143 RY 2015-02-14 1554 M0OSH         599 138    W4ML          599 092
QSO: 28142 RY 2015-02-14 1555 M0OSH         599 139    PY5ZW         599 132
QSO: 28142 RY 2015-02-14 1559 M0OSH         599 140    K0FX          599 060
QSO: 28142 RY 2015-02-14 1559 M0OSH         599 141    NK6A          599 049
QSO: 28142 RY 2015-02-14 1600 M0OSH         599 142    KB0HAZ        599 28
QSO: 28142 RY 2015-02-14 1602 M0OSH         599 143    W2VTV         599 113
QSO: 28142 RY 2015-02-14 1648 M0OSH         599 144    G8X           599 191
QSO: 28142 RY 2015-02-14 1651 M0OSH         599 145    PS5A          599 280
QSO: 28142 RY 2015-02-14 1652 M0OSH         599 146    KE6K          599 147
QSO: 28142 RY 2015-02-14 1653 M0OSH         599 147    N3YEA         599 151
QSO: 28142 RY 2015-02-14 1654 M0OSH         599 148    WB2RHM        599 325
QSO: 28142 RY 2015-02-14 1655 M0OSH         599 149    K7SCX         599 053
QSO: 28142 RY 2015-02-14 1655 M0OSH         599 150    AA3LX         599 064
QSO: 28142 RY 2015-02-14 1656 M0OSH         599 151    K5KLA         599 157
QSO: 28142 RY 2015-02-14 1657 M0OSH         599 152    EA7KP         599 323
QSO: 28142 RY 2015-02-14 1702 M0OSH         599 153    VE3FJ         599 052
QSO: 28142 RY 2015-02-14 1703 M0OSH         599 154    KS7AA         599 474
QSO: 28142 RY 2015-02-14 1706 M0OSH         599 155    K1BQV         599 033
QSO: 28142 RY 2015-02-14 1707 M0OSH         599 156    W2IUC         599 156
QSO: 28142 RY 2015-02-14 1709 M0OSH         599 157    K4REB         599 99
QSO: 28142 RY 2015-02-14 1710 M0OSH         599 158    K2LNS         599 131
QSO: 28142 RY 2015-02-14 1712 M0OSH         599 159    VE3AJ         599 122
QSO: 28142 RY 2015-02-14 1714 M0OSH         599 160    VE3KI         599 173
QSO: 28142 RY 2015-02-14 1715 M0OSH         599 161    W4PJW         599 236
QSO: 28142 RY 2015-02-14 1715 M0OSH         599 162    KE1IU         599 014
QSO: 28142 RY 2015-02-14 1716 M0OSH         599 163    K5ND          599 066
QSO: 28142 RY 2015-02-14 1717 M0OSH         599 164    VA3VF         599 113
QSO: 28142 RY 2015-02-14 1718 M0OSH         599 165    K9NW          599 076
QSO: 28142 RY 2015-02-14 1718 M0OSH         599 166    VE2LX         599 227
QSO: 28142 RY 2015-02-14 1719 M0OSH         599 167    N3MWQ         599 028
QSO: 28142 RY 2015-02-14 1721 M0OSH         599 168    K1QPX         599 008
QSO: 28142 RY 2015-02-14 1722 M0OSH         599 169    WS7L          599 129
QSO: 28142 RY 2015-02-14 1723 M0OSH         599 170    W8ERN         599 004
QSO: 28142 RY 2015-02-14 1723 M0OSH         599 171    WA8COB        599 058
QSO: 28142 RY 2015-02-14 1727 M0OSH         599 172    K1JSM         599 129
QSO: 28142 RY 2015-02-14 1727 M0OSH         599 173    N9UA          599 070
QSO: 28142 RY 2015-02-14 1729 M0OSH         599 174    N4LV          599 135
QSO: 28142 RY 2015-02-14 1729 M0OSH         599 175    W1GSH         599 103
QSO: 28142 RY 2015-02-14 1732 M0OSH         599 176    N3LFC         599 040
QSO: 28142 RY 2015-02-14 1733 M0OSH         599 177    W6QU          599 166
QSO: 28137 RY 2015-02-14 1739 M0OSH         599 178    KK8U          599 027
QSO:  7040 RY 2015-02-14 2204 M0OSH         599 179    CR6K          599 239
QSO:  7041 RY 2015-02-14 2204 M0OSH         599 180    EM0I          599 1423
QSO:  7062 RY 2015-02-14 2206 M0OSH         599 181    9A7V          599 145
QSO:  7062 RY 2015-02-14 2207 M0OSH         599 182    EA5RS         599 925
QSO:  7062 RY 2015-02-14 2207 M0OSH         599 183    LN5O          599 251
QSO:  7062 RY 2015-02-14 2208 M0OSH         599 184    LZ2ZY         599 400
QSO:  7062 RY 2015-02-14 2209 M0OSH         599 185    SP3UIW        599 054
QSO:  7062 RY 2015-02-14 2213 M0OSH         599 186    RK4W          599 1071
QSO:  7062 RY 2015-02-14 2215 M0OSH         599 187    IZ5IOS        599 180
QSO:  7062 RY 2015-02-14 2219 M0OSH         599 188    LZ8E          599 1514
QSO:  7062 RY 2015-02-14 2220 M0OSH         599 189    SP4MPH        599 245
QSO:  7062 RY 2015-02-14 2220 M0OSH         599 190    OM3TYC        599 072
QSO:  7062 RY 2015-02-14 2224 M0OSH         599 191    OH2KW         599 082
QSO:  7062 RY 2015-02-14 2226 M0OSH         599 192    SP6BEN        599 131
QSO:  7062 RY 2015-02-14 2227 M0OSH         599 193    EU1AZ         599 168
QSO:  7062 RY 2015-02-14 2229 M0OSH         599 194    YU2A          599 417
QSO:  7062 RY 2015-02-14 2232 M0OSH         599 195    RA1ALC        599 662
QSO:  7062 RY 2015-02-14 2234 M0OSH         599 196    OE1MBB        599 024
QSO:  7062 RY 2015-02-14 2234 M0OSH         599 197    S54MI         599 169
QSO:  7062 RY 2015-02-14 2238 M0OSH         599 198    IK0HTP        599 091
QSO:  7062 RY 2015-02-14 2239 M0OSH         599 199    IZ4VSD        599 102
QSO:  7062 RY 2015-02-14 2240 M0OSH         599 200    VA3DF         599 518
QSO:  7062 RY 2015-02-14 2242 M0OSH         599 201    DL1DSW        599 329
QSO:  7062 RY 2015-02-14 2242 M0OSH         599 202    DJ5QV         599 130
QSO:  7062 RY 2015-02-14 2243 M0OSH         599 203    SP5Z          599 192
QSO:  7062 RY 2015-02-14 2245 M0OSH         599 204    S55VM         599 047
QSO:  7065 RY 2015-02-14 2305 M0OSH         599 205    EA3GCV        599 096
QSO:  7065 RY 2015-02-14 2308 M0OSH         599 206    LY2BUU        599 237
QSO:  7065 RY 2015-02-14 2311 M0OSH         599 207    SQ9CXC        599 415
QSO:  7065 RY 2015-02-14 2312 M0OSH         599 208    IW6PWC        599 015
QSO:  7065 RY 2015-02-14 2314 M0OSH         599 209    US5ZCW        599 190
QSO:  7065 RY 2015-02-14 2315 M0OSH         599 210    UA4HJ         599 622
QSO:  7065 RY 2015-02-14 2316 M0OSH         599 211    EW1NA         599 522
QSO:  7065 RY 2015-02-14 2316 M0OSH         599 212    UA4HBM        599 365
QSO:  7065 RY 2015-02-14 2317 M0OSH         599 213    YT4TT         599 280
QSO:  7065 RY 2015-02-14 2319 M0OSH         599 214    TA1MRT        599 043
QSO:  7065 RY 2015-02-14 2322 M0OSH         599 215    IZ3XNJ        599 319
QSO:  7065 RY 2015-02-14 2324 M0OSH         599 216    UR5ZEP        599 097
QSO:  7065 RY 2015-02-14 2329 M0OSH         599 217    UR5LYI        599 125
QSO:  7065 RY 2015-02-14 2330 M0OSH         599 218    DF0BLM        599 451
QSO:  7065 RY 2015-02-14 2335 M0OSH         599 219    EA5EX         599 054
QSO:  7065 RY 2015-02-14 2336 M0OSH         599 220    YU1LM/QRP     599 054
QSO:  7065 RY 2015-02-14 2343 M0OSH         599 221    LY19EURO      599 367
QSO:  7065 RY 2015-02-14 2344 M0OSH         599 222    KA2D          599 451
QSO:  7065 RY 2015-02-14 2345 M0OSH         599 223    S51A          599 660
QSO:  7065 RY 2015-02-14 2345 M0OSH         599 224    OK2CLW        599 320
QSO:  7065 RY 2015-02-14 2349 M0OSH         599 225    LY6A          599 1118
QSO:  7065 RY 2015-02-14 2352 M0OSH         599 226    I2ORX         599 149
QSO:  7065 RY 2015-02-15 0000 M0OSH         599 227    YU5RY         599 559
QSO:  7065 RY 2015-02-15 0001 M0OSH         599 228    KG4V/1        599 223
QSO:  7065 RY 2015-02-15 0002 M0OSH         599 229    VE3JI         599 048
QSO:  7065 RY 2015-02-15 0006 M0OSH         599 230    K2TE          599 326
QSO:  7065 RY 2015-02-15 0007 M0OSH         599 231    UA6XES        599 047
QSO:  7065 RY 2015-02-15 0010 M0OSH         599 232    W3KB          599 277
QSO:  7065 RY 2015-02-15 0014 M0OSH         599 233    LY2TS         599 046
QSO:  7065 RY 2015-02-15 0014 M0OSH         599 234    K9OM          599 593
QSO:  7065 RY 2015-02-15 0018 M0OSH         599 235    CT1BXT        599 466
QSO:  7065 RY 2015-02-15 0018 M0OSH         599 236    W2TX          599 046
QSO:  7065 RY 2015-02-15 0019 M0OSH         599 237    DF4XG         599 192
QSO:  7087 RY 2015-02-15 0023 M0OSH         599 238    VE2RYY        599 241
QSO:  7086 RY 2015-02-15 0026 M0OSH         599 239    UX5IO         599 696
QSO:  7086 RY 2015-02-15 0027 M0OSH         599 240    WQ2N          599 1100
QSO:  7086 RY 2015-02-15 0028 M0OSH         599 241    VE3KI         599 338
QSO:  7086 RY 2015-02-15 0031 M0OSH         599 242    W3DQT         599 064
QSO:  7086 RY 2015-02-15 0039 M0OSH         599 243    W4PJW         599 368
QSO:  7085 RY 2015-02-15 0041 M0OSH         599 244    KK9A          599 1599
QSO:  7085 RY 2015-02-15 0054 M0OSH         599 245    WW3S          599 655
QSO:  7040 RY 2015-02-15 0056 M0OSH         599 246    S51CK         599 652
QSO:  7043 RY 2015-02-15 0058 M0OSH         599 247    W3LL          599 1049
QSO:  7043 RY 2015-02-15 0100 M0OSH         599 248    DL1EAL        599 091
QSO:  7043 RY 2015-02-15 0103 M0OSH         599 249    SP9BGS        599 163
QSO:  7043 RY 2015-02-15 0104 M0OSH         599 250    RM4I          599 8168
QSO:  7043 RY 2015-02-15 0105 M0OSH         599 251    W1AN          599 613
QSO:  7043 RY 2015-02-15 0106 M0OSH         599 252    UR4MG         599 290
QSO:  7043 RY 2015-02-15 0108 M0OSH         599 253    7Z1SJ         599 381
QSO:  7043 RY 2015-02-15 0110 M0OSH         599 254    IK3ORD        599 307
QSO:  7043 RY 2015-02-15 0110 M0OSH         599 255    4Z5ML         599 483
QSO:  7043 RY 2015-02-15 0111 M0OSH         599 256    SP5UUD        599 531
QSO:  7060 RY 2015-02-15 0711 M0OSH         599 257    DQ4W          599 767
QSO:  7060 RY 2015-02-15 0712 M0OSH         599 258    DL3DRN        599 293
QSO:  7060 RY 2015-02-15 0712 M0OSH         599 259    F4FDR         599 269
QSO:  7060 RY 2015-02-15 0714 M0OSH         599 260    SE4E          599 553
QSO:  7060 RY 2015-02-15 0714 M0OSH         599 261    DJ2MX         599 110
QSO:  7060 RY 2015-02-15 0716 M0OSH         599 262    WD5K          599 311
QSO:  7060 RY 2015-02-15 0717 M0OSH         599 263    DL3ZH         599 115
QSO:  7060 RY 2015-02-15 0717 M0OSH         599 264    SP7DBI        599 112
QSO:  7060 RY 2015-02-15 0718 M0OSH         599 265    DL4LAM        599 168
QSO:  7060 RY 2015-02-15 0718 M0OSH         599 266    ED1R          599 1807
QSO:  7060 RY 2015-02-15 0719 M0OSH         599 267    DK1KC         599 516
QSO:  7060 RY 2015-02-15 0720 M0OSH         599 268    IK4UYA        599 135
QSO:  7060 RY 2015-02-15 0721 M0OSH         599 269    OK2JNB        599 102
QSO:  7060 RY 2015-02-15 0723 M0OSH         599 270    LY9Y          599 1226
QSO:  7060 RY 2015-02-15 0724 M0OSH         599 271    OK1DRY        599 192
QSO:  7060 RY 2015-02-15 0725 M0OSH         599 272    TF2MSN        599 290
QSO:  7060 RY 2015-02-15 0725 M0OSH         599 273    EF3C          599 123
QSO:  7060 RY 2015-02-15 0726 M0OSH         599 274    IK2CMI        599 010
QSO:  7060 RY 2015-02-15 0727 M0OSH         599 275    SM5QU         599 307
QSO:  7060 RY 2015-02-15 0728 M0OSH         599 276    DL5KUD        599 337
QSO:  7060 RY 2015-02-15 0729 M0OSH         599 277    SP2BLC        599 084
QSO:  7060 RY 2015-02-15 0731 M0OSH         599 278    DL5JBW        599 235
QSO:  7060 RY 2015-02-15 0731 M0OSH         599 279    IK2SND        599 781
QSO:  7060 RY 2015-02-15 0732 M0OSH         599 280    SM5FUG        599 523
QSO:  7060 RY 2015-02-15 0732 M0OSH         599 281    DL6SFR        599 221
QSO:  7060 RY 2015-02-15 0733 M0OSH         599 282    PA7PTT        599 049
QSO:  7060 RY 2015-02-15 0733 M0OSH         599 283    K1PU          599 320
QSO:  7060 RY 2015-02-15 0735 M0OSH         599 284    WE5DX         599 786
QSO:  7060 RY 2015-02-15 0735 M0OSH         599 285    IZ3QHA        599 267
QSO:  7060 RY 2015-02-15 0736 M0OSH         599 286    PA3GCU        599 167
QSO:  7060 RY 2015-02-15 0737 M0OSH         599 287    F5PBM         599 188
QSO:  7060 RY 2015-02-15 0737 M0OSH         599 288    DH7WW         599 040
QSO:  7060 RY 2015-02-15 0739 M0OSH         599 289    LY2PAD        599 205
QSO:  7060 RY 2015-02-15 0739 M0OSH         599 290    EA2DDE        599 100
QSO:  7060 RY 2015-02-15 0741 M0OSH         599 291    UR4U          599 528
QSO:  7060 RY 2015-02-15 0741 M0OSH         599 292    DK1AX         599 295
QSO:  7060 RY 2015-02-15 0743 M0OSH         599 293    G7APP         599 118
QSO:  7060 RY 2015-02-15 0744 M0OSH         599 294    OH5C          599 247
QSO:  7060 RY 2015-02-15 0747 M0OSH         599 295    OK7LO         599 897
QSO:  7060 RY 2015-02-15 0747 M0OSH         599 296    IZ4JMA        599 332
QSO:  7060 RY 2015-02-15 0748 M0OSH         599 297    DL2ZA         599 111
QSO:  7060 RY 2015-02-15 0748 M0OSH         599 298    ON7CFZ        599 184
QSO:  7060 RY 2015-02-15 0749 M0OSH         599 299    DJ5TT         599 356
QSO:  7060 RY 2015-02-15 0750 M0OSH         599 300    F5RD          599 377
QSO:  7060 RY 2015-02-15 0750 M0OSH         599 301    DL4FAP        599 102
QSO:  7060 RY 2015-02-15 0751 M0OSH         599 302    TM9K          599 545
QSO:  7060 RY 2015-02-15 0752 M0OSH         599 303    NK4I          599 326
QSO:  7060 RY 2015-02-15 0752 M0OSH         599 304    DL8TG         599 189
QSO:  7060 RY 2015-02-15 0753 M0OSH         599 305    OK1PMA        599 108
QSO:  7060 RY 2015-02-15 0758 M0OSH         599 306    HB9ODP        599 396
QSO:  7060 RY 2015-02-15 0758 M0OSH         599 307    SQ2NNN        599 460
QSO:  7060 RY 2015-02-15 0800 M0OSH         599 308    SQ2WHH        599 524
QSO:  7060 RY 2015-02-15 0801 M0OSH         599 309    SN1A          599 571
QSO:  7060 RY 2015-02-15 0803 M0OSH         599 310    OZ1NF         599 144
QSO:  7060 RY 2015-02-15 0804 M0OSH         599 311    OS4U          599 127
QSO: 14104 RY 2015-02-15 0811 M0OSH         599 312    EA3YM         599 050
QSO: 14104 RY 2015-02-15 0811 M0OSH         599 313    IQ3UD         599 004
QSO: 14104 RY 2015-02-15 0813 M0OSH         599 314    OM8PG         599 044
QSO: 14104 RY 2015-02-15 0814 M0OSH         599 315    IW2MXY        599 475
QSO: 14104 RY 2015-02-15 0815 M0OSH         599 316    ZL3PAH        599 050
QSO: 14104 RY 2015-02-15 0817 M0OSH         599 317    RX3VF         599 281
QSO: 14104 RY 2015-02-15 0818 M0OSH         599 318    SQ9NFQ        599 012
QSO: 14104 RY 2015-02-15 0820 M0OSH         599 319    UR8QR         599 220
QSO: 14104 RY 2015-02-15 0821 M0OSH         599 320    UA9AFS        599 316
QSO: 14104 RY 2015-02-15 0822 M0OSH         599 321    LY2CV         599 104
QSO: 14104 RY 2015-02-15 0823 M0OSH         599 322    OK1DRY        599 216
QSO: 14104 RY 2015-02-15 0823 M0OSH         599 323    UT5T          599 335
QSO: 14104 RY 2015-02-15 0824 M0OSH         599 324    DL4ME         599 542
QSO: 14104 RY 2015-02-15 0824 M0OSH         599 325    EA8PT         599 302
