START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: IS0BOY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IS0BOY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2012.
QSO:  7000 CW 2012-05-26 0512 IS0BOY        599 KQ2M          599 306
QSO:  7035 CW 2012-05-26 2008 IS0BOY        599 091 4U1GSC        599 1136
QSO:  7000 CW 2012-05-26 2010 IS0BOY        599 092 HG1S          599 0667
QSO: 28000 CW 2012-05-26 2014 IS0BOY        599 93 P49Y          599 2008
QSO: 28000 CW 2012-05-26 2035 IS0BOY        599 84 PW0F          599 1592
QSO: 28000 CW 2012-05-26 2037 IS0BOY        599 0095 XQ1KZ         599 0615
QSO:  3500 CW 2012-05-27 0412 IS0BOY        599 96 S54K          599 1431
QSO:  3513 CW 2012-05-27 0413 IS0BOY        599 097 ED1R          599 0071
QSO:  3519 CW 2012-05-27 0413 IS0BOY        599 098 M7A           599 1562
QSO:  3509 CW 2012-05-27 0421 IS0BOY        599 99 6V7S          599 2280
QSO:  3511 CW 2012-05-27 0423 IS0BOY        599 100 CQ3B          599 3087
QSO: 28009 CW 2012-05-27 1321 IS0BOY        599 101 LZ9W          599 1132
QSO: 28006 CW 2012-05-27 1326 IS0BOY        599 102 PT5T          599 2435
QSO: 28004 CW 2012-05-27 1327 IS0BOY        599 103 LZ7S          599 0493
QSO: 28000 CW 2012-05-27 1331 IS0BOY        599 0104 LZ7A          599 1273
END-OF-LOG:
