START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: 9A6C
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A6C
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2012.
QSO:  1800 CW 2012-05-26 0335 9A6C          599 9A2AJ         599 138
QSO: 14054 CW 2012-05-27 0921 9A6C          599 131 UR5PG         599 201
QSO: 14000 CW 2012-05-27 0922 9A6C          599 0132 LY2BKT        599 1213
QSO: 14054 CW 2012-05-27 0922 9A6C          599 0133 PA3ANN        599 0221
QSO: 14000 CW 2012-05-27 0923 9A6C          599 134 DL8WEM        599 358
QSO: 14000 CW 2012-05-27 0924 9A6C          599 0136 YT2AAA        599 0794
QSO: 14054 CW 2012-05-27 0924 9A6C          599 0135 UW2M          599 2008
QSO: 14054 CW 2012-05-27 0925 9A6C          599 137 S54X          599 791
QSO: 14054 CW 2012-05-27 0927 9A6C          599 0140 DL4FN         599 1125
QSO: 14054 CW 2012-05-27 0927 9A6C          599 141 LZ9W          599 2066
QSO: 14000 CW 2012-05-27 0928 9A6C          599 147 9A4U          599 744
QSO: 14000 CW 2012-05-27 0928 9A6C          599 143 YP0CW         599 631
QSO: 14054 CW 2012-05-27 0928 9A6C          599 144 RT9A          599 1922
QSO: 14054 CW 2012-05-27 0929 9A6C          599 146 8S6E          599 1668
QSO: 14054 CW 2012-05-27 0929 9A6C          599 145 DL3KWR        599 0360
QSO: 14054 CW 2012-05-27 0930 9A6C          599 148 DK2AT         599 262
QSO: 14000 CW 2012-05-27 0931 9A6C          599 149 DL1DTL        599 157
QSO: 14054 CW 2012-05-27 0931 9A6C          599 151 RU1A          599 4374
QSO: 14054 CW 2012-05-27 0931 9A6C          599 0150 SE0X          599 1620
QSO: 14054 CW 2012-05-27 0933 9A6C          599 152 IR9Y          599 1865
QSO: 14054 CW 2012-05-27 0933 9A6C          599 0153 LZ5XQ         599 0998
QSO: 14025 CW 2012-05-27 0934 9A6C          599 154 HA8KCS        599 181
QSO: 14000 CW 2012-05-27 0935 9A6C          599 156 DL5JAG        599 398
QSO: 14054 CW 2012-05-27 0935 9A6C          599 155 UU9JK         599 371
QSO: 14000 CW 2012-05-27 1046 9A6C          599 157 OK6RA         599 0902
QSO: 14054 CW 2012-05-27 1047 9A6C          599 0158 SM4DQE        599 0759
QSO: 14000 CW 2012-05-27 1048 9A6C          599 159 UX3HA         599 934
QSO: 14054 CW 2012-05-27 1048 9A6C          599 0161 YO5OLD        599 0406
QSO: 14054 CW 2012-05-27 1049 9A6C          599 162 DK1KC         599 1002
QSO: 14054 CW 2012-05-27 1049 9A6C          599 163 DL5GAC        599 0841
QSO: 14054 CW 2012-05-27 1049 9A6C          599 160 RT4W          599 909
QSO: 14054 CW 2012-05-27 1050 9A6C          599 164 DL4MCF        599 1903
QSO: 14054 CW 2012-05-27 1050 9A6C          599 167 UZ5I          599 1062
QSO: 14054 CW 2012-05-27 1051 9A6C          599 0168 DF3OL         599 0199
QSO: 14054 CW 2012-05-27 1052 9A6C          599 169 DH0GHU        599 1113
QSO: 14000 CW 2012-05-27 1053 9A6C          599 170 UX7QD         599 335
QSO: 14009 CW 2012-05-27 1058 9A6C          599 171 UT0CK         599 096
QSO: 14054 CW 2012-05-27 1058 9A6C          599 173 RC5A          599 1701
QSO: 14054 CW 2012-05-27 1059 9A6C          599 172 UX2U          599 2146
QSO: 14054 CW 2012-05-27 1100 9A6C          599 0174 HG7T          599 1070
QSO: 14054 CW 2012-05-27 1100 9A6C          599 175 LY2W          599 0289
QSO: 14054 CW 2012-05-27 1101 9A6C          599 1760 OL3R          599 1150
QSO: 14054 CW 2012-05-27 1103 9A6C          599 178 UA6LCJ        599 473
QSO: 14000 CW 2012-05-27 1104 9A6C          599 0177 DL9LM         599 0654
QSO: 21081 CW 2012-05-27 1106 9A6C          599 0179 EN1C          599 1105
QSO: 21081 CW 2012-05-27 1106 9A6C          599 182 UT7NW         599 261
QSO: 21081 CW 2012-05-27 1107 9A6C          599 0180 DK7VW         599 0806
QSO: 21081 CW 2012-05-27 1107 9A6C          599 0181 UW3U          599 2420
QSO: 21081 CW 2012-05-27 1108 9A6C          599 185 RW9C          599 1188
QSO: 21081 CW 2012-05-27 1108 9A6C          599 187 UT2UB         599 1175
QSO: 21081 CW 2012-05-27 1108 9A6C          599 0184 VE9HF         599 1688
QSO: 21081 CW 2012-05-27 1109 9A6C          599 0188 DL1II         599 0946
QSO: 21000 CW 2012-05-27 1110 9A6C          599 189 UA4HBM        599 848
QSO: 21081 CW 2012-05-27 1110 9A6C          599 190 EF7X          599 3273
QSO: 21081 CW 2012-05-27 1111 9A6C          599 191 RN3F          599 1126
QSO: 21081 CW 2012-05-27 1112 9A6C          599 192 DJ5MW         599 2430
QSO: 21000 CW 2012-05-27 1114 9A6C          599 193 UT7NY         599 1153
QSO: 21081 CW 2012-05-27 1115 9A6C          599 194 UA4W          599 2056
QSO: 21081 CW 2012-05-27 1117 9A6C          599 195 RM9I          599 2194
QSO: 21007 CW 2012-05-27 1118 9A6C          599 196 9A5D          599 1341
QSO: 21081 CW 2012-05-27 1119 9A6C          599 198 LX7I          599 3126
QSO: 21081 CW 2012-05-27 1119 9A6C          599 0197 NS1S          599 1150
QSO: 21087 CW 2012-05-27 1516 9A6C          599 0199 YU2A          599 1709
QSO: 21000 CW 2012-05-27 1520 9A6C          599 0201 YP100KSE      599 0409
QSO: 21087 CW 2012-05-27 1521 9A6C          599 200 UA9FGJ        599 676
QSO: 21000 CW 2012-05-27 1522 9A6C          599 0202 LZ2HA         599 0731
QSO: 14089 CW 2012-05-27 1526 9A6C          599 0205 M0SFR         599 0266
QSO: 14089 CW 2012-05-27 1526 9A6C          599 204 SO9Q          599 2623
QSO: 14089 CW 2012-05-27 1526 9A6C          599 0203 UX9Q          599 0820
QSO: 14000 CW 2012-05-27 1528 9A6C          599 206 OK2SWD        599 333
QSO: 14000 CW 2012-05-27 1529 9A6C          599 0206 LZ1KP         599 0370
QSO: 14089 CW 2012-05-27 1529 9A6C          599 207 HA8JV         599 1756
QSO: 14000 CW 2012-05-27 1530 9A6C          599 209 UA3RF         599 1115
QSO: 14088 CW 2012-05-27 1530 9A6C          599 210 M5E           599 1468
QSO: 14089 CW 2012-05-27 1531 9A6C          599 209 YO2MFC        599 084
QSO: 14000 CW 2012-05-27 1546 9A6C          599 211 US7WW         599 420
QSO: 14000 CW 2012-05-27 1547 9A6C          599 212 LY2T          599 1074
QSO: 14000 CW 2012-05-27 1551 9A6C          599 214 OK1JD         599 803
QSO: 14089 CW 2012-05-27 1552 9A6C          599 215 OK4BX         599 646
END-OF-LOG:
