START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: DO3ME
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DO3ME
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 21302 PH 2013-03-30 0854 DO3ME         59 RT4W          59 36
QSO: 21150 PH 2013-03-30 1614 DO3ME         59 024 9K9K          59 1302
QSO: 21164 PH 2013-03-30 1618 DO3ME         59 0025 EO3Q          59 1126
QSO: 21266 PH 2013-03-30 1621 DO3ME         59 0026 SV9GPV        59 1642
QSO: 21205 PH 2013-03-30 1724 DO3ME         59 027 K1LZ          59 1842
QSO: 21204 PH 2013-03-30 1725 DO3ME         59 028 KM3T          59 1771
QSO: 21183 PH 2013-03-30 1726 DO3ME         59 229 VB2T          59 0801
QSO: 21178 PH 2013-03-30 1727 DO3ME         59 0030 VE3DZ         59 1247
QSO: 21153 PH 2013-03-30 1729 DO3ME         59 031 VE3JM         59 0253
QSO: 21226 PH 2013-03-30 1733 DO3ME         59 0032 NE1C          59 0399
QSO: 21302 PH 2013-03-30 1741 DO3ME         59 033 IT9ZGY        59 1054
QSO: 21316 PH 2013-03-30 1743 DO3ME         59 34 KQ2M          59 1109
QSO: 21197 PH 2013-03-31 1101 DO3ME         59 0035 LZ5X          59 1306
QSO: 21193 PH 2013-03-31 1102 DO3ME         59 036 IR9W          59 941
QSO: 21171 PH 2013-03-31 1105 DO3ME         59 0037 EI1A          59 1257
QSO: 21423 PH 2013-03-31 1108 DO3ME         59 38 UN8GV         59 1427
QSO: 28000 PH 2013-03-31 1111 DO3ME         59 39 4L8A          59 269
QSO: 28000 PH 2013-03-31 1113 DO3ME         59 040 D4C           59 1753
QSO: 28532 PH 2013-03-31 1125 DO3ME         59 041 9K2HN         59 1345
QSO: 28470 PH 2013-03-31 1128 DO3ME         59 0042 CW5W          59 2782
QSO: 21368 PH 2013-03-31 1134 DO3ME         59 0043 PW7T          59 1368
QSO: 21389 PH 2013-03-31 1137 DO3ME         59 0044 EI2II         59 0963
QSO: 21392 PH 2013-03-31 1138 DO3ME         59 45 UA3RF         59 756
QSO: 21413 PH 2013-03-31 1138 DO3ME         59 046 SZ3P          59 2094
QSO: 21423 PH 2013-03-31 1141 DO3ME         59 047 RW7M          59 618
QSO: 21000 PH 2013-03-31 1142 DO3ME         59 048 CT1EVE        59 671
QSO: 21446 PH 2013-03-31 1143 DO3ME         59 0049 UR5IFB        59 0751
QSO: 21000 PH 2013-03-31 1149 DO3ME         59 050 TA7EB         59 383
QSO: 21172 PH 2013-03-31 1155 DO3ME         59 0051 PY2OE         59 1881
QSO: 28000 PH 2013-03-31 1251 DO3ME         59 0055 LU5FC         59 2522
QSO: 28504 PH 2013-03-31 1255 DO3ME         59 0053 CV5D          59 1434
QSO: 28000 PH 2013-03-31 1301 DO3ME         59 0054 CR2T          59 0261
QSO: 21388 PH 2013-03-31 1316 DO3ME         59 0055 KC3R          59 2069
QSO: 28466 PH 2013-03-31 1329 DO3ME         59 0057 LR3M          59 1532
QSO: 28000 PH 2013-03-31 1534 DO3ME         59 058 ED8B          59 780
QSO: 21155 PH 2013-03-31 1541 DO3ME         59 059 R3NA          59 747
QSO: 21159 PH 2013-03-31 1542 DO3ME         59 060 VE3EJ         59 3303
QSO: 21172 PH 2013-03-31 1545 DO3ME         59 0061 VA2WA         59 0302
QSO: 21175 PH 2013-03-31 1546 DO3ME         59 62 CF3A          59 3629
QSO: 21187 PH 2013-03-31 1548 DO3ME         59 63 RC6U          59 2678
QSO: 21000 PH 2013-03-31 1550 DO3ME         59 064 A60A          59 1814
QSO: 21194 PH 2013-03-31 1551 DO3ME         59 65 RA7T          59 827
QSO: 21000 PH 2013-03-31 1553 DO3ME         59 66 D3AA          59 892
QSO: 21428 PH 2013-03-31 1557 DO3ME         59 067 A71AM         59 2335
QSO: 21000 PH 2013-03-31 1604 DO3ME         59 0068 WQ2N          59 0729
QSO: 21000 PH 2013-03-31 1605 DO3ME         59 69 KT5J          59 2960
QSO: 21415 PH 2013-03-31 1606 DO3ME         59 0070 WI0WA         59 1550
QSO: 21000 PH 2013-03-31 1621 DO3ME         59 071 PW5G          59 2127
QSO: 21163 PH 2013-03-31 1625 DO3ME         59 0072 VE3UTT        59 1600
QSO: 21170 PH 2013-03-31 1626 DO3ME         59 073 CN2R          59 4636
QSO: 21337 PH 2013-03-31 1647 DO3ME         59 74 WU3A          59 2291
QSO: 21235 PH 2013-03-31 1654 DO3ME         59 0075 W3FV          59 1525
QSO: 21217 PH 2013-03-31 1739 DO3ME         59 076 NQ4I          59 1192
QSO: 21000 PH 2013-03-31 1740 DO3ME         59 77 K3ZO          59 1768
QSO: 21423 PH 2013-03-31 1805 DO3ME         59 079 NV1N          59 1820
QSO: 21000 PH 2013-03-31 1806 DO3ME         59 080 ED7R          59 1352
QSO: 21415 PH 2013-03-31 1808 DO3ME         59 0081 NA3M          59 1109
QSO: 21378 PH 2013-03-31 1949 DO3ME         59 0082 3G3W          59 1118
QSO: 21343 PH 2013-03-31 1955 DO3ME         59 83 6V7S          59 3719
QSO: 21317 PH 2013-03-31 1959 DO3ME         59 084 CR3A          59 3747
QSO: 21178 PH 2013-03-31 2004 DO3ME         59 0085 LR3M          59 1659
QSO: 21158 PH 2013-03-31 2005 DO3ME         59 0086 CE3CT         59 1845
QSO:  3500 PH 2013-03-31 2042 DO3ME         59 87 4L5O          59 996
QSO:  3793 PH 2013-03-31 2043 DO3ME         59 0088 3Z8T          59 1081
QSO:  3787 PH 2013-03-31 2044 DO3ME         59 0089 9A5Y          59 1299
QSO:  3780 PH 2013-03-31 2048 DO3ME         59 090 EB3CW         59 1097
QSO:  3500 PH 2013-03-31 2050 DO3ME         59 091 UU2JM         59 529
QSO:  3500 PH 2013-03-31 2053 DO3ME         59 92 OT5A          59 1200
QSO:  3764 PH 2013-03-31 2054 DO3ME         59 0093 SQ2PHG        59 0458
QSO:  3784 PH 2013-03-31 2057 DO3ME         59 0094 OO7B          59 0129
END-OF-LOG:
