START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: 9A9RR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A9RR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 21292 PH 2013-03-30 1813 9A9RR         59 KK5I          59 398
QSO: 14000 PH 2013-03-30 2124 9A9RR         59 080 IK1HZZ        59 268
QSO: 14000 PH 2013-03-30 2126 9A9RR         59 081 KB1VWQ        59 014
QSO: 14243 PH 2013-03-30 2129 9A9RR         59 0082 PP5ZP         59 0408
QSO: 14000 PH 2013-03-30 2145 9A9RR         59 0084 9A6ARB        59 0182
QSO: 14000 PH 2013-03-30 2157 9A9RR         599 085 F4EJW         599 0042
QSO: 14243 PH 2013-03-30 2202 9A9RR         59 0086 LZ5X          59 0851
QSO: 14284 PH 2013-03-30 2208 9A9RR         59 0087 CE3CT         59 1183
QSO: 14000 PH 2013-03-30 2216 9A9RR         59 0088 PY1TR         59 0097
QSO: 14308 PH 2013-03-30 2218 9A9RR         59 0089 K9CT          59 0987
QSO: 14000 PH 2013-03-30 2219 9A9RR         59 090 NX0X          59 1581
QSO: 14319 PH 2013-03-30 2221 9A9RR         59 0091 ZV2K          59 1013
QSO: 14332 PH 2013-03-30 2223 9A9RR         59 092 II1A          59 1322
QSO: 14340 PH 2013-03-30 2225 9A9RR         59 93 WR3Z          59 1597
QSO: 14325 PH 2013-03-30 2228 9A9RR         59 94 WB2ZAB        59 563
QSO: 14266 PH 2013-03-30 2234 9A9RR         59 096 ES9C          59 1898
QSO: 14213 PH 2013-03-30 2252 9A9RR         59 097 PR5B          59 1642
QSO: 14206 PH 2013-03-30 2253 9A9RR         59 098 HK1NA         59 1750
QSO: 14192 PH 2013-03-30 2256 9A9RR         59 0099 NE1C          59 0825
QSO: 14000 PH 2013-03-30 2257 9A9RR         59 100 D4C           59 2320
QSO: 14154 PH 2013-03-30 2300 9A9RR         59 102 KQ2M          59 1781
QSO: 14256 PH 2013-03-30 2310 9A9RR         59 103 DR1A          59 1690
QSO: 14261 PH 2013-03-30 2312 9A9RR         59 0104 PW7T          59 0926
QSO:  7046 PH 2013-03-30 2320 9A9RR         59 105 CN2R          59 2723
QSO:  7047 PH 2013-03-30 2322 9A9RR         59 106 UP2L          59 2373
QSO:  7073 PH 2013-03-30 2326 9A9RR         59 107 HG7T          59 0567
QSO:  7080 PH 2013-03-30 2329 9A9RR         59 0109 VE9HF         59 1243
QSO:  7084 PH 2013-03-30 2330 9A9RR         59 110 DP6A          59 0694
QSO:  7086 PH 2013-03-30 2331 9A9RR         59 111 ED3X          59 2409
QSO:  7000 PH 2013-03-30 2332 9A9RR         59 112 LN6Q          59 0540
QSO:  7095 PH 2013-03-30 2333 9A9RR         59 113 R6DG          59 245
QSO:  7103 PH 2013-03-30 2335 9A9RR         59 0114 RF9C          59 0966
QSO:  7106 PH 2013-03-30 2336 9A9RR         59 0115 RG3K          59 2295
QSO:  7108 PH 2013-03-30 2336 9A9RR         59 116 RU1A          59 1075
QSO:  7000 PH 2013-03-30 2338 9A9RR         59 118 ED9Z          59 0480
QSO:  7111 PH 2013-03-30 2338 9A9RR         59 117 EA4RCH        59 0860
QSO:  7000 PH 2013-03-30 2341 9A9RR         59 119 A60A          59 449
QSO:  7000 PH 2013-03-30 2343 9A9RR         59 120 D4C           59 1236
QSO:  7128 PH 2013-03-30 2343 9A9RR         59 121 RL3A          59 3343
QSO:  7133 PH 2013-03-30 2348 9A9RR         59 122 K1LZ          59 2462
QSO:  7135 PH 2013-03-30 2348 9A9RR         59 0124 UW7LL         59 1805
QSO:  7144 PH 2013-03-30 2357 9A9RR         59 0125 YT8A          59 1620
QSO:  7146 PH 2013-03-31 0001 9A9RR         59 0126 YP9W          59 1546
QSO:  7149 PH 2013-03-31 0001 9A9RR         59 127 NQ4I          59 1260
QSO:  7153 PH 2013-03-31 0002 9A9RR         59 0128 PW7T          59 0644
QSO:  7000 PH 2013-03-31 0004 9A9RR         59 129 K3ZO          59 954
QSO:  7158 PH 2013-03-31 0008 9A9RR         59 130 DR1A          59 1517
QSO:  7161 PH 2013-03-31 0009 9A9RR         59 0131 OH0V          59 1413
QSO:  7163 PH 2013-03-31 0011 9A9RR         59 0132 KC3R          59 1523
QSO:  7168 PH 2013-03-31 0013 9A9RR         59 133 TM6M          59 0998
QSO:  7172 PH 2013-03-31 0014 9A9RR         59 134 WU3A          59 1394
QSO:  7000 PH 2013-03-31 0016 9A9RR         59 135 OT5A          59 1110
QSO:  7183 PH 2013-03-31 0017 9A9RR         59 136 ES9C          59 1216
QSO:  7185 PH 2013-03-31 0018 9A9RR         59 0137 EA3DUM        59 0136
QSO:  7188 PH 2013-03-31 0020 9A9RR         59 138 EI7M          59 3033
QSO:  7195 PH 2013-03-31 0021 9A9RR         59 139 KM3T          59 2504
QSO:  7199 PH 2013-03-31 0023 9A9RR         59 140 H27A          59 4681
QSO:  7197 PH 2013-03-31 0024 9A9RR         59 141 ED1R          59 2617
QSO:  7155 PH 2013-03-31 0030 9A9RR         59 142 EE1W          59 0752
QSO:  7157 PH 2013-03-31 0034 9A9RR         59 143 OH9W          59 0822
QSO:  7146 PH 2013-03-31 0036 9A9RR         59 0144 WX3B          59 1003
QSO:  7145 PH 2013-03-31 0037 9A9RR         59 145 RM3Q          59 1779
QSO:  7140 PH 2013-03-31 0040 9A9RR         59 0146 RY3D          59 0771
QSO:  7123 PH 2013-03-31 0043 9A9RR         59 147 OM8DD         59 0792
QSO:  7000 PH 2013-03-31 0045 9A9RR         59 0148 UT7E          59 1762
QSO:  7115 PH 2013-03-31 0045 9A9RR         59 0149 PI4DX         59 0252
QSO:  7100 PH 2013-03-31 0050 9A9RR         59 150 YY4DNN        59 0861
QSO:  7097 PH 2013-03-31 0052 9A9RR         59 151 RX1CQ         59 366
QSO:  7085 PH 2013-03-31 0054 9A9RR         59 0152 RY6Y          59 1577
QSO:  7080 PH 2013-03-31 0055 9A9RR         59 153 VB2T          59 1471
QSO:  7071 PH 2013-03-31 0056 9A9RR         59 154 P33W          59 4806
QSO:  7070 PH 2013-03-31 0057 9A9RR         59 155 A71AM         59 0867
QSO:  7066 PH 2013-03-31 0058 9A9RR         59 0156 VE3MIS        59 0598
QSO:  7268 PH 2013-03-31 0100 9A9RR         59 157 OH5Z          59 0659
QSO:  7043 PH 2013-03-31 0101 9A9RR         59 158 8P5A          59 4165
QSO:  7045 PH 2013-03-31 0102 9A9RR         59 159 6V7S          59 2232
QSO:  7000 PH 2013-03-31 0105 9A9RR         59 160 EA3GLB        59 528
QSO:  7000 PH 2013-03-31 0108 9A9RR         59 161 US5ZFT        59 176
QSO:  7087 PH 2013-03-31 0110 9A9RR         59 162 UZ7M          59 963
QSO:  7125 PH 2013-03-31 0111 9A9RR         59 164 LY7A          59 1003
QSO:  7111 PH 2013-03-31 0112 9A9RR         59 163 CF3A          59 2412
QSO:  7130 PH 2013-03-31 0115 9A9RR         59 0165 WB2REM        59 0398
QSO:  7142 PH 2013-03-31 0120 9A9RR         59 0166 CR6P          59 1495
QSO:  7100 PH 2013-03-31 0128 9A9RR         59 167 UR5AS         59 1239
QSO:  7000 PH 2013-03-31 0132 9A9RR         59 168 UP9L          59 788
END-OF-LOG:
