START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: JH1DLD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JH1DLD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 21000 PH 2013-03-30 0142 JH1DLD        59 RA0CGY        59 83
QSO: 21285 PH 2013-03-31 0724 JH1DLD        59 0178 ZM1G          59 0716
QSO: 21312 PH 2013-03-31 0731 JH1DLD        59 179 ES9C          59 0771
QSO: 21318 PH 2013-03-31 0733 JH1DLD        59 0180 OG73X         59 1552
QSO: 21387 PH 2013-03-31 0743 JH1DLD        59 181 RK0W          59 554
QSO: 21200 PH 2013-03-31 0754 JH1DLD        59 182 YT8T          59 0697
QSO: 21334 PH 2013-03-31 0759 JH1DLD        59 138 ED3X          59 2936
QSO: 21351 PH 2013-03-31 0805 JH1DLD        59 186 IW2HAJ        59 1858
QSO: 21346 PH 2013-03-31 0822 JH1DLD        59 0188 R3BA          59 0722
QSO: 21368 PH 2013-03-31 0822 JH1DLD        59 0189 VR2XLN        59 0475
QSO: 21375 PH 2013-03-31 0824 JH1DLD        59 190 IR9W          59 840
QSO: 14000 PH 2013-03-31 0832 JH1DLD        59 0191 DU1AV         59 0926
QSO: 14280 PH 2013-03-31 0834 JH1DLD        59 0192 AH0BT         59 2312
QSO: 14207 PH 2013-03-31 0835 JH1DLD        59 0193 BY5CD         59 0262
QSO: 14186 PH 2013-03-31 0839 JH1DLD        59 0194 3G3W          59 0295
QSO: 14193 PH 2013-03-31 0847 JH1DLD        59 0195 CE3CT         59 1855
QSO: 14215 PH 2013-03-31 0851 JH1DLD        59 0196 CV5D          59 0319
QSO: 14203 PH 2013-03-31 0856 JH1DLD        59 196 TM6M          59 2286
QSO: 14000 PH 2013-03-31 0902 JH1DLD        59 0198 DX50DBT       59 0071
QSO: 14221 PH 2013-03-31 0918 JH1DLD        59 200 D4C           59 3236
QSO: 14178 PH 2013-03-31 0925 JH1DLD        59 201 RM9I          59 2354
QSO: 14000 PH 2013-03-31 0927 JH1DLD        59 0202 VK1CC         59 0764
QSO: 14260 PH 2013-03-31 0931 JH1DLD        59 0203 ZL3X          59 0811
QSO: 21277 PH 2013-03-31 2334 JH1DLD        59 0204 VE7XF         59 0755
QSO: 21329 PH 2013-03-31 2336 JH1DLD        59 215 KX7M          59 1432
QSO: 21227 PH 2013-03-31 2340 JH1DLD        59 207 VE7GL         59 440
QSO: 21000 PH 2013-03-31 2343 JH1DLD        59 208 KW7XX         59 1549
QSO: 21256 PH 2013-03-31 2343 JH1DLD        59 209 AK6W          59 1799
QSO: 21332 PH 2013-03-31 2349 JH1DLD        59 0210 K5RT          59 2192
QSO: 21354 PH 2013-03-31 2351 JH1DLD        59 0211 BG6CJR        59 0113
QSO: 21000 PH 2013-03-31 2359 JH1DLD        59 212 K6JAT         59 589
END-OF-LOG:
