START-OF-LOG: 3.0
LOCATION: DX
CONTEST: CQ-WW-SSB
CALLSIGN: VI3RVAC
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-STATION: FIXED
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-BAND: ALL
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 22041
CLUB: VK CONTEST CLUB
OPERATORS: VK3BQ VK3PH
NAME: Eastern and Mountain District Radio Club
CREATED-BY: VK3AVV VK Contest Log (Ver 3.10)
SOAPBOX: VI3RVAC is a special event callsign to celebrate the 100th Anniversary
QSO: 14229 PH 2014-10-26 1103 VI3RVAC       59  30     KH6QJ         59  31     0
QSO: 14204 PH 2014-10-26 1105 VI3RVAC       59  30     HK1NA         59  09     0
QSO: 14260 PH 2014-10-26 1106 VI3RVAC       59  30     N4BCD         59  04     0
QSO: 14231 PH 2014-10-26 1109 VI3RVAC       59  30     WG0M          59  04     0
QSO: 14231 PH 2014-10-26 1109 VI3RVAC       59  30     K5ZD          59  05     0
QSO: 14231 PH 2014-10-26 1110 VI3RVAC       59  30     NQ4I          59  04     0
QSO: 14231 PH 2014-10-26 1110 VI3RVAC       59  30     W8PR          59  04     0
QSO: 14231 PH 2014-10-26 1111 VI3RVAC       59  30     N4MM          59  05     0
QSO: 14231 PH 2014-10-26 1111 VI3RVAC       59  30     KF2O          59  05     0
QSO: 14231 PH 2014-10-26 1111 VI3RVAC       59  30     KG1E          59  05     0
QSO: 14231 PH 2014-10-26 1112 VI3RVAC       59  30     WB4WXE        59  04     0
QSO: 14231 PH 2014-10-26 1115 VI3RVAC       59  30     W1NT          59  05     0
QSO: 14231 PH 2014-10-26 1116 VI3RVAC       59  30     ZL3X          59  32     0
QSO: 14231 PH 2014-10-26 1116 VI3RVAC       59  30     VP5T          59  08     0
QSO: 14231 PH 2014-10-26 1118 VI3RVAC       59  30     K3MD          59  05     0
QSO: 14231 PH 2014-10-26 1118 VI3RVAC       59  30     W1FJ          59  05     0
QSO: 14231 PH 2014-10-26 1119 VI3RVAC       59  30     ZL1LK         59  32     0
QSO: 14231 PH 2014-10-26 1120 VI3RVAC       59  30     K0BUD         59  04     0
QSO:  7177 PH 2014-10-26 1139 VI3RVAC       59  30     KH7CW         59  31     0
QSO: 14247 PH 2014-10-26 1144 VI3RVAC       59  30     OG2A          59  15     0
QSO: 14300 PH 2014-10-26 1148 VI3RVAC       59  30     DY1YGZ        59  27     0
QSO: 14164 PH 2014-10-26 1153 VI3RVAC       59  30     JA3YBK        59  25     0
QSO: 14176 PH 2014-10-26 1213 VI3RVAC       59  30     JF2XGF        59  25     0
QSO: 21333 PH 2014-10-26 1223 VI3RVAC       59  30     JA2BNN        59  25     0
QSO: 21312 PH 2014-10-26 1226 VI3RVAC       59  30     M0BJL         59  14     0
QSO: 21319 PH 2014-10-26 1228 VI3RVAC       59  30     ES5RW         59  15     0
QSO: 21321 PH 2014-10-26 1234 VI3RVAC       59  30     UW8SM         59  16     0
QSO: 21349 PH 2014-10-26 1238 VI3RVAC       59  30     DF0HQ         59  14     0
QSO: 21303 PH 2014-10-26 1240 VI3RVAC       59  30     OL4A          59  15     0
QSO: 21260 PH 2014-10-26 1243 VI3RVAC       59  30     YB8EDO        59  28     0
QSO: 21221 PH 2014-10-26 1250 VI3RVAC       59  30     SK3W          59  14     0
QSO: 21267 PH 2014-10-26 1252 VI3RVAC       59  30     R7LV          59  16     0
QSO: 21344 PH 2014-10-26 1255 VI3RVAC       59  30     DL2ARD        59  14     0
QSO: 21243 PH 2014-10-26 1259 VI3RVAC       59  30     S52ZW         59  15     0
QSO: 21223 PH 2014-10-26 1300 VI3RVAC       59  30     TM7F          59  14     0
QSO: 21291 PH 2014-10-26 1302 VI3RVAC       59  30     RM3F          59  16     0
QSO: 21375 PH 2014-10-26 1304 VI3RVAC       59  30     VK3GK         59  30     0
QSO: 21189 PH 2014-10-26 1313 VI3RVAC       59  30     G6MC          59  14     0
QSO:  7127 PH 2014-10-26 1323 VI3RVAC       59  30     KL7RA         59  01     0
QSO: 14249 PH 2014-10-26 1338 VI3RVAC       59  30     YB4IR         59  28     0
QSO: 14242 PH 2014-10-26 1340 VI3RVAC       59  30     9A2EU         59  30     0
QSO: 14264 PH 2014-10-26 1345 VI3RVAC       59  30     HG7T          59  15     0
END-OF-LOG:
