START-OF-LOG: 3.0
CALLSIGN: F4ETG
LOCATION: FRANCE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 460010
CREATED-BY: RUMped Ver. 3.2.10  by Tom, DL2RUM
NAME: Olivier Marchal
OPERATORS: F4ETG
SOAPBOX: What a blast ! Year after year, thanks to all!
QSO: 28000 PH 2014-10-26 1114 F4ETG         59      14 K1KI          59       5 0
QSO: 28000 PH 2014-10-26 1114 F4ETG         59      14 YQ6A          59      20 0
QSO: 28000 PH 2014-10-26 1117 F4ETG         59      14 CR6P          59      14 0
QSO: 28000 PH 2014-10-26 1117 F4ETG         59      14 RT3D          59      16 0
QSO: 28000 PH 2014-10-26 1118 F4ETG         59      14 RO5D          59      16 0
QSO: 28000 PH 2014-10-26 1119 F4ETG         59      14 WE3C          59       5 0
QSO: 21000 PH 2014-10-26 1121 F4ETG         59      14 YL3GV         59      15 0
QSO: 21000 PH 2014-10-26 1124 F4ETG         59      14 9A5W          59      15 0
QSO: 21000 PH 2014-10-26 1125 F4ETG         59      14 HA3DX         59      15 0
QSO: 21000 PH 2014-10-26 1126 F4ETG         59      14 OH0Z          59      15 0
QSO: 21000 PH 2014-10-26 1127 F4ETG         59      14 UA2FZ         59      15 0
QSO: 21000 PH 2014-10-26 1128 F4ETG         59      14 K1DG          59       5 0
QSO: 21000 PH 2014-10-26 1128 F4ETG         59      14 K2LE          59       5 0
QSO: 21000 PH 2014-10-26 1133 F4ETG         59      14 LA1K          59      14 0
QSO: 21000 PH 2014-10-26 1134 F4ETG         59      14 LA3S          59      14 0
QSO: 21000 PH 2014-10-26 1135 F4ETG         59      14 OM1DK         59      15 0
QSO: 21000 PH 2014-10-26 1135 F4ETG         59      14 9A4M          59      15 0
QSO: 21000 PH 2014-10-26 1136 F4ETG         59      14 UT8EL         59      16 0
QSO: 21000 PH 2014-10-26 1137 F4ETG         59      14 VE3RA         59       4 0
QSO: 21000 PH 2014-10-26 1138 F4ETG         59      14 ER4LX         59      16 0
QSO: 21000 PH 2014-10-26 1140 F4ETG         59      14 YL1XN         59      15 0
QSO: 21000 PH 2014-10-26 1143 F4ETG         59      14 SN5V          59      15 0
QSO: 21000 PH 2014-10-26 1143 F4ETG         59      14 S50XX         59      15 0
QSO: 21000 PH 2014-10-26 1146 F4ETG         59      14 EE5T          59      14 0
QSO: 21000 PH 2014-10-26 1147 F4ETG         59      14 CN2R          59      33 0
QSO: 21000 PH 2014-10-26 1148 F4ETG         59      14 OM7M          59      15 0
QSO: 14000 PH 2014-10-26 1153 F4ETG         59      14 SP1MGM        59      15 0
QSO: 14000 PH 2014-10-26 1154 F4ETG         59      14 PC2T          59      14 0
QSO: 14000 PH 2014-10-26 1155 F4ETG         59      14 OE5T          59      15 0
QSO: 14000 PH 2014-10-26 1155 F4ETG         59      14 SK3W          59      14 0
QSO: 14000 PH 2014-10-26 1156 F4ETG         59      14 UC2K          59      15 0
QSO: 14000 PH 2014-10-26 1157 F4ETG         59      14 PA8F          59      14 0
QSO: 14000 PH 2014-10-26 1157 F4ETG         59      14 SP9AQF        59      15 0
QSO: 14000 PH 2014-10-26 1158 F4ETG         59      14 PD0MHZ        59      14 0
QSO: 14000 PH 2014-10-26 1159 F4ETG         59      14 IT9AST        59      15 0
QSO: 14000 PH 2014-10-26 1200 F4ETG         59      14 SO9Q          59      15 0
QSO: 14000 PH 2014-10-26 1201 F4ETG         59      14 DM3MM         59      14 0
QSO: 14000 PH 2014-10-26 1205 F4ETG         59      14 HB9EOU        59      14 0
QSO: 14000 PH 2014-10-26 1205 F4ETG         59      14 EE2K          59      14 0
QSO: 14000 PH 2014-10-26 1208 F4ETG         59      14 PA0AGA        59      14 0
QSO: 14000 PH 2014-10-26 1209 F4ETG         59      14 OM6TY         59      15 0
QSO: 14000 PH 2014-10-26 1210 F4ETG         59      14 DJ3WE         59      14 0
QSO: 21000 PH 2014-10-26 1212 F4ETG         59      14 SQ6H          59      15 0
QSO: 21000 PH 2014-10-26 1212 F4ETG         59      14 VE2IM         59       2 0
QSO: 21000 PH 2014-10-26 1213 F4ETG         59      14 ZF2DX         59       8 0
QSO: 21000 PH 2014-10-26 1214 F4ETG         59      14 VA3SWG        59       4 0
QSO: 21000 PH 2014-10-26 1255 F4ETG         59      14 RA3SAE        59      16 0
QSO: 21000 PH 2014-10-26 1258 F4ETG         59      14 EE5M          59      14 0
QSO: 21000 PH 2014-10-26 1301 F4ETG         59      14 B7M           59      24 0
QSO: 21000 PH 2014-10-26 1303 F4ETG         59      14 N2NT          59       5 0
QSO: 21000 PH 2014-10-26 1306 F4ETG         59      14 OH1JD         59      15 0
QSO: 21000 PH 2014-10-26 1307 F4ETG         59      14 EA8/RA1A      59      33 0
QSO: 21000 PH 2014-10-26 1309 F4ETG         59      14 K5TR          59       4 0
QSO: 21000 PH 2014-10-26 1310 F4ETG         59      14 KB1H          59       5 0
QSO: 21000 PH 2014-10-26 1312 F4ETG         59      14 RW9JZ         59      17 0
QSO: 21000 PH 2014-10-26 1312 F4ETG         59      14 TA1CM         59      20 0
QSO: 28000 PH 2014-10-26 1318 F4ETG         59      14 YP0C          59      20 0
QSO: 28000 PH 2014-10-26 1320 F4ETG         59      14 LZ4T          59      20 0
QSO: 28000 PH 2014-10-26 1321 F4ETG         59      14 J42T          59      20 0
QSO: 28000 PH 2014-10-26 1322 F4ETG         59      14 YO3APJ        59      20 0
QSO: 28000 PH 2014-10-26 1323 F4ETG         59      14 YL6W          59      15 0
QSO: 28000 PH 2014-10-26 1325 F4ETG         59      14 V26B          59       8 0
QSO: 28000 PH 2014-10-26 1328 F4ETG         59      14 IW9HRZ        59      33 0
QSO: 28000 PH 2014-10-26 1333 F4ETG         59      14 W8PR          59       4 0
QSO: 28000 PH 2014-10-26 1334 F4ETG         59      14 W1EG          59       5 0
QSO: 28000 PH 2014-10-26 1335 F4ETG         59      14 K4VV          59       5 0
QSO: 28000 PH 2014-10-26 1338 F4ETG         59      14 C4Z           59      20 0
QSO: 28000 PH 2014-10-26 1338 F4ETG         59      14 AB3CX         59       5 0
QSO: 28000 PH 2014-10-26 1341 F4ETG         59      14 OH6CT         59      15 0
QSO: 28000 PH 2014-10-26 1344 F4ETG         59      14 WK1Q          59       5 0
QSO: 28000 PH 2014-10-26 1347 F4ETG         59      14 K2MFY         59       5 0
QSO: 28000 PH 2014-10-26 1348 F4ETG         59      14 N4WW          59       5 0
QSO: 28000 PH 2014-10-26 1350 F4ETG         59      14 N3IQ          59       5 0
QSO: 28000 PH 2014-10-26 1351 F4ETG         59      14 NG3J          59       5 0
QSO: 21000 PH 2014-10-26 1357 F4ETG         59      14 UT1US         59      16 0
QSO: 21000 PH 2014-10-26 1359 F4ETG         59      14 CN2AA         59      33 0
QSO: 28000 PH 2014-10-26 1410 F4ETG         59      14 VE3XN         59       4 0
QSO: 28000 PH 2014-10-26 1411 F4ETG         59      14 WP4SD         59       8 0
QSO: 28000 PH 2014-10-26 1412 F4ETG         59      14 EN0U          59      16 0
QSO: 28000 PH 2014-10-26 1412 F4ETG         59      14 UR3HC         59      16 0
QSO: 28000 PH 2014-10-26 1413 F4ETG         59      14 LY5R          59      15 0
QSO: 28000 PH 2014-10-26 1418 F4ETG         59      14 W2ID          59       5 0
QSO: 28000 PH 2014-10-26 1420 F4ETG         59      14 YR8E          59      20 0
QSO: 28000 PH 2014-10-26 1422 F4ETG         59      14 W1NA          59       5 0
QSO: 28000 PH 2014-10-26 1423 F4ETG         59      14 UT2UU         59      16 0
QSO: 28000 PH 2014-10-26 1423 F4ETG         59      14 K1KP          59       5 0
QSO: 28000 PH 2014-10-26 1424 F4ETG         59      14 R7KZ          59      16 0
QSO: 28000 PH 2014-10-26 1424 F4ETG         59      14 EU1AA         59      16 0
QSO: 28000 PH 2014-10-26 1428 F4ETG         59      14 N2MF          59       5 0
QSO: 28000 PH 2014-10-26 1429 F4ETG         59      14 NP2X          59       8 0
QSO: 28000 PH 2014-10-26 1432 F4ETG         59      14 HK1NA         59       9 0
QSO: 28000 PH 2014-10-26 1436 F4ETG         59      14 KB8U          59       4 0
QSO: 28000 PH 2014-10-26 1438 F4ETG         59      14 K4EU          59       5 0
QSO: 28000 PH 2014-10-26 1439 F4ETG         59      14 K9XV          59       4 0
QSO: 28000 PH 2014-10-26 1440 F4ETG         59      14 W5MX          59       4 0
QSO: 28000 PH 2014-10-26 1441 F4ETG         59      14 NP2P          59       8 0
QSO: 28000 PH 2014-10-26 1443 F4ETG         59      14 VA3SWG        59       4 0
QSO: 28000 PH 2014-10-26 1444 F4ETG         59      14 K8GL          59       4 0
QSO: 28000 PH 2014-10-26 1445 F4ETG         59      14 K0PJ          59       4 0
QSO: 28000 PH 2014-10-26 1445 F4ETG         59      14 UR5IFB        59      16 0
QSO: 28000 PH 2014-10-26 1447 F4ETG         59      14 K0EJ          59       4 0
QSO: 28000 PH 2014-10-26 1448 F4ETG         59      14 N0NI          59       4 0
QSO: 28000 PH 2014-10-26 1448 F4ETG         59      14 AK4QR         59       4 0
QSO: 28000 PH 2014-10-26 1449 F4ETG         59      14 YS1/NP3J      59       7 0
QSO: 21000 PH 2014-10-26 1451 F4ETG         59      14 IK7CMY        59      15 0
QSO: 21000 PH 2014-10-26 1451 F4ETG         59      14 LY5O          59      15 0
QSO: 21000 PH 2014-10-26 1452 F4ETG         59      14 RU9CZD        59      17 0
QSO: 21000 PH 2014-10-26 1453 F4ETG         59      14 TC0F          59      20 0
QSO: 21000 PH 2014-10-26 1456 F4ETG         59      14 UW4E          59      16 0
QSO: 21000 PH 2014-10-26 1456 F4ETG         59      14 N1UR          59       5 0
QSO: 21000 PH 2014-10-26 1457 F4ETG         59      14 IQ0EF         59      15 0
QSO: 21000 PH 2014-10-26 1502 F4ETG         59      14 E2X           59      26 0
QSO: 21000 PH 2014-10-26 1507 F4ETG         59      14 E77A          59      15 0
QSO: 14000 PH 2014-10-26 1508 F4ETG         59      14 IZ2WYA        59      15 0
QSO: 14000 PH 2014-10-26 1509 F4ETG         59      14 IK1HZZ        59      15 0
QSO: 14000 PH 2014-10-26 1512 F4ETG         59      14 EY8MM         59      17 0
QSO: 14000 PH 2014-10-26 1513 F4ETG         59      14 OH4MDY        59      15 0
QSO: 14000 PH 2014-10-26 1514 F4ETG         59      14 LN4C          59      14 0
QSO: 14000 PH 2014-10-26 1515 F4ETG         59      14 R5AJ          59      16 0
QSO: 14000 PH 2014-10-26 1515 F4ETG         59      14 EA1HOE        59      14 0
QSO: 14000 PH 2014-10-26 1516 F4ETG         59      14 SP5LKJ        59      15 0
QSO: 14000 PH 2014-10-26 1517 F4ETG         59      14 S51A          59      15 0
QSO: 14000 PH 2014-10-26 1518 F4ETG         59      14 A71CO         59      21 0
QSO: 14000 PH 2014-10-26 1519 F4ETG         59      14 DJ7MH         59      14 0
QSO: 14000 PH 2014-10-26 1520 F4ETG         59      14 IZ8EYP        59      15 0
QSO: 14000 PH 2014-10-26 1522 F4ETG         59      14 IZ1ZHG        59      15 0
QSO: 14000 PH 2014-10-26 1524 F4ETG         59      14 RU3FM         59      16 0
QSO: 28000 PH 2014-10-26 1535 F4ETG         59      14 R3GV          59      15 0
QSO: 28000 PH 2014-10-26 1535 F4ETG         59      14 RU3VV         59      16 0
QSO: 28000 PH 2014-10-26 1537 F4ETG         59      14 US1MM         59      16 0
QSO: 28000 PH 2014-10-26 1537 F4ETG         59      14 RA3BL         59      16 0
QSO: 28000 PH 2014-10-26 1539 F4ETG         59      14 UX1MH         59      16 0
QSO: 28000 PH 2014-10-26 1543 F4ETG         59      14 W1CTN         59       5 0
QSO: 28000 PH 2014-10-26 1544 F4ETG         59      14 W2BUD         59       5 0
QSO: 28000 PH 2014-10-26 1548 F4ETG         59      14 EA5/LA7VK     59      14 0
QSO: 28000 PH 2014-10-26 1550 F4ETG         59      14 NQ4I          59       5 0
QSO: 28000 PH 2014-10-26 1551 F4ETG         59      14 YV8ER         59       9 0
QSO: 28000 PH 2014-10-26 1552 F4ETG         59      14 CN3A          59      33 0
QSO: 28000 PH 2014-10-26 1600 F4ETG         59      14 PS5A          59      11 0
QSO: 28000 PH 2014-10-26 1602 F4ETG         59      14 W5PR          59       4 0
QSO: 28000 PH 2014-10-26 1607 F4ETG         59      14 N4PN          59       5 0
QSO: 28000 PH 2014-10-26 1608 F4ETG         59      14 AA9A          59       4 0
QSO: 28000 PH 2014-10-26 1608 F4ETG         59      14 K4AB          59       4 0
QSO: 28000 PH 2014-10-26 1609 F4ETG         59      14 W2AW          59       5 0
QSO: 28000 PH 2014-10-26 1609 F4ETG         59      14 N2MM          59       5 0
QSO: 28000 PH 2014-10-26 1612 F4ETG         59      14 K7GM          59       5 0
QSO: 28000 PH 2014-10-26 1614 F4ETG         59      14 ED5O          59      14 0
QSO: 28000 PH 2014-10-26 1615 F4ETG         59      14 W2CG          59       5 0
QSO: 28000 PH 2014-10-26 1616 F4ETG         59      14 K3PP          59       5 0
QSO: 28000 PH 2014-10-26 1618 F4ETG         59      14 N4OX          59       5 0
QSO: 28000 PH 2014-10-26 1620 F4ETG         59      14 N1WRK         59       5 0
QSO: 28000 PH 2014-10-26 1622 F4ETG         59      14 K1LZ          59       5 0
QSO: 28000 PH 2014-10-26 1623 F4ETG         59      14 KD4D          59       5 0
QSO: 28000 PH 2014-10-26 1625 F4ETG         59      14 NW8U          59       5 0
QSO: 28000 PH 2014-10-26 1626 F4ETG         59      14 K0AP          59       4 0
QSO: 28000 PH 2014-10-26 1627 F4ETG         59      14 WA0MHJ        59       4 0
QSO: 28000 PH 2014-10-26 1627 F4ETG         59      14 K1SM          59       5 0
QSO: 14000 PH 2014-10-26 1633 F4ETG         59      14 YO8BFC        59      20 0
QSO: 14000 PH 2014-10-26 1634 F4ETG         59      14 HG4F          59      15 0
QSO: 14000 PH 2014-10-26 1636 F4ETG         59      14 EE5M          59      14 0
QSO: 14000 PH 2014-10-26 1637 F4ETG         59      14 DL1DVE        59      14 0
QSO: 14000 PH 2014-10-26 1639 F4ETG         59      14 IZ7HHO        59      15 0
QSO: 14000 PH 2014-10-26 1641 F4ETG         59      14 R7CA          59      16 0
QSO: 14000 PH 2014-10-26 1642 F4ETG         59      14 IB1B          59      15 0
QSO: 21000 PH 2014-10-26 1644 F4ETG         59      14 IW9FI         59      15 0
QSO: 21000 PH 2014-10-26 1645 F4ETG         59      14 VO1MP         59       5 0
QSO: 21000 PH 2014-10-26 1647 F4ETG         59      14 ED4R          59      14 0
QSO: 21000 PH 2014-10-26 1649 F4ETG         59      14 EN0U          59      16 0
QSO: 21000 PH 2014-10-26 1652 F4ETG         59      14 8S0C          59      14 0
QSO: 21000 PH 2014-10-26 1656 F4ETG         59      14 S57AL         59      15 0
QSO: 28000 PH 2014-10-26 1702 F4ETG         59      14 WX4G          59       5 0
QSO: 28000 PH 2014-10-26 1703 F4ETG         59      14 PU2WDX        59      11 0
QSO: 28000 PH 2014-10-26 1708 F4ETG         59      14 CE6TC         59      12 0
QSO: 28000 PH 2014-10-26 1710 F4ETG         59      14 T46A          59       8 0
QSO: 28000 PH 2014-10-26 1720 F4ETG         59      14 AA5NT         59       4 0
QSO: 28000 PH 2014-10-26 1723 F4ETG         59      14 K5GKC         59       4 0
QSO: 28000 PH 2014-10-26 1922 F4ETG         59      14 IT9JOF        59      15 0
QSO: 28000 PH 2014-10-26 1928 F4ETG         59      14 IT9EWR        59      15 0
QSO: 21000 PH 2014-10-26 1932 F4ETG         59      14 LU5VV         59      13 0
QSO: 21000 PH 2014-10-26 1933 F4ETG         59      14 6Y4K          59       8 0
QSO: 21000 PH 2014-10-26 1933 F4ETG         59      14 IR9Z          59      15 0
QSO: 21000 PH 2014-10-26 1934 F4ETG         59      14 VC2T          59       5 0
QSO: 21000 PH 2014-10-26 1935 F4ETG         59      14 PW1A          59      11 0
QSO: 21000 PH 2014-10-26 1941 F4ETG         59      14 PT2CM         59      11 0
QSO: 21000 PH 2014-10-26 1942 F4ETG         59      14 PY2NY         59      11 0
QSO: 21000 PH 2014-10-26 1944 F4ETG         59      14 KN2M          59       5 0
QSO: 21000 PH 2014-10-26 1946 F4ETG         59      14 HI8EFS        59       8 0
QSO: 21000 PH 2014-10-26 1947 F4ETG         59      14 LU1FAM        59      13 0
QSO: 14000 PH 2014-10-26 2006 F4ETG         59      14 HA9RT         59      15 0
QSO: 14000 PH 2014-10-26 2013 F4ETG         59      14 VE2EBK        59       5 0
QSO: 14000 PH 2014-10-26 2021 F4ETG         59      14 SJ2W          59      14 0
QSO: 14000 PH 2014-10-26 2029 F4ETG         59      14 9A7A          59      15 0
QSO: 14000 PH 2014-10-26 2030 F4ETG         59      14 SP2KPD        59      15 0
QSO: 14000 PH 2014-10-26 2030 F4ETG         59      14 HA3DX         59      15 0
QSO: 14000 PH 2014-10-26 2034 F4ETG         59      14 IB9T          59      15 0
QSO: 14000 PH 2014-10-26 2037 F4ETG         59      14 NV9L          59       4 0
QSO: 14000 PH 2014-10-26 2040 F4ETG         59      14 S52ZW         59      15 0
QSO: 14000 PH 2014-10-26 2042 F4ETG         59      14 K3PP          59       5 0
QSO: 14000 PH 2014-10-26 2043 F4ETG         59      14 N2RM          59       5 0
QSO: 14000 PH 2014-10-26 2045 F4ETG         59      14 WA1Z          59       5 0
QSO: 14000 PH 2014-10-26 2047 F4ETG         59      14 VC2T          59       5 0
QSO: 14000 PH 2014-10-26 2049 F4ETG         59      14 WE3C          59       5 0
QSO: 14000 PH 2014-10-26 2049 F4ETG         59      14 WX3B          59       5 0
QSO: 14000 PH 2014-10-26 2052 F4ETG         59      14 K3CR          59       5 0
QSO:  7000 PH 2014-10-26 2102 F4ETG         59      14 YU5R          59      15 0
QSO:  7000 PH 2014-10-26 2105 F4ETG         59      14 CT1FHL        59      14 0
QSO: 14000 PH 2014-10-26 2114 F4ETG         59      14 K5ZD          59       4 0
QSO: 14000 PH 2014-10-26 2116 F4ETG         59      14 HG6N          59      15 0
QSO:  7000 PH 2014-10-26 2128 F4ETG         59      14 G9V           59      14 0
QSO:  7000 PH 2014-10-26 2132 F4ETG         59      14 PA0O          59      14 0
QSO:  3500 PH 2014-10-26 2136 F4ETG         59      14 M5B           59      14 0
QSO:  7000 PH 2014-10-26 2142 F4ETG         59      14 DL0CS         59      14 0
QSO:  7000 PH 2014-10-26 2144 F4ETG         59      14 II9P          59      15 0
QSO: 14000 PH 2014-10-26 2148 F4ETG         59      14 TM1A          59       9 0
END-OF-LOG:
