START-OF-LOG: 3.0
CALLSIGN: F4ETG
LOCATION: FRANCE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 460010
CREATED-BY: RUMped Ver. 3.2.10  by Tom, DL2RUM
NAME: Olivier Marchal
OPERATORS: F4ETG
SOAPBOX: What a blast ! Year after year, thanks to all!
QSO: 21000 PH 2014-10-25 0931 F4ETG         59      14 ES1O          59      15 0
QSO: 21000 PH 2014-10-25 0932 F4ETG         59      14 SP8R          59      15 0
QSO: 21000 PH 2014-10-25 0932 F4ETG         59      14 SN2M          59      15 0
QSO: 21000 PH 2014-10-25 0932 F4ETG         59      14 PX2A          59      11 0
QSO: 21000 PH 2014-10-25 0933 F4ETG         59      14 R3BM          59      16 0
QSO: 21000 PH 2014-10-25 0933 F4ETG         59      14 CR3L          59      33 0
QSO: 21000 PH 2014-10-25 0934 F4ETG         59      14 P3F           59      20 0
QSO: 21000 PH 2014-10-25 0940 F4ETG         59      14 CN3A          59      33 0
QSO: 21000 PH 2014-10-25 0941 F4ETG         59      14 CT9/R9DX      59      33 0
QSO: 21000 PH 2014-10-25 0941 F4ETG         59      14 TC2BC         59      20 0
QSO: 21000 PH 2014-10-25 0942 F4ETG         59      14 LY2PX         59      15 0
QSO: 21000 PH 2014-10-25 0943 F4ETG         59      14 ED7W          59      14 0
QSO: 21000 PH 2014-10-25 0945 F4ETG         59      14 IT9ESW        59      15 0
QSO: 21000 PH 2014-10-25 0946 F4ETG         59      14 TO2A          59       9 0
QSO: 21000 PH 2014-10-25 0949 F4ETG         59      14 OH2PM         59      15 0
QSO: 21000 PH 2014-10-25 0951 F4ETG         59      14 IT9JOF        59      15 0
QSO: 21000 PH 2014-10-25 0952 F4ETG         59      14 UA9R          59      17 0
QSO: 21000 PH 2014-10-25 0953 F4ETG         59      14 II9K          59      15 0
QSO: 21000 PH 2014-10-25 0953 F4ETG         59      14 EW2A          59      16 0
QSO: 21000 PH 2014-10-25 0956 F4ETG         59      14 LY4T          59      15 0
QSO: 21000 PH 2014-10-25 0957 F4ETG         59      14 SQ9V          59      15 0
QSO: 21000 PH 2014-10-25 0959 F4ETG         59      14 CR6P          59      14 0
QSO: 21000 PH 2014-10-25 0959 F4ETG         59      14 SN5X          59      15 0
QSO: 21000 PH 2014-10-25 1000 F4ETG         59      14 YL9T          59      15 0
QSO: 21000 PH 2014-10-25 1002 F4ETG         59      14 RX1CQ         59      16 0
QSO: 21000 PH 2014-10-25 1003 F4ETG         59      14 YT9M          59      15 0
QSO: 28000 PH 2014-10-25 1005 F4ETG         59      14 YL2KO         59      15 0
QSO: 28000 PH 2014-10-25 1006 F4ETG         59      14 UN6LN         59      17 0
QSO: 28000 PH 2014-10-25 1008 F4ETG         59      14 RT5K          59      16 0
QSO: 28000 PH 2014-10-25 1009 F4ETG         59      14 CN2R          59      33 0
QSO: 28000 PH 2014-10-25 1014 F4ETG         59      14 YL2SM         59      15 0
QSO: 28000 PH 2014-10-25 1014 F4ETG         59      14 EU6ML         59      16 0
QSO: 28000 PH 2014-10-25 1014 F4ETG         59      14 GW9T          59      14 0
QSO: 28000 PH 2014-10-25 1015 F4ETG         59      14 CU7MD         59      14 0
QSO: 28000 PH 2014-10-25 1017 F4ETG         59      14 ZP5AA         59      11 0
QSO: 28000 PH 2014-10-25 1019 F4ETG         59      14 UP9L          59      17 0
QSO: 28000 PH 2014-10-25 1021 F4ETG         59      14 RM5A          59      16 0
QSO: 28000 PH 2014-10-25 1023 F4ETG         59      14 UP0L          59      17 0
QSO: 28000 PH 2014-10-25 1025 F4ETG         59      14 S50K          59      15 0
QSO: 28000 PH 2014-10-25 1026 F4ETG         59      14 C45T          59      20 0
QSO: 28000 PH 2014-10-25 1028 F4ETG         59      14 TF2LL         59      40 0
QSO: 28000 PH 2014-10-25 1033 F4ETG         59      14 ZW5B          59      11 0
QSO: 28000 PH 2014-10-25 1034 F4ETG         59      14 HZ1PS         59      21 0
QSO: 28000 PH 2014-10-25 1035 F4ETG         59      14 OH4BNP        59      15 0
QSO: 28000 PH 2014-10-25 1040 F4ETG         59      14 OH0V          59      15 0
QSO: 28000 PH 2014-10-25 1045 F4ETG         59      14 EW1DO         59      16 0
QSO: 28000 PH 2014-10-25 1046 F4ETG         59      14 LY2W          59      15 0
QSO: 28000 PH 2014-10-25 1047 F4ETG         59      14 EA8CSD        59      33 0
QSO: 28000 PH 2014-10-25 1048 F4ETG         59      14 KC1XX         59       5 0
QSO: 28000 PH 2014-10-25 1052 F4ETG         59      14 VK9XSP        59      29 0
QSO: 28000 PH 2014-10-25 1053 F4ETG         59      14 OH8X          59      15 0
QSO: 28000 PH 2014-10-25 1054 F4ETG         59      14 9K9Z          59      21 0
QSO: 28000 PH 2014-10-25 1055 F4ETG         59      14 LU4FM         59      13 0
QSO: 28000 PH 2014-10-25 1055 F4ETG         59      14 UA9LAO        59      17 0
QSO: 28000 PH 2014-10-25 1057 F4ETG         59      14 PX5E          59      11 0
QSO: 28000 PH 2014-10-25 1059 F4ETG         59      14 J43TR         59      20 0
QSO: 28000 PH 2014-10-25 1100 F4ETG         59      14 TF3CY         59      40 0
QSO: 28000 PH 2014-10-25 1102 F4ETG         59      14 VU2RCT        59      22 0
QSO: 28000 PH 2014-10-25 1102 F4ETG         59      14 EU1A          59      16 0
QSO: 28000 PH 2014-10-25 1103 F4ETG         59      14 CN2AA         59      33 0
QSO: 28000 PH 2014-10-25 1104 F4ETG         59      14 RZ3EC         59      16 0
QSO: 28000 PH 2014-10-25 1104 F4ETG         59      14 OH1NX         59      15 0
QSO: 28000 PH 2014-10-25 1105 F4ETG         59      14 DL2OE         59      14 0
QSO: 28000 PH 2014-10-25 1106 F4ETG         59      14 ES2EZ         59      15 0
QSO: 28000 PH 2014-10-25 1107 F4ETG         59      14 PY2NY         59      11 0
QSO: 28000 PH 2014-10-25 1108 F4ETG         59      14 LT1F          59      13 0
QSO: 28000 PH 2014-10-25 1109 F4ETG         59      14 K1ZR          59       5 0
QSO: 28000 PH 2014-10-25 1110 F4ETG         59      14 RK3DYB        59      16 0
QSO: 28000 PH 2014-10-25 1113 F4ETG         59      14 EF8O          59      33 0
QSO: 28000 PH 2014-10-25 1116 F4ETG         59      14 5R8M          59      39 0
QSO: 28000 PH 2014-10-25 1118 F4ETG         59      14 VO1MP         59       5 0
QSO: 28000 PH 2014-10-25 1118 F4ETG         59      14 UA6ABE        59      16 0
QSO: 28000 PH 2014-10-25 1119 F4ETG         59      14 LY3X          59      15 0
QSO: 28000 PH 2014-10-25 1120 F4ETG         59      14 RA3DNC        59      16 0
QSO: 28000 PH 2014-10-25 1121 F4ETG         59      14 OH5BM         59      15 0
QSO: 28000 PH 2014-10-25 1122 F4ETG         59      14 DM0Y          59      14 0
QSO: 28000 PH 2014-10-25 1126 F4ETG         59      14 BA7JA         59      24 0
QSO: 28000 PH 2014-10-25 1127 F4ETG         59      14 ZD8X          59      36 0
QSO: 28000 PH 2014-10-25 1132 F4ETG         59      14 B7M           59      24 0
QSO: 28000 PH 2014-10-25 1143 F4ETG         59      14 KB1H          59       5 0
QSO: 28000 PH 2014-10-25 1144 F4ETG         59      14 LR1E          59      13 0
QSO: 28000 PH 2014-10-25 1145 F4ETG         59      14 M6T           59      14 0
QSO: 28000 PH 2014-10-25 1147 F4ETG         59      14 K2SSS         59       5 0
QSO: 28000 PH 2014-10-25 1148 F4ETG         59      14 KA1R          59       5 0
QSO: 28000 PH 2014-10-25 1149 F4ETG         59      14 VR2S          59      24 0
QSO: 28000 PH 2014-10-25 1149 F4ETG         59      14 HI3K          59       8 0
QSO: 28000 PH 2014-10-25 1150 F4ETG         59      14 OH9A          59      15 0
QSO: 28000 PH 2014-10-25 1151 F4ETG         59      14 K1SD          59       5 0
QSO: 28000 PH 2014-10-25 1153 F4ETG         59      14 IZ4COW        59      15 0
QSO: 28000 PH 2014-10-25 1153 F4ETG         59      14 K2CYE         59       5 0
QSO: 28000 PH 2014-10-25 1154 F4ETG         59      14 UT8EL         59      16 0
QSO: 28000 PH 2014-10-25 1154 F4ETG         59      14 EA8TC         59      33 0
QSO: 28000 PH 2014-10-25 1154 F4ETG         59      14 K3OO          59       5 0
QSO: 28000 PH 2014-10-25 1156 F4ETG         59      14 UA1NFA        59      16 0
QSO: 28000 PH 2014-10-25 1157 F4ETG         59      14 RN9O          59      18 0
QSO: 28000 PH 2014-10-25 1159 F4ETG         59      14 PQ5B          59      11 0
QSO: 28000 PH 2014-10-25 1202 F4ETG         59      14 UN6GDX        59      17 0
QSO: 28000 PH 2014-10-25 1205 F4ETG         59      14 8P5A          59       8 0
QSO: 28000 PH 2014-10-25 1207 F4ETG         59      14 WX3B          59       5 0
QSO: 28000 PH 2014-10-25 1208 F4ETG         59      14 K3WW          59       5 0
QSO: 28000 PH 2014-10-25 1209 F4ETG         59      14 TC0F          59      20 0
QSO: 28000 PH 2014-10-25 1210 F4ETG         59      14 W2GN          59       5 0
QSO: 28000 PH 2014-10-25 1212 F4ETG         59      14 P40L          59       9 0
QSO: 28000 PH 2014-10-25 1213 F4ETG         59      14 EE5T          59      14 0
QSO: 28000 PH 2014-10-25 1215 F4ETG         59      14 AA3B          59       5 0
QSO: 28000 PH 2014-10-25 1216 F4ETG         59      14 YV1KK         59       9 0
QSO: 28000 PH 2014-10-25 1218 F4ETG         59      14 PT2CM         59      11 0
QSO: 28000 PH 2014-10-25 1219 F4ETG         59      14 B7P           59      24 0
QSO: 28000 PH 2014-10-25 1220 F4ETG         59      14 UX1VT         59      16 0
QSO: 28000 PH 2014-10-25 1221 F4ETG         59      14 UA4DUJ        59      16 0
QSO: 28000 PH 2014-10-25 1223 F4ETG         59      14 N9NC          59       5 0
QSO: 28000 PH 2014-10-25 1225 F4ETG         59      14 K3CR          59       5 0
QSO: 28000 PH 2014-10-25 1226 F4ETG         59      14 RX1CQ         59      16 0
QSO: 28000 PH 2014-10-25 1226 F4ETG         59      14 NR3X          59       5 0
QSO: 28000 PH 2014-10-25 1227 F4ETG         59      14 OK5W          59      15 0
QSO: 28000 PH 2014-10-25 1228 F4ETG         59      14 P40S          59       9 0
QSO: 28000 PH 2014-10-25 1241 F4ETG         59      14 K1DG          59       5 0
QSO: 28000 PH 2014-10-25 1242 F4ETG         59      14 K1BX          59       5 0
QSO: 28000 PH 2014-10-25 1242 F4ETG         59      14 PT5ST         59      11 0
QSO: 28000 PH 2014-10-25 1243 F4ETG         59      14 K1IR          59       5 0
QSO: 28000 PH 2014-10-25 1243 F4ETG         59      14 K3ZM          59       5 0
QSO: 28000 PH 2014-10-25 1245 F4ETG         59      14 W1GD          59       5 0
QSO: 28000 PH 2014-10-25 1247 F4ETG         59      14 ZX2B          59      11 0
QSO: 28000 PH 2014-10-25 1248 F4ETG         59      14 N1EU          59       5 0
QSO: 28000 PH 2014-10-25 1248 F4ETG         59      14 WP4WW         59       8 0
QSO: 21000 PH 2014-10-25 1252 F4ETG         59      14 YU1KN         59      15 0
QSO: 21000 PH 2014-10-25 1253 F4ETG         59      14 VE3EJ         59       4 0
QSO: 21000 PH 2014-10-25 1253 F4ETG         59      14 E78T          59      15 0
QSO: 21000 PH 2014-10-25 1254 F4ETG         59      14 EE9K          59      33 0
QSO: 21000 PH 2014-10-25 1255 F4ETG         59      14 P40L          59       9 0
QSO: 21000 PH 2014-10-25 1256 F4ETG         59      14 VC3V          59       4 0
QSO: 21000 PH 2014-10-25 1258 F4ETG         59      14 PJ4X          59       9 0
QSO: 21000 PH 2014-10-25 1258 F4ETG         59      14 IO7T          59      15 0
QSO: 21000 PH 2014-10-25 1259 F4ETG         59      14 UA6MA         59      16 0
QSO: 21000 PH 2014-10-25 1304 F4ETG         59      14 ED1R          59      14 0
QSO: 21000 PH 2014-10-25 1305 F4ETG         59      14 9A8M          59      15 0
QSO: 21000 PH 2014-10-25 1306 F4ETG         59      14 SO9Q          59      15 0
QSO: 21000 PH 2014-10-25 1306 F4ETG         59      14 YP8T          59      20 0
QSO: 21000 PH 2014-10-25 1307 F4ETG         59      14 SZ3P          59      20 0
QSO: 21000 PH 2014-10-25 1309 F4ETG         59      14 NQ4I          59       5 0
QSO: 21000 PH 2014-10-25 1310 F4ETG         59      14 IQ9BT         59      15 0
QSO: 21000 PH 2014-10-25 1311 F4ETG         59      14 K8AZ          59       4 0
QSO: 21000 PH 2014-10-25 1312 F4ETG         59      14 9A5Y          59      15 0
QSO: 21000 PH 2014-10-25 1312 F4ETG         59      14 IR8C          59      15 0
QSO: 21000 PH 2014-10-25 1314 F4ETG         59      14 A73A          59      21 0
QSO: 21000 PH 2014-10-25 1315 F4ETG         59      14 OL4A          59      15 0
QSO: 21000 PH 2014-10-25 1317 F4ETG         59      14 ED7P          59      14 0
QSO: 21000 PH 2014-10-25 1317 F4ETG         59      14 YP0C          59      20 0
QSO: 21000 PH 2014-10-25 1320 F4ETG         59      14 VP9I          59       5 0
QSO: 21000 PH 2014-10-25 1320 F4ETG         59      14 YU1EL         59      15 0
QSO: 21000 PH 2014-10-25 1321 F4ETG         59      14 RG9A          59      17 0
QSO: 21000 PH 2014-10-25 1323 F4ETG         59      14 YP3A          59      20 0
QSO: 21000 PH 2014-10-25 1323 F4ETG         59      14 VA3YP         59       4 0
QSO: 21000 PH 2014-10-25 1324 F4ETG         59      14 ER3GS         59      16 0
QSO: 21000 PH 2014-10-25 1327 F4ETG         59      14 S52OP         59      15 0
QSO: 21000 PH 2014-10-25 1328 F4ETG         59      14 YL6W          59      15 0
QSO: 21000 PH 2014-10-25 1328 F4ETG         59      14 HG1S          59      15 0
QSO: 21000 PH 2014-10-25 1332 F4ETG         59      14 WK1Q          59       5 0
QSO: 14000 PH 2014-10-25 1334 F4ETG         59      14 EE3K          59      14 0
QSO: 14000 PH 2014-10-25 1335 F4ETG         59      14 GM2T          59      14 0
QSO: 14000 PH 2014-10-25 1336 F4ETG         59      14 IQ2BJ         59      15 0
QSO: 14000 PH 2014-10-25 1336 F4ETG         59      14 DL0GEO        59      14 0
QSO: 14000 PH 2014-10-25 1336 F4ETG         59      14 CR5A          59      14 0
QSO: 14000 PH 2014-10-25 1337 F4ETG         59      14 9A6ZZ         59      15 0
QSO: 14000 PH 2014-10-25 1338 F4ETG         59      14 IQ2DB         59      15 0
QSO: 14000 PH 2014-10-25 1339 F4ETG         59      14 M0SIY         59      14 0
QSO: 14000 PH 2014-10-25 1340 F4ETG         59      14 US5D          59      16 0
QSO: 14000 PH 2014-10-25 1340 F4ETG         59      14 YL7A          59      15 0
QSO: 14000 PH 2014-10-25 1342 F4ETG         59      14 S51CK         59      15 0
QSO: 14000 PH 2014-10-25 1343 F4ETG         59      14 RU9CZD        59      17 0
QSO: 14000 PH 2014-10-25 1345 F4ETG         59      14 DF0HQ         59      14 0
QSO: 14000 PH 2014-10-25 1345 F4ETG         59      14 OE6Z          59      15 0
