START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.179
CALLSIGN: UA0SBQ
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 168336
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
OPERATORS: UA0SBQ
CLUB: RU-QRP CLUB
LOCATION: DX
NAME: VICTOR ANDRUSSHENKO
SOAPBOX: VERY GOOD PROPAGATION ON TEN METERS!
SOAPBOX: RIG(s): FT-817 POWER 5W; ANTENNA(s):   40/80/160M INVERTED VEE;  10/15/20M SPIDER.
QSO: 21038 CW 2011-11-27 1141 UA0SBQ        599 18     OK1IC         599 15
QSO: 21041 CW 2011-11-27 1145 UA0SBQ        599 18     IR1Y          599 15
QSO: 21047 CW 2011-11-27 1147 UA0SBQ        599 18     TM2T          599 14
QSO: 21050 CW 2011-11-27 1148 UA0SBQ        599 18     UY7C          599 16
QSO: 21090 CW 2011-11-27 1201 UA0SBQ        599 18     SA1A          599 14
QSO: 21100 CW 2011-11-27 1202 UA0SBQ        599 18     SK3W          599 14
QSO: 21117 CW 2011-11-27 1206 UA0SBQ        599 18     CT1BQH        599 14
QSO: 21122 CW 2011-11-27 1211 UA0SBQ        599 18     UR5IFB        599 16
QSO: 21132 CW 2011-11-27 1212 UA0SBQ        599 18     YR1A          599 20
QSO: 21103 CW 2011-11-27 1223 UA0SBQ        599 18     ER1OO         599 16
QSO: 21103 CW 2011-11-27 1227 UA0SBQ        599 18     YO9HP         599 20
QSO: 21087 CW 2011-11-27 1228 UA0SBQ        599 18     HA3DX         599 15
QSO: 21044 CW 2011-11-27 1242 UA0SBQ        599 18     RL3A          599 16
QSO: 14090 CW 2011-11-27 1249 UA0SBQ        599 18     OE3K          599 15
QSO: 14068 CW 2011-11-27 1252 UA0SBQ        599 18     S53EO         599 15
QSO: 14067 CW 2011-11-27 1259 UA0SBQ        599 18     OM5WW         599 15
QSO: 14060 CW 2011-11-27 1307 UA0SBQ        599 18     HG7T          599 15
QSO: 14043 CW 2011-11-27 1311 UA0SBQ        599 18     DF0HQ         599 14
QSO: 14019 CW 2011-11-27 1317 UA0SBQ        599 18     YU0T          599 15
QSO:  7020 CW 2011-11-27 1326 UA0SBQ        599 18     JA6SHL        599 25
QSO:  7024 CW 2011-11-27 1334 UA0SBQ        599 18     JA3YBK        599 25
QSO:  7014 CW 2011-11-27 1339 UA0SBQ        599 18     OK3R          599 15
QSO:  7017 CW 2011-11-27 1344 UA0SBQ        599 18     RT4RO         599 16
QSO:  7026 CW 2011-11-27 1354 UA0SBQ        599 18     JA1YPA        599 25
QSO:  3511 CW 2011-11-27 1400 UA0SBQ        599 18     JH1AEP        599 25
QSO:  3517 CW 2011-11-27 1407 UA0SBQ        599 18     RW0CWA        599 19
QSO:  3526 CW 2011-11-27 1512 UA0SBQ        599 18     UA1OMS        599 16
QSO:  7018 CW 2011-11-27 1558 UA0SBQ        599 18     9A1A          599 15
QSO:  7019 CW 2011-11-27 1602 UA0SBQ        599 18     HG1S          599 15
QSO:  7021 CW 2011-11-27 1618 UA0SBQ        599 18     B1C           599 24
QSO:  7042 CW 2011-11-27 1645 UA0SBQ        599 18     YT7A          599 15
QSO:  7055 CW 2011-11-27 1713 UA0SBQ        599 18     EU1A          599 16
QSO:  7053 CW 2011-11-27 1722 UA0SBQ        599 18     LY7A          599 15
QSO:  7035 CW 2011-11-27 1729 UA0SBQ        599 18     UW2ZM         599 16
QSO:  7031 CW 2011-11-27 1748 UA0SBQ        599 18     OL8M          599 15
QSO:  7027 CW 2011-11-27 1756 UA0SBQ        599 18     SN8R          599 15
QSO:  7026 CW 2011-11-27 1800 UA0SBQ        599 18     DR1A          599 14
QSO:  7009 CW 2011-11-27 1816 UA0SBQ        599 18     YU1LA         599 15
QSO:  7014 CW 2011-11-27 1819 UA0SBQ        599 18     SN8C          599 15
QSO:  7008 CW 2011-11-27 1825 UA0SBQ        599 18     HA7RY         599 15
QSO:  1822 CW 2011-11-27 1830 UA0SBQ        599 18     JT5DX         599 23
QSO:  1825 CW 2011-11-27 1939 UA0SBQ        599 18     RC9JWR        599 17
QSO:  7006 CW 2011-11-27 2024 UA0SBQ        599 18     YU1UN         599 15
QSO:  7012 CW 2011-11-27 2027 UA0SBQ        599 18     OM8A          599 15
QSO:  7028 CW 2011-11-27 2030 UA0SBQ        599 18     LY5R          599 15
QSO:  7031 CW 2011-11-27 2034 UA0SBQ        599 18     RT5Z          599 16
QSO:  7063 CW 2011-11-27 2042 UA0SBQ        599 18     S59ABC        599 15
QSO:  7062 CW 2011-11-27 2045 UA0SBQ        599 18     OE3K          599 15
QSO:  7085 CW 2011-11-27 2051 UA0SBQ        599 18     YT6W          599 15
QSO:  7080 CW 2011-11-27 2055 UA0SBQ        599 18     EA5CW         599 14
QSO:  7069 CW 2011-11-27 2057 UA0SBQ        599 18     OL1C          599 15
QSO:  7054 CW 2011-11-27 2100 UA0SBQ        599 18     RZ4FWW        599 16
QSO:  7003 CW 2011-11-27 2112 UA0SBQ        599 18     DF0HQ         599 14
QSO:  7011 CW 2011-11-27 2115 UA0SBQ        599 18     OL3Z          599 15
QSO:  7011 CW 2011-11-27 2118 UA0SBQ        599 18     YT9X          599 15
QSO:  7022 CW 2011-11-27 2121 UA0SBQ        599 18     II1A          599 15
QSO:  7029 CW 2011-11-27 2128 UA0SBQ        599 18     SO8A          599 15
QSO:  7030 CW 2011-11-27 2131 UA0SBQ        599 18     YP8T          599 20
QSO:  7033 CW 2011-11-27 2136 UA0SBQ        599 18     OK5W          599 15
QSO:  7034 CW 2011-11-27 2137 UA0SBQ        599 18     RN3F          599 16
QSO:  7045 CW 2011-11-27 2141 UA0SBQ        599 18     UA3MIF        599 16
QSO:  7052 CW 2011-11-27 2143 UA0SBQ        599 18     SO9Q          599 15
QSO:  7054 CW 2011-11-27 2146 UA0SBQ        599 18     UA1OMS        599 16
QSO:  7054 CW 2011-11-27 2149 UA0SBQ        599 18     RN3BO         599 16
QSO:  7071 CW 2011-11-27 2152 UA0SBQ        599 18     F6KNB         599 14
QSO:  7037 CW 2011-11-27 2224 UA0SBQ        599 18     DR1D          599 14
QSO:  7034 CW 2011-11-27 2225 UA0SBQ        599 18     UZ2M          599 16
QSO:  7031 CW 2011-11-27 2229 UA0SBQ        599 18     IR4M          599 15
QSO:  3516 CW 2011-11-27 2235 UA0SBQ        599 18     RT4F          599 16
QSO:  7013 CW 2011-11-27 2249 UA0SBQ        599 18     RA3AV         599 16
QSO:  7037 CW 2011-11-27 2311 UA0SBQ        599 18     OK2D          599 15
QSO:  7006 CW 2011-11-27 2319 UA0SBQ        599 18     SN7Q          599 15
QSO:  7015 CW 2011-11-27 2323 UA0SBQ        599 18     R3KM          599 16
QSO:  7015 CW 2011-11-27 2325 UA0SBQ        599 18     RM3M          599 16
QSO:  7033 CW 2011-11-27 2335 UA0SBQ        599 18     E7DX          599 15
QSO:  7072 CW 2011-11-27 2341 UA0SBQ        599 18     S58Q          599 15
QSO:  7079 CW 2011-11-27 2344 UA0SBQ        599 18     DJ5QV         599 14
END-OF-LOG:
