START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.9.1
CONTEST: CQ-WW-CW
LOCATION: NH
CALLSIGN: KC1XX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 35394375
OPERATORS: KC1XX W1UE W1FV WA1Z DL1MGB K1EA K1QX N1KWF K1TR W2RQ KM3T
QSO:  3507 CW 2011-11-26 0029 KC1XX         599 5      DF2LH         599 14     0
QSO: 14013 CW 2011-11-26 0030 KC1XX         599 5      UA0LNO        599 19     0
QSO:  7001 CW 2011-11-26 0030 KC1XX         599 5      SP4YPB        599 15     0
QSO: 28035 CW 2011-11-26 0030 KC1XX         599 5      KY2T          599 05     0
QSO: 14013 CW 2011-11-26 0030 KC1XX         599 5      LY7A          599 15     0
QSO:  7001 CW 2011-11-26 0030 KC1XX         599 5      RV4CO         599 16     0
QSO:  1846 CW 2011-11-26 0030 KC1XX         599 5      HK1AA         599 09     0
QSO:  7001 CW 2011-11-26 0031 KC1XX         599 5      YT6W          599 15     0
QSO:  3507 CW 2011-11-26 0031 KC1XX         599 5      S51Z          599 15     0
QSO:  7080 CW 2011-11-26 0031 KC1XX         599 5      VU2PAI        599 22     0
QSO:  7001 CW 2011-11-26 0031 KC1XX         599 5      PA0FAW        599 14     0
QSO: 14013 CW 2011-11-26 0031 KC1XX         599 5      CE2WZ         599 12     0
QSO: 14013 CW 2011-11-26 0032 KC1XX         599 5      TO7A          599 08     0
QSO:  7001 CW 2011-11-26 0032 KC1XX         599 5      YT3B          599 15     0
QSO:  3507 CW 2011-11-26 0032 KC1XX         599 5      OK8DD         599 15     0
QSO: 14013 CW 2011-11-26 0033 KC1XX         599 5      YL3FT         599 15     0
QSO:  7001 CW 2011-11-26 0033 KC1XX         599 5      LZ7H          599 20     0
QSO: 14013 CW 2011-11-26 0033 KC1XX         599 5      RN0JM         599 19     0
QSO:  1836 CW 2011-11-26 0033 KC1XX         599 5      E77CFG        599 15     0
QSO: 14013 CW 2011-11-26 0033 KC1XX         599 5      UA1OMS        599 16     0
QSO:  3507 CW 2011-11-26 0033 KC1XX         599 5      YT6T          599 15     0
QSO:  7001 CW 2011-11-26 0033 KC1XX         599 5      UR5MD         599 16     0
QSO:  7001 CW 2011-11-26 0033 KC1XX         599 5      EA3DU         599 14     0
QSO: 28035 CW 2011-11-26 0034 KC1XX         599 5      NX1T          599 05     0
QSO:  3507 CW 2011-11-26 0034 KC1XX         599 5      OL4W          599 15     0
QSO: 14012 CW 2011-11-26 0034 KC1XX         599 5      NP4Z          599 08     0
QSO:  7001 CW 2011-11-26 0034 KC1XX         599 5      SM6A          599 14     0
QSO: 14013 CW 2011-11-26 0034 KC1XX         599 5      UA9LL         599 17     0
QSO: 14013 CW 2011-11-26 0034 KC1XX         599 5      RK0W          599 18     0
QSO:  7001 CW 2011-11-26 0034 KC1XX         599 5      PI4KGL        599 14     0
QSO:  3507 CW 2011-11-26 0034 KC1XX         599 5      PA2REH        599 14     0
QSO:  7033 CW 2011-11-26 0035 KC1XX         599 5      VP2V/N3DXX    599 08     0
QSO:  7001 CW 2011-11-26 0035 KC1XX         599 5      EV1R          599 16     0
QSO:  7001 CW 2011-11-26 0035 KC1XX         599 5      EA2DK         599 14     0
QSO:  3507 CW 2011-11-26 0035 KC1XX         599 5      HA6VA         599 15     0
QSO:  7001 CW 2011-11-26 0035 KC1XX         599 5      OH3XR         599 15     0
QSO: 14013 CW 2011-11-26 0035 KC1XX         599 5      JH0NEC        599 25     0
QSO:  3507 CW 2011-11-26 0035 KC1XX         599 5      G3MPB         599 14     0
QSO:  1825 CW 2011-11-26 0036 KC1XX         599 5      UV5U          599 16     0
QSO:  3507 CW 2011-11-26 0036 KC1XX         599 5      EI9KC         599 14     0
QSO:  7041 CW 2011-11-26 0036 KC1XX         599 5      TO7A          599 08     0
QSO:  7001 CW 2011-11-26 0036 KC1XX         599 5      YO2MJZ        599 20     0
QSO:  3507 CW 2011-11-26 0036 KC1XX         599 5      DL1TPY        599 14     0
QSO:  7001 CW 2011-11-26 0036 KC1XX         599 5      G3VPM         599 14     0
QSO: 14013 CW 2011-11-26 0036 KC1XX         599 5      7K4GUR        599 25     0
QSO:  7029 CW 2011-11-26 0036 KC1XX         599 5      EL2A          599 35     0
QSO:  7001 CW 2011-11-26 0037 KC1XX         599 5      DL3RCG        599 14     0
QSO: 14013 CW 2011-11-26 0037 KC1XX         599 5      JE1RRK        599 25     0
QSO:  1823 CW 2011-11-26 0037 KC1XX         599 5      LZ9W          599 20     0
QSO:  3507 CW 2011-11-26 0037 KC1XX         599 5      UW5M          599 16     0
QSO: 14013 CW 2011-11-26 0037 KC1XX         599 5      UA1ZZ         599 16     0
QSO:  7001 CW 2011-11-26 0037 KC1XX         599 5      RL3DF         599 16     0
QSO:  3507 CW 2011-11-26 0037 KC1XX         599 5      GI9Q          599 14     0
QSO:  1822 CW 2011-11-26 0038 KC1XX         599 5      GW5R          599 14     0
QSO:  7001 CW 2011-11-26 0038 KC1XX         599 5      R3KM          599 16     0
QSO:  3507 CW 2011-11-26 0038 KC1XX         599 5      OK7T          599 15     0
QSO: 14057 CW 2011-11-26 0038 KC1XX         599 5      YN2CC         599 07     0
QSO:  7001 CW 2011-11-26 0038 KC1XX         599 5      UX3MX         599 16     0
QSO:  3507 CW 2011-11-26 0038 KC1XX         599 5      SP7FAH        599 15     0
QSO:  3507 CW 2011-11-26 0039 KC1XX         599 5      RX3DBH        599 16     0
QSO: 14013 CW 2011-11-26 0039 KC1XX         599 5      UA0QBR        599 19     0
QSO:  3507 CW 2011-11-26 0039 KC1XX         599 5      RN1CM         599 16     0
QSO:  7001 CW 2011-11-26 0039 KC1XX         599 5      I3JSS         599 15     0
QSO:  7001 CW 2011-11-26 0039 KC1XX         599 5      SP2LNW        599 15     0
QSO:  3507 CW 2011-11-26 0039 KC1XX         599 5      DK3FW         599 14     0
QSO:  3507 CW 2011-11-26 0039 KC1XX         599 5      RU3QR         599 16     0
QSO:  7001 CW 2011-11-26 0040 KC1XX         599 5      DP5W          599 14     0
QSO:  3507 CW 2011-11-26 0040 KC1XX         599 5      M0AEK         599 14     0
QSO: 14013 CW 2011-11-26 0040 KC1XX         599 5      UA0SR         599 18     0
QSO:  3507 CW 2011-11-26 0040 KC1XX         599 5      OH8FKU        599 15     0
QSO:  7001 CW 2011-11-26 0041 KC1XX         599 5      YU5R          599 15     0
QSO:  7001 CW 2011-11-26 0041 KC1XX         599 5      IR2R          599 15     0
QSO:  3507 CW 2011-11-26 0041 KC1XX         599 5      EI8JX         599 14     0
QSO:  1813 CW 2011-11-26 0041 KC1XX         599 5      R3DX          599 16     0
QSO:  3507 CW 2011-11-26 0041 KC1XX         599 5      MM3N          599 14     0
QSO:  7001 CW 2011-11-26 0041 KC1XX         599 5      DJ5AN         599 14     0
