START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-SSB
CALLSIGN: F1BGY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F1BGY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-SSB SAC/SSB/2025.
QSO: 21256 PH 2025-10-11 1408 F1BGY         59 OH7K          59 117
QSO:  7182 PH 2025-10-11 2047 F1BGY         59 71 SK3W          59 260
QSO:  7179 PH 2025-10-11 2048 F1BGY         59 72 SK6AW         59 193
QSO:  7156 PH 2025-10-11 2054 F1BGY         59 74 SE0X          59 636
QSO:  7150 PH 2025-10-11 2055 F1BGY         59 75 SJ3A          59 360
QSO:  7130 PH 2025-10-11 2057 F1BGY         59 77 OH5GIO        59 153
QSO:  7137 PH 2025-10-11 2057 F1BGY         59 76 OH2T          59 696
QSO:  7091 PH 2025-10-11 2100 F1BGY         59 78 SK0QO         59 265
QSO:  7116 PH 2025-10-11 2102 F1BGY         59 79 LB4UH         59 335
QSO:  7144 PH 2025-10-11 2104 F1BGY         59 80 SB7S          59 515
QSO:  7174 PH 2025-10-11 2108 F1BGY         59 81 SG0X          59 584
QSO:  7182 PH 2025-10-11 2109 F1BGY         59 82 SK3W          59 279
QSO:  7189 PH 2025-10-11 2110 F1BGY         59 83 SC5C          59 431
QSO:  7195 PH 2025-10-11 2111 F1BGY         59 84 OH1NA         59 507
QSO:  7141 PH 2025-10-11 2114 F1BGY         59 85 OH8WW         59 303
QSO: 21277 PH 2025-10-12 0858 F1BGY         59 86 OH1VR         59 234
END-OF-LOG:
