START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-SSB
CALLSIGN: F1FPL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F1FPL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-SSB SAC/SSB/2025.
QSO: 21212 PH 2025-10-11 1520 F1FPL         59 SA0IAT        59 183
QSO: 14139 PH 2025-10-11 1707 F1FPL         59 47 OZ1D          59 135
QSO: 14125 PH 2025-10-11 1708 F1FPL         59 48 8S8S          59 383
QSO: 14162 PH 2025-10-11 1709 F1FPL         59 49 SD7X          59 200
QSO: 14184 PH 2025-10-11 1710 F1FPL         59 50 LN2T          59 285
QSO: 14188 PH 2025-10-11 1711 F1FPL         59 51 LC7W          59 171
QSO: 14189 PH 2025-10-11 1711 F1FPL         59 52 LB3AG         59 180
QSO: 14191 PH 2025-10-11 1712 F1FPL         59 53 OG5O          59 321
QSO: 14195 PH 2025-10-11 1713 F1FPL         59 54 SM8T          59 256
QSO: 14200 PH 2025-10-11 1714 F1FPL         59 55 SK3W          59 342
QSO: 14205 PH 2025-10-11 1715 F1FPL         59 56 SJ3A          59 253
QSO: 14210 PH 2025-10-11 1715 F1FPL         59 57 LA8OM         59 332
QSO: 14000 PH 2025-10-11 1716 F1FPL         59 58 OH4BCS        59 301
QSO: 14219 PH 2025-10-11 1717 F1FPL         59 59 OH8X          59 488
QSO: 14222 PH 2025-10-11 1717 F1FPL         59 60 OF9X          59 304
QSO: 14253 PH 2025-10-11 1719 F1FPL         59 61 OH3Z          59 197
QSO: 14258 PH 2025-10-11 1719 F1FPL         59 62 SK6AW         59 186
QSO: 14260 PH 2025-10-11 1719 F1FPL         59 63 SB7S          59 285
QSO: 14263 PH 2025-10-11 1720 F1FPL         59 64 LA7WRA        59 118
QSO: 14266 PH 2025-10-11 1721 F1FPL         59 65 OH2BKX        59 216
QSO: 14273 PH 2025-10-11 1722 F1FPL         59 66 OH2T          59 478
QSO: 14285 PH 2025-10-11 1723 F1FPL         59 67 SG0X          59 422
QSO: 14272 PH 2025-10-11 1724 F1FPL         59 68 SM6MVE        59 154
QSO: 14000 PH 2025-10-11 1726 F1FPL         59 69 SM5INC        59 279
QSO: 14242 PH 2025-10-11 1727 F1FPL         59 70 OH8L          59 299
QSO: 14227 PH 2025-10-11 1728 F1FPL         59 71 OH2OA         59 209
QSO:  7197 PH 2025-10-11 2050 F1FPL         59 72 OH0V          59 509
QSO:  7194 PH 2025-10-11 2051 F1FPL         59 74 OG6N          59 627
QSO:  7195 PH 2025-10-11 2051 F1FPL         59 73 OH1NA         59 493
QSO:  7187 PH 2025-10-11 2052 F1FPL         59 76 OG3B          59 623
QSO:  7189 PH 2025-10-11 2052 F1FPL         59 75 SF5O          59 13
QSO:  7184 PH 2025-10-11 2053 F1FPL         59 77 OH8X          59 737
QSO:  7182 PH 2025-10-11 2054 F1FPL         59 78 SK3W          59 266
QSO:  7166 PH 2025-10-11 2056 F1FPL         59 80 LN8W          59 247
QSO:  7174 PH 2025-10-11 2056 F1FPL         59 79 SG0X          59 573
QSO:  7162 PH 2025-10-11 2058 F1FPL         59 82 SK6AW         59 196
QSO:  7163 PH 2025-10-11 2058 F1FPL         59 81 OI3V          59 562
QSO:  7156 PH 2025-10-11 2059 F1FPL         59 83 SE0X          59 644
QSO:  7141 PH 2025-10-11 2100 F1FPL         59 85 OH8WW         59 285
QSO:  7154 PH 2025-10-11 2100 F1FPL         59 84 SE5E          59 769
QSO:  7136 PH 2025-10-11 2101 F1FPL         59 86 OG1F          59 936
QSO:  7116 PH 2025-10-11 2102 F1FPL         59 87 LB4UH         59 333
QSO:  7130 PH 2025-10-11 2104 F1FPL         59 88 OH5GIO        59 166
QSO:  7134 PH 2025-10-11 2105 F1FPL         59 89 OH6MSZ        59 597
QSO:  7137 PH 2025-10-11 2105 F1FPL         59 90 OH2T          59 704
QSO:  7139 PH 2025-10-11 2107 F1FPL         59 91 SC3A          59 105
QSO:  7144 PH 2025-10-11 2108 F1FPL         59 92 SB7S          59 518
QSO:  7150 PH 2025-10-11 2109 F1FPL         59 93 SJ3A          59 375
QSO:  7000 PH 2025-10-11 2112 F1FPL         59 95 OH4BCS        59 486
QSO:  7198 PH 2025-10-11 2115 F1FPL         59 96 LA7WRA        59 200
QSO:  7150 PH 2025-10-11 2116 F1FPL         59 97 OH5YL         59 36
QSO:  7188 PH 2025-10-11 2117 F1FPL         59 98 OZ5W          59 123
QSO:  7168 PH 2025-10-11 2122 F1FPL         59 99 OI5AY         59 137
QSO:  7173 PH 2025-10-11 2124 F1FPL         59 100 SM5EPO        59 417
QSO:  3767 PH 2025-10-11 2131 F1FPL         59 101 SE0X          59 666
QSO:  3793 PH 2025-10-11 2137 F1FPL         59 102 OG3B          59 655
QSO:  3779 PH 2025-10-11 2138 F1FPL         59 103 SK3W          59 111
QSO:  3500 PH 2025-10-11 2143 F1FPL         59 104 SM5INC        59 511
QSO:  3745 PH 2025-10-11 2143 F1FPL         59 105 SB7S          59 534
QSO:  3749 PH 2025-10-11 2147 F1FPL         59 106 SK0QO         59 307
QSO:  3753 PH 2025-10-11 2147 F1FPL         59 107 OI3V          59 579
QSO:  3765 PH 2025-10-11 2149 F1FPL         59 108 OH6RX         59 998
QSO:  3786 PH 2025-10-11 2151 F1FPL         59 109 OZ4GM         59 84
QSO:  3790 PH 2025-10-11 2152 F1FPL         59 110 LN8W          59 108
QSO:  3743 PH 2025-10-11 2156 F1FPL         59 111 SE5E          59 809
QSO:  3775 PH 2025-10-11 2200 F1FPL         59 112 SC5C          59 435
QSO:  3772 PH 2025-10-11 2201 F1FPL         59 113 OH8K          59 586
QSO:  3790 PH 2025-10-11 2202 F1FPL         59 114 OH2R          59 735
QSO:  3764 PH 2025-10-11 2205 F1FPL         59 115 OY1R          59 669
QSO:  3756 PH 2025-10-11 2207 F1FPL         59 116 SM8T          59 358
QSO:  3500 PH 2025-10-11 2209 F1FPL         59 117 SK6BA         59 306
QSO:  7141 PH 2025-10-12 0714 F1FPL         59 118 OH6RX         59 1374
QSO:  7160 PH 2025-10-12 0715 F1FPL         59 119 SJ2W          59 1553
QSO:  7189 PH 2025-10-12 0801 F1FPL         59 120 LN2T          59 211
QSO:  7195 PH 2025-10-12 0801 F1FPL         59 121 OZ0MF         59 691
QSO:  7198 PH 2025-10-12 0803 F1FPL         59 122 OG7A          59 311
QSO:  7173 PH 2025-10-12 0807 F1FPL         59 123 -1 OZ3PY         59 261
END-OF-LOG:
