START-OF-LOG: 3.0
CALLSIGN: PP5JY
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 64052
NAME: Joaquim Rangel Codeco
LOCATION: DX
OPERATORS: PP5JY
CLUB: ARAUCARIA DX GROUP
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.4946.0
SOAPBOX: We did have fun for the some hours we opereted.
QSO: 21000 PH 2015-10-25 0932 PP5JY         59  11     CR6T          59  14
QSO: 21000 PH 2015-10-25 0933 PP5JY         59  11     EA3CCN        59  14
QSO: 21000 PH 2015-10-25 0936 PP5JY         59  11     EA8AVJ        59  33
QSO: 21000 PH 2015-10-25 0938 PP5JY         59  11     EA1FDI        59  14
QSO: 21000 PH 2015-10-25 0940 PP5JY         59  11     CN2AA         59  33
QSO: 21000 PH 2015-10-25 0941 PP5JY         59  11     4L0A          59  21
QSO: 21000 PH 2015-10-25 0948 PP5JY         59  11     YL3CW         59  15
QSO: 21000 PH 2015-10-25 0951 PP5JY         59  11     DL2ARD        59  14
QSO: 21000 PH 2015-10-25 0955 PP5JY         59  11     RT5Z          59  16
QSO: 21000 PH 2015-10-25 0957 PP5JY         59  11     RW9USA        59  18
QSO: 21000 PH 2015-10-25 0957 PP5JY         59  11     RT5K          59  16
QSO: 21000 PH 2015-10-25 0957 PP5JY         59  11     OH8X          59  15
QSO: 21000 PH 2015-10-25 0958 PP5JY         59  11     CU4DX         59  14
QSO: 21000 PH 2015-10-25 0959 PP5JY         59  11     LB8IB         59  14
QSO: 21000 PH 2015-10-25 1001 PP5JY         59  11     LY5Y          59  15
QSO: 21000 PH 2015-10-25 1005 PP5JY         59  11     OK7M          59  15
QSO: 21000 PH 2015-10-25 1007 PP5JY         59  11     PR7AA         59  11
QSO: 21000 PH 2015-10-25 1008 PP5JY         59  11     PR7AB         59  11
QSO: 21000 PH 2015-10-25 1323 PP5JY         59  11     CQ8CQ         59  14
QSO: 21000 PH 2015-10-25 1328 PP5JY         59  11     AA3B          59  05
QSO: 28000 PH 2015-10-25 1329 PP5JY         59  11     LU8YE         59  13
QSO: 28000 PH 2015-10-25 1330 PP5JY         59  11     PU5AGM        59  11
QSO: 28000 PH 2015-10-25 1337 PP5JY         59  11     YT7R          59  15
QSO: 28000 PH 2015-10-25 1338 PP5JY         59  11     ED5N          59  14
QSO: 28000 PH 2015-10-25 1341 PP5JY         59  11     EF8R          59  33
QSO: 28000 PH 2015-10-25 1342 PP5JY         59  11     OT5A          59  14
QSO: 28000 PH 2015-10-25 1345 PP5JY         59  11     TK/PB8DX      59  15
QSO: 28000 PH 2015-10-25 1346 PP5JY         59  11     US5D          59  16
QSO: 28000 PH 2015-10-25 1349 PP5JY         59  11     EA8CSD        59  33
QSO: 28000 PH 2015-10-25 1351 PP5JY         59  11     PI4CC         59  14
QSO: 28000 PH 2015-10-25 1353 PP5JY         59  11     R3AA          59  16
QSO: 28000 PH 2015-10-25 1353 PP5JY         59  11     EU1AA         59  16
QSO: 28000 PH 2015-10-25 1355 PP5JY         59  11     DL0CS         59  14
QSO: 28000 PH 2015-10-25 1357 PP5JY         59  11     CT3HF         59  33
QSO: 28000 PH 2015-10-25 1359 PP5JY         59  11     DJ4RP         59  14
QSO: 28000 PH 2015-10-25 1403 PP5JY         59  11     OH6ECM        59  15
QSO: 28000 PH 2015-10-25 1406 PP5JY         59  11     LU5VV         59  13
QSO: 28000 PH 2015-10-25 1408 PP5JY         59  11     OL7T          59  15
QSO: 28000 PH 2015-10-25 1410 PP5JY         59  11     A73A          59  21
QSO: 28000 PH 2015-10-25 1414 PP5JY         59  11     IK2YCW        59  15
QSO: 28000 PH 2015-10-25 1415 PP5JY         59  11     CN3A          59  33
QSO: 28000 PH 2015-10-25 1416 PP5JY         59  11     9A1A          59  15
QSO: 28000 PH 2015-10-25 1416 PP5JY         59  11     DK3T          59  14
QSO: 28000 PH 2015-10-25 1419 PP5JY         59  11     P33W          59  20
QSO: 28000 PH 2015-10-25 1420 PP5JY         59  11     E7DX          59  15
QSO: 28000 PH 2015-10-25 1423 PP5JY         59  11     EG2ATU        59  14
QSO: 28000 PH 2015-10-25 1424 PP5JY         59  11     PA0AA         59  14
QSO: 28000 PH 2015-10-25 1425 PP5JY         59  11     DK5QN         59  14
QSO: 28000 PH 2015-10-25 1426 PP5JY         59  11     ED4P          59  14
QSO: 28000 PH 2015-10-25 1429 PP5JY         59  11     4X7R          59  20
QSO: 28000 PH 2015-10-25 1431 PP5JY         59  11     9A1P          59  15
QSO: 28000 PH 2015-10-25 1433 PP5JY         59  11     EE7Y          59  14
QSO: 28000 PH 2015-10-25 1433 PP5JY         59  11     SO4R          59  15
QSO: 28000 PH 2015-10-25 1434 PP5JY         59  11     YL2KO         59  15
QSO: 28000 PH 2015-10-25 1437 PP5JY         59  11     CT7ACG        59  14
QSO: 28000 PH 2015-10-25 1439 PP5JY         59  11     OO5G          59  14
QSO: 28000 PH 2015-10-25 1446 PP5JY         59  11     PA0AGA        59  14
QSO: 28000 PH 2015-10-25 1738 PP5JY         59  11     WK1Q          59  05
QSO: 28000 PH 2015-10-25 1742 PP5JY         59  11     P49Y          59  09
QSO: 28000 PH 2015-10-25 1751 PP5JY         59  11     TO2A          59  09
QSO: 28000 PH 2015-10-25 1754 PP5JY         59  11     IB9T          59  15
QSO: 28000 PH 2015-10-25 1755 PP5JY         59  11     PR7AB         59  11
QSO: 28000 PH 2015-10-25 1758 PP5JY         59  11     A71CV         59  21
QSO: 28000 PH 2015-10-25 1759 PP5JY         59  11     CA3LMO        59  12
QSO: 28000 PH 2015-10-25 1801 PP5JY         59  11     W5PR          59  04
QSO: 28000 PH 2015-10-25 1802 PP5JY         59  11     PY7VI         59  11
QSO: 28000 PH 2015-10-25 1806 PP5JY         59  11     CB3W          59  12
QSO: 28000 PH 2015-10-25 1809 PP5JY         59  11     N3RS          59  05
QSO: 28000 PH 2015-10-25 1814 PP5JY         59  11     3G6S          59  12
QSO: 28000 PH 2015-10-25 1815 PP5JY         59  11     V3A           59  07
QSO: 28000 PH 2015-10-25 1816 PP5JY         59  11     ZW5B          59  11
QSO: 28000 PH 2015-10-25 1819 PP5JY         59  11     PJ2T          59  09
QSO: 28000 PH 2015-10-25 1824 PP5JY         59  11     P40W          59  09
QSO: 28000 PH 2015-10-25 1826 PP5JY         59  11     VE5ZX         59  04
QSO: 28000 PH 2015-10-25 1832 PP5JY         59  11     YY4KCV        59  09
QSO: 28000 PH 2015-10-25 1833 PP5JY         59  11     LP1H          59  13
QSO: 28000 PH 2015-10-25 1835 PP5JY         59  11     K2SSS         59  05
QSO: 28000 PH 2015-10-25 1836 PP5JY         59  11     PJ4Q          59  09
QSO: 28000 PH 2015-10-25 1837 PP5JY         59  11     CE3CT         59  12
QSO: 28000 PH 2015-10-25 1838 PP5JY         59  11     NP2P          59  08
QSO: 28000 PH 2015-10-25 1840 PP5JY         59  11     NQ4I          59  05
QSO: 21000 PH 2015-10-25 1852 PP5JY         59  11     CT7AIU        59  14
QSO: 21000 PH 2015-10-25 1855 PP5JY         59  11     ED9K          59  33
QSO: 21000 PH 2015-10-25 1856 PP5JY         59  11     CN2R          59  33
QSO: 21000 PH 2015-10-25 1859 PP5JY         59  11     ED8X          59  33
QSO: 21000 PH 2015-10-25 1904 PP5JY         59  11     EA8MT         59  33
QSO: 21000 PH 2015-10-25 1905 PP5JY         59  11     ED5N          59  14
QSO: 21000 PH 2015-10-25 1909 PP5JY         59  11     OE3K          59  15
QSO: 21000 PH 2015-10-25 1910 PP5JY         59  11     CX4RX         59  13
QSO: 21000 PH 2015-10-25 1910 PP5JY         59  11     XR6T          59  12
QSO: 21000 PH 2015-10-25 1911 PP5JY         59  11     CV3D          59  13
QSO: 21000 PH 2015-10-25 1912 PP5JY         59  11     EE1G          59  14
QSO: 21000 PH 2015-10-25 1917 PP5JY         59  11     EF8U          59  33
QSO: 14000 PH 2015-10-25 1922 PP5JY         59  11     CN3A          59  33
QSO: 14000 PH 2015-10-25 1923 PP5JY         59  11     9A7A          59  15
QSO: 14000 PH 2015-10-25 2113 PP5JY         59  11     CR5C          59  14
QSO: 14000 PH 2015-10-25 2117 PP5JY         59  11     JA3YBK        59  25
QSO: 14000 PH 2015-10-25 2118 PP5JY         59  11     CV3D          59  13
QSO: 14000 PH 2015-10-25 2119 PP5JY         59  11     ZP9MCE        59  11
QSO: 28000 PH 2015-10-25 2125 PP5JY         59  11     N4TZ          59  04
QSO:  7000 PH 2015-10-25 2132 PP5JY         59  11     PY5QW         59  11
QSO: 14000 PH 2015-10-25 2140 PP5JY         59  11     CB1H          59  12
QSO: 28000 PH 2015-10-25 2142 PP5JY         59  11     CX2DK         59  13
QSO: 28000 PH 2015-10-25 2202 PP5JY         59  11     K0JPL         59  04
QSO: 28000 PH 2015-10-25 2210 PP5JY         59  11     OA4TT         59  10
QSO: 28000 PH 2015-10-25 2214 PP5JY         59  11     JH4MYN        59  25
QSO: 28000 PH 2015-10-25 2215 PP5JY         59  11     VE7BC         59  03
QSO: 28000 PH 2015-10-25 2218 PP5JY         59  11     HK1NA         59  09
QSO: 28000 PH 2015-10-25 2219 PP5JY         59  11     3G3O          59  12
QSO: 28000 PH 2015-10-25 2220 PP5JY         59  11     NR5M          59  04
QSO: 28000 PH 2015-10-25 2223 PP5JY         59  11     K7AR          59  03
QSO: 28000 PH 2015-10-25 2223 PP5JY         59  11     K7RL          59  03
QSO: 28000 PH 2015-10-25 2225 PP5JY         59  11     JA7JAN        59  25
QSO: 28000 PH 2015-10-25 2227 PP5JY         59  11     KH6/AA4V      59  31
QSO: 28000 PH 2015-10-25 2232 PP5JY         59  11     W5CT          59  04
QSO: 28000 PH 2015-10-25 2236 PP5JY         59  11     JA7OWD        59  25
QSO: 28000 PH 2015-10-25 2239 PP5JY         59  11     KH7HM         59  31
QSO: 28000 PH 2015-10-25 2240 PP5JY         59  11     WA0YK         59  03
QSO: 28000 PH 2015-10-25 2242 PP5JY         59  11     W4LT          59  05
QSO: 28000 PH 2015-10-25 2243 PP5JY         59  11     WQ6X          59  03
QSO: 28000 PH 2015-10-25 2245 PP5JY         59  11     JA3YBK        59  25
END-OF-LOG:
