START-OF-LOG: 3.0
CALLSIGN: MM3T
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 501426
NAME: Douglas Maxwell
LOCATION: DX
OPERATORS: GM0ELP
CLUB: Lanarkshire Contest Group
CERTIFICATE: NO
CREATED-BY: Win-Test 4.18.0
SOAPBOX: Elecraft K3 and OCFD. Lots of stations from Eastern Europe and Russia
SOAPBOX: with incredibly loud and clear audio on their frequency, but garbled
QSO: 14247 PH 2015-10-24 0927 MM3T          59  14     DL2FAR        59  14     0
QSO: 14247 PH 2015-10-24 0928 MM3T          59  14     DK3WN         59  14     0
QSO: 14247 PH 2015-10-24 0929 MM3T          59  14     DL8AKA        59  14     0
QSO: 14250 PH 2015-10-24 0930 MM3T          59  14     OH8L          59  15     0
QSO: 14255 PH 2015-10-24 0931 MM3T          59  14     YT2AZD        59  15     0
QSO: 14258 PH 2015-10-24 0932 MM3T          59  14     HB0A          59  14     0
QSO: 14263 PH 2015-10-24 0934 MM3T          59  14     KL7RA         59  01     0
QSO: 14264 PH 2015-10-24 0935 MM3T          59  14     EA2DNR        59  14     0
QSO: 14267 PH 2015-10-24 0936 MM3T          59  14     RQ7M          59  16     0
QSO: 14271 PH 2015-10-24 0936 MM3T          59  14     SN7D          59  15     0
QSO: 14276 PH 2015-10-24 0936 MM3T          59  14     CN2AA         59  33     0
QSO: 14279 PH 2015-10-24 0937 MM3T          59  14     YL2SM         59  15     0
QSO: 14283 PH 2015-10-24 0937 MM3T          59  14     F4FSY         59  14     0
QSO: 14285 PH 2015-10-24 0937 MM3T          59  14     OT5X          59  14     0
QSO: 14289 PH 2015-10-24 0938 MM3T          59  14     J42T          59  20     0
QSO: 14293 PH 2015-10-24 0938 MM3T          59  14     YL2BJ         59  15     0
QSO: 14297 PH 2015-10-24 0940 MM3T          59  14     G3B           59  14     0
QSO: 14304 PH 2015-10-24 0941 MM3T          59  14     OE3K          59  15     0
QSO: 14312 PH 2015-10-24 0941 MM3T          59  14     HA3LN         59  15     0
QSO: 14321 PH 2015-10-24 0942 MM3T          59  14     OH3OJ         59  15     0
QSO: 14333 PH 2015-10-24 0943 MM3T          59  14     LY7A          59  15     0
QSO: 14337 PH 2015-10-24 0943 MM3T          59  14     OL9A          59  15     0
QSO: 14340 PH 2015-10-24 0944 MM3T          59  14     S52OT         59  15     0
QSO: 14347 PH 2015-10-24 0945 MM3T          59  14     EA1BLI        59  14     0
QSO: 21110 PH 2015-10-24 1046 MM3T          59  14     8P5A          59  08     0
QSO: 21115 PH 2015-10-24 1046 MM3T          59  14     ZZ2T          59  11     0
QSO: 21127 PH 2015-10-24 1052 MM3T          59  14     GM9N          59  14     0
QSO: 21133 PH 2015-10-24 1052 MM3T          59  14     EW6AF         59  16     0
QSO: 21139 PH 2015-10-24 1054 MM3T          59  14     OE1XAW        59  15     0
QSO: 21141 PH 2015-10-24 1055 MM3T          59  14     UX1UX         59  16     0
QSO: 21169 PH 2015-10-24 1058 MM3T          59  14     SO4R          59  15     0
QSO: 21185 PH 2015-10-24 1103 MM3T          59  14     SP3LPG        59  15     0
QSO: 21190 PH 2015-10-24 1104 MM3T          59  14     LZ9V          59  20     0
QSO: 21193 PH 2015-10-24 1104 MM3T          59  14     DL1A          59  14     0
QSO: 21200 PH 2015-10-24 1105 MM3T          59  14     W3LPL         59  05     0
QSO: 21203 PH 2015-10-24 1106 MM3T          59  14     SQ6H          59  15     0
QSO: 21203 PH 2015-10-24 1106 MM3T          59  14     WE3C          59  05     0
QSO: 21207 PH 2015-10-24 1107 MM3T          59  14     UF5D          59  16     0
QSO: 21211 PH 2015-10-24 1107 MM3T          59  14     K1LZ          59  05     0
QSO: 21214 PH 2015-10-24 1108 MM3T          59  14     EE5T          59  14     0
QSO: 21216 PH 2015-10-24 1108 MM3T          59  14     S59A          59  15     0
QSO: 21220 PH 2015-10-24 1108 MM3T          59  14     RJ4P          59  16     0
QSO: 21222 PH 2015-10-24 1108 MM3T          59  14     IO4W          59  15     0
QSO: 21229 PH 2015-10-24 1109 MM3T          59  14     UP2L          59  17     0
QSO: 21234 PH 2015-10-24 1110 MM3T          59  14     UP0L          59  17     0
QSO: 21238 PH 2015-10-24 1111 MM3T          59  14     RT8U          59  18     0
QSO: 21246 PH 2015-10-24 1111 MM3T          59  14     W3EP          59  05     0
QSO: 21244 PH 2015-10-24 1112 MM3T          59  14     KU2M          59  05     0
QSO: 21253 PH 2015-10-24 1112 MM3T          59  14     UT7E          59  16     0
QSO: 21257 PH 2015-10-24 1113 MM3T          59  14     HI3TEJ        59  08     0
QSO: 21258 PH 2015-10-24 1113 MM3T          59  14     SN8N          59  15     0
QSO: 21264 PH 2015-10-24 1114 MM3T          59  14     VK4NM         59  30     0
QSO: 21313 PH 2015-10-24 1123 MM3T          59  14     SP8IMG        59  15     0
QSO: 21313 PH 2015-10-24 1123 MM3T          59  14     SQ8MFM        59  15     0
QSO: 21323 PH 2015-10-24 1124 MM3T          59  14     OK6Y          59  15     0
QSO: 21328 PH 2015-10-24 1125 MM3T          59  14     S51TA         59  15     0
QSO: 21332 PH 2015-10-24 1125 MM3T          59  14     OH8X          59  15     0
QSO: 21333 PH 2015-10-24 1126 MM3T          59  14     CN2R          59  33     0
QSO: 21338 PH 2015-10-24 1127 MM3T          59  14     ES5TV         59  15     0
QSO: 28683 PH 2015-10-24 1132 MM3T          59  14     ES5TV         59  15     0
QSO: 21345 PH 2015-10-24 1133 MM3T          59  14     E7DX          59  15     0
QSO: 21348 PH 2015-10-24 1133 MM3T          59  14     RM5A          59  16     0
QSO: 21370 PH 2015-10-24 1135 MM3T          59  14     OH0V          59  15     0
QSO: 21374 PH 2015-10-24 1135 MM3T          59  14     H2X           59  20     0
QSO: 21378 PH 2015-10-24 1135 MM3T          59  14     YT8A          59  15     0
QSO: 21381 PH 2015-10-24 1136 MM3T          59  14     CN2AA         59  33     0
QSO: 21382 PH 2015-10-24 1136 MM3T          59  14     OH0X          59  15     0
QSO: 21385 PH 2015-10-24 1136 MM3T          59  14     EU1A          59  16     0
QSO: 21393 PH 2015-10-24 1137 MM3T          59  14     SQ9V          59  15     0
QSO: 21396 PH 2015-10-24 1137 MM3T          59  14     HG1S          59  15     0
QSO: 21400 PH 2015-10-24 1138 MM3T          59  14     SP5PDA        59  15     0
QSO: 21400 PH 2015-10-24 1138 MM3T          59  14     OH2XF         59  15     0
QSO: 21400 PH 2015-10-24 1139 MM3T          59  14     UA4NCI        59  16     0
QSO: 21400 PH 2015-10-24 1140 MM3T          59  14     YL2SM         59  15     0
QSO: 21400 PH 2015-10-24 1140 MM3T          59  14     YT7Z          59  15     0
QSO: 21400 PH 2015-10-24 1140 MM3T          59  14     OL1Z          59  15     0
QSO: 21400 PH 2015-10-24 1140 MM3T          59  14     LY1SR         59  15     0
QSO: 21400 PH 2015-10-24 1140 MM3T          59  14     EC7DDZ        59  14     0
QSO: 21400 PH 2015-10-24 1141 MM3T          59  14     SP6DVP        59  15     0
QSO: 21400 PH 2015-10-24 1141 MM3T          59  14     UX7MR         59  16     0
QSO: 21400 PH 2015-10-24 1142 MM3T          59  14     WA1JMP        59  05     0
QSO: 21400 PH 2015-10-24 1142 MM3T          59  14     S51A          59  15     0
QSO: 21400 PH 2015-10-24 1143 MM3T          59  14     UB0A          59  18     0
QSO: 21400 PH 2015-10-24 1143 MM3T          59  14     RN2F          59  15     0
QSO: 21400 PH 2015-10-24 1143 MM3T          59  14     UA6LN         59  16     0
QSO: 21400 PH 2015-10-24 1143 MM3T          59  14     OH4MCV        59  15     0
QSO: 21399 PH 2015-10-24 1144 MM3T          59  14     IZ5ILF        59  15     0
QSO: 21400 PH 2015-10-24 1145 MM3T          59  14     IQ5PO         59  15     0
QSO: 21400 PH 2015-10-24 1145 MM3T          59  14     K1JB          59  05     0
QSO: 21400 PH 2015-10-24 1146 MM3T          59  14     RN3FY         59  16     0
QSO: 21400 PH 2015-10-24 1147 MM3T          59  14     OK2BYW        59  15     0
QSO: 21400 PH 2015-10-24 1147 MM3T          59  14     ES5YG         59  15     0
QSO: 21400 PH 2015-10-24 1149 MM3T          59  14     RK3DYB        59  16     0
QSO: 21400 PH 2015-10-24 1149 MM3T          59  14     OE5XIL        59  15     0
QSO: 21400 PH 2015-10-24 1151 MM3T          59  14     IZ5MKA        59  15     0
QSO: 21409 PH 2015-10-24 1153 MM3T          59  14     IR8C          59  15     0
QSO: 21415 PH 2015-10-24 1154 MM3T          59  14     OG6N          59  15     0
QSO: 21419 PH 2015-10-24 1155 MM3T          59  14     CR5T          59  14     0
QSO: 21423 PH 2015-10-24 1155 MM3T          59  14     SP5KAB        59  15     0
QSO: 21428 PH 2015-10-24 1156 MM3T          59  14     LZ6B          59  20     0
QSO: 21430 PH 2015-10-24 1156 MM3T          59  14     IK3TPP        59  15     0
QSO: 21440 PH 2015-10-24 1157 MM3T          59  14     YT1S          59  15     0
QSO: 21170 PH 2015-10-24 1201 MM3T          59  14     VA2WA         59  05     0
QSO: 21169 PH 2015-10-24 1202 MM3T          59  14     CT7AIU        59  14     0
QSO: 28664 PH 2015-10-24 1204 MM3T          59  14     OE1HHB        59  15     0
QSO: 28664 PH 2015-10-24 1204 MM3T          59  14     US4AS         59  16     0
QSO: 28664 PH 2015-10-24 1205 MM3T          59  14     RU4AA         59  16     0
QSO: 28664 PH 2015-10-24 1205 MM3T          59  14     RM2P          59  16     0
QSO: 28664 PH 2015-10-24 1206 MM3T          59  14     Z33RW         59  15     0
QSO: 28664 PH 2015-10-24 1206 MM3T          59  14     UT6EE         59  16     0
QSO: 28664 PH 2015-10-24 1207 MM3T          59  14     EX8M          59  17     0
QSO: 28664 PH 2015-10-24 1208 MM3T          59  14     RM7K          59  16     0
QSO: 28664 PH 2015-10-24 1209 MM3T          59  14     DG0OJO        59  14     0
QSO: 28650 PH 2015-10-24 1211 MM3T          59  14     LZ9W          59  20     0
QSO: 28630 PH 2015-10-24 1212 MM3T          59  14     OE5T          59  15     0
QSO: 28625 PH 2015-10-24 1212 MM3T          59  14     S50XX         59  15     0
QSO: 28618 PH 2015-10-24 1213 MM3T          59  14     DL1A          59  14     0
QSO: 28614 PH 2015-10-24 1213 MM3T          59  14     DL1QW         59  14     0
QSO: 28603 PH 2015-10-24 1213 MM3T          59  14     TC2C          59  20     0
QSO: 28597 PH 2015-10-24 1214 MM3T          59  14     SZ1A          59  20     0
QSO: 28590 PH 2015-10-24 1214 MM3T          59  14     IO3X          59  15     0
QSO: 28582 PH 2015-10-24 1216 MM3T          59  14     RU9CZD        59  17     0
QSO: 28571 PH 2015-10-24 1217 MM3T          59  14     IW9HRZ        59  15     0
QSO: 28553 PH 2015-10-24 1219 MM3T          59  14     9A5Y          59  15     0
QSO: 28551 PH 2015-10-24 1221 MM3T          59  14     CR3A          59  33     0
QSO: 28536 PH 2015-10-24 1221 MM3T          59  14     US4IQS        59  16     0
QSO: 28534 PH 2015-10-24 1222 MM3T          59  14     DF0HQ         59  14     0
QSO: 28530 PH 2015-10-24 1222 MM3T          59  14     IO9A          59  15     0
QSO: 28528 PH 2015-10-24 1223 MM3T          59  14     UT7E          59  16     0
QSO: 28515 PH 2015-10-24 1224 MM3T          59  14     SV1NZX        59  20     0
QSO: 28502 PH 2015-10-24 1225 MM3T          59  14     II9P          59  15     0
QSO: 28500 PH 2015-10-24 1225 MM3T          59  14     S54ZZ         59  15     0
QSO: 28483 PH 2015-10-24 1227 MM3T          59  14     DD2ML         59  14     0
QSO: 28483 PH 2015-10-24 1227 MM3T          59  14     OE6Z          59  15     0
QSO: 28483 PH 2015-10-24 1228 MM3T          59  14     S56AX         59  15     0
QSO: 28483 PH 2015-10-24 1228 MM3T          59  14     SV1KYC        59  20     0
QSO: 28483 PH 2015-10-24 1229 MM3T          59  14     OK1TN         59  15     0
QSO: 28483 PH 2015-10-24 1229 MM3T          59  14     UA9MRX/3      59  16     0
QSO: 28483 PH 2015-10-24 1230 MM3T          59  14     YO4BXX        59  20     0
QSO: 28481 PH 2015-10-24 1237 MM3T          59  14     D4Z           59  35     0
QSO: 28469 PH 2015-10-24 1238 MM3T          59  14     DK3T          59  14     0
QSO: 28457 PH 2015-10-24 1238 MM3T          59  14     9A1P          59  15     0
QSO: 28452 PH 2015-10-24 1239 MM3T          59  14     S58D          59  15     0
QSO: 28446 PH 2015-10-24 1239 MM3T          59  14     OK7K          59  15     0
QSO: 28441 PH 2015-10-24 1240 MM3T          59  14     CN2R          59  33     0
QSO: 28405 PH 2015-10-24 1246 MM3T          59  14     UW1M          59  16     0
QSO: 28393 PH 2015-10-24 1246 MM3T          59  14     DL5L          59  14     0
QSO: 28386 PH 2015-10-24 1246 MM3T          59  14     J42T          59  20     0
QSO: 28366 PH 2015-10-24 1253 MM3T          59  14     R7AW          59  16     0
QSO: 21285 PH 2015-10-24 1348 MM3T          59  14     LY2ND         59  15     0
QSO: 21285 PH 2015-10-24 1349 MM3T          59  14     9A6KZH        59  15     0
QSO: 21285 PH 2015-10-24 1349 MM3T          59  14     CT1EVE        59  14     0
QSO: 21285 PH 2015-10-24 1350 MM3T          59  14     IK7HTB        59  15     0
QSO: 21285 PH 2015-10-24 1351 MM3T          59  14     RO5K          59  16     0
QSO: 21285 PH 2015-10-24 1351 MM3T          59  14     UR6EA         59  16     0
QSO: 21285 PH 2015-10-24 1353 MM3T          59  14     DD5FM         59  14     0
QSO: 21285 PH 2015-10-24 1354 MM3T          59  14     RT9S          59  16     0
QSO: 21285 PH 2015-10-24 1355 MM3T          59  14     ON4DN         59  14     0
QSO: 21290 PH 2015-10-24 1357 MM3T          59  14     9A1A          59  15     0
QSO: 21192 PH 2015-10-24 1400 MM3T          59  14     F6FTB         59  14     0
QSO: 21192 PH 2015-10-24 1400 MM3T          59  14     S52BT         59  15     0
QSO: 21192 PH 2015-10-24 1401 MM3T          59  14     OM3KWZ        59  15     0
QSO: 21192 PH 2015-10-24 1401 MM3T          59  14     ES1BH         59  15     0
QSO: 21192 PH 2015-10-24 1402 MM3T          59  14     RU1A          59  16     0
QSO: 21192 PH 2015-10-24 1402 MM3T          59  14     F5JU          59  14     0
QSO: 21192 PH 2015-10-24 1403 MM3T          59  14     LY3CY         59  15     0
QSO: 21192 PH 2015-10-24 1404 MM3T          59  14     UR6IJ         59  16     0
QSO: 21192 PH 2015-10-24 1404 MM3T          59  14     DR2P          59  14     0
QSO: 21192 PH 2015-10-24 1404 MM3T          59  14     SQ9FQY        59  15     0
QSO: 21192 PH 2015-10-24 1405 MM3T          59  14     GJ3YHU        59  14     0
QSO: 21192 PH 2015-10-24 1405 MM3T          59  14     I0LYO         59  15     0
QSO: 21192 PH 2015-10-24 1405 MM3T          59  14     YT1CS         59  15     0
QSO: 21192 PH 2015-10-24 1406 MM3T          59  14     OH8EJW        59  15     0
QSO: 21192 PH 2015-10-24 1406 MM3T          59  14     YO7CJB        59  20     0
QSO: 21192 PH 2015-10-24 1406 MM3T          59  14     UT3EK         59  16     0
QSO: 21192 PH 2015-10-24 1407 MM3T          59  14     OH5EP         59  15     0
QSO: 21192 PH 2015-10-24 1407 MM3T          59  14     VE2ZT         59  05     0
QSO: 21192 PH 2015-10-24 1409 MM3T          59  14     RW3DVW        59  16     0
QSO: 14321 PH 2015-10-24 1413 MM3T          59  14     LX1NO         59  14     0
QSO: 14321 PH 2015-10-24 1414 MM3T          59  14     SP1RKR        59  15     0
