START-OF-LOG: 3.0
CALLSIGN: SP8MRD
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: Piotr Ozarski
LOCATION: DX
OPERATORS: SP8MRD
CLUB: SP DX Club
CERTIFICATE: NO
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR
SOAPBOX: IC 775 DX II 200W Yagi GB37 made in SP3GEM
QSO: 28000 PH 2015-10-24 0637 SP8MRD        59           15 JH3EDG          59           25
QSO: 28000 PH 2015-10-24 1043 SP8MRD        59           15 TO9ZR           59           39
QSO: 28000 PH 2015-10-24 1045 SP8MRD        59           15 RX3W            59           16
QSO: 28000 PH 2015-10-24 1046 SP8MRD        59           15 CN3A            59           33
QSO: 28000 PH 2015-10-24 1055 SP8MRD        59           15 TC2C            59           20
QSO: 28000 PH 2015-10-24 1056 SP8MRD        59           15 TK/PB8DX        59           15
QSO: 28000 PH 2015-10-24 1116 SP8MRD        59           15 PX2A            59           11
QSO: 28000 PH 2015-10-24 1123 SP8MRD        59           15 EE7Y            59           14
QSO: 28000 PH 2015-10-24 1124 SP8MRD        59           15 CN2AA           59           33
QSO: 28000 PH 2015-10-24 1126 SP8MRD        59           15 J42JT           59           20
QSO: 28000 PH 2015-10-24 1126 SP8MRD        59           15 EA5DFV          59           14
QSO: 28000 PH 2015-10-24 1130 SP8MRD        59           15 IZ2YCW          59           15
QSO: 28000 PH 2015-10-24 1131 SP8MRD        59           15 PZ5RA           59           09
QSO: 28000 PH 2015-10-24 1132 SP8MRD        59           15 CN2R            59           33
QSO: 28000 PH 2015-10-24 1134 SP8MRD        59           15 D4Z             59           35
QSO: 28000 PH 2015-10-24 1135 SP8MRD        59           15 LP1H            59           13
QSO: 28000 PH 2015-10-24 1136 SP8MRD        59           15 ED7B            59           14
QSO: 28000 PH 2015-10-24 1140 SP8MRD        59           15 ED9K            59           33
QSO: 28000 PH 2015-10-24 1143 SP8MRD        59           15 PR7AB           59           11
QSO: 28000 PH 2015-10-24 1144 SP8MRD        59           15 EA1BD           59           14
QSO: 28000 PH 2015-10-24 1145 SP8MRD        59           15 IT9FRX          59           15
QSO: 28000 PH 2015-10-24 1146 SP8MRD        59           15 9K2HN           59           21
QSO: 28000 PH 2015-10-24 1149 SP8MRD        59           15 4K6FO           59           21
QSO: 28000 PH 2015-10-24 1150 SP8MRD        59           15 EF1W            59           14
QSO: 28000 PH 2015-10-24 1155 SP8MRD        59           15 HZ1HZ           59           21
QSO: 28000 PH 2015-10-24 1200 SP8MRD        59           15 UP9L            59           17
QSO: 28000 PH 2015-10-24 1202 SP8MRD        59           15 RT9J            59           17
QSO: 28000 PH 2015-10-24 1203 SP8MRD        59           15 VU2XO           59           22
QSO: 28000 PH 2015-10-24 1207 SP8MRD        59           15 EA3LA           59           14
QSO: 28000 PH 2015-10-24 1208 SP8MRD        59           15 ED4P            59           14
QSO: 28000 PH 2015-10-24 1210 SP8MRD        59           15 A71CV           59           21
QSO: 28000 PH 2015-10-24 1211 SP8MRD        59           15 4X7R            59           20
QSO: 28000 PH 2015-10-24 1212 SP8MRD        59           15 UP0L            59           17
QSO: 28000 PH 2015-10-24 1213 SP8MRD        59           15 CR3A            59           33
QSO: 28000 PH 2015-10-24 1244 SP8MRD        59           15 CX2DK           59           13
QSO: 28000 PH 2015-10-24 1245 SP8MRD        59           15 EF8U            59           33
QSO: 28000 PH 2015-10-24 1245 SP8MRD        59           15 CT1BOL          59           14
QSO: 28000 PH 2015-10-24 1248 SP8MRD        59           15 S50XX           59           15
QSO: 28000 PH 2015-10-24 1248 SP8MRD        59           15 LZ4T            59           20
QSO: 28000 PH 2015-10-24 1249 SP8MRD        59           15 CT7AIX          59           14
QSO: 28000 PH 2015-10-24 1252 SP8MRD        59           15 CR6P            59           14
QSO: 28000 PH 2015-10-24 1253 SP8MRD        59           15 TF2MSN          59           40
QSO: 28000 PH 2015-10-24 1254 SP8MRD        59           15 OM1DK           59           15
QSO: 28000 PH 2015-10-24 1257 SP8MRD        59           15 LU5AB           59           13
QSO: 28000 PH 2015-10-24 1304 SP8MRD        59           15 V26B            59           08
QSO: 28000 PH 2015-10-24 1306 SP8MRD        59           15 OE5T            59           15
QSO: 28000 PH 2015-10-24 1311 SP8MRD        59           15 HI8JSG          59           08
QSO: 28000 PH 2015-10-24 1312 SP8MRD        59           15 K6ND            59           05
QSO: 28000 PH 2015-10-24 1345 SP8MRD        59           15 N2MM            59           05
QSO: 28000 PH 2015-10-24 1348 SP8MRD        59           15 HK1NA           59           09
QSO: 28000 PH 2015-10-24 1349 SP8MRD        59           15 W3LPL           59           05
QSO: 28000 PH 2015-10-24 1355 SP8MRD        59           15 4L0A            59           21
QSO: 28000 PH 2015-10-24 1358 SP8MRD        59           15 8P5A            59           08
QSO: 28000 PH 2015-10-24 1400 SP8MRD        59           15 PJ4X            59           09
QSO: 28000 PH 2015-10-24 1403 SP8MRD        59           15 CQ3L            59           33
QSO: 28000 PH 2015-10-24 1418 SP8MRD        59           15 K8AZ            59           04
QSO: 28000 PH 2015-10-24 1610 SP8MRD        59           15 AD4Z            59           05
QSO: 14000 PH 2015-10-24 1616 SP8MRD        59           15 IB9T            59           15
QSO: 14000 PH 2015-10-24 1618 SP8MRD        59           15 EI9E            59           14
QSO: 14000 PH 2015-10-25 1332 SP8MRD        59           15 OT4A            59           14
QSO: 14000 PH 2015-10-25 1332 SP8MRD        59           15 YT1A            59           15
QSO: 14000 PH 2015-10-25 1333 SP8MRD        59           15 S57AW           59           15
QSO: 14000 PH 2015-10-25 1333 SP8MRD        59           15 W4AWW           59           05
QSO: 14000 PH 2015-10-25 1334 SP8MRD        59           15 DP6A            59           14
QSO: 14000 PH 2015-10-25 1335 SP8MRD        59           15 SC0N            59           14
QSO: 14000 PH 2015-10-25 1336 SP8MRD        59           15 TM4L            59           14
QSO: 14000 PH 2015-10-25 1337 SP8MRD        59           15 LZ9W            59           20
QSO: 14000 PH 2015-10-25 1338 SP8MRD        59           15 S58M            59           15
QSO: 14000 PH 2015-10-25 1339 SP8MRD        59           15 4L8A            59           21
QSO: 14000 PH 2015-10-25 1341 SP8MRD        59           15 9A1A            59           15
QSO: 14000 PH 2015-10-25 1342 SP8MRD        59           15 HB2T            59           14
QSO: 14000 PH 2015-10-25 1343 SP8MRD        59           15 DF0HQ           59           14
QSO: 14000 PH 2015-10-25 1344 SP8MRD        59           15 OH3OJ           59           15
QSO: 28000 PH 2015-10-25 1515 SP8MRD        59           15 K2CYE           59           05
QSO: 28000 PH 2015-10-25 1516 SP8MRD        59           15 HA8JV           59           15
QSO: 28000 PH 2015-10-25 1517 SP8MRD        59           15 WA2NHA          59           05
QSO: 28000 PH 2015-10-25 1518 SP8MRD        59           15 OM7M            59           15
QSO: 28000 PH 2015-10-25 1523 SP8MRD        59           15 VY2ZM           59           05
QSO: 28000 PH 2015-10-25 1524 SP8MRD        59           15 K2CJ            59           05
QSO: 28000 PH 2015-10-25 1525 SP8MRD        59           15 VE3UTT          59           04
QSO: 28000 PH 2015-10-25 1527 SP8MRD        59           15 IT9JOF          59           15
QSO: 28000 PH 2015-10-25 1530 SP8MRD        59           15 K1KP            59           05
QSO: 28000 PH 2015-10-25 1533 SP8MRD        59           15 W1FJ            59           05
QSO: 28000 PH 2015-10-25 1535 SP8MRD        59           15 W1TO            59           05
QSO: 28000 PH 2015-10-25 1536 SP8MRD        59           15 K3OO            59           05
QSO: 28000 PH 2015-10-25 1536 SP8MRD        59           15 NW3Y            59           05
QSO: 28000 PH 2015-10-25 1539 SP8MRD        59           15 KG4W            59           05
QSO: 28000 PH 2015-10-25 1539 SP8MRD        59           15 PJ4Q            59           09
QSO: 28000 PH 2015-10-25 1541 SP8MRD        59           15 W1WEF           59           05
QSO: 28000 PH 2015-10-25 1542 SP8MRD        59           15 N3RS            59           05
QSO: 28000 PH 2015-10-25 1543 SP8MRD        59           15 K3WW            59           05
QSO: 28000 PH 2015-10-25 1545 SP8MRD        59           15 K3CR            59           05
QSO: 28000 PH 2015-10-25 1546 SP8MRD        59           15 W4FS            59           05
QSO: 28000 PH 2015-10-25 1547 SP8MRD        59           15 K3MD            59           05
QSO: 28000 PH 2015-10-25 1550 SP8MRD        59           15 PY1NX           59           11
QSO: 28000 PH 2015-10-25 1552 SP8MRD        59           15 CF3A            59           04
QSO: 28000 PH 2015-10-25 1554 SP8MRD        59           15 K1LZ            59           05
QSO: 21000 PH 2015-10-25 1821 SP8MRD        59           15 KP2M            59           08
QSO: 21000 PH 2015-10-25 1824 SP8MRD        59           15 WW4LL           59           05
QSO: 21000 PH 2015-10-25 1833 SP8MRD        59           15 NR3X            59           05
QSO: 21000 PH 2015-10-25 1839 SP8MRD        59           15 W4RM            59           05
QSO: 21000 PH 2015-10-25 1840 SP8MRD        59           15 VA2EN           59           05
QSO: 21000 PH 2015-10-25 1841 SP8MRD        59           15 VY2ZM           59           05
QSO: 21000 PH 2015-10-25 1842 SP8MRD        59           15 K6ND            59           05
QSO: 21000 PH 2015-10-25 1849 SP8MRD        59           15 CO2LE           59           08
QSO: 21000 PH 2015-10-25 1854 SP8MRD        59           15 CO2GG           59           08
QSO: 21000 PH 2015-10-25 1855 SP8MRD        59           15 K1LZ            59           05
QSO: 21000 PH 2015-10-25 1858 SP8MRD        59           15 WA2OAX          59           05
QSO: 14000 PH 2015-10-25 1907 SP8MRD        59           15 VE3DZ           59           04
QSO: 14000 PH 2015-10-25 1909 SP8MRD        59           15 VY2ZM           59           05
QSO: 14000 PH 2015-10-25 1924 SP8MRD        59           15 PJ2T            59           09
QSO: 14000 PH 2015-10-25 1926 SP8MRD        59           15 EA1FDX          59           14
QSO: 14000 PH 2015-10-25 1927 SP8MRD        59           15 NY4D            59           09
QSO: 14000 PH 2015-10-25 1932 SP8MRD        59           15 VE3JM           59           04
QSO: 14000 PH 2015-10-25 1935 SP8MRD        59           15 K3LR            59           05
QSO: 14000 PH 2015-10-25 1942 SP8MRD        59           15 NN1SS           59           05
QSO: 14000 PH 2015-10-25 1945 SP8MRD        59           15 CR6P            59           14
QSO: 14000 PH 2015-10-25 1946 SP8MRD        59           15 EF1W            59           14
QSO: 14000 PH 2015-10-25 1947 SP8MRD        59           15 CR5C            59           14
QSO: 14000 PH 2015-10-25 1947 SP8MRD        59           15 CN2AA           59           33
QSO: 14000 PH 2015-10-25 1950 SP8MRD        59           15 ZW5B            59           11
QSO: 14000 PH 2015-10-25 1951 SP8MRD        59           15 ED1B            59           14
QSO: 14000 PH 2015-10-25 1953 SP8MRD        59           15 K3WW            59           05
QSO: 14000 PH 2015-10-25 1955 SP8MRD        59           15 K3ZO            59           05
QSO: 14000 PH 2015-10-25 1957 SP8MRD        59           15 WA2NHA          59           05
END-OF-LOG:
