START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SP1FPG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-BAND: 40M
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
LOCATION: DX
CLUB:
CLAIMED-SCORE:
OPERATORS:
NAME: Henryk Prasal
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR
SOAPBOX: TX  80W  IC751A  + ant. short  wire  10 mtrs.
QSO:  7000 PH 2015-10-24 0334 SP1FPG        59           15 EA1FDI          59           14
QSO:  7000 PH 2015-10-24 0339 SP1FPG        59           15 9A1A            59           15
QSO:  7000 PH 2015-10-24 0343 SP1FPG        59           15 YP0C            59           20
QSO:  7000 PH 2015-10-24 0346 SP1FPG        59           15 VY2ZM           59           05
QSO:  7000 PH 2015-10-24 0348 SP1FPG        59           15 RW3DU           59           16
QSO:  7000 PH 2015-10-24 0352 SP1FPG        59           15 TO2M            59           08
QSO:  7000 PH 2015-10-24 0405 SP1FPG        59           15 W1XX            59           05
QSO:  7000 PH 2015-10-24 0407 SP1FPG        59           15 G5O             59           14
QSO:  7000 PH 2015-10-24 0408 SP1FPG        59           15 RM3DA           59           16
QSO:  7000 PH 2015-10-24 0413 SP1FPG        59           15 I1JTQ           59           15
QSO:  7000 PH 2015-10-24 0415 SP1FPG        59           15 CR6P            59           14
QSO:  7000 PH 2015-10-24 0417 SP1FPG        59           15 HK1NA           59           09
QSO:  7000 PH 2015-10-24 0419 SP1FPG        59           15 UT7EL           59           16
QSO:  7000 PH 2015-10-24 0421 SP1FPG        59           15 9A9R            59           15
QSO:  7000 PH 2015-10-24 0424 SP1FPG        59           15 E73ESP          59           15
QSO:  7000 PH 2015-10-24 0430 SP1FPG        59           15 CQ7X            59           14
QSO:  7000 PH 2015-10-24 0442 SP1FPG        59           15 EF8U            59           33
QSO:  7000 PH 2015-10-24 0452 SP1FPG        59           15 VE3JM           59           04
QSO:  7000 PH 2015-10-24 1318 SP1FPG        59           15 PI4M            59           14
QSO:  7000 PH 2015-10-24 1322 SP1FPG        59           15 PA9M            59           14
QSO:  7000 PH 2015-10-24 1323 SP1FPG        59           15 5P5X            59           14
QSO:  7000 PH 2015-10-24 1325 SP1FPG        59           15 M0YOL           59           14
QSO:  7000 PH 2015-10-24 1327 SP1FPG        59           15 PI4CC           59           14
QSO:  7000 PH 2015-10-24 1328 SP1FPG        59           15 OT5A            59           14
QSO:  7000 PH 2015-10-24 1330 SP1FPG        59           15 M3P             59           14
QSO:  7000 PH 2015-10-24 1333 SP1FPG        59           15 PI4D            59           14
QSO:  7000 PH 2015-10-24 1335 SP1FPG        59           15 YL2IP           59           15
QSO:  7000 PH 2015-10-24 1337 SP1FPG        59           15 DF0HQ           59           14
QSO:  7000 PH 2015-10-24 1338 SP1FPG        59           15 HG1G            59           15
QSO:  7000 PH 2015-10-24 1339 SP1FPG        59           15 SN3A            59           15
QSO:  7000 PH 2015-10-24 1341 SP1FPG        59           15 OK1RZ           59           15
QSO:  7000 PH 2015-10-24 1342 SP1FPG        59           15 HA0ITU          59           15
QSO:  7000 PH 2015-10-24 1344 SP1FPG        59           15 PA0AA           59           14
QSO:  7000 PH 2015-10-24 1347 SP1FPG        59           15 GW4BKG          59           14
QSO:  7000 PH 2015-10-24 1349 SP1FPG        59           15 OM4J            59           15
QSO:  7000 PH 2015-10-24 1350 SP1FPG        59           15 SP2QG           59           15
QSO:  7000 PH 2015-10-24 1353 SP1FPG        59           15 EA6SX           59           14
QSO:  7000 PH 2015-10-24 1356 SP1FPG        59           15 SA6BET          59           14
QSO:  7000 PH 2015-10-24 1358 SP1FPG        59           15 LZ2JE           59           20
QSO:  7000 PH 2015-10-24 1359 SP1FPG        59           15 Z3B             59           15
QSO:  7000 PH 2015-10-24 1402 SP1FPG        59           15 E78T            59           15
QSO:  7000 PH 2015-10-24 1407 SP1FPG        59           15 F4DPW           59           14
QSO:  7000 PH 2015-10-24 1409 SP1FPG        59           15 GM9N            59           14
QSO:  7000 PH 2015-10-24 1412 SP1FPG        59           15 MM0GHM          59           14
QSO:  7000 PH 2015-10-24 1414 SP1FPG        59           15 EW1M            59           16
QSO:  7000 PH 2015-10-24 1415 SP1FPG        59           15 9A2XW           59           15
QSO:  7000 PH 2015-10-24 1416 SP1FPG        59           15 IU6AKY          59           15
QSO:  7000 PH 2015-10-24 1417 SP1FPG        59           15 SM6Q            59           14
QSO:  7000 PH 2015-10-24 1418 SP1FPG        59           15 RM1T            59           16
QSO:  7000 PH 2015-10-24 1434 SP1FPG        59           15 DC3RJ           59           14
QSO:  7000 PH 2015-10-24 1436 SP1FPG        59           15 LY7A            59           15
QSO:  7000 PH 2015-10-24 1439 SP1FPG        59           15 M9A             59           14
QSO:  7000 PH 2015-10-24 1441 SP1FPG        59           15 RC9O            59           18
QSO:  7000 PH 2015-10-24 1443 SP1FPG        59           15 OH0V            59           15
QSO:  7000 PH 2015-10-24 1447 SP1FPG        59           15 PD0MHZ          59           14
QSO:  7000 PH 2015-10-24 1449 SP1FPG        59           15 PD1ABO          59           14
QSO:  7000 PH 2015-10-24 1450 SP1FPG        59           15 HA8RT           59           15
QSO:  7000 PH 2015-10-24 1452 SP1FPG        59           15 EW8R            59           16
QSO:  7000 PH 2015-10-24 1453 SP1FPG        59           15 TM7G            59           14
QSO:  7000 PH 2015-10-24 1454 SP1FPG        59           15 IZ5MOQ          59           15
QSO:  7000 PH 2015-10-24 1455 SP1FPG        59           15 SK3W            59           14
QSO:  7000 PH 2015-10-24 1502 SP1FPG        59           15 LY2PX           59           15
QSO:  7000 PH 2015-10-24 1503 SP1FPG        59           15 2E0PLA          59           14
QSO:  7000 PH 2015-10-24 1507 SP1FPG        59           15 DF8AE           59           14
QSO:  7000 PH 2015-10-24 1508 SP1FPG        59           15 PA3FLA          59           14
QSO:  7000 PH 2015-10-24 1509 SP1FPG        59           15 EU6AF           59           16
QSO:  7000 PH 2015-10-24 1510 SP1FPG        59           15 PI4ZU           59           14
QSO:  7000 PH 2015-10-24 1515 SP1FPG        59           15 OZ5TO           59           14
QSO:  7000 PH 2015-10-24 1517 SP1FPG        59           15 LA3BPA          59           14
QSO:  7000 PH 2015-10-24 1524 SP1FPG        59           15 PA0AGA          59           14
QSO:  7000 PH 2015-10-24 1531 SP1FPG        59           15 ES1BH           59           15
QSO:  7000 PH 2015-10-24 1544 SP1FPG        59           15 YL2SM           59           15
QSO:  7000 PH 2015-10-24 1546 SP1FPG        59           15 DL2AMT          59           14
QSO:  7000 PH 2015-10-24 1548 SP1FPG        59           15 HA7I            59           15
QSO:  7000 PH 2015-10-24 1550 SP1FPG        59           15 RW0A            59           18
QSO:  7000 PH 2015-10-24 1552 SP1FPG        59           15 RT0C            59           19
QSO:  7000 PH 2015-10-24 1554 SP1FPG        59           15 IN3EIS          59           15
QSO:  7000 PH 2015-10-24 1600 SP1FPG        59           15 OL1M            59           15
QSO:  7000 PH 2015-10-24 1602 SP1FPG        59           15 EW6W            59           16
QSO:  7000 PH 2015-10-24 1606 SP1FPG        59           15 YL1ZT           59           15
QSO:  7000 PH 2015-10-24 1610 SP1FPG        59           15 M4U             59           14
QSO:  7000 PH 2015-10-24 1616 SP1FPG        59           15 DK5QN           59           14
QSO:  7000 PH 2015-10-24 1617 SP1FPG        59           15 A71CV           59           21
QSO:  7000 PH 2015-10-24 1622 SP1FPG        59           15 IN3ADW          59           15
QSO:  7000 PH 2015-10-24 1632 SP1FPG        59           15 A73A            59           21
QSO:  7000 PH 2015-10-24 1636 SP1FPG        59           15 UP2L            59           17
QSO:  7000 PH 2015-10-24 1637 SP1FPG        59           15 OH0X            59           15
QSO:  7000 PH 2015-10-24 1639 SP1FPG        59           15 EV1R            59           16
QSO:  7000 PH 2015-10-24 1642 SP1FPG        59           15 OK1KSO          59           15
QSO:  7000 PH 2015-10-24 1644 SP1FPG        59           15 LZ7A            59           20
QSO:  7000 PH 2015-10-24 1645 SP1FPG        59           15 F8ATS           59           14
QSO:  7000 PH 2015-10-24 1647 SP1FPG        59           15 OH1Z            59           15
QSO:  7000 PH 2015-10-24 1652 SP1FPG        59           15 RU3FM           59           16
QSO:  7000 PH 2015-10-24 1653 SP1FPG        59           15 YU1DX           59           15
QSO:  7000 PH 2015-10-24 1656 SP1FPG        59           15 UF5D            59           16
QSO:  7000 PH 2015-10-24 1701 SP1FPG        59           15 HZ1TL           59           21
QSO:  7000 PH 2015-10-24 1753 SP1FPG        59           15 ES7GM           59           15
QSO:  7000 PH 2015-10-24 1755 SP1FPG        59           15 G3B             59           14
QSO:  7000 PH 2015-10-24 1801 SP1FPG        59           15 PC2T            59           14
QSO:  7000 PH 2015-10-24 1803 SP1FPG        59           15 UP0L            59           17
QSO:  7000 PH 2015-10-24 1805 SP1FPG        59           15 UT8AL           59           16
QSO:  7000 PH 2015-10-24 1806 SP1FPG        59           15 PC2D            59           14
QSO:  7000 PH 2015-10-24 1808 SP1FPG        59           15 RL4F            59           16
QSO:  7000 PH 2015-10-24 1812 SP1FPG        59           15 RK9AX           59           17
QSO:  7000 PH 2015-10-24 1819 SP1FPG        59           15 RT8U            59           18
QSO:  7000 PH 2015-10-24 1824 SP1FPG        59           15 YL3CW           59           15
QSO:  7000 PH 2015-10-24 1827 SP1FPG        59           15 DP6A            59           14
QSO:  7000 PH 2015-10-24 1828 SP1FPG        59           15 HA3ITU          59           15
QSO:  7000 PH 2015-10-24 1829 SP1FPG        59           15 IZ6ERS          59           15
QSO:  7000 PH 2015-10-24 1832 SP1FPG        59           15 RU9CZD          59           17
QSO:  7000 PH 2015-10-24 1835 SP1FPG        59           15 HG3R            59           15
QSO:  7000 PH 2015-10-24 1837 SP1FPG        59           15 DK1NO           59           14
QSO:  7000 PH 2015-10-24 1839 SP1FPG        59           15 HB2T            59           14
QSO:  7000 PH 2015-10-24 1842 SP1FPG        59           15 II1W            59           15
QSO:  7000 PH 2015-10-24 1850 SP1FPG        59           15 IQ2DN           59           15
QSO:  7000 PH 2015-10-24 1853 SP1FPG        59           15 OH5Z            59           15
QSO:  7000 PH 2015-10-24 1855 SP1FPG        59           15 RA3Y            59           16
QSO:  7000 PH 2015-10-24 1856 SP1FPG        59           15 YT6T            59           15
QSO:  7000 PH 2015-10-24 1857 SP1FPG        59           15 EI9HX           59           14
QSO:  7000 PH 2015-10-24 1901 SP1FPG        59           15 PD1D            59           14
QSO:  7000 PH 2015-10-24 1905 SP1FPG        59           15 TF2LL           59           40
QSO:  7000 PH 2015-10-24 1909 SP1FPG        59           15 S53EA           59           15
QSO:  7000 PH 2015-10-24 1911 SP1FPG        59           15 HG7T            59           15
QSO:  7000 PH 2015-10-24 1914 SP1FPG        59           15 J43TR           59           20
QSO:  7000 PH 2015-10-24 1919 SP1FPG        59           15 RL5A            59           16
QSO:  7000 PH 2015-10-24 1921 SP1FPG        59           15 HB9H            59           14
QSO:  7000 PH 2015-10-24 1926 SP1FPG        59           15 S51Y            59           15
QSO:  7000 PH 2015-10-24 1927 SP1FPG        59           15 4L0A            59           21
QSO:  7000 PH 2015-10-24 1933 SP1FPG        59           15 F8DHB           59           14
QSO:  7000 PH 2015-10-24 1935 SP1FPG        59           15 G3RXQ           59           14
QSO:  7000 PH 2015-10-24 1947 SP1FPG        59           15 LX7I            59           14
QSO:  7000 PH 2015-10-24 1950 SP1FPG        59           15 P33W            59           20
QSO:  7000 PH 2015-10-24 1951 SP1FPG        59           15 4O7CC           59           15
QSO:  7000 PH 2015-10-24 1953 SP1FPG        59           15 RW4W            59           16
QSO:  7000 PH 2015-10-24 2003 SP1FPG        59           15 MM3T            59           14
QSO:  7000 PH 2015-10-24 2008 SP1FPG        59           15 TK/PB8DX        59           15
QSO:  7000 PH 2015-10-24 2009 SP1FPG        59           15 IZ6FXP          59           15
QSO:  7000 PH 2015-10-24 2012 SP1FPG        59           15 EK6SI           59           21
QSO:  7000 PH 2015-10-24 2015 SP1FPG        59           15 UV7V            59           16
QSO:  7000 PH 2015-10-24 2039 SP1FPG        59           15 EA3CI           59           14
QSO:  7000 PH 2015-10-24 2113 SP1FPG        59           15 ED1R            59           14
QSO:  7000 PH 2015-10-24 2116 SP1FPG        59           15 LZ5R            59           20
QSO:  7000 PH 2015-10-24 2118 SP1FPG        59           15 SZ1A            59           20
QSO:  7000 PH 2015-10-24 2121 SP1FPG        59           15 IK6GPZ          59           15
QSO:  7000 PH 2015-10-24 2123 SP1FPG        59           15 IF8C            59           15
QSO:  7000 PH 2015-10-24 2126 SP1FPG        59           15 EA3CCN          59           14
QSO:  7000 PH 2015-10-25 0407 SP1FPG        59           15 YV5PM           59           09
QSO:  7000 PH 2015-10-25 0416 SP1FPG        59           15 W3LPL           59           05
QSO:  7000 PH 2015-10-25 0427 SP1FPG        59           15 EI7M            59           14
QSO:  7000 PH 2015-10-25 0442 SP1FPG        59           15 AA3B            59           05
QSO:  7000 PH 2015-10-25 0446 SP1FPG        59           15 K8AZ            59           04
QSO:  7000 PH 2015-10-25 0448 SP1FPG        59           15 LZ8E            59           20
QSO:  7000 PH 2015-10-25 0505 SP1FPG        59           15 PT2CM           59           11
QSO:  7000 PH 2015-10-25 0512 SP1FPG        59           15 EE2K            59           14
QSO:  7000 PH 2015-10-25 0514 SP1FPG        59           15 RU1A            59           16
QSO:  7000 PH 2015-10-25 0517 SP1FPG        59           15 NA2U            59           05
QSO:  7000 PH 2015-10-25 0518 SP1FPG        59           15 WE3C            59           05
QSO:  7000 PH 2015-10-25 0522 SP1FPG        59           15 9A8M            59           15
QSO:  7000 PH 2015-10-25 0526 SP1FPG        59           15 WK1Q            59           05
QSO:  7000 PH 2015-10-25 0527 SP1FPG        59           15 K4JPD           59           05
QSO:  7000 PH 2015-10-25 0530 SP1FPG        59           15 EU1WW           59           16
QSO:  7000 PH 2015-10-25 0533 SP1FPG        59           15 NR3X            59           05
QSO:  7000 PH 2015-10-25 0537 SP1FPG        59           15 K1KP            59           05
QSO:  7000 PH 2015-10-25 0539 SP1FPG        59           15 EU1A            59           16
QSO:  7000 PH 2015-10-25 0542 SP1FPG        59           15 IR4X            59           15
QSO:  7000 PH 2015-10-25 0545 SP1FPG        59           15 K1LZ            59           05
QSO:  7000 PH 2015-10-25 0550 SP1FPG        59           15 HA6ITU          59           15
QSO:  7000 PH 2015-10-25 0551 SP1FPG        59           15 9A2L            59           15
QSO:  7000 PH 2015-10-25 0552 SP1FPG        59           15 LY9Y            59           15
QSO:  7000 PH 2015-10-25 0556 SP1FPG        59           15 NV9L            59           04
QSO:  7000 PH 2015-10-25 0559 SP1FPG        59           15 W1UE            59           05
QSO:  7000 PH 2015-10-25 0608 SP1FPG        59           15 FY5KE           59           09
QSO:  7000 PH 2015-10-25 0613 SP1FPG        59           15 K3CR            59           05
QSO:  7000 PH 2015-10-25 0617 SP1FPG        59           15 8P5A            59           08
QSO:  7000 PH 2015-10-25 0618 SP1FPG        59           15 OR1Z            59           14
QSO:  7000 PH 2015-10-25 0620 SP1FPG        59           15 EA3YK           59           14
QSO:  7000 PH 2015-10-25 0626 SP1FPG        59           15 WW4LL           59           05
QSO:  7000 PH 2015-10-25 0629 SP1FPG        59           15 K9CT            59           04
QSO:  7000 PH 2015-10-25 0633 SP1FPG        59           15 M6T             59           14
QSO:  7000 PH 2015-10-25 0634 SP1FPG        59           15 UA2F            59           15
QSO:  7000 PH 2015-10-25 0643 SP1FPG        59           15 NP4A            59           08
QSO:  7000 PH 2015-10-25 0651 SP1FPG        59           15 VE9CB           59           05
QSO:  7000 PH 2015-10-25 0701 SP1FPG        59           15 G2F             59           14
QSO:  7000 PH 2015-10-25 0706 SP1FPG        59           15 DK0SU           59           14
QSO:  7000 PH 2015-10-25 0707 SP1FPG        59           15 LY7Z            59           15
QSO:  7000 PH 2015-10-25 0709 SP1FPG        59           15 ED5N            59           14
QSO:  7000 PH 2015-10-25 0710 SP1FPG        59           15 OZ4NA           59           14
QSO:  7000 PH 2015-10-25 0711 SP1FPG        59           15 F4DJG           59           14
QSO:  7000 PH 2015-10-25 0713 SP1FPG        59           15 PI4YLC          59           14
QSO:  7000 PH 2015-10-25 0717 SP1FPG        59           15 VP5DX           59           08
QSO:  7000 PH 2015-10-25 0743 SP1FPG        59           15 EI9E            59           14
QSO:  7000 PH 2015-10-25 0745 SP1FPG        59           15 DK7CH           59           14
QSO:  7000 PH 2015-10-25 0747 SP1FPG        59           15 IN3EQD          59           15
QSO:  7000 PH 2015-10-25 0750 SP1FPG        59           15 AA1K            59           05
QSO:  7000 PH 2015-10-25 0808 SP1FPG        59           15 OK6K            59           15
QSO:  7000 PH 2015-10-25 0809 SP1FPG        59           15 DK0EE           59           14
QSO:  7000 PH 2015-10-25 0812 SP1FPG        59           15 DJ5MW           59           14
QSO:  7000 PH 2015-10-25 0814 SP1FPG        59           15 W9RE            59           04
QSO:  7000 PH 2015-10-25 0818 SP1FPG        59           15 N3AD            59           05
QSO:  7000 PH 2015-10-25 0821 SP1FPG        59           15 DL8AKA          59           14
QSO:  7000 PH 2015-10-25 0822 SP1FPG        59           15 OR3A            59           14
QSO:  7000 PH 2015-10-25 0823 SP1FPG        59           15 LA6VQ           59           14
QSO:  7000 PH 2015-10-25 0824 SP1FPG        59           15 UT5PY           59           16
QSO:  7000 PH 2015-10-25 0831 SP1FPG        59           15 IO9A            59           15
QSO:  7000 PH 2015-10-25 0837 SP1FPG        59           15 ON4VDV          59           14
QSO:  7000 PH 2015-10-25 0838 SP1FPG        59           15 OK2ILD          59           15
QSO:  7000 PH 2015-10-25 0842 SP1FPG        59           15 OH2CK           59           15
QSO:  7000 PH 2015-10-25 0843 SP1FPG        59           15 PA3GGB          59           14
QSO:  7000 PH 2015-10-25 0845 SP1FPG        59           15 UR5WT           59           16
QSO:  7000 PH 2015-10-25 0846 SP1FPG        59           15 OZ4FA           59           14
QSO:  7000 PH 2015-10-25 0847 SP1FPG        59           15 DL6WT           59           14
QSO:  7000 PH 2015-10-25 0848 SP1FPG        59           15 LA2XNA          59           14
QSO:  7000 PH 2015-10-25 0849 SP1FPG        59           15 DL4SZB          59           14
QSO:  7000 PH 2015-10-25 0850 SP1FPG        59           15 DL2DQL          59           14
QSO:  7000 PH 2015-10-25 0851 SP1FPG        59           15 ON3ND           59           14
QSO:  7000 PH 2015-10-25 0856 SP1FPG        59           15 ON4MHO          59           14
QSO:  7000 PH 2015-10-25 0858 SP1FPG        59           15 G4IIY           59           14
QSO:  7000 PH 2015-10-25 0904 SP1FPG        59           15 F4FSY           59           14
QSO:  7000 PH 2015-10-25 0906 SP1FPG        59           15 OZ2DAN          59           14
QSO:  7000 PH 2015-10-25 0907 SP1FPG        59           15 G3PXT           59           14
QSO:  7000 PH 2015-10-25 0910 SP1FPG        59           15 SK7K            59           14
QSO:  7000 PH 2015-10-25 0912 SP1FPG        59           15 OT5X            59           14
QSO:  7000 PH 2015-10-25 0918 SP1FPG        59           15 DJ4MH           59           14
QSO:  7000 PH 2015-10-25 0922 SP1FPG        59           15 IK2AQZ          59           15
QSO:  7000 PH 2015-10-25 0926 SP1FPG        59           15 M0TAZ           59           14
QSO:  7000 PH 2015-10-25 0928 SP1FPG        59           15 DL7UXG          59           14
QSO:  7000 PH 2015-10-25 0929 SP1FPG        59           15 HB0A            59           14
QSO:  7000 PH 2015-10-25 0932 SP1FPG        59           15 DR1E            59           14
QSO:  7000 PH 2015-10-25 1107 SP1FPG        59           15 SQ8SET          59           15
QSO:  7000 PH 2015-10-25 1111 SP1FPG        59           15 PA8B            59           14
QSO:  7000 PH 2015-10-25 1123 SP1FPG        59           15 PI4COM          59           14
QSO:  7000 PH 2015-10-25 1137 SP1FPG        59           15 G4DBW           59           14
QSO:  7000 PH 2015-10-25 1230 SP1FPG        59           15 ON1TO           59           14
QSO:  7000 PH 2015-10-25 1234 SP1FPG        59           15 HA5BI           59           15
QSO:  7000 PH 2015-10-25 1236 SP1FPG        59           15 F1ULQ           59           14
QSO:  7000 PH 2015-10-25 1245 SP1FPG        59           15 OL6P            59           15
QSO:  7000 PH 2015-10-25 1331 SP1FPG        59           15 RA2FAC          59           15
QSO:  7000 PH 2015-10-25 1453 SP1FPG        59           15 OK1DOY          59           15
QSO:  7000 PH 2015-10-25 1455 SP1FPG        59           15 II0X            59           15
QSO:  7000 PH 2015-10-25 1456 SP1FPG        59           15 PA3HCC          59           14
QSO:  7000 PH 2015-10-25 1510 SP1FPG        59           15 UI9I            59           18
QSO:  7000 PH 2015-10-25 1518 SP1FPG        59           15 OG7X            59           15
QSO:  7000 PH 2015-10-25 1520 SP1FPG        59           15 SI9AM           59           14
QSO:  7000 PH 2015-10-25 1522 SP1FPG        59           15 OK1HEH          59           15
QSO:  7000 PH 2015-10-25 1523 SP1FPG        59           15 RN6A            59           16
QSO:  7000 PH 2015-10-25 1526 SP1FPG        59           15 S53Q            59           15
QSO:  7000 PH 2015-10-25 1529 SP1FPG        59           15 DK65DARC        59           14
QSO:  7000 PH 2015-10-25 1535 SP1FPG        59           15 DJ0MCZ          59           14
QSO:  7000 PH 2015-10-25 1548 SP1FPG        59           15 RY2S            59           16
QSO:  7000 PH 2015-10-25 1551 SP1FPG        59           15 OH6K            59           15
QSO:  7000 PH 2015-10-25 1557 SP1FPG        59           15 F6GWV           59           14
QSO:  7000 PH 2015-10-25 1558 SP1FPG        59           15 F4BYB           59           14
QSO:  7000 PH 2015-10-25 1605 SP1FPG        59           15 OM7PY           59           15
QSO:  7000 PH 2015-10-25 1606 SP1FPG        59           15 LY4T            59           15
QSO:  7000 PH 2015-10-25 1607 SP1FPG        59           15 ES8SX           59           15
QSO:  7000 PH 2015-10-25 1615 SP1FPG        59           15 LA5UF           59           14
QSO:  7000 PH 2015-10-25 1622 SP1FPG        59           15 LY5I            59           15
QSO:  7000 PH 2015-10-25 1626 SP1FPG        59           15 UR3CMA          59           16
