START-OF-LOG: 3.0
CALLSIGN: K3ZJ
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2172650
NAME: David Siddall
LOCATION: WV
OPERATORS: K3ZJ
CLUB: Potomac Valley Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5269.0
SOAPBOX: Unexpected good conditions, thanks to everyone for the QSOs.
QSO: 21262 PH 2015-10-25 1418 K3ZJ          59  5      UR6EA         59  16
QSO: 21262 PH 2015-10-25 1419 K3ZJ          59  5      OH8FAL        59  15
QSO: 21262 PH 2015-10-25 1420 K3ZJ          59  5      OL5Y          59  15
QSO: 21262 PH 2015-10-25 1420 K3ZJ          59  5      PA6V          59  14
QSO: 21262 PH 2015-10-25 1420 K3ZJ          59  5      DL4YAO        59  14
QSO: 21262 PH 2015-10-25 1420 K3ZJ          59  5      S55N          59  15
QSO: 21262 PH 2015-10-25 1421 K3ZJ          59  5      ON7GR         59  14
QSO: 21262 PH 2015-10-25 1421 K3ZJ          59  5      G3YPE         59  14
QSO: 21262 PH 2015-10-25 1424 K3ZJ          59  5      ES1BH         59  15
QSO: 21262 PH 2015-10-25 1424 K3ZJ          59  5      OE5T          59  15
QSO: 21262 PH 2015-10-25 1424 K3ZJ          59  5      PA3ELQ        59  14
QSO: 21262 PH 2015-10-25 1425 K3ZJ          59  5      PF1MO         59  14
QSO: 21262 PH 2015-10-25 1426 K3ZJ          59  5      RL4F          59  16
QSO: 21262 PH 2015-10-25 1427 K3ZJ          59  5      IK1BPL        59  15
QSO: 21262 PH 2015-10-25 1427 K3ZJ          59  5      F4FEP         59  14
QSO: 21262 PH 2015-10-25 1429 K3ZJ          59  5      G4WGE         59  14
QSO: 21262 PH 2015-10-25 1430 K3ZJ          59  5      PA3HEB        59  14
QSO: 21262 PH 2015-10-25 1431 K3ZJ          59  5      OK2SAR        59  15
QSO: 21262 PH 2015-10-25 1431 K3ZJ          59  5      SE3X          59  14
QSO: 21262 PH 2015-10-25 1431 K3ZJ          59  5      S51A          59  15
QSO: 21262 PH 2015-10-25 1432 K3ZJ          59  5      9A2KD         59  15
QSO: 21262 PH 2015-10-25 1432 K3ZJ          59  5      KB3Z          59  05
QSO: 21262 PH 2015-10-25 1432 K3ZJ          59  5      EI6FM         59  14
QSO: 21262 PH 2015-10-25 1432 K3ZJ          59  5      DM1CM         59  14
QSO: 21262 PH 2015-10-25 1433 K3ZJ          59  5      Z35W          59  15
QSO: 21262 PH 2015-10-25 1434 K3ZJ          59  5      UR5WCQ        59  16
QSO: 21262 PH 2015-10-25 1434 K3ZJ          59  5      PG2AA         59  14
QSO: 21262 PH 2015-10-25 1434 K3ZJ          59  5      IZ1ANK        59  15
QSO: 21262 PH 2015-10-25 1435 K3ZJ          59  5      M1DDD         59  14
QSO: 21262 PH 2015-10-25 1435 K3ZJ          59  5      YO5FMT        59  20
QSO: 21262 PH 2015-10-25 1436 K3ZJ          59  5      OE3CHA        59  04
QSO: 21262 PH 2015-10-25 1436 K3ZJ          59  5      G4LPD         59  14
QSO: 21262 PH 2015-10-25 1437 K3ZJ          59  5      SN1J          59  15
QSO: 21262 PH 2015-10-25 1438 K3ZJ          59  5      SP8IMG        59  15
QSO: 21262 PH 2015-10-25 1438 K3ZJ          59  5      YO2II         59  20
QSO: 21262 PH 2015-10-25 1439 K3ZJ          59  5      SV9COL        59  20
QSO: 21262 PH 2015-10-25 1439 K3ZJ          59  5      G3SVD         59  14
QSO: 21262 PH 2015-10-25 1439 K3ZJ          59  5      DJ8KW         59  14
QSO: 21262 PH 2015-10-25 1439 K3ZJ          59  5      II9P          59  15
QSO: 21262 PH 2015-10-25 1440 K3ZJ          59  5      DG5AAP        59  14
QSO: 21262 PH 2015-10-25 1440 K3ZJ          59  5      S54K          59  15
QSO: 21262 PH 2015-10-25 1440 K3ZJ          59  5      SP5IVC        59  15
QSO: 21262 PH 2015-10-25 1441 K3ZJ          59  5      DL3SBP        59  14
QSO: 21262 PH 2015-10-25 1442 K3ZJ          59  5      UT7QL         59  16
QSO: 21262 PH 2015-10-25 1443 K3ZJ          59  5      IZ5IMD        59  15
QSO: 21262 PH 2015-10-25 1443 K3ZJ          59  5      SP7LIE        59  15
QSO: 21262 PH 2015-10-25 1443 K3ZJ          59  5      HG2UK         59  15
QSO: 21262 PH 2015-10-25 1444 K3ZJ          59  5      A65EE         59  21
QSO: 21262 PH 2015-10-25 1444 K3ZJ          59  5      G3WEF         59  14
QSO: 21262 PH 2015-10-25 1444 K3ZJ          59  5      DD5MA         59  14
QSO: 21262 PH 2015-10-25 1445 K3ZJ          59  5      9A8FCC        59  15
QSO: 21262 PH 2015-10-25 1445 K3ZJ          59  5      G4HJE         59  14
QSO: 21262 PH 2015-10-25 1445 K3ZJ          59  5      OH9GGY        59  15
QSO: 21262 PH 2015-10-25 1446 K3ZJ          59  5      OZ1ACB        59  14
QSO: 21262 PH 2015-10-25 1446 K3ZJ          59  5      G7UGC         59  14
QSO: 21262 PH 2015-10-25 1446 K3ZJ          59  5      DF2TT         59  14
QSO: 21262 PH 2015-10-25 1446 K3ZJ          59  5      IZ8EEL        59  15
QSO: 21262 PH 2015-10-25 1447 K3ZJ          59  5      OK1AVV        59  15
QSO: 21262 PH 2015-10-25 1447 K3ZJ          59  5      OL7T          59  15
QSO: 21262 PH 2015-10-25 1447 K3ZJ          59  5      S59DXU        59  15
QSO: 21262 PH 2015-10-25 1447 K3ZJ          59  5      LA6WDA        59  14
QSO: 21262 PH 2015-10-25 1448 K3ZJ          59  5      EF7X          59  14
QSO: 21262 PH 2015-10-25 1448 K3ZJ          59  5      IZ4ORO        59  15
QSO: 21262 PH 2015-10-25 1448 K3ZJ          59  5      DK6MP         59  14
QSO: 21262 PH 2015-10-25 1448 K3ZJ          59  5      UC7A          59  16
QSO: 21262 PH 2015-10-25 1449 K3ZJ          59  5      F4ESV         59  14
QSO: 21262 PH 2015-10-25 1449 K3ZJ          59  5      YP5AY         59  20
QSO: 21262 PH 2015-10-25 1450 K3ZJ          59  5      9A2TX         59  15
QSO: 21262 PH 2015-10-25 1450 K3ZJ          59  5      GI0UVD        59  14
QSO: 21262 PH 2015-10-25 1451 K3ZJ          59  5      F5DRD         59  14
QSO: 21262 PH 2015-10-25 1451 K3ZJ          59  5      OH1KF         59  15
QSO: 21262 PH 2015-10-25 1452 K3ZJ          59  5      DL1JGO        59  14
QSO: 21262 PH 2015-10-25 1452 K3ZJ          59  5      S51DD         59  15
QSO: 21262 PH 2015-10-25 1452 K3ZJ          59  5      SQ6LJV        59  15
QSO: 21262 PH 2015-10-25 1453 K3ZJ          59  5      IV3OKO        59  15
QSO: 21262 PH 2015-10-25 1454 K3ZJ          59  5      EW1TO         59  16
QSO: 21262 PH 2015-10-25 1454 K3ZJ          59  5      DL5RDP        59  14
QSO: 21262 PH 2015-10-25 1455 K3ZJ          59  5      IT9OPR        59  15
QSO: 21262 PH 2015-10-25 1455 K3ZJ          59  5      SP4R          59  15
QSO: 21262 PH 2015-10-25 1455 K3ZJ          59  5      YU1USA        59  15
QSO: 21262 PH 2015-10-25 1456 K3ZJ          59  5      IW7CZK        59  15
QSO: 21262 PH 2015-10-25 1456 K3ZJ          59  5      F2AR          59  14
QSO: 21262 PH 2015-10-25 1456 K3ZJ          59  5      SP4MPA        59  15
QSO: 21262 PH 2015-10-25 1457 K3ZJ          59  5      PA1TO         59  14
QSO: 21262 PH 2015-10-25 1457 K3ZJ          59  5      G4DBL         59  14
QSO: 21262 PH 2015-10-25 1457 K3ZJ          59  5      SM5S          59  14
QSO: 21262 PH 2015-10-25 1457 K3ZJ          59  5      M0TAZ         59  14
QSO: 21262 PH 2015-10-25 1458 K3ZJ          59  5      EA2DMH        59  14
QSO: 21262 PH 2015-10-25 1458 K3ZJ          59  5      YU2DBZ        59  15
QSO: 21262 PH 2015-10-25 1458 K3ZJ          59  5      F5ASD         59  14
QSO: 21262 PH 2015-10-25 1459 K3ZJ          59  5      DB6NT         59  14
QSO: 21262 PH 2015-10-25 1459 K3ZJ          59  5      RW1CW         59  16
QSO: 21262 PH 2015-10-25 1459 K3ZJ          59  5      M0ELG         59  14
QSO: 21262 PH 2015-10-25 1459 K3ZJ          59  5      SP3CYY        59  15
QSO: 21262 PH 2015-10-25 1500 K3ZJ          59  5      RZ1OA         59  16
QSO: 21262 PH 2015-10-25 1500 K3ZJ          59  5      M0NIR         59  14
QSO: 21262 PH 2015-10-25 1501 K3ZJ          59  5      RC3U          59  16
QSO: 21262 PH 2015-10-25 1501 K3ZJ          59  5      SM3C          59  14
QSO: 21262 PH 2015-10-25 1501 K3ZJ          59  5      SV3IBQ        59  20
QSO: 21262 PH 2015-10-25 1501 K3ZJ          59  5      UW7LL         59  16
QSO: 21262 PH 2015-10-25 1502 K3ZJ          59  5      M0ZVB         59  14
QSO: 21262 PH 2015-10-25 1503 K3ZJ          59  5      DL1ASA        59  14
QSO: 21262 PH 2015-10-25 1503 K3ZJ          59  5      R4FAN         59  16
QSO: 21262 PH 2015-10-25 1503 K3ZJ          59  5      R3WR          59  16
QSO: 21262 PH 2015-10-25 1504 K3ZJ          59  5      DK2AT         59  14
QSO: 21262 PH 2015-10-25 1504 K3ZJ          59  5      IK8TEM        59  15
QSO: 21262 PH 2015-10-25 1504 K3ZJ          59  5      YP6Z          59  20
QSO: 21262 PH 2015-10-25 1505 K3ZJ          59  5      EI1A          59  14
QSO: 21262 PH 2015-10-25 1505 K3ZJ          59  5      RW4HZ         59  16
QSO: 21262 PH 2015-10-25 1505 K3ZJ          59  5      LY2NY         59  15
QSO: 21262 PH 2015-10-25 1506 K3ZJ          59  5      PB2A          59  14
QSO: 21262 PH 2015-10-25 1506 K3ZJ          59  5      OK1WF         59  15
QSO: 21262 PH 2015-10-25 1506 K3ZJ          59  5      EA1SV         59  14
QSO: 21262 PH 2015-10-25 1506 K3ZJ          59  5      OH6RE         59  15
QSO: 21262 PH 2015-10-25 1507 K3ZJ          59  5      HA8RT         59  15
QSO: 21262 PH 2015-10-25 1507 K3ZJ          59  5      SK3GA         59  14
QSO: 21262 PH 2015-10-25 1508 K3ZJ          59  5      DG2SEG        59  14
QSO: 21262 PH 2015-10-25 1509 K3ZJ          59  5      9A6ZZ         59  15
QSO: 21262 PH 2015-10-25 1509 K3ZJ          59  5      RZ3F          59  16
QSO: 21262 PH 2015-10-25 1509 K3ZJ          59  5      G0IFC         59  14
QSO: 21262 PH 2015-10-25 1510 K3ZJ          59  5      LY2N          59  15
QSO: 21262 PH 2015-10-25 1511 K3ZJ          59  5      IK3XTY        59  15
QSO: 21262 PH 2015-10-25 1511 K3ZJ          59  5      IK2NNI        59  15
QSO: 21262 PH 2015-10-25 1512 K3ZJ          59  5      IK2SAR        59  15
QSO: 21262 PH 2015-10-25 1512 K3ZJ          59  5      YL2GV         59  15
QSO: 28616 PH 2015-10-25 1514 K3ZJ          59  5      UA2F          59  15
QSO: 21262 PH 2015-10-25 1523 K3ZJ          59  5      LY4T          59  15
QSO: 21262 PH 2015-10-25 1524 K3ZJ          59  5      ED1WW         59  14
QSO: 21262 PH 2015-10-25 1525 K3ZJ          59  5      DH2RAM        59  14
QSO: 21262 PH 2015-10-25 1526 K3ZJ          59  5      DL4JLM        59  14
QSO: 21262 PH 2015-10-25 1526 K3ZJ          59  5      UA3VFS        59  16
QSO: 21262 PH 2015-10-25 1527 K3ZJ          59  5      G4YCS         59  14
QSO: 21262 PH 2015-10-25 1527 K3ZJ          59  5      YO3GD         59  20
QSO: 28630 PH 2015-10-25 1534 K3ZJ          59  5      IQ3WW         59  15
QSO: 28630 PH 2015-10-25 1535 K3ZJ          59  5      PD5VEN        59  14
QSO: 28630 PH 2015-10-25 1535 K3ZJ          59  5      DK2TX         59  14
QSO: 28630 PH 2015-10-25 1535 K3ZJ          59  5      DF9DD         59  14
QSO: 28630 PH 2015-10-25 1536 K3ZJ          59  5      EA4GQS        59  14
QSO: 28630 PH 2015-10-25 1536 K3ZJ          59  5      SP7PCZ        59  15
QSO: 28630 PH 2015-10-25 1536 K3ZJ          59  5      PA0GJV        59  14
QSO: 28630 PH 2015-10-25 1536 K3ZJ          59  5      DG5MLA        59  14
QSO: 28630 PH 2015-10-25 1537 K3ZJ          59  5      UY7MM         59  16
QSO: 28630 PH 2015-10-25 1537 K3ZJ          59  5      ON3GDM        59  14
QSO: 28630 PH 2015-10-25 1538 K3ZJ          59  5      DR3W          59  14
QSO: 28630 PH 2015-10-25 1538 K3ZJ          59  5      EA4CU         59  14
QSO: 28630 PH 2015-10-25 1538 K3ZJ          59  5      OZ7IF         59  14
QSO: 28630 PH 2015-10-25 1539 K3ZJ          59  5      SP5AUY        59  15
QSO: 28630 PH 2015-10-25 1539 K3ZJ          59  5      DK2HZ         59  14
QSO: 28630 PH 2015-10-25 1539 K3ZJ          59  5      DF9OB         59  14
QSO: 28630 PH 2015-10-25 1539 K3ZJ          59  5      DJ6TK         59  14
QSO: 28630 PH 2015-10-25 1540 K3ZJ          59  5      OZ7RQ         59  14
QSO: 28630 PH 2015-10-25 1541 K3ZJ          59  5      I5SOD         59  15
QSO: 28630 PH 2015-10-25 1541 K3ZJ          59  5      DL1RG         59  14
QSO: 28630 PH 2015-10-25 1541 K3ZJ          59  5      DL7PV         59  14
QSO: 28630 PH 2015-10-25 1542 K3ZJ          59  5      SF7WT         59  14
QSO: 28630 PH 2015-10-25 1543 K3ZJ          59  5      DH0MWH        59  14
QSO: 28630 PH 2015-10-25 1543 K3ZJ          59  5      DK3WE         59  14
QSO: 28630 PH 2015-10-25 1543 K3ZJ          59  5      I1RB          59  15
QSO: 28630 PH 2015-10-25 1544 K3ZJ          59  5      PD4HDB        59  14
QSO: 28630 PH 2015-10-25 1544 K3ZJ          59  5      3Z1K          59  15
QSO: 28630 PH 2015-10-25 1544 K3ZJ          59  5      F6FTB         59  14
QSO: 28630 PH 2015-10-25 1545 K3ZJ          59  5      SP1V          59  15
QSO: 28630 PH 2015-10-25 1545 K3ZJ          59  5      PI4M          59  14
QSO: 28630 PH 2015-10-25 1545 K3ZJ          59  5      IK3OYY        59  15
QSO: 28630 PH 2015-10-25 1545 K3ZJ          59  5      OK1VAM        59  15
QSO: 28630 PH 2015-10-25 1546 K3ZJ          59  5      IZ4AIF        59  15
QSO: 28630 PH 2015-10-25 1546 K3ZJ          59  5      DL9HB         59  14
QSO: 28630 PH 2015-10-25 1546 K3ZJ          59  5      DL2QB         59  14
QSO: 28630 PH 2015-10-25 1546 K3ZJ          59  5      ON3EA         59  14
QSO: 28630 PH 2015-10-25 1547 K3ZJ          59  5      DG3OS         59  14
QSO: 28630 PH 2015-10-25 1547 K3ZJ          59  5      9A4VM         59  15
QSO: 28630 PH 2015-10-25 1547 K3ZJ          59  5      DL7HZ         59  14
QSO: 28630 PH 2015-10-25 1548 K3ZJ          59  5      DJ6DP         59  14
QSO: 28630 PH 2015-10-25 1548 K3ZJ          59  5      F1ICS         59  14
QSO: 28630 PH 2015-10-25 1548 K3ZJ          59  5      IV3ONZ        59  15
QSO: 28630 PH 2015-10-25 1549 K3ZJ          59  5      DL7CU         59  14
QSO: 28630 PH 2015-10-25 1550 K3ZJ          59  5      DF7FE         59  14
QSO: 28630 PH 2015-10-25 1551 K3ZJ          59  5      PA0MIR        59  14
QSO: 28630 PH 2015-10-25 1551 K3ZJ          59  5      DB1HCL        59  14
QSO: 28630 PH 2015-10-25 1551 K3ZJ          59  5      DL9GWD        59  14
QSO: 28630 PH 2015-10-25 1551 K3ZJ          59  5      OK1TD         59  15
QSO: 28630 PH 2015-10-25 1552 K3ZJ          59  5      DL3TVI        59  14
QSO: 28630 PH 2015-10-25 1553 K3ZJ          59  5      EA3EAN        59  14
QSO: 28630 PH 2015-10-25 1553 K3ZJ          59  5      DL2DX         59  14
QSO: 28630 PH 2015-10-25 1554 K3ZJ          59  5      HB9FVL        59  14
QSO: 28630 PH 2015-10-25 1554 K3ZJ          59  5      EA5DNO        59  14
QSO: 28630 PH 2015-10-25 1554 K3ZJ          59  5      DL1YM         59  14
QSO: 28630 PH 2015-10-25 1554 K3ZJ          59  5      DL2QT         59  14
QSO: 28630 PH 2015-10-25 1555 K3ZJ          59  5      IU2FGB        59  15
QSO: 28630 PH 2015-10-25 1556 K3ZJ          59  5      DG7FFC        59  14
QSO: 28630 PH 2015-10-25 1556 K3ZJ          59  5      ON4UN         59  14
QSO: 28630 PH 2015-10-25 1556 K3ZJ          59  5      IK3XTT        59  15
QSO: 28630 PH 2015-10-25 1557 K3ZJ          59  5      9A7JCY        59  15
QSO: 28630 PH 2015-10-25 1557 K3ZJ          59  5      PH4E          59  14
QSO: 28630 PH 2015-10-25 1557 K3ZJ          59  5      SP3YOR        59  15
QSO: 28630 PH 2015-10-25 1557 K3ZJ          59  5      F6DFY         59  14
QSO: 28630 PH 2015-10-25 1558 K3ZJ          59  5      DK8EE         59  14
QSO: 28630 PH 2015-10-25 1558 K3ZJ          59  5      PD5JFK        59  14
QSO: 28630 PH 2015-10-25 1558 K3ZJ          59  5      DF0IA         59  14
QSO: 28630 PH 2015-10-25 1559 K3ZJ          59  5      HB9CUW        59  14
QSO: 28630 PH 2015-10-25 1559 K3ZJ          59  5      HB9AYZ        59  14
QSO: 28630 PH 2015-10-25 1600 K3ZJ          59  5      9A8FCC        59  15
QSO: 28630 PH 2015-10-25 1600 K3ZJ          59  5      SQ3OGP        59  15
QSO: 28630 PH 2015-10-25 1600 K3ZJ          59  5      F4DLL         59  14
QSO: 28630 PH 2015-10-25 1601 K3ZJ          59  5      DO2BL         59  14
QSO: 28630 PH 2015-10-25 1602 K3ZJ          59  5      TM5L          59  14
QSO: 28630 PH 2015-10-25 1602 K3ZJ          59  5      HG1ITU        59  15
QSO: 28630 PH 2015-10-25 1603 K3ZJ          59  5      PF1MO         59  14
QSO: 28630 PH 2015-10-25 1603 K3ZJ          59  5      DJ9MH         59  14
QSO: 28630 PH 2015-10-25 1603 K3ZJ          59  5      HB9RIY        59  14
QSO: 28630 PH 2015-10-25 1604 K3ZJ          59  5      PA3T          59  14
QSO: 28630 PH 2015-10-25 1604 K3ZJ          59  5      PA0B          59  14
QSO: 28630 PH 2015-10-25 1604 K3ZJ          59  5      EA1DR         59  14
QSO: 28630 PH 2015-10-25 1605 K3ZJ          59  5      CT2FZY        59  14
QSO: 28630 PH 2015-10-25 1605 K3ZJ          59  5      EA7MT         59  14
QSO: 28630 PH 2015-10-25 1605 K3ZJ          59  5      SV1RB         59  20
QSO: 28630 PH 2015-10-25 1606 K3ZJ          59  5      OK1NS         59  15
QSO: 28630 PH 2015-10-25 1607 K3ZJ          59  5      PA1MV         59  14
QSO: 28630 PH 2015-10-25 1607 K3ZJ          59  5      ON3AR         59  14
QSO: 28630 PH 2015-10-25 1608 K3ZJ          59  5      DO3EF         59  14
QSO: 28630 PH 2015-10-25 1608 K3ZJ          59  5      DJ3EZ         59  14
QSO: 28630 PH 2015-10-25 1608 K3ZJ          59  5      DJ7UD         59  14
QSO: 28630 PH 2015-10-25 1608 K3ZJ          59  5      OT1S          59  14
QSO: 28630 PH 2015-10-25 1609 K3ZJ          59  5      IK4ZHV        59  15
QSO: 28630 PH 2015-10-25 1609 K3ZJ          59  5      F6HMQ         59  14
QSO: 28630 PH 2015-10-25 1610 K3ZJ          59  5      HB9AYQ        59  14
QSO: 28630 PH 2015-10-25 1610 K3ZJ          59  5      OO7R          59  14
QSO: 28630 PH 2015-10-25 1610 K3ZJ          59  5      DK6UW         59  14
QSO: 28630 PH 2015-10-25 1610 K3ZJ          59  5      M0PCC         59  14
QSO: 28630 PH 2015-10-25 1611 K3ZJ          59  5      F8CJS         59  14
QSO: 28630 PH 2015-10-25 1611 K3ZJ          59  5      IV3TRK        59  15
QSO: 28630 PH 2015-10-25 1612 K3ZJ          59  5      IK3XTY        59  15
QSO: 28630 PH 2015-10-25 1612 K3ZJ          59  5      OT5X          59  14
QSO: 28630 PH 2015-10-25 1612 K3ZJ          59  5      EF7X          59  14
QSO: 28630 PH 2015-10-25 1613 K3ZJ          59  5      DL5DTG        59  14
QSO: 28630 PH 2015-10-25 1613 K3ZJ          59  5      DL2LMS        59  14
QSO: 28630 PH 2015-10-25 1613 K3ZJ          59  5      IK1BQD        59  15
QSO: 28630 PH 2015-10-25 1614 K3ZJ          59  5      F1TZM         59  14
QSO: 28630 PH 2015-10-25 1614 K3ZJ          59  5      DJ2SEA        59  14
QSO: 28630 PH 2015-10-25 1614 K3ZJ          59  5      IK4LZH        59  15
QSO: 28630 PH 2015-10-25 1614 K3ZJ          59  5      DL1DTL        59  14
QSO: 28630 PH 2015-10-25 1615 K3ZJ          59  5      DK1IP         59  14
QSO: 28630 PH 2015-10-25 1615 K3ZJ          59  5      2E0CNL        59  14
QSO: 28630 PH 2015-10-25 1616 K3ZJ          59  5      DC1LEX        59  14
QSO: 28630 PH 2015-10-25 1616 K3ZJ          59  5      HB9ZZ         59  14
QSO: 28630 PH 2015-10-25 1616 K3ZJ          59  5      EB3WH         59  14
QSO: 28630 PH 2015-10-25 1617 K3ZJ          59  5      DF9RD         59  14
QSO: 28630 PH 2015-10-25 1617 K3ZJ          59  5      S50XX         59  15
QSO: 28630 PH 2015-10-25 1617 K3ZJ          59  5      IK2OFS        59  15
QSO: 28630 PH 2015-10-25 1617 K3ZJ          59  5      F4ELR         59  14
QSO: 28630 PH 2015-10-25 1618 K3ZJ          59  5      OM7M          59  15
QSO: 28630 PH 2015-10-25 1618 K3ZJ          59  5      EC1DD         59  14
QSO: 28630 PH 2015-10-25 1618 K3ZJ          59  5      S54ZZ         59  15
QSO: 28630 PH 2015-10-25 1618 K3ZJ          59  5      IV3BCA        59  15
QSO: 28630 PH 2015-10-25 1619 K3ZJ          59  5      ON6FC         59  14
QSO: 28630 PH 2015-10-25 1619 K3ZJ          59  5      DL1VJL        59  14
QSO: 28630 PH 2015-10-25 1620 K3ZJ          59  5      IW9FRA        59  15
QSO: 28630 PH 2015-10-25 1620 K3ZJ          59  5      PI4CC         59  14
QSO: 28630 PH 2015-10-25 1620 K3ZJ          59  5      F5BLC         59  14
QSO: 28630 PH 2015-10-25 1620 K3ZJ          59  5      EA4AA         59  14
QSO: 28630 PH 2015-10-25 1620 K3ZJ          59  5      9A6V          59  15
QSO: 28630 PH 2015-10-25 1621 K3ZJ          59  5      DK2AT         59  14
QSO: 28630 PH 2015-10-25 1622 K3ZJ          59  5      DK0LH         59  14
QSO: 28630 PH 2015-10-25 1622 K3ZJ          59  5      DG3TF         59  14
QSO: 28630 PH 2015-10-25 1623 K3ZJ          59  5      DO7DSV        59  14
QSO: 28630 PH 2015-10-25 1623 K3ZJ          59  5      DJ2SN         59  14
QSO: 28630 PH 2015-10-25 1624 K3ZJ          59  5      EI7M          59  14
QSO: 28630 PH 2015-10-25 1624 K3ZJ          59  5      F4FEP         59  14
QSO: 28630 PH 2015-10-25 1624 K3ZJ          59  5      DL1NKS        59  14
QSO: 28630 PH 2015-10-25 1625 K3ZJ          59  5      DO5LCC        59  14
QSO: 28630 PH 2015-10-25 1625 K3ZJ          59  5      DO1DJJ        59  14
QSO: 28630 PH 2015-10-25 1625 K3ZJ          59  5      IS0AML        59  15
QSO: 28630 PH 2015-10-25 1625 K3ZJ          59  5      ON4VDV        59  14
QSO: 28630 PH 2015-10-25 1626 K3ZJ          59  5      SP1FRC        59  15
QSO: 28630 PH 2015-10-25 1626 K3ZJ          59  5      DO7ES         59  14
QSO: 28630 PH 2015-10-25 1626 K3ZJ          59  5      PD1B          59  14
QSO: 28630 PH 2015-10-25 1627 K3ZJ          59  5      F6KDL         59  14
QSO: 28630 PH 2015-10-25 1627 K3ZJ          59  5      DO1MGN        59  14
QSO: 28630 PH 2015-10-25 1628 K3ZJ          59  5      S56A          59  15
QSO: 28630 PH 2015-10-25 1628 K3ZJ          59  5      S58N          59  15
QSO: 28630 PH 2015-10-25 1628 K3ZJ          59  5      DL0CS         59  14
QSO: 28630 PH 2015-10-25 1629 K3ZJ          59  5      YT0Z          59  15
QSO: 28630 PH 2015-10-25 1629 K3ZJ          59  5      DF0HQ         59  14
QSO: 28630 PH 2015-10-25 1629 K3ZJ          59  5      EC2DX         59  14
QSO: 28630 PH 2015-10-25 1630 K3ZJ          59  5      IK2QLX        59  15
QSO: 28630 PH 2015-10-25 1631 K3ZJ          59  5      DJ3NK         59  14
QSO: 28630 PH 2015-10-25 1631 K3ZJ          59  5      DL5LB         59  14
QSO: 28630 PH 2015-10-25 1631 K3ZJ          59  5      DO9ST         59  14
QSO: 28630 PH 2015-10-25 1632 K3ZJ          59  5      VE5TLW        59  04
QSO: 28630 PH 2015-10-25 1632 K3ZJ          59  5      DG1BHA        59  14
QSO: 28630 PH 2015-10-25 1632 K3ZJ          59  5      DO1UKR        59  14
QSO: 28630 PH 2015-10-25 1633 K3ZJ          59  5      PA7J          59  14
QSO: 28630 PH 2015-10-25 1633 K3ZJ          59  5      DM5BB         59  14
QSO: 28630 PH 2015-10-25 1633 K3ZJ          59  5      PD3ED         59  14
QSO: 28630 PH 2015-10-25 1633 K3ZJ          59  5      ED3T          59  14
QSO: 28630 PH 2015-10-25 1634 K3ZJ          59  5      PD0WR         59  14
QSO: 28630 PH 2015-10-25 1634 K3ZJ          59  5      EA3HSO        59  14
QSO: 28630 PH 2015-10-25 1634 K3ZJ          59  5      DL4LAM        59  14
QSO: 28630 PH 2015-10-25 1634 K3ZJ          59  5      DL3DRN        59  14
QSO: 28630 PH 2015-10-25 1634 K3ZJ          59  5      DK3WN         59  14
QSO: 28630 PH 2015-10-25 1635 K3ZJ          59  5      F5VHY         59  14
QSO: 28630 PH 2015-10-25 1636 K3ZJ          59  5      DL6NAL        59  14
QSO: 28630 PH 2015-10-25 1636 K3ZJ          59  5      DG3NCZ        59  14
QSO: 28630 PH 2015-10-25 1636 K3ZJ          59  5      IK7XGH        59  15
QSO: 28630 PH 2015-10-25 1637 K3ZJ          59  5      DJ7MH         59  14
QSO: 28630 PH 2015-10-25 1637 K3ZJ          59  5      F5MZE         59  14
QSO: 28630 PH 2015-10-25 1637 K3ZJ          59  5      DM2TO         59  14
QSO: 28630 PH 2015-10-25 1637 K3ZJ          59  5      ED3X          59  14
QSO: 28630 PH 2015-10-25 1638 K3ZJ          59  5      IK7LMX        59  15
QSO: 28630 PH 2015-10-25 1638 K3ZJ          59  5      SP6IEQ        59  15
QSO: 28630 PH 2015-10-25 1638 K3ZJ          59  5      DJ1SL         59  14
QSO: 28630 PH 2015-10-25 1639 K3ZJ          59  5      DJ4MO         59  14
QSO: 28630 PH 2015-10-25 1639 K3ZJ          59  5      DJ1TU         59  14
QSO: 28630 PH 2015-10-25 1639 K3ZJ          59  5      PI4COM        59  14
QSO: 28630 PH 2015-10-25 1639 K3ZJ          59  5      OQ4B          59  14
QSO: 28630 PH 2015-10-25 1640 K3ZJ          59  5      DL5AX         59  14
QSO: 28630 PH 2015-10-25 1640 K3ZJ          59  5      DL9GCG        59  14
QSO: 28630 PH 2015-10-25 1640 K3ZJ          59  5      ON6HV         59  14
QSO: 28630 PH 2015-10-25 1640 K3ZJ          59  5      SP6ZT         59  15
QSO: 28630 PH 2015-10-25 1640 K3ZJ          59  5      ON5AFB        59  14
QSO: 28630 PH 2015-10-25 1641 K3ZJ          59  5      I5KAP         59  15
QSO: 28630 PH 2015-10-25 1642 K3ZJ          59  5      EA5IIK        59  14
QSO: 28630 PH 2015-10-25 1643 K3ZJ          59  5      DK4EF         59  14
