START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DX-SSB
CALLSIGN: DL3FCG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL3FCG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DX-SSB ARRL/arrl_international_dx_phone_contest/2018.
QSO: 14127 PH 2018-03-03 1736 DL3FCG        59 500 VE6BBP        59 AB
QSO: 14245 PH 2018-03-03 2002 DL3FCG        59 500 KA1ZD         59 CT
QSO: 14246 PH 2018-03-03 2003 DL3FCG        59 500 K1KNQ         59 FL
QSO: 14000 PH 2018-03-03 2004 DL3FCG        59 500 AG2T          59 NY
QSO: 14246 PH 2018-03-03 2004 DL3FCG        59 500 N3MX          59 PA
QSO: 14245 PH 2018-03-03 2005 DL3FCG        59 500 K3MD          59 PA
QSO: 14245 PH 2018-03-03 2005 DL3FCG        59 500 W3FV          59 PA
QSO: 14246 PH 2018-03-03 2006 DL3FCG        59 500 K3RL          59 PA
QSO: 14246 PH 2018-03-03 2006 DL3FCG        59 500 N3ZA          59 PA
QSO: 14246 PH 2018-03-03 2006 DL3FCG        59 500 VE3PJ         59 ON
QSO: 14246 PH 2018-03-03 2006 DL3FCG        59 500 W4ZAO         59 VA
QSO: 14246 PH 2018-03-03 2007 DL3FCG        59 500 K0ARY         59 MO
QSO: 14246 PH 2018-03-03 2008 DL3FCG        59 500 K1RH          59 MD
QSO: 14000 PH 2018-03-03 2009 DL3FCG        59 500 N3RJ          59 PA
QSO: 14246 PH 2018-03-03 2009 DL3FCG        59 500 KF4EKA        59 VA
QSO: 14246 PH 2018-03-03 2009 DL3FCG        59 500 N2MUN         59 NY
QSO: 14246 PH 2018-03-03 2009 DL3FCG        59 500 W2ZQ          59 NJ
END-OF-LOG:
