START-OF-LOG: 2.0
CREATED-BY: CONTEST c14a1
CONTEST: CQ-WW-CW
CALLSIGN: RA3XCW/QRP
Category-Operator: SINGLE-OP
Category-Transmitter: ONE
Category-Band: ALL
Category-Power: QRP
Category-Assisted: NON-ASSISTED
CLAIMED-SCORE: 31408
CLUB: RU-QRP; QRU
NAME: Serge Perevozchikov
SOAPBOX: Elecraft K2, power 5W, W3DZZ, HF Vertical, multiband delta
QSO: 14000 CW 2007-11-25 0803 RA3XCW/QRP    599 16     SK7LT         599 14
QSO: 14000 CW 2007-11-25 0807 RA3XCW/QRP    599 16     EF8M          599 33
QSO: 14000 CW 2007-11-25 0817 RA3XCW/QRP    599 16     SP3OCC        599 15
QSO: 14000 CW 2007-11-25 0825 RA3XCW/QRP    599 16     OS0S          599 14
QSO: 14000 CW 2007-11-25 0827 RA3XCW/QRP    599 16     CT8T          599 14
QSO: 14000 CW 2007-11-25 0828 RA3XCW/QRP    599 16     UT2FA         599 16
QSO: 14000 CW 2007-11-25 0834 RA3XCW/QRP    599 16     AO7AJR        599 14
QSO: 14000 CW 2007-11-25 0836 RA3XCW/QRP    599 16     CN3A          599 33
QSO: 14000 CW 2007-11-25 0839 RA3XCW/QRP    599 16     DL7BQ         599 14
QSO: 14000 CW 2007-11-25 0841 RA3XCW/QRP    599 16     S51F          599 15
QSO: 14000 CW 2007-11-25 0847 RA3XCW/QRP    599 16     C4I           599 20
QSO: 14000 CW 2007-11-25 0850 RA3XCW/QRP    599 16     IS0SDX        599 15
QSO: 14000 CW 2007-11-25 0853 RA3XCW/QRP    599 16     OF8L          599 15
QSO: 14000 CW 2007-11-25 0854 RA3XCW/QRP    599 16     CU2A          599 14
QSO: 14000 CW 2007-11-25 0855 RA3XCW/QRP    599 16     PS2T          599 11
QSO: 14000 CW 2007-11-25 0857 RA3XCW/QRP    599 16     OL1C          599 15
QSO: 14000 CW 2007-11-25 0901 RA3XCW/QRP    599 16     U5WF          599 16
QSO: 14000 CW 2007-11-25 0953 RA3XCW/QRP    599 16     CS5NRA        599 14
QSO: 14000 CW 2007-11-25 1003 RA3XCW/QRP    599 16     PJ4A          599 09
QSO: 14000 CW 2007-11-25 1006 RA3XCW/QRP    599 16     UA9BX         599 17
QSO: 14000 CW 2007-11-25 1008 RA3XCW/QRP    599 16     DL6JZ         599 14
QSO: 14000 CW 2007-11-25 1010 RA3XCW/QRP    599 16     RW2F          599 15
QSO: 14000 CW 2007-11-25 1011 RA3XCW/QRP    599 16     OM8A          599 15
QSO: 14000 CW 2007-11-25 1039 RA3XCW/QRP    599 16     LZ9X          599 20
QSO: 21000 CW 2007-11-25 1059 RA3XCW/QRP    599 16     MD0CCE        599 14
QSO: 14000 CW 2007-11-25 1140 RA3XCW/QRP    599 16     K1TTT         599 05
QSO: 14000 CW 2007-11-25 1141 RA3XCW/QRP    599 16     WC1M          599 05
QSO:  7000 CW 2007-11-25 1550 RA3XCW/QRP    599 16     TC3A          599 20
QSO:  7000 CW 2007-11-25 1553 RA3XCW/QRP    599 16     S59ABC        599 15
QSO:  7000 CW 2007-11-25 1559 RA3XCW/QRP    599 16     C4N           599 20
QSO:  7000 CW 2007-11-25 1616 RA3XCW/QRP    599 16     LZ5W          599 20
QSO:  7000 CW 2007-11-25 1633 RA3XCW/QRP    599 16     SP7POS        599 15
QSO:  7000 CW 2007-11-25 1634 RA3XCW/QRP    599 16     AO3T          599 14
QSO:  7000 CW 2007-11-25 1718 RA3XCW/QRP    599 16     ER5WU         599 16
QSO:  1800 CW 2007-11-25 1721 RA3XCW/QRP    599 16     LN8W          599 14
QSO:  1800 CW 2007-11-25 1724 RA3XCW/QRP    599 16     OH0M          599 15
QSO:  1800 CW 2007-11-25 1730 RA3XCW/QRP    599 16     SO8A          599 15
QSO:  1800 CW 2007-11-25 1734 RA3XCW/QRP    599 16     S53O          599 15
QSO:  1800 CW 2007-11-25 1736 RA3XCW/QRP    599 16     EW1CQ         599 16
QSO:  1800 CW 2007-11-25 1738 RA3XCW/QRP    599 16     G5O           599 14
QSO:  1800 CW 2007-11-25 1739 RA3XCW/QRP    599 16     SK3W          599 14
QSO:  1800 CW 2007-11-25 1741 RA3XCW/QRP    599 16     EU3AR         599 16
QSO:  1800 CW 2007-11-25 1742 RA3XCW/QRP    599 16     5P3WW         599 14
END-OF-LOG:
