START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: HR5/F2JD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HR5/F2JD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2014.
QSO: 21000 PH 2014-03-29 2334 HR5/F2JD      59 K3ZO          59 1460
QSO:  7248 PH 2014-03-30 0422 HR5/F2JD      59 0102 NW0M          59 0456
QSO:  7262 PH 2014-03-30 0427 HR5/F2JD      59 0104 WG3J          59 0541
QSO:  7000 PH 2014-03-30 0429 HR5/F2JD      59 0106 OZ5GX         59 0955
QSO:  7087 PH 2014-03-30 0430 HR5/F2JD      59 0106 HK1T          59 1200
QSO:  7098 PH 2014-03-30 0432 HR5/F2JD      59 107 DM6DX         59 0688
QSO:  7185 PH 2014-03-30 0437 HR5/F2JD      59 108 DL0UM         59 1599
QSO:  7189 PH 2014-03-30 0438 HR5/F2JD      59 0129 IO5O          59 2837
QSO:  7191 PH 2014-03-30 0440 HR5/F2JD      59 110 CQ8X          59 3762
QSO:  7197 PH 2014-03-30 0440 HR5/F2JD      59 111 ED1R          59 3248
QSO:  7199 PH 2014-03-30 0441 HR5/F2JD      59 112 CR3A          59 0594
QSO:  7210 PH 2014-03-30 0442 HR5/F2JD      59 113 P40W          59 2456
QSO:  7000 PH 2014-03-30 0446 HR5/F2JD      59 116 KT5J          59 2477
QSO:  7059 PH 2014-03-30 0446 HR5/F2JD      59 117 IY1GMS        59 2822
QSO:  7082 PH 2014-03-30 0448 HR5/F2JD      59 118 PJ2T          59 613
QSO:  7000 PH 2014-03-30 0451 HR5/F2JD      59 0199 S57O          59 0651
QSO:  7176 PH 2014-03-30 0455 HR5/F2JD      59 120 EI7M          59 4117
QSO:  7000 PH 2014-03-30 0457 HR5/F2JD      59 0121 W5WMU         59 0372
QSO:  7205 PH 2014-03-30 0458 HR5/F2JD      59 122 NF4A          59 1541
QSO:  7215 PH 2014-03-30 0459 HR5/F2JD      59 0123 K9CT          59 1116
QSO:  7220 PH 2014-03-30 0459 HR5/F2JD      59 0124 KQ7W          59 1963
QSO:  7227 PH 2014-03-30 0500 HR5/F2JD      59 0125 N3ZV          59 0678
QSO:  7064 PH 2014-03-30 0502 HR5/F2JD      59 126 DQ8N          59 0554
QSO:  7000 PH 2014-03-30 0503 HR5/F2JD      59 127 F6DZU         59 918
QSO:  7091 PH 2014-03-30 0504 HR5/F2JD      59 0128 PA9M          59 0889
QSO:  7000 PH 2014-03-30 0505 HR5/F2JD      59 129 3V8BB         59 2546
QSO:  7168 PH 2014-03-30 0509 HR5/F2JD      59 130 TM0R          59 3258
QSO:  7097 PH 2014-03-30 0513 HR5/F2JD      59 0131 CR6P          59 0302
QSO:  7143 PH 2014-03-30 0517 HR5/F2JD      59 132 9A73P         59 4129
QSO:  7055 PH 2014-03-30 0519 HR5/F2JD      59 133 LY7Z          59 1700
QSO:  7000 PH 2014-03-30 0522 HR5/F2JD      59 134 TI2OY         59 252
QSO:  7172 PH 2014-03-30 0526 HR5/F2JD      59 135 DR1A          59 1482
QSO:  7190 PH 2014-03-30 0532 HR5/F2JD      59 0136 N4NX          59 0604
QSO:  7106 PH 2014-03-30 0535 HR5/F2JD      59 137 TM6M          59 4101
QSO:  7107 PH 2014-03-30 0536 HR5/F2JD      59 139 ED3V          59 1096
QSO:  7135 PH 2014-03-30 0536 HR5/F2JD      59 140 EI8GXB        59 499
QSO:  7107 PH 2014-03-30 0538 HR5/F2JD      59 142 DP3D          59 0230
QSO:  7107 PH 2014-03-30 0539 HR5/F2JD      59 141 S56X          59 1032
QSO:  7107 PH 2014-03-30 0540 HR5/F2JD      59 0145 PG6G          59 0109
QSO:  7107 PH 2014-03-30 0541 HR5/F2JD      59 147 ES9C          59 1541
QSO:  7107 PH 2014-03-30 0541 HR5/F2JD      59 0146 G2F           59 1460
QSO:  7107 PH 2014-03-30 0542 HR5/F2JD      59 148 LZ9W          59 1640
QSO:  7107 PH 2014-03-30 0543 HR5/F2JD      59 0150 LY2W          59 0648
QSO:  7107 PH 2014-03-30 0543 HR5/F2JD      59 0149 PI4DX         59 0570
QSO:  7107 PH 2014-03-30 0545 HR5/F2JD      59 152 LY9Y          59 1276
QSO:  7107 PH 2014-03-30 0548 HR5/F2JD      59 0153 HA3DX         59 1121
QSO:  7107 PH 2014-03-30 0548 HR5/F2JD      59 154 HB14SAF       59 1331
QSO:  7107 PH 2014-03-30 0550 HR5/F2JD      59 0158 CT1EAV        59 0505
END-OF-LOG:
