START-OF-LOG: 3.0
CALLSIGN: G4DDL
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 213150
NAME: Mike Pemberton
LOCATION: DX
OPERATORS: G4DDL
CLUB: Bracknell Amateur Radio Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7177.0
SOAPBOX: Bad Thunderstorms on both nights made LF bands hard work
QSO: 28012 CW 2018-05-27 1038 G4DDL         599 0313   EA5CP         599 0286
QSO: 28018 CW 2018-05-27 1039 G4DDL         599 0314   CN3A          599 0401
QSO: 21032 CW 2018-05-27 1042 G4DDL         599 0315   EA5FID        599 0613
QSO:  7035 CW 2018-05-27 1044 G4DDL         599 0316   9A70A         599 3275
QSO:  7021 CW 2018-05-27 1045 G4DDL         599 0317   DL3ZZA        599 0092
QSO:  7018 CW 2018-05-27 1047 G4DDL         599 0318   DR2C          599 0051
QSO:  7010 CW 2018-05-27 1049 G4DDL         599 0319   OK2D          599 1985
QSO: 14001 CW 2018-05-27 1051 G4DDL         599 0320   NW7R          599 2185
QSO: 14007 CW 2018-05-27 1626 G4DDL         599 0321   UZ5DM         599 0429
QSO: 14012 CW 2018-05-27 1628 G4DDL         599 0322   UR4LRG        599 0227
QSO: 14015 CW 2018-05-27 1631 G4DDL         599 0323   RW3XZ         599 0854
QSO: 14020 CW 2018-05-27 1632 G4DDL         599 0324   SM0FPR        599 0236
QSO: 14021 CW 2018-05-27 1633 G4DDL         599 0325   HG1S          599 3096
QSO: 14023 CW 2018-05-27 1634 G4DDL         599 0326   UX7IW         599 1336
QSO: 14029 CW 2018-05-27 1637 G4DDL         599 0327   JE6RPM        599 1995
QSO: 14031 CW 2018-05-27 1638 G4DDL         599 0328   YR9F          599 1809
QSO: 14032 CW 2018-05-27 1640 G4DDL         599 0329   IZ2FLX        599 0616
QSO: 14033 CW 2018-05-27 1641 G4DDL         599 0330   UB3A          599 0111
QSO: 14040 CW 2018-05-27 1645 G4DDL         599 0331   9A7T          599 1615
QSO: 14046 CW 2018-05-27 1646 G4DDL         599 0332   S57K          599 2496
QSO: 14050 CW 2018-05-27 1649 G4DDL         599 0333   IK5ZWU        599 0033
QSO: 14051 CW 2018-05-27 1650 G4DDL         599 0334   DP80FOC       599 1577
QSO: 14061 CW 2018-05-27 1654 G4DDL         599 0335   UA3A          599 1677
QSO: 14061 CW 2018-05-27 1654 G4DDL         599 0336   RT6K          599 0288
QSO: 14063 CW 2018-05-27 1656 G4DDL         599 0337   UZ5ZV         599 0218
QSO: 14081 CW 2018-05-27 1658 G4DDL         599 0338   HA3DX         599 1557
QSO: 14086 CW 2018-05-27 1700 G4DDL         599 0339   EA7TG         599 0250
QSO: 14093 CW 2018-05-27 1700 G4DDL         599 0340   SN6A          599 0533
QSO:  7002 CW 2018-05-27 1703 G4DDL         599 0341   YL2SM         599 2174
QSO:  7006 CW 2018-05-27 1704 G4DDL         599 0342   YO8SS         599 0156
QSO:  7005 CW 2018-05-27 1705 G4DDL         599 0343   S52AW         599 1470
QSO:  7013 CW 2018-05-27 1709 G4DDL         599 0344   SJ0X          599 0898
QSO:  7055 CW 2018-05-27 1714 G4DDL         599 0345   DL4SDW        599 0624
QSO:  7047 CW 2018-05-27 1716 G4DDL         599 0346   YU2A          599 0918
QSO:  7037 CW 2018-05-27 1719 G4DDL         599 0347   YL7X          599 1408
QSO:  7033 CW 2018-05-27 1720 G4DDL         599 0348   9A1AA         599 1093
QSO:  7028 CW 2018-05-27 1722 G4DDL         599 0349   DM65MVP       599 0460
QSO:  7028 CW 2018-05-27 1723 G4DDL         599 0350   UZ0U          599 1336
QSO:  7025 CW 2018-05-27 1725 G4DDL         599 0351   RA3CW         599 2409
QSO: 14007 CW 2018-05-27 1730 G4DDL         599 0352   S53A          599 1618
QSO: 14018 CW 2018-05-27 1732 G4DDL         599 0353   UZ3A          599 2168
QSO: 14021 CW 2018-05-27 1734 G4DDL         599 0354   YL6W          599 2308
QSO: 14022 CW 2018-05-27 1735 G4DDL         599 0355   SP7LIE        599 0202
QSO: 14024 CW 2018-05-27 1737 G4DDL         599 0356   AA3B          599 2823
QSO: 14031 CW 2018-05-27 1741 G4DDL         599 0357   DH0GHU        599 0082
QSO: 14035 CW 2018-05-27 1742 G4DDL         599 0358   OH2T          599 0184
QSO: 14036 CW 2018-05-27 1743 G4DDL         599 0359   OL0W          599 2061
QSO: 14037 CW 2018-05-27 1744 G4DDL         599 0360   S53MM         599 2889
QSO: 14039 CW 2018-05-27 1745 G4DDL         599 0361   SM5EFX        599 0261
QSO: 14041 CW 2018-05-27 1747 G4DDL         599 0362   HG6N          599 3113
QSO: 14044 CW 2018-05-27 1747 G4DDL         599 0363   DL7ON         599 1067
QSO: 14050 CW 2018-05-27 1749 G4DDL         599 0364   RM4W          599 0478
QSO: 14058 CW 2018-05-27 1751 G4DDL         599 0365   I2SVA         599 0258
QSO: 14066 CW 2018-05-27 1752 G4DDL         599 0366   HG8C          599 0385
QSO: 14067 CW 2018-05-27 1753 G4DDL         599 0367   EA2KV         599 0245
QSO:  3512 CW 2018-05-27 1920 G4DDL         599 0368   HG8R          599 0910
QSO:  3519 CW 2018-05-27 1922 G4DDL         599 0369   OM7JG         599 1468
QSO:  3525 CW 2018-05-27 1925 G4DDL         599 0370   OK1DX         599 0316
QSO:  3533 CW 2018-05-27 1926 G4DDL         599 0371   F1AKK         599 0358
QSO:  3545 CW 2018-05-27 1928 G4DDL         599 0372   EM0X          599 0809
QSO:  3522 CW 2018-05-27 1933 G4DDL         599 0373   OK7W          599 0881
QSO:  3526 CW 2018-05-27 1934 G4DDL         599 0374   OM7M          599 0481
QSO:  3535 CW 2018-05-27 1936 G4DDL         599 0375   SP4BEU        599 0357
QSO:  3537 CW 2018-05-27 1937 G4DDL         599 0376   9A8M          599 0830
QSO:  3561 CW 2018-05-27 1939 G4DDL         599 0377   M6W           599 0362
QSO:  7016 CW 2018-05-27 1941 G4DDL         599 0378   HG6O          599 1709
QSO:  7001 CW 2018-05-27 1942 G4DDL         599 0379   IO3A          599 0727
QSO:  7009 CW 2018-05-27 1947 G4DDL         599 0380   HF80TG        599 0361
QSO:  7012 CW 2018-05-27 1952 G4DDL         599 0381   OK7Y          599 1192
QSO:  7013 CW 2018-05-27 1953 G4DDL         599 0382   HG1S          599 3323
QSO:  7016 CW 2018-05-27 1954 G4DDL         599 0383   OG60F         599 3394
QSO:  7016 CW 2018-05-27 1955 G4DDL         599 0384   YQ6A          599 2151
QSO:  7018 CW 2018-05-27 1956 G4DDL         599 0385   OM3KFF        599 0325
QSO:  7018 CW 2018-05-27 1958 G4DDL         599 0386   OL3Z          599 3487
QSO:  7020 CW 2018-05-27 2000 G4DDL         599 0387   UA4M          599 3157
QSO:  7025 CW 2018-05-27 2003 G4DDL         599 0388   F/DF3FS       599 0158
QSO:  7030 CW 2018-05-27 2006 G4DDL         599 0389   IZ8JFL        599 0802
QSO:  7031 CW 2018-05-27 2007 G4DDL         599 0390   PA3ARM        599 0415
QSO:  7031 CW 2018-05-27 2008 G4DDL         599 0391   UW2M          599 3517
QSO:  7032 CW 2018-05-27 2008 G4DDL         599 0392   SP9BNM        599 0730
QSO:  7033 CW 2018-05-27 2009 G4DDL         599 0393   IR4M          599 2386
QSO:  7042 CW 2018-05-27 2012 G4DDL         599 0394   OL5J          599 0934
QSO:  7044 CW 2018-05-27 2013 G4DDL         599 0395   UY5D          599 1045
QSO:  7047 CW 2018-05-27 2016 G4DDL         599 0396   OZ4FF         599 0423
QSO:  7048 CW 2018-05-27 2017 G4DDL         599 0397   OK2HBR        599 0700
QSO:  7050 CW 2018-05-27 2018 G4DDL         599 0398   DQ6Q          599 0915
QSO:  7051 CW 2018-05-27 2019 G4DDL         599 0399   DC0NAC        599 0818
QSO:  3548 CW 2018-05-27 2020 G4DDL         599 0400   YL7X          599 1552
QSO:  7057 CW 2018-05-27 2031 G4DDL         599 0401   HA3DX         599 1684
QSO:  3502 CW 2018-05-27 2037 G4DDL         599 0402   F4GBW         599 0567
QSO:  3504 CW 2018-05-27 2038 G4DDL         599 0403   DL6HCC        599 0509
QSO:  3507 CW 2018-05-27 2039 G4DDL         599 0404   DJ9DZ         599 1809
QSO:  3511 CW 2018-05-27 2041 G4DDL         599 0405   G6XX          599 1913
QSO:  3513 CW 2018-05-27 2043 G4DDL         599 0406   3Z0X          599 0636
QSO:  3514 CW 2018-05-27 2044 G4DDL         599 0407   OK8NM         599 0572
QSO:  3519 CW 2018-05-27 2046 G4DDL         599 0408   DM80FOC       599 0432
QSO:  3524 CW 2018-05-27 2047 G4DDL         599 0409   LA0CX         599 0673
QSO:  3525 CW 2018-05-27 2049 G4DDL         599 0410   MW2I          599 0643
QSO:  3526 CW 2018-05-27 2050 G4DDL         599 0411   E7CW          599 0816
QSO:  3526 CW 2018-05-27 2051 G4DDL         599 0412   MI5I          599 1249
QSO:  3530 CW 2018-05-27 2053 G4DDL         599 0413   OM7RU         599 1666
QSO:  3531 CW 2018-05-27 2054 G4DDL         599 0414   OL1C          599 2403
QSO:  3510 CW 2018-05-27 2135 G4DDL         599 0415   OK1VK         599 1281
QSO:  3515 CW 2018-05-27 2137 G4DDL         599 0416   SM0HRP        599 1593
QSO:  3517 CW 2018-05-27 2138 G4DDL         599 0417   M0BEW         599 1489
QSO:  3523 CW 2018-05-27 2141 G4DDL         599 0418   YL6W          599 2492
QSO:  3537 CW 2018-05-27 2148 G4DDL         599 0419   DQ800HRO      599 0605
QSO:  7001 CW 2018-05-27 2150 G4DDL         599 0420   OL90ITALIA    599 3822
QSO:  7013 CW 2018-05-27 2155 G4DDL         599 0421   IO2X          599 0773
QSO:  7014 CW 2018-05-27 2156 G4DDL         599 0422   DP80FOC       599 1841
QSO:  7014 CW 2018-05-27 2156 G4DDL         599 0423   IZ2DII        599 0999
QSO:  7025 CW 2018-05-27 2159 G4DDL         599 0424   OH3Z          599 0697
QSO:  7026 CW 2018-05-27 2200 G4DDL         599 0425   HG5A          599 1585
QSO:  7028 CW 2018-05-27 2203 G4DDL         599 0426   IQ3GA         599 0488
QSO:  7032 CW 2018-05-27 2205 G4DDL         599 0427   RW3YA         599 0696
QSO:  7036 CW 2018-05-27 2207 G4DDL         599 0428   Z35Y          599 1172
QSO:  7037 CW 2018-05-27 2208 G4DDL         599 0429   LY2K          599 1337
QSO:  7045 CW 2018-05-27 2209 G4DDL         599 0430   F4VIQ         599 1313
QSO:  7047 CW 2018-05-27 2212 G4DDL         599 0431   F5PRH         599 1052
QSO:  7050 CW 2018-05-27 2213 G4DDL         599 0432   EC2DX         599 1358
QSO:  7051 CW 2018-05-27 2213 G4DDL         599 0433   UN9L          599 1054
QSO:  7051 CW 2018-05-27 2214 G4DDL         599 0434   LY5I          599 0977
QSO:  7064 CW 2018-05-27 2216 G4DDL         599 0435   EE5X          599 0871
QSO:  3538 CW 2018-05-27 2221 G4DDL         599 0436   UN4L          599 2739
QSO:  3529 CW 2018-05-27 2224 G4DDL         599 0437   UV5U          599 1647
QSO:  3525 CW 2018-05-27 2226 G4DDL         599 0438   M6T           599 0510
QSO:  3519 CW 2018-05-27 2226 G4DDL         599 0439   RC1W          599 1666
QSO:  3514 CW 2018-05-27 2228 G4DDL         599 0440   LC7M          599 1787
QSO:  1821 CW 2018-05-27 2231 G4DDL         599 0441   LY4ZZ         599 0354
QSO:  7059 CW 2018-05-27 2235 G4DDL         599 0442   R4SA          599 0066
QSO:  7057 CW 2018-05-27 2236 G4DDL         599 0443   9H6A          599 3103
QSO:  7052 CW 2018-05-27 2236 G4DDL         599 0444   OM7RU         599 1735
QSO:  7044 CW 2018-05-27 2238 G4DDL         599 0445   OL5Y          599 0500
QSO:  7038 CW 2018-05-27 2240 G4DDL         599 0446   OM3IAG        599 0691
QSO:  7036 CW 2018-05-27 2243 G4DDL         599 0447   CR140AA       599 1022
QSO:  7030 CW 2018-05-27 2246 G4DDL         599 0448   UZ3A          599 2473
QSO:  7026 CW 2018-05-27 2248 G4DDL         599 0449   RX7T          599 1631
QSO:  7023 CW 2018-05-27 2250 G4DDL         599 0450   DD0CC         599 1325
QSO:  7023 CW 2018-05-27 2250 G4DDL         599 0451   DJ1TO         599 0151
QSO:  7019 CW 2018-05-27 2252 G4DDL         599 0452   P33W          599 1703
END-OF-LOG:
