START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: OE1CIW
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JN88EE
CLAIMED-SCORE: 862035
NAME: Ernst Michael Zitta
CREATED-BY: DXLog.net v2.4.21
SOAPBOX: 2020 CQ WPX CW Contest - Incredible propagation!!!
SOAPBOX: OE1CIW SO AB LP
SOAPBOX: OMG what a great contest - that really was a lot of fun, fun, fun .... and once more fun 😃.
SOAPBOX: I´m so happy to see that the shortwave bands were in an excellent shape despite of no sunspots! We had also big Sporadic-E openings almost the whole time! So for the first time i didn´t know which band i should use first - almost every kilohertz was occupied by any station ... was not easy to get a free space for calling CQ especially when using low power!
SOAPBOX: The crowd of stations was tremendous all over the time. Just the 36 hour rule for single operators has stopped my energy to work totally 48 hours. I was active day and night for slightly less than 36 hours.
SOAPBOX: When was the last time while i had 168 contacts on 15 m and 150 contacts (!) on 10 m actually ? It´s a long time ago when i saw the shortwave bands so crowded!!!
SOAPBOX: Because recently we had band openings at 10 and 15 m until late night i decided to try these bands first and it was a good decision. At 15 m i could also work some US stations in the first hour. I didn´t hear US stations anymore after this time on 15 m - just worked FY5FY at Saturday evening after 2100z (!) and PX2A after 1900z on the last day - no other station worked from South America.
SOAPBOX: Big surprise for me was ZR2A/4 on 40 m from South Africa which has been worked after the first call.
SOAPBOX: Nothing heard from any japanese station or VK/ZL, just heard some chinese BY stations but it seems they only have big power amplifiers but they´re always deaf.
SOAPBOX: I also had no luck with Chile ... CE3CT on 15 m and 3G2M on 20 m even though their signals were not weak. Same procedure with CJ3A from Canada on 20 m ... unfortunately he didn´t hear me.
SOAPBOX: I was glad to meet a lot of wellknown stations - e.g. MM3AWD Scott on 40 m with his last activity from his QTH in Scotland before his move to England and Mario DD7CW on 20 m.
SOAPBOX: Don´t forget it ... i´m using just 100 watts from a Elecraft K3 and simple wire antennas in the attic under the roof of the house - that´s all!
SOAPBOX: My contest logging software is DXLog 2.4.21 and the morse code key is my beloved HST II single lever key 3 .
SOAPBOX: These were my highlights during the contest:
SOAPBOX: 40 m: 48 x USA, WP2DX US Virgin Islands, ZR2A/4 South Africa, 4X6FR Israel
SOAPBOX: 20 m: 29 x USA, VE9CB Canada, WP2DX US Virgin Islands, WP4X Puerto Rico, D4Z Cap Verde,
SOAPBOX: VE3JM Canada, KP2M US Virgin Islands, TI7W Costa Rica, 4X6FR Israel
QSO:  3524 CW 2020-05-30 0414 OE1CIW        599 0126   DQ5M          599 0269   0
QSO:  3538 CW 2020-05-30 0417 OE1CIW        599 0127   DL5AXX        599 0621   0
QSO:  3539 CW 2020-05-30 0418 OE1CIW        599 0128   DL3DRN        599 0025   0
QSO:  3541 CW 2020-05-30 0419 OE1CIW        599 0129   SP3CW         599 0228   0
QSO:  3544 CW 2020-05-30 0419 OE1CIW        599 0130   YT5A          599 0384   0
QSO:  3548 CW 2020-05-30 0420 OE1CIW        599 0131   DA0T          599 0248   0
QSO:  3551 CW 2020-05-30 0421 OE1CIW        599 0132   S53MM         599 0646   0
QSO:  3554 CW 2020-05-30 0423 OE1CIW        599 0133   DL4ZA         599 0070   0
QSO:  3556 CW 2020-05-30 0424 OE1CIW        599 0134   IR2Q          599 0633   0
QSO: 28031 CW 2020-05-30 0427 OE1CIW        599 0135   GM3F          599 0016   0
QSO: 14000 CW 2020-05-30 0435 OE1CIW        599 0136   UP2L          599 0792   0
QSO: 14002 CW 2020-05-30 0435 OE1CIW        599 0137   F5PAL         599 0212   0
QSO: 14003 CW 2020-05-30 0437 OE1CIW        599 0138   4X6FR         599 0526   0
QSO: 14005 CW 2020-05-30 0438 OE1CIW        599 0139   IF9A          599 0013   0
QSO: 14007 CW 2020-05-30 0440 OE1CIW        599 0140   RA9P          599 0444   0
QSO: 14011 CW 2020-05-30 0443 OE1CIW        599 0141   DA2C          599 0623   0
QSO: 14011 CW 2020-05-30 0445 OE1CIW        599 0142   DL6FBL        599 0734   0
QSO: 14013 CW 2020-05-30 0445 OE1CIW        599 0143   UW2M          599 0750   0
QSO: 14013 CW 2020-05-30 0447 OE1CIW        599 0144   RT4F          599 0587   0
QSO: 14015 CW 2020-05-30 0447 OE1CIW        599 0145   UW1M          599 0553   0
QSO: 14019 CW 2020-05-30 0448 OE1CIW        599 0146   PA75PKZ       599 0074   0
QSO: 14025 CW 2020-05-30 0449 OE1CIW        599 0147   SX1T          599 0231   0
QSO: 14026 CW 2020-05-30 0453 OE1CIW        599 0148   4L8A          599 0391   0
QSO: 14028 CW 2020-05-30 0454 OE1CIW        599 0149   UY5VA         599 0317   0
QSO: 14031 CW 2020-05-30 0455 OE1CIW        599 0150   II9P          599 0720   0
QSO: 14035 CW 2020-05-30 0458 OE1CIW        599 0151   UD4F          599 0445   0
QSO: 14037 CW 2020-05-30 0500 OE1CIW        599 0152   SE5E          599 0607   0
QSO: 14073 CW 2020-05-30 0502 OE1CIW        599 0153   PA3AAV        599 0367   0
QSO: 14067 CW 2020-05-30 0504 OE1CIW        599 0154   UA6LCN        599 0105   0
QSO: 14062 CW 2020-05-30 0506 OE1CIW        599 0155   RL9Y          599 0501   0
QSO: 14059 CW 2020-05-30 0509 OE1CIW        599 0156   RO9A          599 0214   0
QSO: 14057 CW 2020-05-30 0510 OE1CIW        599 0157   R3AP          599 0346   0
QSO: 14056 CW 2020-05-30 0511 OE1CIW        599 0158   LZ3FN         599 0489   0
QSO: 14046 CW 2020-05-30 0513 OE1CIW        599 0159   UA9MA         599 0406   0
QSO: 14043 CW 2020-05-30 0514 OE1CIW        599 0160   UB6B          599 0492   0
QSO: 14040 CW 2020-05-30 0516 OE1CIW        599 0161   SV1ME         599 0027   0
QSO: 14033 CW 2020-05-30 0519 OE1CIW        599 0162   UA5C          599 0286   0
QSO: 14028 CW 2020-05-30 0521 OE1CIW        599 0163   G4C           599 0055   0
QSO: 14028 CW 2020-05-30 0522 OE1CIW        599 0164   RY3D          599 0315   0
QSO: 14024 CW 2020-05-30 0524 OE1CIW        599 0165   RT1I          599 0074   0
QSO: 14023 CW 2020-05-30 0525 OE1CIW        599 0166   UX0LL         599 0044   0
QSO: 14021 CW 2020-05-30 0526 OE1CIW        599 0167   YR9F          599 0065   0
QSO: 14020 CW 2020-05-30 0528 OE1CIW        599 0168   YL2SM         599 0522   0
QSO: 14017 CW 2020-05-30 0530 OE1CIW        599 0169   M2G           599 0179   0
QSO: 21035 CW 2020-05-30 0531 OE1CIW        599 0170   OG6N          599 0440   0
QSO: 21029 CW 2020-05-30 0532 OE1CIW        599 0171   R2AA          599 0957   0
QSO: 21023 CW 2020-05-30 0533 OE1CIW        599 0172   UB6B          599 0086   0
QSO: 21015 CW 2020-05-30 0534 OE1CIW        599 0173   RT4F          599 0701   0
QSO: 21012 CW 2020-05-30 0535 OE1CIW        599 0174   LN8W          599 0015   0
QSO: 21013 CW 2020-05-30 0538 OE1CIW        599 0175   TM6M          599 0364   0
QSO: 21015 CW 2020-05-30 0540 OE1CIW        599 0176   US1Q          599 0845   0
QSO: 28011 CW 2020-05-30 0543 OE1CIW        599 0177   G5V           599 0040   0
QSO: 28032 CW 2020-05-30 0546 OE1CIW        599 0178   II9P          599 0803   0
QSO: 28034 CW 2020-05-30 0549 OE1CIW        599 0179   RU6AV         599 0051   0
QSO: 28040 CW 2020-05-30 0552 OE1CIW        599 0180   3V8SS         599 0457   0
QSO: 28030 CW 2020-05-30 0600 OE1CIW        599 0181   MC2I          599 0037   0
QSO:  7010 CW 2020-05-30 0604 OE1CIW        599 0182   E77W          599 0594   0
QSO:  7001 CW 2020-05-30 0604 OE1CIW        599 0183   LY2K          599 0515   0
QSO:  7003 CW 2020-05-30 0605 OE1CIW        599 0184   IZ1GAR        599 0514   0
QSO:  7004 CW 2020-05-30 0607 OE1CIW        599 0185   W2GD          599 0673   0
QSO:  7004 CW 2020-05-30 0610 OE1CIW        599 0186   DQ0Z          599 0486   0
QSO:  7006 CW 2020-05-30 0611 OE1CIW        599 0187   DM3DL         599 0044   0
QSO:  7006 CW 2020-05-30 0611 OE1CIW        599 0188   LX20I         599 0787   0
QSO:  7008 CW 2020-05-30 0612 OE1CIW        599 0189   YT5A          599 0721   0
QSO:  7014 CW 2020-05-30 0612 OE1CIW        599 0190   HB9FKK        599 0058   0
QSO:  7015 CW 2020-05-30 0613 OE1CIW        599 0191   IB3N          599 0144   0
QSO:  7017 CW 2020-05-30 0615 OE1CIW        599 0192   Z35T          599 0422   0
QSO:  7019 CW 2020-05-30 0616 OE1CIW        599 0193   SP2GMA        599 0169   0
QSO:  7022 CW 2020-05-30 0618 OE1CIW        599 0194   IO6A          599 0453   0
QSO:  7028 CW 2020-05-30 0620 OE1CIW        599 0195   E74X          599 0285   0
QSO:  7029 CW 2020-05-30 0621 OE1CIW        599 0196   4O3A          599 0741   0
QSO:  7029 CW 2020-05-30 0622 OE1CIW        599 0197   IK5ZWU        599 0019   0
QSO:  7049 CW 2020-05-30 0623 OE1CIW        599 0198   LZ9W          599 0656   0
QSO:  7065 CW 2020-05-30 0624 OE1CIW        599 0199   DL2RMC        599 0544   0
QSO:  7065 CW 2020-05-30 0625 OE1CIW        599 0200   LZ7A          599 0508   0
QSO:  7065 CW 2020-05-30 0625 OE1CIW        599 0201   YT2T          599 0312   0
QSO:  7065 CW 2020-05-30 0625 OE1CIW        599 0202   DL3ANK        599 0433   0
QSO:  7066 CW 2020-05-30 0630 OE1CIW        599 0203   S51R          599 0050   0
QSO:  7061 CW 2020-05-30 0631 OE1CIW        599 0204   HF1J          599 0110   0
QSO:  7060 CW 2020-05-30 0633 OE1CIW        599 0205   IN3MNS        599 0046   0
QSO:  7059 CW 2020-05-30 0635 OE1CIW        599 0206   DL6RAI        599 0226   0
QSO:  7059 CW 2020-05-30 0635 OE1CIW        599 0207   SP1AEN        599 0288   0
QSO:  7059 CW 2020-05-30 0635 OE1CIW        599 0208   I2IFT         599 0540   0
QSO:  7059 CW 2020-05-30 0636 OE1CIW        599 0209   SV2AEL        599 0176   0
QSO:  7059 CW 2020-05-30 0636 OE1CIW        599 0210   UX1UX         599 0390   0
QSO:  7059 CW 2020-05-30 0637 OE1CIW        599 0211   S52AW         599 0791   0
QSO:  7059 CW 2020-05-30 0638 OE1CIW        599 0212   IN3EQZ        599 0003   0
QSO:  7051 CW 2020-05-30 0641 OE1CIW        599 0213   HG7T          599 0562   0
QSO:  7048 CW 2020-05-30 0642 OE1CIW        599 0214   DL1NKS        599 0285   0
QSO:  7045 CW 2020-05-30 0644 OE1CIW        599 0215   IB9A          599 0565   0
QSO:  7042 CW 2020-05-30 0645 OE1CIW        599 0216   EW5Z          599 0616   0
QSO:  7041 CW 2020-05-30 0647 OE1CIW        599 0217   OZ0B          599 0222   0
QSO:  7039 CW 2020-05-30 0647 OE1CIW        599 0218   OZ7A          599 0859   0
QSO:  7037 CW 2020-05-30 0648 OE1CIW        599 0219   SK0QO         599 0377   0
QSO:  7003 CW 2020-05-30 0654 OE1CIW        599 0220   SE5E          599 0826   0
QSO:  7010 CW 2020-05-30 0657 OE1CIW        599 0221   LY5R          599 0782   0
QSO:  7019 CW 2020-05-30 0659 OE1CIW        599 0222   S51YI         599 0751   0
QSO:  7020 CW 2020-05-30 0700 OE1CIW        599 0223   HA5UX         599 0232   0
QSO:  7020 CW 2020-05-30 0703 OE1CIW        599 0224   SP7P          599 0017   0
QSO:  7007 CW 2020-05-30 0708 OE1CIW        599 0225   UR7GO         599 0564   0
QSO:  7007 CW 2020-05-30 0709 OE1CIW        599 0226   SE4E          599 0464   0
QSO:  7007 CW 2020-05-30 0709 OE1CIW        599 0227   DL6AG         599 0004   0
QSO:  7007 CW 2020-05-30 0709 OE1CIW        599 0228   LZ5EE         599 0292   0
QSO:  7007 CW 2020-05-30 0710 OE1CIW        599 0229   DL9GTB        599 0063   0
QSO:  7007 CW 2020-05-30 0710 OE1CIW        599 0230   DJ9MH         599 0143   0
QSO:  7007 CW 2020-05-30 0710 OE1CIW        599 0231   YT4T          599 0542   0
QSO:  7007 CW 2020-05-30 0711 OE1CIW        599 0232   HF6C          599 0033   0
QSO:  7007 CW 2020-05-30 0711 OE1CIW        599 0233   OK1KKI        599 0044   0
QSO:  7007 CW 2020-05-30 0712 OE1CIW        599 0234   DL4ME         599 0053   0
QSO:  7007 CW 2020-05-30 0713 OE1CIW        599 0235   SP7CF         599 0257   0
QSO:  7007 CW 2020-05-30 0715 OE1CIW        599 0236   UT5YY         599 0356   0
QSO:  7007 CW 2020-05-30 0715 OE1CIW        599 0237   YU7D          599 0130   0
QSO:  7007 CW 2020-05-30 0716 OE1CIW        599 0238   OM8ON         599 0029   0
QSO:  7007 CW 2020-05-30 0716 OE1CIW        599 0239   OK1HEH        599 0130   0
QSO:  7007 CW 2020-05-30 0717 OE1CIW        599 0240   DL7VFM        599 0089   0
QSO:  7007 CW 2020-05-30 0718 OE1CIW        599 0241   HA8RJ         599 0169   0
QSO:  7007 CW 2020-05-30 0718 OE1CIW        599 0242   DM2M          599 0368   0
QSO:  7007 CW 2020-05-30 0719 OE1CIW        599 0243   S52AU         599 0079   0
QSO:  7007 CW 2020-05-30 0719 OE1CIW        599 0244   DK5GB         599 0331   0
