START-OF-LOG: 3.0
CREATED-BY:    CT Version 10.03.001
CALLSIGN:      K0RF
NAME:          Chuck Cullian
CLUB:          GRAND MESA CONTESTERS OF COLORADO
CLAIMED-SCORE: 7421400
CONTEST:       CQ-WW-CW
LOCATION:      CO
OPERATORS:     AA0RS AC0DS K7NV N4VI W0CGR W0UA W0ZP W1XE W2CO W2UP K0RF
QSO: 21029 CW 2009-11-28 0004 K0RF          599 4      W8KTQ         599 4      1
QSO:  7044 CW 2009-11-28 0004 K0RF          599 4      V47NT         599 08     1
QSO: 28010 CW 2009-11-28 0005 K0RF          599 4      K9OR          599 04     1
QSO:  7010 CW 2009-11-28 0005 K0RF          599 4      K8DO          599 4      1
QSO:  7010 CW 2009-11-28 0005 K0RF          599 4      W1WEF         599 5      1
QSO: 14010 CW 2009-11-28 0005 K0RF          599 4      KT8K          599 04     1
QSO: 21029 CW 2009-11-28 0005 K0RF          599 4      JA3GSM        599 25     1
QSO:  7010 CW 2009-11-28 0005 K0RF          599 4      OK6T          599 15     1
QSO: 28010 CW 2009-11-28 0005 K0RF          599 4      N2WN          599 04     1
QSO: 21029 CW 2009-11-28 0006 K0RF          599 4      WX0B          599 4      1
QSO:  7010 CW 2009-11-28 0006 K0RF          599 4      VA3HAN        599 4      1
QSO: 21029 CW 2009-11-28 0006 K0RF          599 4      K9OR          599 04     1
QSO:  7038 CW 2009-11-28 0006 K0RF          599 4      NP4Z          599 08     1
QSO: 14010 CW 2009-11-28 0006 K0RF          599 4      JS1OYN        599 25     1
QSO:  7010 CW 2009-11-28 0007 K0RF          599 4      OL1C          599 15     1
QSO: 14010 CW 2009-11-28 0007 K0RF          599 4      K8DD          599 04     1
QSO:  7010 CW 2009-11-28 0007 K0RF          599 4      DL4MAQ        599 14     1
QSO: 14010 CW 2009-11-28 0008 K0RF          599 4      K9QVB         599 04     1
QSO:  7010 CW 2009-11-28 0009 K0RF          599 4      VY2SS         599 05     1
QSO: 21029 CW 2009-11-28 0009 K0RF          599 4      K8AJS         599 4      1
QSO: 14010 CW 2009-11-28 0009 K0RF          599 4      W9IIX         599 04     1
QSO: 21029 CW 2009-11-28 0009 K0RF          599 4      K3LR          599 5      1
QSO: 21029 CW 2009-11-28 0009 K0RF          599 4      W5VX          599 4      1
QSO:  1821 CW 2009-11-28 0010 K0RF          599 4      KV4FZ         599 08     1
QSO:  7010 CW 2009-11-28 0010 K0RF          599 4      UZ2U          599 16     1
QSO:  1812 CW 2009-11-28 0010 K0RF          599 4      HC8GR         599 10     1
QSO:  7010 CW 2009-11-28 0010 K0RF          599 4      S50R          599 15     1
QSO:  7010 CW 2009-11-28 0011 K0RF          599 4      EA4KA         599 14     1
QSO:  1829 CW 2009-11-28 0012 K0RF          599 4      NR5M          599 04     1
QSO:  7010 CW 2009-11-28 0013 K0RF          599 4      K8ROX         599 4      1
QSO: 14010 CW 2009-11-28 0013 K0RF          599 4      K0RC          599 04     1
QSO:  3529 CW 2009-11-28 0013 K0RF          599 4      SN3A          599 15     1
QSO: 14010 CW 2009-11-28 0013 K0RF          599 4      JR6GIM        599 25     1
QSO:  7010 CW 2009-11-28 0013 K0RF          599 4      K3DQB         599 5      1
QSO:  3528 CW 2009-11-28 0013 K0RF          599 4      DR1A          599 14     1
QSO: 14010 CW 2009-11-28 0013 K0RF          599 4      WB0N          599 04     1
QSO:  7010 CW 2009-11-28 0013 K0RF          599 4      KD2RD         599 5      1
QSO:  3527 CW 2009-11-28 0014 K0RF          599 4      K3TM          599 05     1
QSO: 14010 CW 2009-11-28 0014 K0RF          599 4      JH0EPI        599 25     1
QSO: 14010 CW 2009-11-28 0014 K0RF          599 4      JF7GDF        599 25     1
QSO: 21029 CW 2009-11-28 0014 K0RF          599 4      N5ZK          599 4      1
QSO: 14010 CW 2009-11-28 0014 K0RF          599 4      JA9BGL        599 25     1
QSO:  3527 CW 2009-11-28 0014 K0RF          599 4      VC3O          599 04     1
QSO: 21029 CW 2009-11-28 0015 K0RF          599 4      K7OX          599 3      1
QSO: 14010 CW 2009-11-28 0015 K0RF          599 4      JE7SOG        599 25     1
QSO:  7010 CW 2009-11-28 0015 K0RF          599 4      W9IP          599 4      1
QSO: 14010 CW 2009-11-28 0016 K0RF          599 4      JN1RQV        599 25     1
QSO: 14010 CW 2009-11-28 0016 K0RF          599 4      JR8NOD        599 25     1
QSO: 21029 CW 2009-11-28 0016 K0RF          599 4      K0FX          599 4      1
QSO: 14010 CW 2009-11-28 0016 K0RF          599 4      JA1ITX        599 25     1
QSO:  3518 CW 2009-11-28 0016 K0RF          599 4      LX7I          599 14     1
QSO: 21029 CW 2009-11-28 0016 K0RF          599 4      WZ9B          599 4      1
QSO: 14010 CW 2009-11-28 0017 K0RF          599 4      JQ6NAW        599 25     1
QSO: 14010 CW 2009-11-28 0018 K0RF          599 4      JA9MAT        599 25     1
QSO:  3517 CW 2009-11-28 0018 K0RF          599 4      9A5Y          599 15     1
QSO: 14010 CW 2009-11-28 0018 K0RF          599 4      JE1TSD        599 25     1
QSO:  7010 CW 2009-11-28 0018 K0RF          599 4      VE6LB         599 4      1
QSO: 14010 CW 2009-11-28 0018 K0RF          599 4      JE6TUU        599 25     1
QSO: 14010 CW 2009-11-28 0019 K0RF          599 4      JA1HNW        599 25     1
QSO:  1817 CW 2009-11-28 0019 K0RF          599 4      W2FU          599 5      1
QSO:  7043 CW 2009-11-28 0019 K0RF          599 4      V47NT         599 08     1
QSO: 14010 CW 2009-11-28 0019 K0RF          599 4      JA7VEI        599 25     1
QSO:  7010 CW 2009-11-28 0019 K0RF          599 4      VE5ZX         599 4      1
QSO:  3514 CW 2009-11-28 0020 K0RF          599 4      OM7M          599 15     1
QSO: 14010 CW 2009-11-28 0020 K0RF          599 4      JR2AWS        599 25     1
QSO:  1818 CW 2009-11-28 0020 K0RF          599 4      VE3ZI         599 4      1
QSO:  3513 CW 2009-11-28 0021 K0RF          599 4      RU1A          599 16     1
QSO: 14010 CW 2009-11-28 0021 K0RF          599 4      JE1COB        599 25     1
QSO: 14010 CW 2009-11-28 0021 K0RF          599 4      JA8BBD        599 25     1
QSO:  7010 CW 2009-11-28 0022 K0RF          599 4      VE3CFK        599 4      1
QSO:  3511 CW 2009-11-28 0022 K0RF          599 4      9A0AA         599 15     1
QSO: 14010 CW 2009-11-28 0022 K0RF          599 4      JA1EMQ        599 25     1
QSO:  7010 CW 2009-11-28 0022 K0RF          599 4      YO7ARY        599 20     1
QSO: 14010 CW 2009-11-28 0022 K0RF          599 4      KL2R          599 01     1
QSO: 14010 CW 2009-11-28 0022 K0RF          599 4      JN1NJY        599 25     1
QSO:  7010 CW 2009-11-28 0023 K0RF          599 4      N3RJ          599 5      1
QSO: 14010 CW 2009-11-28 0023 K0RF          599 4      JA6JNF        599 25     1
QSO:  7010 CW 2009-11-28 0023 K0RF          599 4      VE2FK         599 5      1
QSO: 14010 CW 2009-11-28 0023 K0RF          599 4      JK1LUY        599 25     1
QSO: 14010 CW 2009-11-28 0023 K0RF          599 4      JF2VHS        599 25     1
QSO: 21029 CW 2009-11-28 0023 K0RF          599 4      K4UEE         599 05     1
QSO: 14010 CW 2009-11-28 0023 K0RF          599 4      JA2GAL        599 25     1
QSO:  7047 CW 2009-11-28 0023 K0RF          599 4      CR3E          599 33     1
QSO:  1829 CW 2009-11-28 0024 K0RF          599 4      NR5M          599 04     1
QSO: 21029 CW 2009-11-28 0024 K0RF          599 4      WA4WLI        599 4      1
QSO:  7010 CW 2009-11-28 0024 K0RF          599 4      K3GMT         599 05     1
QSO: 21029 CW 2009-11-28 0024 K0RF          599 4      K4FT          599 4      1
QSO: 14010 CW 2009-11-28 0024 K0RF          599 4      JA7OZW        599 25     1
QSO:  7010 CW 2009-11-28 0025 K0RF          599 4      K3PP          599 5      1
QSO: 14010 CW 2009-11-28 0025 K0RF          599 4      JA2CPD        599 25     1
QSO: 14010 CW 2009-11-28 0025 K0RF          599 4      JA1CPZ        599 25     1
QSO:  7010 CW 2009-11-28 0025 K0RF          599 4      N3KN          599 5      1
QSO:  7010 CW 2009-11-28 0025 K0RF          599 4      AE5PW         599 4      1
QSO:  3506 CW 2009-11-28 0026 K0RF          599 4      YU1EXY        599 15     1
QSO:  7010 CW 2009-11-28 0026 K0RF          599 4      AB3IC         599 5      1
QSO: 14010 CW 2009-11-28 0026 K0RF          599 4      RA0QC         599 19     1
QSO:  7010 CW 2009-11-28 0026 K0RF          599 4      N3GNW         599 5      1
QSO:  7010 CW 2009-11-28 0027 K0RF          599 4      WK5X          599 04     1
QSO: 21011 CW 2009-11-28 0027 K0RF          599 4      N8LJ          599 04     1
QSO:  7010 CW 2009-11-28 0027 K0RF          599 4      VE3KP         599 4      1
QSO:  7010 CW 2009-11-28 0027 K0RF          599 4      VE3KF         599 4      1
QSO:  1813 CW 2009-11-28 0027 K0RF          599 4      HC8GR         599 10     1
QSO:  7010 CW 2009-11-28 0027 K0RF          599 4      K4PB          599 5      1
QSO: 21011 CW 2009-11-28 0028 K0RF          599 4      W3TLL         599 5      1
QSO:  7010 CW 2009-11-28 0028 K0RF          599 4      W2CDO         599 5      1
QSO: 14010 CW 2009-11-28 0029 K0RF          599 4      JL2LPX        599 25     1
QSO:  7010 CW 2009-11-28 0029 K0RF          599 4      K9QVB         599 44     1
QSO: 14010 CW 2009-11-28 0029 K0RF          599 4      JI3BFC        599 25     1
QSO:  7010 CW 2009-11-28 0029 K0RF          599 4      W3ODJ         599 5      1
QSO: 14010 CW 2009-11-28 0029 K0RF          599 4      JA9RPU        599 25     1
QSO:  7010 CW 2009-11-28 0030 K0RF          599 4      LU4MHQ        599 13     1
QSO:  7010 CW 2009-11-28 0030 K0RF          599 4      VA2AM         599 5      1
QSO: 14010 CW 2009-11-28 0031 K0RF          599 4      JA8JMG        599 25     1
QSO:  7010 CW 2009-11-28 0031 K0RF          599 4      NJ1T          599 5      1
QSO: 14010 CW 2009-11-28 0031 K0RF          599 4      JA7IC         599 25     1
QSO:  7010 CW 2009-11-28 0032 K0RF          599 4      OE3I          599 15     1
QSO: 14010 CW 2009-11-28 0032 K0RF          599 4      JA1IZ         599 25     1
QSO:  1833 CW 2009-11-28 0032 K0RF          599 4      N8OO          599 4      1
QSO:  7010 CW 2009-11-28 0032 K0RF          599 4      VA2WDQ        599 5      1
QSO: 14010 CW 2009-11-28 0033 K0RF          599 4      JO3JYE        599 25     1
QSO:  7010 CW 2009-11-28 0033 K0RF          599 4      W6UB          599 4      1
QSO:  7010 CW 2009-11-28 0033 K0RF          599 4      NI1L          599 5      1
QSO: 14010 CW 2009-11-28 0033 K0RF          599 4      JA1SIM        599 25     1
QSO:  7010 CW 2009-11-28 0033 K0RF          599 4      W5YZ          599 4      1
QSO:  7010 CW 2009-11-28 0034 K0RF          599 4      WB8RFB        599 05     1
QSO: 14010 CW 2009-11-28 0034 K0RF          599 4      JA4AQR        599 25     1
QSO:  7010 CW 2009-11-28 0034 K0RF          599 4      VE2AXO        599 5      1
QSO: 14010 CW 2009-11-28 0035 K0RF          599 4      JA0KSB        599 25     1
QSO:  7034 CW 2009-11-28 0035 K0RF          599 4      DL0AO         599 14     1
QSO: 21028 CW 2009-11-28 0035 K0RF          599 4      JA3YBK        599 25     1
QSO:  7010 CW 2009-11-28 0035 K0RF          599 4      AA8YN         599 4      1
QSO: 14010 CW 2009-11-28 0035 K0RF          599 4      JA7OXR        599 25     1
QSO: 21036 CW 2009-11-28 0036 K0RF          599 4      JA5FDJ        599 25     1
QSO:  7010 CW 2009-11-28 0036 K0RF          599 4      N3ZA          599 5      1
QSO: 14010 CW 2009-11-28 0036 K0RF          599 4      JA1HMK        599 25     1
QSO:  7010 CW 2009-11-28 0036 K0RF          599 4      AI6O          599 3      1
QSO:  3507 CW 2009-11-28 0037 K0RF          599 4      E71A          599 15     1
QSO:  7010 CW 2009-11-28 0037 K0RF          599 4      K3MD          599 5      1
QSO:  7035 CW 2009-11-28 0038 K0RF          599 4      OL4A          599 15     1
QSO:  7010 CW 2009-11-28 0038 K0RF          599 4      K7AR          599 3      1
QSO: 14010 CW 2009-11-28 0039 K0RF          599 4      JG0GGI        599 25     1
QSO:  7039 CW 2009-11-28 0039 K0RF          599 4      S57M          599 15     1
QSO: 14010 CW 2009-11-28 0039 K0RF          599 4      AB9LA         599 04     1
QSO: 14023 CW 2009-11-28 0040 K0RF          599 4      NL7Z          599 01     1
QSO: 21011 CW 2009-11-28 0040 K0RF          599 4      W9RC          599 4      1
QSO:  7040 CW 2009-11-28 0040 K0RF          599 4      CE4CT         599 12     1
QSO: 21011 CW 2009-11-28 0040 K0RF          599 4      N7BV          599 3      1
QSO: 14010 CW 2009-11-28 0040 K0RF          599 4      KV5Y          599 04     1
QSO:  7010 CW 2009-11-28 0040 K0RF          599 4      K5MDX         599 4      1
QSO: 21011 CW 2009-11-28 0041 K0RF          599 4      W9WLX         599 4      1
QSO: 14010 CW 2009-11-28 0041 K0RF          599 4      JF2OZH        599 25     1
QSO:  1836 CW 2009-11-28 0041 K0RF          599 4      CN2R          599 33     1
QSO: 14010 CW 2009-11-28 0041 K0RF          599 4      JE1RRK        599 25     1
QSO: 14010 CW 2009-11-28 0041 K0RF          599 4      VE3OM         599 04     1
QSO: 21011 CW 2009-11-28 0042 K0RF          599 4      W8HFY         599 4      1
QSO:  7010 CW 2009-11-28 0042 K0RF          599 4      N9TTX         599 4      1
QSO:  7010 CW 2009-11-28 0042 K0RF          599 4      NE8P          599 4      1
QSO: 14010 CW 2009-11-28 0042 K0RF          599 4      JL8NBF        599 25     1
QSO: 14010 CW 2009-11-28 0043 K0RF          599 4      JA3PYC        599 25     1
QSO: 14010 CW 2009-11-28 0043 K0RF          599 4      VE3EJ         599 04     1
QSO: 14010 CW 2009-11-28 0043 K0RF          599 4      JR2PMT        599 25     1
QSO:  7010 CW 2009-11-28 0044 K0RF          599 4      VE3RZ         599 4      1
QSO:  7010 CW 2009-11-28 0044 K0RF          599 4      VE3FU         599 4      1
QSO: 14010 CW 2009-11-28 0045 K0RF          599 4      WB8RFB        599 05     1
QSO: 14010 CW 2009-11-28 0045 K0RF          599 4      JA1HP         599 25     1
QSO: 14010 CW 2009-11-28 0046 K0RF          599 4      JA2CUS        599 25     1
QSO: 14010 CW 2009-11-28 0046 K0RF          599 4      JA1HGX        599 25     1
QSO: 14010 CW 2009-11-28 0047 K0RF          599 4      VE6AO         599 04     1
QSO: 14010 CW 2009-11-28 0047 K0RF          599 4      N1WQ          599 04     1
QSO:  3521 CW 2009-11-28 0048 K0RF          599 4      DL7ON         599 14     1
QSO: 14010 CW 2009-11-28 0048 K0RF          599 4      JA7MBT        599 25     1
QSO:  7010 CW 2009-11-28 0048 K0RF          599 4      DC4A          599 14     1
QSO:  7051 CW 2009-11-28 0048 K0RF          599 4      D44AC         599 35     1
QSO: 14010 CW 2009-11-28 0048 K0RF          599 4      JA1RPK        599 25     1
QSO: 21037 CW 2009-11-28 0048 K0RF          599 4      AH2R          599 27     1
QSO: 14033 CW 2009-11-28 0050 K0RF          599 4      CW5W          599 13     1
QSO:  1836 CW 2009-11-28 0050 K0RF          599 4      XE2TL         599 6      1
QSO:  7010 CW 2009-11-28 0050 K0RF          599 4      VA3WR         599 04     1
QSO:  7010 CW 2009-11-28 0051 K0RF          599 4      VE3NE         599 4      1
QSO: 14010 CW 2009-11-28 0051 K0RF          599 4      RV0CD         599 19     1
QSO:  3527 CW 2009-11-28 0051 K0RF          599 4      VE2IM         599 02     1
QSO: 14010 CW 2009-11-28 0052 K0RF          599 4      JF1NZW        599 25     1
QSO:  7010 CW 2009-11-28 0052 K0RF          599 4      KW9R          599 4      1
QSO:  7010 CW 2009-11-28 0052 K0RF          599 4      W3EKT         599 5      1
QSO:  7010 CW 2009-11-28 0053 K0RF          599 4      N5VU          599 4      1
QSO:  3533 CW 2009-11-28 0053 K0RF          599 4      9A7A          599 15     1
QSO: 14010 CW 2009-11-28 0053 K0RF          599 4      HL5UOG        599 25     1
QSO:  7010 CW 2009-11-28 0053 K0RF          599 4      AA1SU         599 5      1
QSO: 14010 CW 2009-11-28 0054 K0RF          599 4      K7IA          599 04     1
QSO: 14010 CW 2009-11-28 0054 K0RF          599 4      VE7VR         599 03     1
QSO: 21051 CW 2009-11-28 0054 K0RF          599 4      KH6ZN         599 31     1
QSO: 14010 CW 2009-11-28 0054 K0RF          599 4      KE0G          599 04     1
QSO:  3534 CW 2009-11-28 0054 K0RF          599 4      DF0HQ         599 14     1
QSO: 14010 CW 2009-11-28 0055 K0RF          599 4      JK1FNL        599 25     1
QSO:  7010 CW 2009-11-28 0055 K0RF          599 4      VE6EX         599 04     1
QSO: 14010 CW 2009-11-28 0056 K0RF          599 4      JN1NOP        599 25     1
QSO:  7010 CW 2009-11-28 0056 K0RF          599 4      VE7JKZ        599 3      1
QSO:  3535 CW 2009-11-28 0057 K0RF          599 4      EA8CMX        599 33     1
QSO:  7010 CW 2009-11-28 0057 K0RF          599 4      N4ZC          599 5      1
QSO:  7010 CW 2009-11-28 0058 K0RF          599 4      K2LE          599 5      1
QSO:  7050 CW 2009-11-28 0059 K0RF          599 4      TO5T          599 08     1
QSO:  3538 CW 2009-11-28 0059 K0RF          599 4      UW5U          599 16     1
QSO: 14010 CW 2009-11-28 0059 K0RF          599 4      JA7OUV        599 25     1
QSO:  3539 CW 2009-11-28 0059 K0RF          599 4      S53MM         599 15     1
QSO:  7053 CW 2009-11-28 0100 K0RF          599 4      P49Y          599 09     1
QSO: 21014 CW 2009-11-28 0100 K0RF          599 4      WH2D          599 27     1
QSO: 21033 CW 2009-11-28 0101 K0RF          599 4      JA5DQH        599 25     1
QSO: 14010 CW 2009-11-28 0101 K0RF          599 4      JR2TMB/1      599 25     1
QSO:  7010 CW 2009-11-28 0101 K0RF          599 4      EA4XT         599 14     1
QSO:  7010 CW 2009-11-28 0102 K0RF          599 4      OE3GSA        599 15     1
QSO: 14010 CW 2009-11-28 0102 K0RF          599 4      W6RA          599 03     1
QSO:  7010 CW 2009-11-28 0103 K0RF          599 4      VE6AO         599 44     1
QSO: 21022 CW 2009-11-28 0103 K0RF          599 4      JF1PJK        599 25     1
QSO:  3547 CW 2009-11-28 0103 K0RF          599 4      AM5BM         599 14     1
QSO:  7010 CW 2009-11-28 0104 K0RF          599 4      VA1MM         599 5      1
QSO:  3548 CW 2009-11-28 0104 K0RF          599 4      RA3CO         599 16     1
QSO: 14037 CW 2009-11-28 0104 K0RF          599 4      BA4RF         599 24     1
QSO: 21011 CW 2009-11-28 0105 K0RF          599 4      WA4YYM        599 4      1
QSO:  3556 CW 2009-11-28 0105 K0RF          599 4      SJ2W          599 14     1
QSO: 14010 CW 2009-11-28 0105 K0RF          599 4      JA2IVK        599 25     1
QSO: 14010 CW 2009-11-28 0106 K0RF          599 4      JA1GDF        599 25     1
QSO:  7010 CW 2009-11-28 0106 K0RF          599 4      K6RF          599 3      1
QSO:  7010 CW 2009-11-28 0107 K0RF          599 4      N6AR          599 5      1
QSO: 21011 CW 2009-11-28 0107 K0RF          599 4      WB0N          599 04     1
QSO:  7010 CW 2009-11-28 0107 K0RF          599 4      K0PK          599 4      1
QSO: 21011 CW 2009-11-28 0107 K0RF          599 4      WA3PAK        599 5      1
QSO:  7058 CW 2009-11-28 0107 K0RF          599 4      VP9I          599 05     1
QSO: 21011 CW 2009-11-28 0109 K0RF          599 4      JP1IOV        599 25     1
QSO:  7059 CW 2009-11-28 0109 K0RF          599 4      T48K          599 08     1
QSO: 14039 CW 2009-11-28 0109 K0RF          599 4      HC8GR         599 10     1
QSO: 21011 CW 2009-11-28 0109 K0RF          599 4      JA1ZGP        599 25     1
QSO: 14010 CW 2009-11-28 0109 K0RF          599 4      VE3ONT        599 04     1
QSO: 14010 CW 2009-11-28 0110 K0RF          599 4      K7AMS         599 03     1
QSO: 14010 CW 2009-11-28 0110 K0RF          599 4      JR1CCT        599 25     1
QSO: 14010 CW 2009-11-28 0111 K0RF          599 4      JH8SLS        599 25     1
QSO: 21011 CW 2009-11-28 0112 K0RF          599 4      VE7BZR        599 3      1
QSO:  3562 CW 2009-11-28 0112 K0RF          599 4      RW2F          599 15     1
QSO: 21011 CW 2009-11-28 0112 K0RF          599 4      JA7IC         599 25     1
QSO:  7010 CW 2009-11-28 0113 K0RF          599 4      RX0QA         599 19     1
QSO: 21011 CW 2009-11-28 0113 K0RF          599 4      JA1CTB        599 25     1
QSO: 14010 CW 2009-11-28 0113 K0RF          599 4      N7ZG          599 03     1
QSO: 21011 CW 2009-11-28 0113 K0RF          599 4      JP1QDH        599 25     1
QSO:  7062 CW 2009-11-28 0113 K0RF          599 4      JZ444         599 28     1
QSO: 14010 CW 2009-11-28 0113 K0RF          599 4      JA7SUR/1      599 25     1
QSO: 14050 CW 2009-11-28 0114 K0RF          599 4      TI5A          599 07     1
QSO:  3505 CW 2009-11-28 0114 K0RF          599 4      F2DX          599 14     1
QSO: 21011 CW 2009-11-28 0115 K0RF          599 4      JA1KIH        599 25     1
QSO:  3508 CW 2009-11-28 0116 K0RF          599 4      6Y1V          599 08     1
QSO:  7011 CW 2009-11-28 0116 K0RF          599 4      YU1LA         599 15     1
QSO:  7010 CW 2009-11-28 0116 K0RF          599 4      K6WAC         599 3      1
QSO:  3500 CW 2009-11-28 0116 K0RF          599 4      ZF2AM         599 08     1
QSO: 14010 CW 2009-11-28 0117 K0RF          599 4      VE7BZR        599 3      1
QSO: 14010 CW 2009-11-28 0117 K0RF          599 4      JF3NKA        599 25     1
QSO: 14010 CW 2009-11-28 0117 K0RF          599 4      JH3PRR        599 25     1
QSO:  7010 CW 2009-11-28 0118 K0RF          599 4      K7SDW         599 5      1
QSO:  7010 CW 2009-11-28 0118 K0RF          599 4      DK9IP         599 14     1
QSO: 21011 CW 2009-11-28 0119 K0RF          599 4      JJ1VRO        599 25     1
QSO: 14010 CW 2009-11-28 0121 K0RF          599 4      JA7TJS        599 25     1
QSO:  7010 CW 2009-11-28 0121 K0RF          599 4      G3VPW         599 14     1
QSO:  7008 CW 2009-11-28 0121 K0RF          599 4      EF8M          599 33     1
QSO: 14010 CW 2009-11-28 0122 K0RF          599 4      JF9KVT        599 25     1
QSO:  3517 CW 2009-11-28 0122 K0RF          599 4      S59N          599 15     1
QSO: 14010 CW 2009-11-28 0122 K0RF          599 4      JE1SGH        599 25     1
QSO: 14038 CW 2009-11-28 0123 K0RF          599 4      LP1H          599 13     1
QSO: 14010 CW 2009-11-28 0123 K0RF          599 4      VE6JY         599 04     1
QSO: 21011 CW 2009-11-28 0124 K0RF          599 4      N1WQ          599 04     1
QSO:  1835 CW 2009-11-28 0124 K0RF          599 4      CN2R          599 33     1
QSO:  7010 CW 2009-11-28 0124 K0RF          599 4      RA6GW         599 16     1
QSO: 14010 CW 2009-11-28 0124 K0RF          599 4      VA7CPC        599 03     1
QSO: 21011 CW 2009-11-28 0124 K0RF          599 4      JR1BTG        599 25     1
QSO:  7010 CW 2009-11-28 0125 K0RF          599 4      VE2QV         599 5      1
QSO: 21011 CW 2009-11-28 0126 K0RF          599 4      N9AUY         599 4      1
QSO:  3525 CW 2009-11-28 0126 K0RF          599 4      UX2X          599 16     1
QSO:  7010 CW 2009-11-28 0128 K0RF          599 4      VE2IM         599 02     1
QSO:  1825 CW 2009-11-28 0128 K0RF          599 4      N2TN          599 05     1
QSO:  7010 CW 2009-11-28 0128 K0RF          599 4      VE7VR         599 03     1
QSO:  7010 CW 2009-11-28 0129 K0RF          599 4      F8CRS         599 14     1
QSO:  3529 CW 2009-11-28 0130 K0RF          599 4      CR3L          599 33     1
QSO:  3530 CW 2009-11-28 0130 K0RF          599 4      HC8GR         599 10     1
QSO:  1825 CW 2009-11-28 0130 K0RF          599 4      KA7T          599 03     1
QSO:  7014 CW 2009-11-28 0131 K0RF          599 4      S50A          599 15     1
QSO: 14060 CW 2009-11-28 0131 K0RF          599 4      VR2C          599 24     1
QSO:  3531 CW 2009-11-28 0131 K0RF          599 4      LY5R          599 15     1
QSO:  1811 CW 2009-11-28 0132 K0RF          599 4      VE1ZJ         599 05     1
QSO:  7010 CW 2009-11-28 0133 K0RF          599 4      KN7D          599 3      1
QSO:  3539 CW 2009-11-28 0134 K0RF          599 4      VQ5V          599 08     1
QSO:  7041 CW 2009-11-28 0134 K0RF          599 4      AO3T          599 14     1
QSO: 14070 CW 2009-11-28 0134 K0RF          599 4      DX1DBT        599 27     1
QSO:  3540 CW 2009-11-28 0134 K0RF          599 4      YT2W          599 15     1
QSO:  3542 CW 2009-11-28 0135 K0RF          599 4      OL4A          599 15     1
QSO: 14072 CW 2009-11-28 0135 K0RF          599 4      KH6ZN         599 31     1
QSO:  1816 CW 2009-11-28 0135 K0RF          599 4      HI3TEJ        599 08     1
QSO: 14061 CW 2009-11-28 0136 K0RF          599 4      JA1ZGP        599 25     1
QSO: 14059 CW 2009-11-28 0136 K0RF          599 4      JA6WFM        599 25     1
QSO:  7039 CW 2009-11-28 0136 K0RF          599 4      TM0R          599 14     1
QSO:  7038 CW 2009-11-28 0139 K0RF          599 4      PJ2T          599 9      1
QSO:  1823 CW 2009-11-28 0139 K0RF          599 4      RU4FU         599 16     1
QSO: 14057 CW 2009-11-28 0140 K0RF          599 4      JK2VOC/BA4TB  599 24     1
QSO:  7010 CW 2009-11-28 0140 K0RF          599 4      UA0APV        599 18     1
QSO: 14048 CW 2009-11-28 0140 K0RF          599 4      JH0EPI        599 25     1
QSO: 21039 CW 2009-11-28 0141 K0RF          599 4      9M6LSC        599 28     1
