START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: PG1R
CLUB:  
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 23124
OPERATORS: PG1R
NAME: Ruud Ivens
CREATED-BY: N1MM Logger+ 1.0.7147.0
SOAPBOX: TS590S, barefoot, output on average 20Watts.
SOAPBOX: Ouput reduced because of interference on the local telephone lines.
QSO: 14096 RY 2018-04-08 1024 PG1R          599 0095   EA2XR         599 BI       
QSO: 14096 RY 2018-04-08 1025 PG1R          599 0096   UX7QV         599 0332     
QSO: 14096 RY 2018-04-08 1027 PG1R          599 0097   EE1I          599 LE       
QSO: 14095 RY 2018-04-08 1029 PG1R          599 0098   UR5R          599 0251     
QSO: 14093 RY 2018-04-08 1034 PG1R          599 0099   EB3CW         599 B        
QSO: 14091 RY 2018-04-08 1035 PG1R          599 0100   YL2CI         599 0298     
QSO: 14092 RY 2018-04-08 1037 PG1R          599 0101   EA3GOM        599 B        
QSO: 14087 RY 2018-04-08 1044 PG1R          599 0102   TA4A          599 0069     
QSO: 14086 RY 2018-04-08 1046 PG1R          599 0103   EA7KI         599 MA       
QSO: 14086 RY 2018-04-08 1046 PG1R          599 0104   EF1A          599 C        
QSO: 14085 RY 2018-04-08 1048 PG1R          599 0105   EA4URE        599 HQ       
QSO: 14086 RY 2018-04-08 1050 PG1R          599 0106   EF5T          599 MU       
QSO: 14083 RY 2018-04-08 1100 PG1R          599 0107   EA1FA         599 O        
QSO: 14082 RY 2018-04-08 1103 PG1R          599 0108   EM0I          599 0768     
QSO: 14082 RY 2018-04-08 1104 PG1R          599 0109   UZ4E          599 0383     
QSO: 14081 RY 2018-04-08 1106 PG1R          599 0110   EC1RCB        599 PO       
QSO: 14079 RY 2018-04-08 1109 PG1R          599 0111   RA6LIS        599 0124     
QSO:  7048 RY 2018-04-08 1146 PG1R          599 0112   DL5YM         599 0059     
QSO: 14111 RY 2018-04-08 1154 PG1R          599 0113   W3LL          599 0397     
QSO: 14108 RY 2018-04-08 1156 PG1R          599 0114   RT6DI         599 0340     
QSO: 14109 RY 2018-04-08 1157 PG1R          599 0115   EA5FIV        599 A        
QSO: 14107 RY 2018-04-08 1158 PG1R          599 0116   UT4RZ         599 0228     
QSO: 14104 RY 2018-04-08 1205 PG1R          599 0117   RG9A          599 0849     
QSO: 14103 RY 2018-04-08 1206 PG1R          599 0118   EA1ACP        599 SO       
QSO: 14100 RY 2018-04-08 1208 PG1R          599 0119   LZ2YO         599 0305     
QSO: 14099 RY 2018-04-08 1211 PG1R          599 0120   N8OO/5        599 0551     
QSO: 14096 RY 2018-04-08 1213 PG1R          599 0121   UX4FC         599 0107     
QSO: 14096 RY 2018-04-08 1218 PG1R          599 0122   N3QE          599 0122     
QSO: 14095 RY 2018-04-08 1223 PG1R          599 0123   UC5D          599 0080     
QSO: 14094 RY 2018-04-08 1226 PG1R          599 0124   EA5BY         599 A        
QSO: 14093 RY 2018-04-08 1226 PG1R          599 0125   EE2W          599 BI       
QSO: 14090 RY 2018-04-08 1256 PG1R          599 0126   RU0LL         599 0078     
QSO: 14089 RY 2018-04-08 1259 PG1R          599 0127   EC5AC         599 A        
QSO: 14086 RY 2018-04-08 1308 PG1R          599 0128   EW6FW         599 0165     
QSO: 14083 RY 2018-04-08 1310 PG1R          599 0129   EA4FVG        599 M        
QSO: 14081 RY 2018-04-08 1313 PG1R          599 0130   CT1BXT        599 0164     
QSO: 14081 RY 2018-04-08 1314 PG1R          599 0131   EA7KR         599 MA       
QSO: 14081 RY 2018-04-08 1318 PG1R          599 0132   EM2G          599 0515     
QSO:  7050 RY 2018-04-08 1324 PG1R          599 0133   SQ6PLE        599 0363     
QSO:  7050 RY 2018-04-08 1325 PG1R          599 0134   OZ4NE         599 0095     
QSO:  7044 RY 2018-04-08 1332 PG1R          599 0135   OZ1DAE        599 0194     
QSO: 14112 RY 2018-04-08 1336 PG1R          599 0136   VE2FK         599 0168     
QSO: 14112 RY 2018-04-08 1339 PG1R          599 0137   RD3ZQ         599 0167     
QSO: 14110 RY 2018-04-08 1341 PG1R          599 0138   W1TO          599 0126     
QSO: 14109 RY 2018-04-08 1343 PG1R          599 0139   RA3DI         599 0196     
QSO: 14108 RY 2018-04-08 1349 PG1R          599 0140   AI9T          599 0052     
QSO: 14106 RY 2018-04-08 1351 PG1R          599 0141   K3MD          599 0076     
QSO: 14099 RY 2018-04-08 1400 PG1R          599 0142   RA3NC         599 0250     
QSO: 14098 RY 2018-04-08 1402 PG1R          599 0143   W9ILY         599 0237     
QSO: 14096 RY 2018-04-08 1403 PG1R          599 0144   RT6K          599 0097     
QSO: 14095 RY 2018-04-08 1405 PG1R          599 0145   TA4PR         599 0033     
QSO: 14095 RY 2018-04-08 1406 PG1R          599 0146   EE4A          599 TO       
QSO: 14093 RY 2018-04-08 1409 PG1R          599 0147   EA8CQW        599 TF       
QSO: 14089 RY 2018-04-08 1414 PG1R          599 0148   EA1NE         599 P        
QSO:  7047 RY 2018-04-08 1444 PG1R          599 0149   EM0I          599 0915     
QSO:  7041 RY 2018-04-08 1452 PG1R          599 0150   IK1UGX        599 0010     
QSO: 14100 RY 2018-04-08 1500 PG1R          599 0151   9H1CG         599 0022     
QSO: 14095 RY 2018-04-08 1504 PG1R          599 0152   YB1HDR        599 0100     
QSO: 14094 RY 2018-04-08 1505 PG1R          599 0153   VA7ST         599 0182     
QSO: 14090 RY 2018-04-08 1507 PG1R          599 0154   RU3OZ         599 0111     
QSO: 14084 RY 2018-04-08 1513 PG1R          599 0155   EA5DFV        599 A        
END-OF-LOG:
