START-OF-LOG: 2.0
CREATED-BY: N3FJP's CQ World Wide Log 2.2
CONTEST: CQ-WW-SSB
CALLSIGN: WB0HCH
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 172144
OPERATORS: WB0HCH
CLUB: Minnesota Wireless Assn
NAME: Steve Carr
SOAPBOX: More good stuff to work than I've heard for years.
QSO: 14000 PH 2005-10-30 1706 WB0HCH        59  04     S58N          59  15      
QSO: 14000 PH 2005-10-30 1707 WB0HCH        59  04     II4A          59  15      
QSO: 14000 PH 2005-10-30 1709 WB0HCH        59  04     5B/AJ2O       59  20      
QSO: 14000 PH 2005-10-30 1710 WB0HCH        59  04     DL5AWI        59  14      
QSO: 14000 PH 2005-10-30 1711 WB0HCH        59  04     OZ5ESB        59  14      
QSO: 14000 PH 2005-10-30 1712 WB0HCH        59  04     S50A          59  15      
QSO: 14000 PH 2005-10-30 1713 WB0HCH        59  04     IR2M          59  15      
QSO: 14000 PH 2005-10-30 1715 WB0HCH        59  04     YL6W          59  15      
QSO: 14000 PH 2005-10-30 1717 WB0HCH        59  04     LY7A          59  15      
QSO: 14000 PH 2005-10-30 1719 WB0HCH        59  04     M1P           59  14      
QSO: 14000 PH 2005-10-30 1720 WB0HCH        59  04     RW1ZA         59  16      
QSO: 14000 PH 2005-10-30 1721 WB0HCH        59  04     DL2CC         59  14      
QSO: 14000 PH 2005-10-30 1721 WB0HCH        59  04     DA3X          59  14      
QSO: 14000 PH 2005-10-30 1723 WB0HCH        59  04     TM2T          59  14      
QSO: 14000 PH 2005-10-30 1723 WB0HCH        59  04     IZ2DPX        59  15      
QSO: 14000 PH 2005-10-30 1724 WB0HCH        59  04     9A1P          59  15      
QSO: 14000 PH 2005-10-30 1725 WB0HCH        59  04     M4A           59  14      
QSO: 14000 PH 2005-10-30 1726 WB0HCH        59  04     RK3DXZ        59  16      
QSO: 14000 PH 2005-10-30 1727 WB0HCH        59  04     US5D          59  16      
QSO: 21000 PH 2005-10-30 1735 WB0HCH        59  04     CT1BOL        59  14      
QSO: 21000 PH 2005-10-30 1735 WB0HCH        59  04     MD4K          59  14      
QSO: 21000 PH 2005-10-30 1737 WB0HCH        59  04     EA8URL        59  33      
QSO: 21000 PH 2005-10-30 1741 WB0HCH        59  04     ZS4U          59  38      
QSO: 21000 PH 2005-10-30 1741 WB0HCH        59  04     GD6IA         59  14      
QSO: 21000 PH 2005-10-30 1743 WB0HCH        59  04     EI6JK         59  14      
QSO: 21000 PH 2005-10-30 1745 WB0HCH        59  04     P49Y          59  09      
QSO: 21000 PH 2005-10-30 1746 WB0HCH        59  04     EA7HF         59  14      
QSO: 21000 PH 2005-10-30 1746 WB0HCH        59  04     V01AU         59  05      
QSO: 21000 PH 2005-10-30 1747 WB0HCH        59  04     GI3DZE        59  14      
QSO: 21000 PH 2005-10-30 1749 WB0HCH        59  04     CE1L          59  12      
QSO: 21000 PH 2005-10-30 1750 WB0HCH        59  04     FM5BH         59  08      
QSO: 21000 PH 2005-10-30 1751 WB0HCH        59  04     ZP5MAL        59  11      
QSO: 21000 PH 2005-10-30 1754 WB0HCH        59  04     ZS5NK         59  38      
QSO: 21000 PH 2005-10-30 1755 WB0HCH        59  04     8P9R          59  08      
QSO: 21000 PH 2005-10-30 1756 WB0HCH        59  04     CU2CR         59  14      
QSO: 21000 PH 2005-10-30 1757 WB0HCH        59  04     EA1YM         59  14      
QSO: 21000 PH 2005-10-30 1758 WB0HCH        59  04     EA8LS         59  33      
QSO: 21000 PH 2005-10-30 1759 WB0HCH        59  04     EA1DLU        59  14      
QSO: 21000 PH 2005-10-30 1801 WB0HCH        59  04     YV4A          59  09      
QSO: 21000 PH 2005-10-30 1802 WB0HCH        59  04     AY8A          59  13      
QSO: 21000 PH 2005-10-30 1804 WB0HCH        59  04     EA8/DL6FAW    59  33      
QSO: 21000 PH 2005-10-30 1804 WB0HCH        59  04     TM7F          59  14      
QSO: 21000 PH 2005-10-30 1807 WB0HCH        59  04     V47KP         59  08      
QSO: 21000 PH 2005-10-30 1807 WB0HCH        59  04     P40A          59  09      
QSO: 21000 PH 2005-10-30 1808 WB0HCH        59  04     6Y2Z          59  08      
QSO: 21000 PH 2005-10-30 1808 WB0HCH        59  04     WP2Z          59  08      
QSO: 21000 PH 2005-10-30 1809 WB0HCH        59  04     PJ4W          59  09      
QSO: 21000 PH 2005-10-30 1810 WB0HCH        59  04     EA8AH         59  33      
QSO: 21000 PH 2005-10-30 1810 WB0HCH        59  04     CT7T          59  14      
QSO: 21000 PH 2005-10-30 1811 WB0HCH        59  04     V26B          59  08      
QSO: 21000 PH 2005-10-30 1813 WB0HCH        59  04     CU2/OH1VR     59  14      
QSO: 21000 PH 2005-10-30 1813 WB0HCH        59  04     EA1ABT        59  14      
QSO: 21000 PH 2005-10-30 1814 WB0HCH        59  04     VE7SV         59  03      
QSO: 21000 PH 2005-10-30 1815 WB0HCH        59  04     XE2TG         59  06      
QSO: 21000 PH 2005-10-30 1816 WB0HCH        59  04     EA1JJ         59  14      
QSO: 21000 PH 2005-10-30 1816 WB0HCH        59  04     EA1WS         59  14      
QSO: 21000 PH 2005-10-30 1817 WB0HCH        59  04     PJ2T          59  09      
QSO: 21000 PH 2005-10-30 1819 WB0HCH        59  04     5U7JB         59  35      
QSO: 21000 PH 2005-10-30 1820 WB0HCH        59  04     KC4D          59  04      
QSO: 21000 PH 2005-10-30 1826 WB0HCH        59  04     7Q7FD         59  37      
END-OF-LOG:
