START-OF-LOG: 2.0
 SINGLE-OP ALL LOW SSB
CREATED-BY: LM Version 4.0 (c) 1992, 2004 by DL8WAA
ARRL-SECTION: DX
CONTEST: CQ-WW-SSB
CALLSIGN: DG5OBB
CATEGORY: SINGLE-OP ALL LOW SSB
CLAIMED-SCORE: 16554
OPERATORS: DG5OBB
CLUB: BCC
NAME:  Klaus Hopp
SOAPBOX: I had fun during this contest. See you next year 2006.
QSO: 14000 PH 2005-10-30 0932 DG5OBB        59  14     4L8A          59  21     0
QSO: 28000 PH 2005-10-30 0937 DG5OBB        59  14     5B/DJ2O       59  20     0
QSO: 28000 PH 2005-10-30 0939 DG5OBB        59  14     4X1DX         59  20     0
QSO: 28000 PH 2005-10-30 0940 DG5OBB        59  14     ZC4LI         59  20     0
QSO: 14000 PH 2005-10-30 1023 DG5OBB        59  14     AA1K          59  05     0
QSO: 14000 PH 2005-10-30 1029 DG5OBB        59  14     VE2IM         59  02     0
QSO: 14000 PH 2005-10-30 1031 DG5OBB        59  14     VE3EJ         59  04     0
QSO: 14000 PH 2005-10-30 1034 DG5OBB        59  14     VA3DX         59  04     0
QSO: 14000 PH 2005-10-30 1037 DG5OBB        59  14     VE3RM         59  04     0
QSO:  3500 PH 2005-10-30 1040 DG5OBB        59  14     DQ0Q          59  14     0
QSO: 14000 PH 2005-10-30 1041 DG5OBB        59  14     N3AD          59  05     0
QSO: 21000 PH 2005-10-30 1044 DG5OBB        59  14     K1LZ          59  05     0
QSO: 21000 PH 2005-10-30 1052 DG5OBB        59  14     CN8NK         59  33     0
QSO: 21000 PH 2005-10-30 1052 DG5OBB        59  14     EA8AOC        59  33     0
QSO: 14000 PH 2005-10-30 1054 DG5OBB        59  14     EA8EA         59  33     0
QSO: 21000 PH 2005-10-30 1057 DG5OBB        59  14     PJ4W          59  09     0
QSO: 14000 PH 2005-10-30 1103 DG5OBB        59  14     N3HBX         59  05     0
QSO: 14000 PH 2005-10-30 1108 DG5OBB        59  14     WA1JMP        59  05     0
QSO: 14000 PH 2005-10-30 1113 DG5OBB        59  14     W2AX          59  05     0
QSO: 21000 PH 2005-10-30 1120 DG5OBB        59  14     K1RX          59  05     0
QSO: 14000 PH 2005-10-30 1121 DG5OBB        59  14     W9RE          59  05     0
QSO: 21000 PH 2005-10-30 1135 DG5OBB        59  14     KC1XX         59  05     0
QSO: 14000 PH 2005-10-30 1136 DG5OBB        59  14     W3PP          59  05     0
QSO: 21000 PH 2005-10-30 1140 DG5OBB        59  14     N1DD          59  05     0
QSO: 21000 PH 2005-10-30 1159 DG5OBB        59  14     N2LT          59  05     0
QSO: 21000 PH 2005-10-30 1237 DG5OBB        59  14     W8ZA          59  04     0
QSO: 21000 PH 2005-10-30 1248 DG5OBB        59  14     KQ2M          59  05     0
QSO: 14000 PH 2005-10-30 1455 DG5OBB        59  14     J43J          59  20     0
QSO: 21000 PH 2005-10-30 1508 DG5OBB        59  14     K5ZD          59  05     0
END-OF-LOG:
