START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: DK4VY
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 52038
CREATED-BY: RCKLog V3.25
OPERATORS: DK4VY
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: Reiner Lüdtke
SOAPBOX: Kenwood TS-870  CPA Eagle verical Dipol  FD4  LW  micro Keyer II
QSO: 21113 RY 2012-02-12 1154 DK4VY         599 048    EA7ZY         599 514    0
QSO: 21116 RY 2012-02-12 1155 DK4VY         599 049    SV1JG         599 618    0
QSO: 21117 RY 2012-02-12 1156 DK4VY         599 050    TF3AO         599 651    0
QSO: 21122 RY 2012-02-12 1158 DK4VY         599 051    SV2JAO        599 262    0
QSO: 21123 RY 2012-02-12 1202 DK4VY         599 052    LT1F          599 1051   0
QSO: 21132 RY 2012-02-12 1205 DK4VY         599 053    KF2O          599 276    0
QSO: 21133 RY 2012-02-12 1206 DK4VY         599 054    UN4PG         599 846    0
QSO: 21134 RY 2012-02-12 1208 DK4VY         599 055    EA7KP         599 207    0
QSO: 21134 RY 2012-02-12 1209 DK4VY         599 056    UA4LU         599 124    0
QSO: 21134 RY 2012-02-12 1210 DK4VY         599 057    UP7P          599 1732   0
QSO: 21119 RY 2012-02-12 1213 DK4VY         599 058    K3WW          599 650    0
QSO: 21120 RY 2012-02-12 1216 DK4VY         599 059    UA6LJB        599 377    0
QSO: 21120 RY 2012-02-12 1216 DK4VY         599 060    RK4S          599 651    0
QSO: 21079 RY 2012-02-12 1224 DK4VY         599 061    NR4M          599 746    0
QSO: 21080 RY 2012-02-12 1228 DK4VY         599 062    UA3GIE        599 345    0
QSO: 21082 RY 2012-02-12 1427 DK4VY         599 063    N2WK          599 951    0
QSO: 14081 RY 2012-02-12 1607 DK4VY         599 064    UU9JQ         599 557    0
QSO: 14083 RY 2012-02-12 1609 DK4VY         599 065    TA7I          599 804    0
QSO: 14086 RY 2012-02-12 1614 DK4VY         599 066    RA3GZ         599 312    0
QSO: 14091 RY 2012-02-12 1617 DK4VY         599 067    UT2M          599 035    0
QSO: 14095 RY 2012-02-12 1619 DK4VY         599 068    SV2JAO        599 371    0
QSO: 14099 RY 2012-02-12 1623 DK4VY         599 069    W3LL          599 1344   0
QSO: 14106 RY 2012-02-12 1626 DK4VY         599 070    EE2K          599 1236   0
QSO: 14109 RY 2012-02-12 1628 DK4VY         599 071    VE2FK         599 764    0
QSO: 14112 RY 2012-02-12 1630 DK4VY         599 072    IT9MUO        599 672    0
QSO: 14115 RY 2012-02-12 1632 DK4VY         599 073    SN2B          599 746    0
QSO: 14120 RY 2012-02-12 1634 DK4VY         599 074    EA5HAB        599 954    0
QSO: 14124 RY 2012-02-12 1636 DK4VY         599 075    EE2W          599 124    0
QSO:  7033 RY 2012-02-12 1639 DK4VY         599 076    S51DX         599 242    0
QSO:  7035 RY 2012-02-12 1641 DK4VY         599 077    OK8WW         599 192    0
QSO:  7036 RY 2012-02-12 1643 DK4VY         599 078    YQ6A          599 1239   0
QSO:  7036 RY 2012-02-12 1644 DK4VY         599 079    UT7I          599 828    0
QSO:  7040 RY 2012-02-12 1647 DK4VY         599 080    UP4L          599 1374   0
QSO:  7041 RY 2012-02-12 1648 DK4VY         599 081    OK2SFP        599 1335   0
QSO:  7042 RY 2012-02-12 1649 DK4VY         599 082    IZ0PMV        599 519    0
QSO:  7042 RY 2012-02-12 1650 DK4VY         599 083    ON4CT         599 837    0
QSO:  7043 RY 2012-02-12 1651 DK4VY         599 084    ON3KFF        599 2101   0
QSO:  7044 RY 2012-02-12 1653 DK4VY         599 085    OH6R          599 890    0
QSO:  7045 RY 2012-02-12 1653 DK4VY         599 086    9A1A          599 1528   0
QSO:  7045 RY 2012-02-12 1656 DK4VY         599 087    9A6KZH        599 244    0
QSO:  7046 RY 2012-02-12 1658 DK4VY         599 088    IZ5MOQ        599 196    0
QSO:  7047 RY 2012-02-12 1659 DK4VY         599 089    ES2DJ         599 1016   0
QSO:  7047 RY 2012-02-12 1700 DK4VY         599 090    R3KM          599 308    0
QSO:  7048 RY 2012-02-12 1705 DK4VY         599 091    YL2KF         599 206    0
QSO:  7048 RY 2012-02-12 1706 DK4VY         599 092    IW3HXR        599 579    0
QSO:  7049 RY 2012-02-12 1709 DK4VY         599 093    ER5LL         599 522    0
QSO:  7050 RY 2012-02-12 1713 DK4VY         599 094    OH4A          599 1813   0
QSO:  7051 RY 2012-02-12 1714 DK4VY         599 095    UX3IW         599 293    0
QSO:  7052 RY 2012-02-12 1716 DK4VY         599 096    YU1AST        599 692    0
QSO:  7053 RY 2012-02-12 1717 DK4VY         599 097    UA9CDV        599 099    0
QSO:  7053 RY 2012-02-12 1718 DK4VY         599 098    I2WIJ         599 063    0
QSO:  7054 RY 2012-02-12 1722 DK4VY         599 099    I2XLF         599 504    0
QSO:  7054 RY 2012-02-12 1724 DK4VY         599 100    EE3J          599 565    0
QSO:  7056 RY 2012-02-12 1727 DK4VY         599 101    IK2YSJ        599 488    0
QSO:  7056 RY 2012-02-12 1730 DK4VY         599 102    RT9S          599 1196   0
QSO:  7056 RY 2012-02-12 1732 DK4VY         599 103    G3RLE         599 116    0
QSO:  7056 RY 2012-02-12 1734 DK4VY         599 104    SP8CGU        599 587    0
QSO:  7056 RY 2012-02-12 1737 DK4VY         599 105    S56A          599 851    0
QSO:  7057 RY 2012-02-12 1739 DK4VY         599 106    RT3P          599 1460   0
QSO:  7058 RY 2012-02-12 1740 DK4VY         599 107    LA5LJA        599 720    0
QSO:  7058 RY 2012-02-12 1741 DK4VY         599 108    EV1R          599 607    0
QSO:  7060 RY 2012-02-12 1744 DK4VY         599 109    F4GDI         599 659    0
QSO:  7060 RY 2012-02-12 1746 DK4VY         599 110    HA6NL         599 636    0
QSO:  7062 RY 2012-02-12 1749 DK4VY         599 111    RG9A          599 2607   0
QSO:  7062 RY 2012-02-12 1750 DK4VY         599 112    YO2GL         599 235    0
QSO:  7063 RY 2012-02-12 1752 DK4VY         599 113    S55OO         599 112    0
QSO:  7064 RY 2012-02-12 1755 DK4VY         599 114    S540DKR       599 097    0
QSO:  7065 RY 2012-02-12 1756 DK4VY         599 115    S50A          599 1340   0
QSO:  7065 RY 2012-02-12 1757 DK4VY         599 116    IZ2FOS        599 1175   0
QSO:  7066 RY 2012-02-12 1826 DK4VY         599 117    ER3DX         599 606    0
QSO:  7066 RY 2012-02-12 1827 DK4VY         599 118    IK6BSN        599 132    0
QSO:  7068 RY 2012-02-12 1832 DK4VY         599 119    DL0CF         599 540    0
QSO:  7069 RY 2012-02-12 1833 DK4VY         599 120    OM3KWZ        599 1060   0
QSO:  7070 RY 2012-02-12 1836 DK4VY         599 121    EW4MM         599 396    0
QSO:  7070 RY 2012-02-12 1837 DK4VY         599 122    OK2RU         599 550    0
QSO:  7070 RY 2012-02-12 1838 DK4VY         599 123    OL2X          599 413    0
QSO:  7071 RY 2012-02-12 1839 DK4VY         599 124    YU1XX         599 306    0
QSO:  7031 RY 2012-02-12 1842 DK4VY         599 125    TC1DX         599 425    0
QSO:  7032 RY 2012-02-12 1844 DK4VY         599 126    IK8NBE        599 311    0
QSO:  7033 RY 2012-02-12 1845 DK4VY         599 127    Z36W          599 809    0
QSO:  7035 RY 2012-02-12 1848 DK4VY         599 128    IW5EIJ        599 189    0
QSO:  7036 RY 2012-02-12 1849 DK4VY         599 129    9A206B        599 1184   0
QSO:  3581 RY 2012-02-12 1854 DK4VY         599 130    HG1G          599 591    0
QSO:  3582 RY 2012-02-12 1855 DK4VY         599 131    IN3NJB        599 309    0
QSO:  3585 RY 2012-02-12 1857 DK4VY         599 132    9A1A          599 803    0
QSO:  3586 RY 2012-02-12 1858 DK4VY         599 133    DJ1TO         599 165    0
QSO:  3587 RY 2012-02-12 1900 DK4VY         599 134    ON4CBA        599 079    0
QSO:  3587 RY 2012-02-12 1901 DK4VY         599 135    IQ4RA         599 716    0
QSO:  3588 RY 2012-02-12 1903 DK4VY         599 136    DF8XC         599 549    0
QSO:  3590 RY 2012-02-12 1905 DK4VY         599 137    DO9PL         599 436    0
QSO:  3590 RY 2012-02-12 1906 DK4VY         599 138    DL1DVE        599 491    0
QSO:  3591 RY 2012-02-12 1907 DK4VY         599 139    SM5D          599 516    0
QSO:  3591 RY 2012-02-12 1908 DK4VY         599 140    SN2M          599 713    0
QSO:  3592 RY 2012-02-12 1909 DK4VY         599 141    DK0OF         599 206    0
QSO:  3595 RY 2012-02-12 1914 DK4VY         599 142    LX1NO         599 693    0
END-OF-LOG:
