START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: 9A2JK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A2JK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2010.
QSO: 21084 RY 2010-09-25 1512 9A2JK         599 15 DX YB4IR         599 28 DX
QSO: 14106 RY 2010-09-25 1656 9A2JK         599 15 DX WB9Z          599 4 IL
QSO: 14074 RY 2010-09-25 1701 9A2JK         599 15 TF3PPN        599 40 dx
QSO: 14083 RY 2010-09-25 1709 9A2JK         599 15 DX K0IR          599 04 MN
QSO: 14088 RY 2010-09-25 1810 9A2JK         599 15 DX CT1FUH        599 14 DX
QSO: 14095 RY 2010-09-25 1815 9A2JK         599 15 DX MW2I          599 14 GW
QSO: 14000 RY 2010-09-25 1818 9A2JK         599 15 DX F8KGH         599 14 DX
QSO: 14099 RY 2010-09-25 1818 9A2JK         599 15 DX MD0CCE        599 14 DX
QSO: 14099 RY 2010-09-25 1819 9A2JK         599 15 DX KK9A          599 5 NC
QSO: 14099 RY 2010-09-25 1820 9A2JK         599 15 DX DR10TCC       599 14 DX
QSO: 14000 RY 2010-09-25 1836 9A2JK         599 15 DX HI3TEJ        599 08 DX
QSO: 14112 RY 2010-09-25 1837 9A2JK         599 15 DX G5D           599 14 14
QSO: 14000 RY 2010-09-25 1838 9A2JK         599 00 DX EH5I          599 14 DX
QSO: 14116 RY 2010-09-25 1840 9A2JK         599 15 DX G0HDV         599 14 DX
QSO: 14120 RY 2010-09-25 1843 9A2JK         599 15 DX K1IMI         599 05 ME
QSO: 14000 RY 2010-09-25 1845 9A2JK         599 15 DX PA3S          599 14 DX
QSO: 14124 RY 2010-09-25 1846 9A2JK         599 15 DX FG5LA         599 8 DX
QSO: 14128 RY 2010-09-25 1848 9A2JK         599 15 DX W4UK          599 05 SC
QSO: 14128 RY 2010-09-25 1849 9A2JK         599 15 DX VE1ZD         599 05 NS
QSO: 14130 RY 2010-09-25 1852 9A2JK         599 15 DX K8AJS         599 04 OH
QSO: 14131 RY 2010-09-25 1853 9A2JK         599 15 DX VE7SV         599 03 BC
QSO: 14128 RY 2010-09-25 1856 9A2JK         599 15 DX AM5A          599 14 DX
QSO: 14133 RY 2010-09-25 1856 9A2JK         599 15 DX K7QQ          599 03 WA
QSO: 14135 RY 2010-09-25 1858 9A2JK         599 15 DX KA4RRU        599 05 VA
QSO: 14135 RY 2010-09-25 1859 9A2JK         599 15 DX AB4GG         599 04 TN
QSO: 14137 RY 2010-09-25 1900 9A2JK         599 15 DX K1TTT         599 05 MA
QSO: 14140 RY 2010-09-25 1904 9A2JK         599 15 DX GW4BLE        599 14 GW
QSO: 14141 RY 2010-09-25 1904 9A2JK         599 15 DX W4PK          599 05 VA
QSO: 14080 RY 2010-09-25 1905 9A2JK         599 15 DX PV8DX         599 11 DX
QSO: 14141 RY 2010-09-25 1905 9A2JK         599 15 DX DL5KUT        599 14 DX
QSO: 14000 RY 2010-09-25 1907 9A2JK         599 15 DX K3OK          599 05 PA
QSO: 14144 RY 2010-09-25 1907 9A2JK         599 15 DX N1MGO         599 5 MA
QSO: 14146 RY 2010-09-25 1910 9A2JK         599 15 DX DL5AN         599 14 DX
QSO: 14141 RY 2010-09-25 1913 9A2JK         599 15 DX W4TMO         599 05 NC
QSO: 14143 RY 2010-09-25 1913 9A2JK         599 15 DX SX25JMO       599 20 DX
QSO: 14000 RY 2010-09-25 1918 9A2JK         599 15 DX M/YO4RDW      599 14 DX
QSO: 14069 RY 2010-09-25 1925 9A2JK         599 15 DX HC8/K6AW      599 10 DX
QSO: 14125 RY 2010-09-25 1937 9A2JK         599 15 DX PD1KSA        599 14 DX
QSO: 14000 RY 2010-09-25 1939 9A2JK         599 15 DX YV5AAX        599 09 DX
QSO: 14123 RY 2010-09-25 1940 9A2JK         599 15 DX AD8P          599 04 OH
QSO: 14120 RY 2010-09-25 1943 9A2JK         599 15 DX AE1T          599 5 NH
QSO: 14057 RY 2010-09-25 1951 9A2JK         599 15 DX N2PA          599 05 NY
QSO: 14060 RY 2010-09-25 1953 9A2JK         599 15 DX VA1CHP        599 05 NS
QSO: 14066 RY 2010-09-25 1955 9A2JK         599 15 DX W3MF          599 5 PA
QSO: 14070 RY 2010-09-25 2000 9A2JK         599 15 DX KR1ST         599 05 SC
QSO: 14078 RY 2010-09-25 2001 9A2JK         599 15 DX NR4M          599 5 VA
QSO: 14079 RY 2010-09-25 2002 9A2JK         599 15 DX K4GMH         599 05 VA
QSO: 14089 RY 2010-09-25 2008 9A2JK         599 15 DX WA5ZUP        599 4 NM
QSO: 14124 RY 2010-09-25 2009 9A2JK         599 15 DX K0AP          599 04 KS
QSO: 14122 RY 2010-09-25 2011 9A2JK         599 15 DX XE2K          599 06 DX
QSO: 14088 RY 2010-09-25 2025 9A2JK         599 15 DX F5CQ          599 14 DX
QSO: 21000 RY 2010-09-26 0831 9A2JK         599 15 DX JA5SUD        599 25 DX
QSO: 21085 RY 2010-09-26 0832 9A2JK         599 15 DX 4K9W          599 21 DX
QSO: 14080 RY 2010-09-26 0836 9A2JK         599 15 DX SU/HA3JB      599 34 DX
QSO: 21087 RY 2010-09-26 0840 9A2JK         599 15 DX CR3A          599 33 DX
QSO: 21094 RY 2010-09-26 0848 9A2JK         599 15 DX JA1BPA        599 25 DX
QSO: 21095 RY 2010-09-26 0849 9A2JK         599 15 DX JM1XCW        599 25 DX
QSO: 21087 RY 2010-09-26 0851 9A2JK         599 15 RA0SF         599 18 DX
QSO: 21086 RY 2010-09-26 0852 9A2JK         599 15 DX R4WT          599 16 DX
QSO: 21083 RY 2010-09-26 0855 9A2JK         599 15 DX 4L1BR         599 21 DX
QSO: 21081 RY 2010-09-26 0907 9A2JK         599 15 DX RW0SR         599 18 DX
QSO: 28000 RY 2010-09-26 0913 9A2JK         599 15 DX ZS2DL         599 38 DX
QSO: 21080 RY 2010-09-26 0918 9A2JK         599 15 DX JY4NE         599 20 DX
QSO: 21135 RY 2010-09-26 0921 9A2JK         599 15 DX VU2NKS        599 22 DX
QSO: 21137 RY 2010-09-26 0922 9A2JK         599 15 DX KH2/N2NL      599 27 DX
QSO: 21000 RY 2010-09-26 0927 9A2JK         599 15 DX UO5L          599 17 DX
QSO: 21130 RY 2010-09-26 0927 9A2JK         599 15 DX RA9AU         599 17 DX
QSO: 21125 RY 2010-09-26 0930 9A2JK         599 15 DX JA6GCE        599 25 DX
QSO: 21123 RY 2010-09-26 0938 9A2JK         599 15 DX VR2PX         599 24 DX
QSO: 21108 RY 2010-09-26 0941 9A2JK         599 15 DX EY8MM         599 17 DX
QSO: 21116 RY 2010-09-26 0946 9A2JK         599 15 DX OH0Z          599 15 DX
QSO: 21080 RY 2010-09-26 0947 9A2JK         599 15 DX JH4UYB        599 25 DX
QSO: 21082 RY 2010-09-26 0949 9A2JK         599 15 DV1JM         599 27 DX
QSO: 21128 RY 2010-09-26 0952 9A2JK         599 15 DX VU2LBW        599 22 DX
QSO: 21123 RY 2010-09-26 0954 9A2JK         599 15 DX JH4UTP        599 25 DX
QSO: 21000 RY 2010-09-26 0956 9A2JK         599 15 JM2RUV        599 25 DX
QSO: 21115 RY 2010-09-26 0958 9A2JK         599 15 DX JA6BZI        599 25 DX
QSO: 21078 RY 2010-09-26 1206 9A2JK         599 15 DX A71CV         599 21 DX
QSO: 21086 RY 2010-09-26 1212 9A2JK         599 15 DX A61BK         599 21 DX
QSO: 14106 RY 2010-09-26 1720 9A2JK         599 15 DX G8MIA         599 14 DX
QSO: 14090 RY 2010-09-26 1755 9A2JK         599 15 DX 6V7X          599 35 DX
QSO: 14087 RY 2010-09-26 1757 9A2JK         599 15 DX F1AEY         599 14 DX
QSO: 14000 RY 2010-09-26 1803 9A2JK         599 15 DX ZS2DL         599 38 DX
QSO: 14079 RY 2010-09-26 1811 9A2JK         599 15 DX CR3A          599 33 DX
QSO: 14076 RY 2010-09-26 1813 9A2JK         599 15 DX R9DX          599 17 DX
QSO: 14077 RY 2010-09-26 1813 9A2JK         599 15 DX AC0C          599 04 KS
QSO: 14075 RY 2010-09-26 1815 9A2JK         599 15 DX K4FJ          599 5 VA
QSO: 14066 RY 2010-09-26 1817 9A2JK         599 15 DX PJ2S          599 09 DX
QSO: 14064 RY 2010-09-26 1818 9A2JK         599 15 DX VA2UP         599 05 QC
QSO: 14063 RY 2010-09-26 1819 9A2JK         599 15 DX VA3PC         599 4 ON
QSO: 14062 RY 2010-09-26 1821 9A2JK         599 15 DX KY7M          599 03 AZ
QSO: 14000 RY 2010-09-26 1822 9A2JK         599 15 DX EB1DMQ        599 14 DX
QSO: 14060 RY 2010-09-26 1823 9A2JK         599 15 DX 9A/VE3ZIK     599 15 DX
QSO: 14098 RY 2010-09-26 1829 9A2JK         599 15 DX VA2WDQ        599 05 QC
END-OF-LOG:
