START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: KI4GGJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KI4GGJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2023.
QSO: 14000 PH 2023-07-08 1248 KI4GGJ        59 08 NU1AW         59 IARU
QSO: 14255 PH 2023-07-09 0350 KI4GGJ        59 8 II8K          59 28
QSO: 14273 PH 2023-07-09 0353 KI4GGJ        59 08 F4DSK         59 27
QSO: 14284 PH 2023-07-09 0356 KI4GGJ        59 08 KI2D          59 8
QSO: 14000 PH 2023-07-09 0358 KI4GGJ        59 08 SN0HQ         59 PZK
QSO: 14317 PH 2023-07-09 0403 KI4GGJ        59 08 AB8M          59 08
QSO: 14343 PH 2023-07-09 0405 KI4GGJ        59 08 SD3T          59 18
QSO: 14251 PH 2023-07-09 1146 KI4GGJ        59 08 JJ0PKS        59 45
QSO: 14236 PH 2023-07-09 1148 KI4GGJ        59 08 XM3I          59 04
QSO: 14220 PH 2023-07-09 1152 KI4GGJ        59 08 YB0AGW        59 54
QSO: 14177 PH 2023-07-09 1158 KI4GGJ        59 08 N7DX          59 06
END-OF-LOG:
