START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: EA3QC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EA3QC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2023.
QSO: 14001 CW 2023-07-08 1246 EA3QC         599 37 LZ0HQ         599 BFRA
QSO: 14040 CW 2023-07-09 0622 EA3QC         599 37 OZ1HQ         599 EDR
QSO: 14040 CW 2023-07-09 0623 EA3QC         599 37 N4XL          599 08
QSO: 14053 CW 2023-07-09 0631 EA3QC         599 37 KR2Q          599 08
QSO: 14054 CW 2023-07-09 0633 EA3QC         599 37 E7HQ          599 ARABH
QSO: 14055 CW 2023-07-09 0634 EA3QC         599 37 EI0HQ         599 IRTS
QSO: 14059 CW 2023-07-09 0635 EA3QC         599 37 OY1CT         599 FRA
QSO: 14061 CW 2023-07-09 0637 EA3QC         599 37 NA8V          599 8
QSO: 14062 CW 2023-07-09 0638 EA3QC         599 37 3Z0X          599 28
QSO: 14063 CW 2023-07-09 0638 EA3QC         599 37 N2NT          599 8
QSO: 14065 CW 2023-07-09 0642 EA3QC         599 37 KM5G          599 07
QSO: 14066 CW 2023-07-09 0643 EA3QC         599 37 W6YX          599 06
QSO: 14069 CW 2023-07-09 0644 EA3QC         599 37 CT3KN         599 36
QSO: 14001 CW 2023-07-09 0651 EA3QC         599 37 W7RN          599 06
QSO: 14002 CW 2023-07-09 0653 EA3QC         599 37 ES7A          599 29
QSO: 14006 CW 2023-07-09 0701 EA3QC         599 37 K9NW          599 08
QSO: 14007 CW 2023-07-09 0703 EA3QC         599 37 K9ZO          599 08
QSO: 14011 CW 2023-07-09 0705 EA3QC         599 37 OP0HQ         599 UBA
QSO: 14013 CW 2023-07-09 0706 EA3QC         599 37 VE3NNT        599 04
QSO: 14016 CW 2023-07-09 0708 EA3QC         599 37 S50HQ         599 ZRS
QSO: 14018 CW 2023-07-09 0710 EA3QC         599 37 K4RO          599 08
QSO: 14023 CW 2023-07-09 0714 EA3QC         599 37 N7DX          599 06
QSO: 14024 CW 2023-07-09 0716 EA3QC         599 37 W1KM          599 08
QSO: 14033 CW 2023-07-09 0721 EA3QC         599 37 SE0B          599 18
QSO: 14000 CW 2023-07-09 0722 EA3QC         599 37 HB9HQ         599 USKA
QSO: 14000 CW 2023-07-09 0732 EA3QC         599 37 K3TW          599 8
QSO: 28021 CW 2023-07-09 0738 EA3QC         599 37 LZ1ZF         599 28
QSO: 28005 CW 2023-07-09 0745 EA3QC         599 37 RA5A          599 29
QSO: 28032 CW 2023-07-09 0750 EA3QC         599 37 DA0HQ         599 DARC
END-OF-LOG:
