START-OF-LOG: 2.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
CALLSIGN: SP8DR
LOCATOR: ko10rk
PROVINCE:
CLAIMED-SCORE: 0
CREATED-BY: Cabrillo_gen v.2.2.0 - (c) SP7DQR, modified by DXHF upload.
QSO: 21000 PH 2023-09-09 1511 SP8DR         59           23 K1LZ          59         1191
QSO: 28000 PH 2023-09-09 1519 SP8DR         59           24 TI1T          59           24
QSO: 21000 PH 2023-09-09 1523 SP8DR         59           25 N9RV          59          084
QSO: 21000 PH 2023-09-09 1530 SP8DR         59           26 K3RA          59          163
QSO: 28000 PH 2023-09-09 1534 SP8DR         59           27 FY5KE         59          846
QSO: 21000 PH 2023-09-09 1542 SP8DR         59           28 4L2M          59          861
QSO: 21000 PH 2023-09-09 1547 SP8DR         59           29 NT2DR         59          177
QSO: 21000 PH 2023-09-09 1550 SP8DR         59           30 K3AJ          59          222
QSO: 21000 PH 2023-09-09 1553 SP8DR         59           31 YB9YSS        59          113
QSO: 21000 PH 2023-09-09 1626 SP8DR         59           32 N0GJW         59          338
QSO: 28000 PH 2023-09-09 1633 SP8DR         59           33 PT5J          59         1039
QSO: 21000 PH 2023-09-09 1635 SP8DR         59           34 N3QE          59          218
QSO: 21000 PH 2023-09-09 1636 SP8DR         59           35 NC1CC         59          007
QSO: 28000 PH 2023-09-09 1640 SP8DR         59           36 CB8E          59           89
QSO: 21000 PH 2023-09-09 1649 SP8DR         59           37 W9ILY         59          024
QSO: 21000 PH 2023-09-09 1651 SP8DR         59           38 4X0T          59          620
QSO: 14000 PH 2023-09-09 1653 SP8DR         59           39 A44A          59          725
QSO: 14000 PH 2023-09-09 1654 SP8DR         59           40 JE6RPM        59          588
QSO: 14000 PH 2023-09-09 1700 SP8DR         59           41 YB1RDH        59          100
QSO: 14000 PH 2023-09-09 1711 SP8DR         59           42 9N7AA         59          494
QSO: 14000 PH 2023-09-09 1719 SP8DR         59           43 BD7BM         59          086
QSO: 14000 PH 2023-09-09 1721 SP8DR         59           44 4X7R          59         1203
QSO: 21000 PH 2023-09-09 1728 SP8DR         59           45 W1GD          59          109
QSO: 14000 PH 2023-09-09 1732 SP8DR         59           46 4L2M          59         1000
QSO: 21000 PH 2023-09-09 1734 SP8DR         59           47 9M2SAF        59          100
QSO: 21000 PH 2023-09-09 1743 SP8DR         59           48 EA8RM         59          280
QSO: 14000 PH 2023-09-09 1745 SP8DR         59           49 EA8RM         59          283
QSO: 21000 PH 2023-09-09 1753 SP8DR         59           50 PY2QT         59          266
QSO: 14000 PH 2023-09-09 1758 SP8DR         59           51 P33W          59         1309
QSO: 21000 PH 2023-09-09 1803 SP8DR         59           52 CT9ABN        59          004
QSO: 14000 PH 2023-09-09 1807 SP8DR         59           53 K1LZ          59         1305
QSO: 21000 PH 2023-09-10 0554 SP8DR         59           54 JA7NVF        59          321
QSO: 21000 PH 2023-09-10 0559 SP8DR         59           55 BD4VGZ        59           20
QSO: 21000 PH 2023-09-10 0604 SP8DR         59           56 V51MA         59          169
QSO: 14000 PH 2023-09-10 0613 SP8DR         59           57 TA4A          59          282
QSO: 14000 PH 2023-09-10 0615 SP8DR         59           58 TI1E          59          910
QSO: 14000 PH 2023-09-10 0617 SP8DR         59           59 UN6LN         59          375
QSO: 21000 PH 2023-09-10 0624 SP8DR         59           60 UN6LN         59          380
QSO: 14000 PH 2023-09-10 0637 SP8DR         59           61 ZL2UO         59          180
QSO: 21000 PH 2023-09-10 0659 SP8DR         59           62 4L4NW         59          369
QSO: 21000 PH 2023-09-10 0723 SP8DR         59           63 JE4USZ        59          008
QSO: 21000 PH 2023-09-10 0733 SP8DR         59           64 JR4VEV        59          103
QSO: 14000 PH 2023-09-10 0736 SP8DR         59           65 VE3AT         59         1559
QSO: 28000 PH 2023-09-10 0935 SP8DR         59           66 A44A          59         1249
QSO: 21000 PH 2023-09-10 0946 SP8DR         59           67 PP4T          59         1520
QSO: 21000 PH 2023-09-10 0949 SP8DR         59           68 JE6RPM        59          941
QSO: 28000 PH 2023-09-10 0957 SP8DR         59           69 PV2K          59         1098
QSO: 28000 PH 2023-09-10 1002 SP8DR         59           70 9N7AA         59          708
QSO: 28000 PH 2023-09-10 1008 SP8DR         59           71 PY2EX         59          372
QSO: 21000 PH 2023-09-10 1012 SP8DR         59           72 UN0LM         59          576
QSO: 21000 PH 2023-09-10 1020 SP8DR         59           73 AP5ARS        59          263
QSO: 28000 PH 2023-09-10 1027 SP8DR         59           74 UN9LW         59          103
QSO: 21000 PH 2023-09-10 1135 SP8DR         59           75 TI1E          59         1041
QSO: 21000 PH 2023-09-10 1158 SP8DR         59           76 K1RX          59          058
QSO: 28000 PH 2023-09-10 1200 SP8DR         59           77 K1RM          59          727
QSO: 28000 PH 2023-09-10 1210 SP8DR         59           78 K1LZ          59         2334
QSO: 28000 PH 2023-09-10 1211 SP8DR         59           79 NE1C          59         1076
QSO: 28000 PH 2023-09-10 1213 SP8DR         59           80 KU2M          59          108
QSO: 28000 PH 2023-09-10 1218 SP8DR         59           81 K1ZZ          59          042
QSO: 28000 PH 2023-09-10 1224 SP8DR         59           82 LU1HLH        59          417
QSO: 28000 PH 2023-09-10 1226 SP8DR         59           83 W1AW/1        59          678
QSO: 28000 PH 2023-09-10 1255 SP8DR         59           84 V3O           59         1705
QSO: 28000 PH 2023-09-10 1258 SP8DR         59           85 VE3AT         59         1852
QSO: 28000 PH 2023-09-10 1304 SP8DR         59           86 WA2VUY        59          135
QSO: 28000 PH 2023-09-10 1306 SP8DR         59           87 WS7X          59          554
QSO: 28000 PH 2023-09-10 1307 SP8DR         59           88 K3RA          59         1052
QSO: 28000 PH 2023-09-10 1312 SP8DR         59           89 K1RX          59          193
QSO: 28000 PH 2023-09-10 1316 SP8DR         59           90 NG3R          59          013
QSO: 28000 PH 2023-09-10 1318 SP8DR         59           91 PY6HD         59          676
QSO: 21000 PH 2023-09-10 1320 SP8DR         59           92 HZ1TT         59          443
QSO: 28000 PH 2023-09-10 1330 SP8DR         59           93 N3QE          59          524
QSO: 28000 PH 2023-09-10 1336 SP8DR         59           94 KG9N          59          166
QSO: 14000 PH 2023-09-10 1353 SP8DR         59           95 UN0LM         59          707
QSO: 21000 PH 2023-09-10 1357 SP8DR         59           96 BI4VIP        59          303
QSO: 28000 PH 2023-09-10 1400 SP8DR         59           97 PU1JSV        59          450
QSO: 21000 PH 2023-09-10 1404 SP8DR         59           98 N6AR          59          885
QSO: 21000 PH 2023-09-10 1415 SP8DR         59           99 YB9ELS        59          380
QSO: 21000 PH 2023-09-10 1420 SP8DR         59          100 NP4Z          59          541
QSO: 21000 PH 2023-09-10 1424 SP8DR         59          101 NE1C          59         1279
QSO: 21000 PH 2023-09-10 1448 SP8DR         59          102 UN3M          59          219
QSO: 21000 PH 2023-09-10 1455 SP8DR         59          103 PT5J          59         1954
QSO: 28000 PH 2023-09-10 1459 SP8DR         59          104 4X7R          59         2302
QSO: 21000 PH 2023-09-10 1501 SP8DR         59          105 K5ZD          59          667
QSO: 14000 PH 2023-09-10 1533 SP8DR         59          106 HZ1TT         59          512
QSO: 21000 PH 2023-09-10 1650 SP8DR         59          107 W1AW/1        59          797
QSO: 21000 PH 2023-09-10 1653 SP8DR         59          108 9M2M          59          309
QSO: 21000 PH 2023-09-10 1703 SP8DR         59          109 TA4A          59          432
QSO: 21000 PH 2023-09-10 1717 SP8DR         59          110 PY4JW         59         1000
QSO: 21000 PH 2023-09-10 1724 SP8DR         59          111 KC1XX         59          549
QSO: 21000 PH 2023-09-10 1725 SP8DR         59          112 AB2E          59          322
QSO: 14000 PH 2023-09-10 1739 SP8DR         59          113 AP5ARS        59          418
QSO: 21000 PH 2023-09-10 1743 SP8DR         59          114 W3ICM         59          317
QSO: 28000 PH 2023-09-10 1753 SP8DR         59          115 WX3B          59          084
QSO: 14000 PH 2023-09-10 1758 SP8DR         59          116 TO7K          59          717
QSO: 14000 PH 2023-09-10 1824 SP8DR         59          117 HS8NKB        59          184
QSO: 14000 PH 2023-09-10 1830 SP8DR         59          118 9M2M          59          386
END-OF-LOG:
