START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SCV
CALLSIGN: K6MG
CATEGORY-BAND: ALL
OPERATORS: K6MG
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2019-08-17 2052 K6MG CM97VD AD6A CM97KH
QSO: 10G PH 2019-08-17 2053 K6MG CM97VD N9JIM CM97BC
QSO: 10G PH 2019-08-17 2054 K6MG CM97VD K6TJ CM97AV
QSO: 10G PH 2019-08-17 2055 K6MG CM97VD N6KLD CM97AV
QSO: 10G PH 2019-08-17 2056 K6MG CM97VD N6JET CM97AV
QSO: 10G PH 2019-08-17 2057 K6MG CM97VD N6RAC CM97AV
QSO: 10G PH 2019-08-17 2102 K6MG CM97VD W6QIW DM04MS
QSO: 10G PH 2019-08-17 2103 K6MG CM97VD K6GZA DM04MS
QSO: 10G PH 2019-08-17 2104 K6MG CM97VD N5BF DM04MS
QSO: 10G PH 2019-08-17 2143 K6MG CM97TC W6QIW DM04MS
QSO: 10G PH 2019-08-17 2143 K6MG CM97TC K6GZA DM04MS
QSO: 10G PH 2019-08-17 2143 K6MG CM97TC N5BF DM04MS
QSO: 10G PH 2019-08-17 2148 K6MG CM97TC K6TJ CM97AV
QSO: 10G PH 2019-08-17 2149 K6MG CM97TC N6JET CM97AV
QSO: 10G PH 2019-08-17 2150 K6MG CM97TC N6KLD CM97AV
QSO: 10G PH 2019-08-17 2156 K6MG CM97TC AD6A CM97MB
QSO: 10G PH 2019-08-17 2210 K6MG CM97TC WA6CDR DM25GW
QSO: 10G PH 2019-08-17 2213 K6MG CM97TC AD6IW CM88WJ
QSO: 10G PH 2019-08-17 1015 K6MG CM97TC WA6QDP CM88WJ
QSO: 10G PH 2019-08-17 2215 K6MG CM97QC W6QIW DM04MS
QSO: 10G PH 2019-08-17 2233 K6MG CM97QC K6GZA DM04MS
QSO: 10G PH 2019-08-17 2234 K6MG CM97QC N5BF DM04MS
QSO: 10G PH 2019-08-17 2238 K6MG CM97QC AD6A CM97BG
QSO: 10G PH 2019-08-17 2301 K6MG CM97QC K6TJ CM97AV
QSO: 10G PH 2019-08-17 2301 K6MG CM97QC N6JET CM97AV
QSO: 10G PH 2019-08-17 2302 K6MG CM97QC N6KLD CM97AV
QSO: 10G PH 2019-08-17 2310 K6MG CM97QC AD6IW CM88WJ
QSO: 10G PH 2019-08-17 2310 K6MG CM97QC WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1635 K6MG CM97OB N6TEB CM96OU
QSO: 10G PH 2019-08-18 1640 K6MG CM97OB KD6W CM96RP
QSO: 10G PH 2019-08-18 1642 K6MG CM97OB K6TJ CM97AV
QSO: 10G PH 2019-08-18 1643 K6MG CM97OB N6KLD CM97AV
QSO: 10G PH 2019-08-18 1650 K6MG CM97OB N6VI CM96OU
QSO: 24G PH 2019-08-18 1702 K6MG CM97OB N6TEB CM96OU
QSO: 10G PH 2019-08-18 1708 K6MG CM97OB WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1726 K6MG CM97OB WA6CDR DM25GW
QSO: 10G PH 2019-08-18 1734 K6MG CM97OB W6QIW DM04MS
QSO: 10G PH 2019-08-18 1735 K6MG CM97OB K6GZA DM04MS
QSO: 10G PH 2019-08-18 1735 K6MG CM97OB N5BF DM04MS
QSO: 10G PH 2019-08-18 1736 K6MG CM97OB AF6NA DM04MS
QSO: 10G PH 2019-08-18 1830 K6MG CM97WA WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1831 K6MG CM97WA K6TJ CM97AV
QSO: 10G PH 2019-08-18 1833 K6MG CM97WA N6KLD CM97AV
QSO: 10G PH 2019-08-18 1837 K6MG CM97WA W6QIW DM04MS
QSO: 10G PH 2019-08-18 1837 K6MG CM97WA K6GZA DM04MS
QSO: 10G PH 2019-08-18 1838 K6MG CM97WA N5BF DM04MS
QSO: 10G PH 2019-08-18 1839 K6MG CM97WA AF6NA DM04MS
QSO: 10G PH 2019-08-18 1851 K6MG CM97WA WA6CDR DM25GW
QSO: 10G PH 2019-08-18 1935 K6MG CM97TX WA6CDR DM25GW
QSO: 10G PH 2019-08-18 1935 K6MG CM97TX WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1936 K6MG CM97TX N6JET CM88WJ
QSO: 10G PH 2019-08-18 1943 K6MG CM97TX W6QIW DM04MS
QSO: 10G PH 2019-08-18 1943 K6MG CM97TX K6GZA DM04MS
QSO: 10G PH 2019-08-18 1944 K6MG CM97TX N5BF DM04MS
QSO: 10G PH 2019-08-18 2025 K6MG CM96SU K6TJ CM97AV
QSO: 10G PH 2019-08-18 2026 K6MG CM96SU N6KLD CM97AV
QSO: 10G PH 2019-08-18 2028 K6MG CM96SU WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2028 K6MG CM96SU N6JET CM88WJ
QSO: 10G PH 2019-08-18 2034 K6MG CM96SU WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2036 K6MG CM96SU W6QIW DM04MS
QSO: 10G PH 2019-08-18 2037 K6MG CM96SU K6GZA DM04MS
QSO: 10G PH 2019-08-18 2037 K6MG CM96SU N5BF DM04MS
QSO: 10G PH 2019-08-18 2037 K6MG CM96SU AF6NA DM04MS
QSO: 10G PH 2019-08-18 2101 K6MG CM96PU WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2102 K6MG CM96PU N6JET CM88WJ
QSO: 10G PH 2019-08-18 2104 K6MG CM96PU K6TJ CM97AV
QSO: 10G PH 2019-08-18 2104 K6MG CM96PU N6KLD CM97AV
QSO: 10G PH 2019-08-18 2115 K6MG CM96PU W6QIW DM04MS
QSO: 10G PH 2019-08-18 2115 K6MG CM96PU K6GZA DM04MS
QSO: 10G PH 2019-08-18 2116 K6MG CM96PU N5BF DM04MS
QSO: 10G PH 2019-08-18 2123 K6MG CM96PU WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2230 K6MG CM96RQ K6TJ CM97AV
QSO: 10G PH 2019-08-18 2231 K6MG CM96RQ N6KLD CM97AV
QSO: 10G PH 2019-08-18 2231 K6MG CM96RQ AD6IW CM97AV
QSO: 10G PH 2019-08-18 2239 K6MG CM96RQ W6QIW DM04MS
QSO: 10G PH 2019-08-18 2239 K6MG CM96RQ K6GZA DM04MS
QSO: 10G PH 2019-08-18 2240 K6MG CM96RQ N5BF DM04MS
QSO: 10G PH 2019-08-18 2256 K6MG CM96RQ WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2257 K6MG CM96RQ N6JET CM88WJ
QSO: 10G PH 2019-08-18 2344 K6MG CM96TK W6QIW DM04MS
QSO: 10G PH 2019-08-18 2344 K6MG CM96TK K6GZA DM04MS
QSO: 10G PH 2019-08-18 2345 K6MG CM96TK N5BF DM04MS
QSO: 10G PH 2019-08-18 2345 K6MG CM96TK W6HOB DM04MS
QSO: 10G PH 2019-08-18 2352 K6MG CM96TK K6TJ CM97AV
QSO: 10G PH 2019-08-19 0006 K6MG CM96TK WA6CDR DM25GW
QSO: 10G PH 2019-08-19 0029 K6MG CM96VK K6GZA DM04MS
QSO: 10G PH 2019-08-19 0030 K6MG CM96VK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0030 K6MG CM96VK N5BF DM04MS
QSO: 24G PH 2019-08-19 0035 K6MG CM96VK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0045 K6MG CM96VK WA6CDR DM25GW
QSO: 10G PH 2019-08-19 0052 K6MG CM96VK K6TJ CM97AV
QSO: 10G PH 2019-08-19 0056 K6MG CM96VK WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0058 K6MG CM96VK N6JET CM88WJ
QSO: 10G PH 2019-08-19 0115 K6MG DM06AK WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0116 K6MG DM06AK N6JET CM88WJ
QSO: 10G PH 2019-08-19 0127 K6MG DM06AK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0128 K6MG DM06AK K6GZA DM04MS
QSO: 10G PH 2019-08-19 0128 K6MG DM06AK N5BF DM04MS
QSO: 24G PH 2019-08-19 0137 K6MG DM06AK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0436 K6MG CM96WG W6QIW DM04MS
QSO: 10G PH 2019-08-19 0436 K6MG CM96WG K6GZA DM04MS
QSO: 10G PH 2019-08-19 0450 K6MG CM96WG WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0453 K6MG CM96WG N6JET CM88WJ
QSO: 10G PH 2019-08-19 0521 K6MG CM96WG WA6CDR DM25GW
QSO: 10G PH 2019-08-19 0553 K6MG DM06BG N6JET CM88WJ
QSO: 10G PH 2019-08-19 0554 K6MG DM06BG WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0600 K6MG DM06BG K6GZA DM04MS
QSO: 10G PH 2019-08-19 0612 K6MG DM06BG WA6CDR DM25GW
QSO: 10G PH 2019-08-19 0617 K6MG DM06BG K6ML CM96WN
QSO: 24G PH 2019-08-19 0619 K6MG DM06BG K6ML CM96WN
QSO: 10G PH 2019-08-19 0618 K6MG DM06BG N6NU CM96WN
QSO: 10G PH 2019-08-19 0620 K6MG DM06BG N6NU CM96WN
QSO: 10G PH 2019-08-19 0645 K6MG DM06DH K6GZA DM04MS
QSO: 10G PH 2019-08-19 0651 K6MG DM06DH N6JET CM88WJ
QSO: 10G PH 2019-08-19 0652 K6MG DM06DH WA6QDP CM88WJ
QSO: 10G PH 2019-09-21 1550 K6MG CM97MB N5BF CM88WJ
QSO: 10G PH 2019-09-21 1550 K6MG CM97MB K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1617 K6MG CM97OB N6VI DM04MS
QSO: 10G PH 2019-09-21 1617 K6MG CM97OB N6TEB DM04MS
QSO: 10G PH 2019-09-21 1626 K6MG CM97OB K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1626 K6MG CM97OB N5BF CM88WJ
QSO: 10G PH 2019-09-21 1644 K6MG CM97RB N9JIM CM97KK
QSO: 24G PH 2019-09-21 1645 K6MG CM97RB N9JIM CM97KK
QSO: 10G PH 2019-09-21 1652 K6MG CM97RB K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1653 K6MG CM97RB N5BF CM88WJ
QSO: 10G PH 2019-09-21 1703 K6MG CM97RB N6VI DM04MS
QSO: 10G PH 2019-09-21 1703 K6MG CM97RB N6TEB DM04MS
QSO: 10G PH 2019-09-21 1703 K6MG CM97RB KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 1721 K6MG CM97TB K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1722 K6MG CM97TB N5BF CM88WJ
QSO: 10G PH 2019-09-21 1728 K6MG CM97TB N6VI DM04MS
QSO: 10G PH 2019-09-21 1728 K6MG CM97TB N6TEB DM04MS
QSO: 10G PH 2019-09-21 1729 K6MG CM97TB KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 1753 K6MG CM97WA K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1753 K6MG CM97WA N5BF CM88WJ
QSO: 10G PH 2019-09-21 1801 K6MG CM97WA N6VI DM04MS
QSO: 10G PH 2019-09-21 1801 K6MG CM97WA N6TEB DM04MS
QSO: 10G PH 2019-09-21 1802 K6MG CM97WA KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 1804 K6MG CM97WA K6WCI DM04MS
QSO: 10G PH 2019-09-21 1854 K6MG CM96TW W6QIW CM97NH
QSO: 10G PH 2019-09-21 1854 K6MG CM96TW N6RMJ CM97NH
QSO: 10G PH 2019-09-21 1900 K6MG CM96TW K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1901 K6MG CM96TW N5BF CM88WJ
QSO: 10G PH 2019-09-21 1928 K6MG CM96TW N6VI DM04MS
QSO: 10G PH 2019-09-21 1929 K6MG CM96TW N6TEB DM04MS
QSO: 10G PH 2019-09-21 1930 K6MG CM96TW KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2000 K6MG CM96RU N6VI DM04MS
QSO: 10G PH 2019-09-21 2000 K6MG CM96RU N6TEB DM04MS
QSO: 10G PH 2019-09-21 2001 K6MG CM96RU KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2016 K6MG CM96RU K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2016 K6MG CM96RU N5BF CM88WJ
QSO: 10G PH 2019-09-21 2046 K6MG CM96PU AD6A CM97SR
QSO: 10G PH 2019-09-21 2057 K6MG CM96PU N6VI DM04MS
QSO: 10G PH 2019-09-21 2058 K6MG CM96PU N6TEB DM04MS
QSO: 10G PH 2019-09-21 2059 K6MG CM96PU K6WCI DM04MS
QSO: 10G PH 2019-09-21 2059 K6MG CM96PU KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2104 K6MG CM96PU K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2104 K6MG CM96PU N5BF CM88WJ
QSO: 10G PH 2019-09-21 2108 K6MG CM96PU WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2131 K6MG CM96QQ N6VI DM04MS
QSO: 10G PH 2019-09-21 2132 K6MG CM96QQ N6TEB DM04MS
QSO: 10G PH 2019-09-21 2132 K6MG CM96QQ KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2132 K6MG CM96QQ K6WCI DM04MS
QSO: 10G PH 2019-09-21 2140 K6MG CM96QQ N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2149 K6MG CM96QQ WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2151 K6MG CM96QQ K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2151 K6MG CM96QQ N5BF CM88WJ
QSO: 10G PH 2019-09-21 2222 K6MG CM96TR N6VI DM04MS
QSO: 10G PH 2019-09-21 2222 K6MG CM96TR N6TEB DM04MS
QSO: 10G PH 2019-09-21 2223 K6MG CM96TR K6WCI DM04MS
QSO: 10G PH 2019-09-21 2223 K6MG CM96TR KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2226 K6MG CM96TR K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2226 K6MG CM96TR N5BF CM88WJ
QSO: 10G PH 2019-09-21 2227 K6MG CM96TR N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2229 K6MG CM96TR KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2231 K6MG CM96TR WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2254 K6MG CM96VR N6VI DM04MS
QSO: 10G PH 2019-09-21 2254 K6MG CM96VR N6TEB DM04MS
QSO: 10G PH 2019-09-21 2254 K6MG CM96VR K6WCI DM04MS
QSO: 10G PH 2019-09-21 2255 K6MG CM96VR KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2258 K6MG CM96VR AD6A CM97KH
QSO: 10G PH 2019-09-21 2301 K6MG CM96VR N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2302 K6MG CM96VR KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2306 K6MG CM96VR WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2316 K6MG CM96VR K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2316 K6MG CM96VR N5BF CM88WJ
QSO: 10G PH 2019-09-21 2346 K6MG DM06BR KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2348 K6MG DM06BR N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2351 K6MG DM06BR K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2351 K6MG DM06BR N5BF CM88WJ
QSO: 10G PH 2019-09-21 2355 K6MG DM06BR N6VI DM04MS
QSO: 10G PH 2019-09-21 2355 K6MG DM06BR N6TEB DM04MS
QSO: 10G PH 2019-09-21 2355 K6MG DM06BR KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2359 K6MG DM06BR K6WCI DM04MS
QSO: 10G PH 2019-09-22 0003 K6MG DM06BR AD6A CM97KH
QSO: 10G PH 2019-09-22 0033 K6MG DM06BN AD6A CM97KH
QSO: 10G PH 2019-09-22 0035 K6MG DM06BN KE6HPZ DM04MS
QSO: 10G PH 2019-09-22 0048 K6MG DM06BN WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0059 K6MG DM06BN K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0059 K6MG DM06BN N5BF CM88WJ
QSO: 10G PH 2019-09-22 0100 K6MG DM06BN N6KLD CM88WJ
QSO: 10G PH 2019-09-22 0128 K6MG CM96XO KE6HPZ DM04MS
QSO: 10G PH 2019-09-22 0132 K6MG CM96XO AD6A CM97KH
QSO: 10G PH 2019-09-22 0134 K6MG CM96XO K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0135 K6MG CM96XO N5BF CM88WJ
QSO: 10G PH 2019-09-22 0135 K6MG CM96XO N6KLD CM88WJ
QSO: 10G PH 2019-09-22 0136 K6MG CM96XO KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0139 K6MG CM96XO WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0201 K6MG CM96UO KE6HPZ DM04MS
QSO: 10G PH 2019-09-22 0204 K6MG CM96UO K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0204 K6MG CM96UO N5BF CM88WJ
QSO: 10G PH 2019-09-22 0205 K6MG CM96UO N6KLD CM88WJ
QSO: 10G PH 2019-09-22 0206 K6MG CM96UO KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0207 K6MG CM96UO AD6A CM97KH
QSO: 10G PH 2019-09-22 0209 K6MG CM96UO WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0229 K6MG CM96SO KE6HPZ DM04MS
QSO: 10G PH 2019-09-22 0232 K6MG CM96SO WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0233 K6MG CM96SO AD6A CM97KH
QSO: 10G PH 2019-09-22 0236 K6MG CM96SO K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0237 K6MG CM96SO N5BF CM88WJ
QSO: 10G PH 2019-09-22 0237 K6MG CM96SO N6KLD CM88WJ
QSO: 10G PH 2019-09-22 0243 K6MG CM96SO KB6BA CM88WJ
END-OF-LOG:
