START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SCV
CALLSIGN: N9JIM
CATEGORY-BAND: ALL
OPERATORS: N9JIM
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2019-08-18 0236 N9JIM CM97KH KI6CLA CM97KS
QSO: 10G PH 2019-08-18 0240 N9JIM CM97KH WA6CDR DM25GW
QSO: 10G PH 2019-08-18 0240 N9JIM CM97KH WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 0240 N9JIM CM97KH AD6IW CM88WJ
QSO: 10G PH 2019-08-18 0443 N9JIM CM97KH K6NKC DM12NO
QSO: 10G PH 2019-08-18 0458 N9JIM CM97KH KD6W CM96OU
QSO: 10G PH 2019-08-18 0458 N9JIM CM97KH K6ML CM96OU
QSO: 10G PH 2019-08-18 0458 N9JIM CM97KH N6NU CM96OU
QSO: 10G PH 2019-08-18 0501 N9JIM CM97KH KK6GXU CM96OU
QSO: 24G PH 2019-08-18 0505 N9JIM CM97KH K6ML CM96OU
QSO: 24G PH 2019-08-18 0505 N9JIM CM97KH N6NU CM96OU
QSO: 24G PH 2019-08-18 0505 N9JIM CM97KH KD6W CM96OU
QSO: 10G PH 2019-08-18 0610 N9JIM CM97KH K6ML CM96RU
QSO: 10G PH 2019-08-18 0611 N9JIM CM97KH KD6W CM96RU
QSO: 10G PH 2019-08-18 0612 N9JIM CM97KH KK6GXU CM96RU
QSO: 10G PH 2019-08-18 0614 N9JIM CM97KH N6NU CM96RU
QSO: 24G PH 2019-08-18 0635 N9JIM CM97KH KD6W CM96RU
QSO: 24G PH 2019-08-18 0635 N9JIM CM97KH N6NU CM96RU
QSO: 24G PH 2019-08-18 0635 N9JIM CM97KH K6ML CM96RU
QSO: 10G PH 2019-08-18 1607 N9JIM CM97OB K6TJ CM97AV
QSO: 10G PH 2019-08-18 1633 N9JIM CM97OB N6VI CM96OU
QSO: 10G PH 2019-08-18 1633 N9JIM CM97OB N6TEB CM96OU
QSO: 10G PH 2019-08-18 1638 N9JIM CM97OB KD6W CM96RP
QSO: 10G PH 2019-08-18 1642 N9JIM CM97OB N6KLD CM97AV
QSO: 24G PH 2019-08-18 1659 N9JIM CM97OB N6TEB CM96OU
QSO: 10G PH 2019-08-18 1706 N9JIM CM97OB WA6QDP CM88WJ
QSO: 24G PH 2019-08-18 1714 N9JIM CM97OB WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1723 N9JIM CM97OB WA6CDR DM25GW
QSO: 10G PH 2019-08-18 1733 N9JIM CM97OB W6QIW DM04MS
QSO: 10G PH 2019-08-18 1733 N9JIM CM97OB K6GZA DM04MS
QSO: 10G PH 2019-08-18 1734 N9JIM CM97OB N5BF DM04MS
QSO: 10G PH 2019-08-18 1734 N9JIM CM97OB AF6NA DM04MS
QSO: 10G PH 2019-08-18 1816 N9JIM CM96QW WA6QDP CM88WJ
QSO: 24G PH 2019-08-18 1802 N9JIM CM96QW WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1829 N9JIM CM96QW K6ML CM96TM
QSO: 10G PH 2019-08-18 1829 N9JIM CM96QW N6NU CM96TM
QSO: 10G PH 2019-08-18 1830 N9JIM CM96QW KK6GXU CM96TM
QSO: 10G PH 2019-08-18 1840 N9JIM CM96QW W6QIW DM04MS
QSO: 10G PH 2019-08-18 1840 N9JIM CM96QW K6GZA DM04MS
QSO: 10G PH 2019-08-18 1840 N9JIM CM96QW N5BF DM04MS
QSO: 10G PH 2019-08-18 1841 N9JIM CM96QW AF6NA DM04MS
QSO: 10G PH 2019-08-18 1845 N9JIM CM96QW K6TJ CM97AV
QSO: 10G PH 2019-08-18 1845 N9JIM CM96QW N6KLD CM97AV
QSO: 24G PH 2019-08-18 1847 N9JIM CM96QW K6TJ CM97AV
QSO: 10G PH 2019-08-18 1855 N9JIM CM96QW WA6CDR DM25GW
QSO: 10G PH 2019-08-18 1930 N9JIM CM96SV W6QIW DM04MS
QSO: 10G PH 2019-08-18 1931 N9JIM CM96SV K6GZA DM04MS
QSO: 10G PH 2019-08-18 1932 N9JIM CM96SV N5BF DM04MS
QSO: 10G PH 2019-08-18 1933 N9JIM CM96SV AF6NA DM04MS
QSO: 24G PH 2019-08-18 1937 N9JIM CM96SV K6TJ CM97AV
QSO: 10G PH 2019-08-18 1937 N9JIM CM96SV N6KLD CM97AV
QSO: 10G PH 2019-08-18 1943 N9JIM CM96SV K6TJ CM97AV
QSO: 10G PH 2019-08-18 1946 N9JIM CM96SV WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1946 N9JIM CM96SV N6JET CM88WJ
QSO: 10G PH 2019-08-18 2004 N9JIM CM96SV WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2050 N9JIM CM96TR AF6NA DM04MS
QSO: 10G PH 2019-08-18 2050 N9JIM CM96TR W6QIW DM04MS
QSO: 10G PH 2019-08-18 2051 N9JIM CM96TR K6GZA DM04MS
QSO: 10G PH 2019-08-18 2051 N9JIM CM96TR N5BF DM04MS
QSO: 10G PH 2019-08-18 2104 N9JIM CM96TR W6DL DM14HH
QSO: 10G PH 2019-08-18 2107 N9JIM CM96TR K6TJ CM97AV
QSO: 10G PH 2019-08-18 2107 N9JIM CM96TR N6KLD CM97AV
QSO: 10G PH 2019-08-18 2111 N9JIM CM96TR WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2112 N9JIM CM96TR N6JET CM88WJ
QSO: 10G PH 2019-08-18 2118 N9JIM CM96TR WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2200 N9JIM CM96TM W6QIW DM04MS
QSO: 10G PH 2019-08-18 2200 N9JIM CM96TM K6GZA DM04MS
QSO: 10G PH 2019-08-18 2200 N9JIM CM96TM N5BF DM04MS
QSO: 24G PH 2019-08-18 2210 N9JIM CM96TM W6QIW DM04MS
QSO: 10G PH 2019-08-18 2217 N9JIM CM96TM K6TJ CM97AV
QSO: 10G PH 2019-08-18 2217 N9JIM CM96TM N6KLD CM97AV
QSO: 10G PH 2019-08-18 2217 N9JIM CM96TM WA6FSI CM97AV
QSO: 10G PH 2019-08-18 2218 N9JIM CM96TM AD6IW CM97AV
QSO: 10G PH 2019-08-18 2222 N9JIM CM96TM WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2233 N9JIM CM96TM N6JET CM88WJ
QSO: 10G PH 2019-08-18 2241 N9JIM CM96TM W6DL DM14HH
QSO: 10G PH 2019-08-18 2348 N9JIM CM96WK WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2349 N9JIM CM96WK N6JET CM88WJ
QSO: 10G PH 2019-08-18 2355 N9JIM CM96WK WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2359 N9JIM CM96WK W6DL DM14HH
QSO: 10G PH 2019-08-19 0000 N9JIM CM96WK AD6A CM97OB
QSO: 10G PH 2019-08-19 0005 N9JIM CM96WK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0005 N9JIM CM96WK K6GZA DM04MS
QSO: 10G PH 2019-08-19 0005 N9JIM CM96WK N5BF DM04MS
QSO: 10G PH 2019-08-19 0005 N9JIM CM96WK W6NOB DM04MS
QSO: 24G PH 2019-08-19 0009 N9JIM CM96WK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0019 N9JIM CM96WK K6TJ CM97AV
QSO: 10G PH 2019-08-19 0020 N9JIM CM96WK AD6IW CM97AV
QSO: 10G PH 2019-08-19 0020 N9JIM CM96WK N6KLD CM97AV
QSO: 10G PH 2019-08-19 0021 N9JIM CM96WK WA6FSI CM97AV
QSO: 10G PH 2019-08-19 0100 N9JIM DM06BK AD6IW CM97AV
QSO: 10G PH 2019-08-19 0100 N9JIM DM06BK K6TJ CM97AV
QSO: 10G PH 2019-08-19 0100 N9JIM DM06BK N6KLD CM97AV
QSO: 10G PH 2019-08-19 0101 N9JIM DM06BK WA6FSI CM97AV
QSO: 10G PH 2019-08-19 0107 N9JIM DM06BK N6JET CM88WJ
QSO: 10G PH 2019-08-19 0107 N9JIM DM06BK WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0120 N9JIM DM06BK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0120 N9JIM DM06BK K6GZA DM04MS
QSO: 10G PH 2019-08-19 0120 N9JIM DM06BK N5BF DM04MS
QSO: 24G PH 2019-08-19 0124 N9JIM DM06BK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0436 N9JIM CM96WG W6QIW DM04MS
QSO: 10G PH 2019-08-19 0437 N9JIM CM96WG K6GZA DM04MS
QSO: 24G PH 2019-08-19 0443 N9JIM CM96WG W6QIW DM04MS
QSO: 10G PH 2019-08-19 0452 N9JIM CM96WG WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0453 N9JIM CM96WG N6JET CM88WJ
QSO: 10G PH 2019-08-19 0606 N9JIM CM96WG WA6CDR DM25GW
QSO: 10G PH 2019-09-21 1649 N9JIM CM97KK N6VI DM04MS
QSO: 10G PH 2019-09-21 1649 N9JIM CM97KK N6TEB DM04MS
QSO: 10G PH 2019-09-21 1649 N9JIM CM97KK K6WCI DM04MS
QSO: 10G PH 2019-09-21 1655 N9JIM CM97KK K6ML CM97KH
QSO: 24G PH 2019-09-21 1655 N9JIM CM97KK K6ML CM97KH
QSO: 24G PH 2019-09-21 1655 N9JIM CM97KK N6NU CM97KH
QSO: 10G PH 2019-09-21 1655 N9JIM CM97KK N6NU CM97KH
QSO: 10G PH 2019-09-21 1655 N9JIM CM97KK KK6GXU CM97KH
QSO: 10G PH 2019-09-21 1655 N9JIM CM97KK W6QIW CM97KH
QSO: 10G PH 2019-09-21 1655 N9JIM CM97KK N6RMJ CM97KH
QSO: 10G PH 2019-09-21 1711 N9JIM CM97KK AD7OI DM12MQ
QSO: 10G PH 2019-09-21 1730 N9JIM CM97KK K6NKC DM12MQ
QSO: 10G PH 2019-09-21 1745 N9JIM CM97KK K6MG CM97RB
QSO: 24G PH 2019-09-21 1745 N9JIM CM97KK K6MG CM97RB
QSO: 10G PH 2019-09-21 1758 N9JIM CM97KK K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1758 N9JIM CM97KK N5BF CM88WJ
QSO: 10G PH 2019-09-21 1800 N9JIM CM97KK K6TJ CM97AV
QSO: 10G PH 2019-09-21 1801 N9JIM CM97KK N6JET CM97AV
QSO: 10G PH 2019-09-21 1806 N9JIM CM97KK KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 1827 N9JIM CM97KK AF6NA DM12MQ
QSO: 10G PH 2019-09-21 1950 N9JIM CM97ML K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1950 N9JIM CM97ML N5BF CM88WJ
QSO: 24G PH 2019-09-21 1954 N9JIM CM97ML K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1958 N9JIM CM97ML W6QIW CM97KH
QSO: 10G PH 2019-09-21 1958 N9JIM CM97ML N6RMJ CM97KH
QSO: 10G PH 2019-09-21 2009 N9JIM CM97ML WA6JBD DM14FR
QSO: 10G PH 2019-09-21 2055 N9JIM CM97NJ K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2055 N9JIM CM97NJ N5BF CM88WJ
QSO: 10G PH 2019-09-21 2055 N9JIM CM97NJ N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2055 N9JIM CM97NJ KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2111 N9JIM CM97NJ WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2111 N9JIM CM97NJ N6JET CM97AV
QSO: 10G PH 2019-09-21 2111 N9JIM CM97NJ K6TJ CM97AV
QSO: 24G PH 2019-09-21 2116 N9JIM CM97NJ WA6QDP CM97AV
QSO: 24G PH 2019-09-21 2116 N9JIM CM97NJ N6JET CM97AV
QSO: 24G PH 2019-09-21 2116 N9JIM CM97NJ K6TJ CM97AV
QSO: 24G PH 2019-09-21 2123 N9JIM CM97NJ KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2133 N9JIM CM97NJ AD6A CM97FR
QSO: 10G PH 2019-09-21 2210 N9JIM CM97NF W6QIW CM97QH
QSO: 10G PH 2019-09-21 2210 N9JIM CM97NF N6RMJ CM97QH
QSO: 10G PH 2019-09-21 2215 N9JIM CM97NF N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2215 N9JIM CM97NF KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2215 N9JIM CM97NF WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2216 N9JIM CM97NF N6JET CM97AV
QSO: 10G PH 2019-09-21 2216 N9JIM CM97NF N5BF CM88WJ
QSO: 10G PH 2019-09-21 2217 N9JIM CM97NF K6GZA CM88WJ
QSO: 24G PH 2019-09-21 2228 N9JIM CM97NF K6GZA CM88WJ
QSO: 24G PH 2019-09-21 2237 N9JIM CM97NF WA6QDP CM97AV
QSO: 24G PH 2019-09-21 2238 N9JIM CM97NF N6JET CM97AV
QSO: 24G PH 2019-09-21 2239 N9JIM CM97NF K6TJ CM97AV
QSO: 10G PH 2019-09-21 2257 N9JIM CM97NF N6VI DM04MS
QSO: 10G PH 2019-09-21 2257 N9JIM CM97NF N6TEB DM04MS
QSO: 10G PH 2019-09-21 2257 N9JIM CM97NF K6WCI DM04MS
QSO: 10G PH 2019-09-21 2257 N9JIM CM97NF KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2257 N9JIM CM97NF AD6A CM97KH
QSO: 10G PH 2019-09-21 2336 N9JIM CM97OB N6VI DM04MS
QSO: 10G PH 2019-09-21 2337 N9JIM CM97OB N6TEB DM04MS
QSO: 10G PH 2019-09-21 2337 N9JIM CM97OB K6WCI DM04MS
QSO: 10G PH 2019-09-21 2337 N9JIM CM97OB KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2340 N9JIM CM97OB WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2340 N9JIM CM97OB N6JET CM97AV
QSO: 10G PH 2019-09-21 2340 N9JIM CM97OB K6TJ CM97AV
QSO: 10G PH 2019-09-21 2343 N9JIM CM97OB AD6A CM97KH
QSO: 10G PH 2019-09-21 2353 N9JIM CM97OB N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2353 N9JIM CM97OB KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2353 N9JIM CM97OB K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0000 N9JIM CM97OB N5BF CM88WJ
QSO: 10G PH 2019-09-22 0046 N9JIM CM97MB N6VI DM04MS
QSO: 10G PH 2019-09-22 0046 N9JIM CM97MB KE6HPZ DM04MS
QSO: 10G PH 2019-09-22 0046 N9JIM CM97MB N6TEB DM04MS
QSO: 10G PH 2019-09-22 0046 N9JIM CM97MB K6WCI DM04MS
QSO: 10G PH 2019-09-22 0050 N9JIM CM97MB WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0050 N9JIM CM97MB K6TJ CM97AV
QSO: 10G PH 2019-09-22 0050 N9JIM CM97MB N6JET CM97AV
QSO: 10G PH 2019-09-22 0057 N9JIM CM97MB K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0057 N9JIM CM97MB N5BF CM88WJ
QSO: 10G PH 2019-09-22 0057 N9JIM CM97MB KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0057 N9JIM CM97MB N6KLD CM88WJ
QSO: 24G PH 2019-09-22 0102 N9JIM CM97MB KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0117 N9JIM CM97MB WA6JBD DM14FR
QSO: 10G PH 2019-09-22 0117 N9JIM CM97MB W6DL DM14FR
QSO: 10G PH 2019-09-22 1604 N9JIM CM97KH N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1605 N9JIM CM97KH K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1611 N9JIM CM97KH AD7OI DM04MS
QSO: 10G PH 2019-09-22 1611 N9JIM CM97KH KI7GVT DM04MS
QSO: 10G PH 2019-09-22 1641 N9JIM CM97KH WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1700 N9JIM CM97KH N5BF CM97AV
QSO: 10G PH 2019-09-22 1706 N9JIM CM97KH K6ML CM96RO
QSO: 10G PH 2019-09-22 1706 N9JIM CM97KH N6NU CM96RO
QSO: 10G PH 2019-09-22 1707 N9JIM CM97KH KK6GXU CM96RO
QSO: 24G PH 2019-09-22 1709 N9JIM CM97KH K6ML CM96RO
QSO: 24G PH 2019-09-22 1709 N9JIM CM97KH N6NU CM96RO
QSO: 10G PH 2019-09-22 1721 N9JIM CM97KH W6QIW CM96WG
QSO: 10G PH 2019-09-22 1722 N9JIM CM97KH N6RMJ CM96WG
QSO: 10G PH 2019-09-22 1733 N9JIM CM97KH N6TEB DM13CO
QSO: 10G PH 2019-09-22 1856 N9JIM CM97RB AD7OI DM04MS
QSO: 10G PH 2019-09-22 1857 N9JIM CM97RB KI7GVT DM04MS
QSO: 10G PH 2019-09-22 1912 N9JIM CM97RB WA6JBD DM15ED
QSO: 10G PH 2019-09-22 1925 N9JIM CM97RB N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1927 N9JIM CM97RB N6JET CM88WJ
QSO: 10G PH 2019-09-22 1929 N9JIM CM97RB KB6BA CM88WJ
QSO: 24G PH 2019-09-22 1933 N9JIM CM97RB KB6BA CM88WJ
QSO: 10G PH 2019-09-22 1945 N9JIM CM97RB WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1945 N9JIM CM97RB N5BF CM97AV
QSO: 10G PH 2019-09-22 1955 N9JIM CM97RB K6GZA CM88WJ
QSO: 24G PH 2019-09-22 1957 N9JIM CM97RB K6GZA CM88WJ
QSO: 10G PH 2019-09-22 2048 N9JIM CM97TB AD7OI DM04MS
QSO: 10G PH 2019-09-22 2048 N9JIM CM97TB KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2052 N9JIM CM97TB WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2052 N9JIM CM97TB N5BF CM97AV
QSO: 24G PH 2019-09-22 2059 N9JIM CM97TB WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2102 N9JIM CM97TB KB6BA CM88WJ
QSO: 10G PH 2019-09-22 2103 N9JIM CM97TB N6KLD CM88WJ
QSO: 10G PH 2019-09-22 2104 N9JIM CM97TB N6JET CM88WJ
QSO: 10G PH 2019-09-22 2104 N9JIM CM97TB K6GZA CM88WJ
QSO: 10G PH 2019-09-22 2203 N9JIM CM96WX AD7OI DM04MS
QSO: 10G PH 2019-09-22 2203 N9JIM CM96WX KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2208 N9JIM CM96WX WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2208 N9JIM CM96WX N5BF CM97AV
QSO: 10G PH 2019-09-22 2218 N9JIM CM96WX KB6BA CM88WJ
QSO: 10G PH 2019-09-22 2219 N9JIM CM96WX N6KLD CM88WJ
QSO: 10G PH 2019-09-22 2220 N9JIM CM96WX N6JET CM88WJ
QSO: 10G PH 2019-09-22 2220 N9JIM CM96WX K6GZA CM88WJ
QSO: 10G PH 2019-09-22 2337 N9JIM CM96WR AD7OI DM04MS
QSO: 10G PH 2019-09-22 2339 N9JIM CM96WR KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2344 N9JIM CM96WR W6QIW DM06EB
QSO: 10G PH 2019-09-22 2344 N9JIM CM96WR N6RMJ DM06EB
QSO: 10G PH 2019-09-22 2357 N9JIM CM96WR KB6BA CM88WJ
QSO: 10G PH 2019-09-22 2357 N9JIM CM96WR N6KLD CM88WJ
QSO: 10G PH 2019-09-22 2357 N9JIM CM96WR N6JET CM88WJ
QSO: 10G PH 2019-09-22 2357 N9JIM CM96WR K6GZA CM88WJ
QSO: 10G PH 2019-09-22 2358 N9JIM CM96WR WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2358 N9JIM CM96WR N5BF CM97AV
QSO: 10G PH 2019-09-23 0043 N9JIM CM96TR WA6QDP CM97AV
QSO: 10G PH 2019-09-23 0043 N9JIM CM96TR N5BF CM97AV
QSO: 10G PH 2019-09-23 0046 N9JIM CM96TR N6RMJ DM06EB
QSO: 10G PH 2019-09-23 0046 N9JIM CM96TR W6QIW DM06EB
QSO: 10G PH 2019-09-23 0055 N9JIM CM96TR N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0055 N9JIM CM96TR N6JET CM88WJ
QSO: 10G PH 2019-09-23 0056 N9JIM CM96TR K6GZA CM88WJ
END-OF-LOG:
