START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SJV
CALLSIGN: K6ML
CATEGORY-BAND: ALL
OPERATORS: K6ML
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2019-08-17 2242 K6ML CM97RD WA6QDP CM88WJ
QSO: 10G PH 2019-08-17 2253 K6ML CM97RD K6TJ CM97AV
QSO: 10G PH 2019-08-17 2253 K6ML CM97RD N6JET CM97AV
QSO: 10G PH 2019-08-17 2254 K6ML CM97RD N6KLD CM97AV
QSO: 10G PH 2019-08-17 2255 K6ML CM97RD N6RAC CM97AV
QSO: 10G PH 2019-08-17 2334 K6ML CM97TE W6QIW DM04MS
QSO: 10G PH 2019-08-17 2335 K6ML CM97TE K6GZA DM04MS
QSO: 10G PH 2019-08-17 2335 K6ML CM97TE N5BF DM04MS
QSO: 10G PH 2019-08-17 2345 K6ML CM97TE N6VI CM95XV
QSO: 10G PH 2019-08-17 2346 K6ML CM97TE N6TEB CM95XV
QSO: 10G CW 2019-08-17 2352 K6ML CM97TE WA6CDR DM25GW
QSO: 10G PH 2019-08-17 2357 K6ML CM97TE WA6QDP CM88WJ
QSO: 10G PH 2019-08-17 2358 K6ML CM97TE AD6IW CM88WJ
QSO: 10G PH 2019-08-18 0009 K6ML CM97TE N6JET CM97AV
QSO: 10G PH 2019-08-18 0010 K6ML CM97TE K6TJ CM97AV
QSO: 10G PH 2019-08-18 0010 K6ML CM97TE N6KLD CM97AV
QSO: 10G PH 2019-08-18 0011 K6ML CM97TE N6RAC CM97AV
QSO: 24G PH 2019-08-18 0018 K6ML CM97TE N6JET CM97AV
QSO: 24G PH 2019-08-18 0020 K6ML CM97TE K6TJ CM97AV
QSO: 10G PH 2019-08-18 0103 K6ML CM97TA AD6IW CM88WJ
QSO: 10G PH 2019-08-18 0103 K6ML CM97TA WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 0114 K6ML CM97TA N6JET CM97AV
QSO: 10G PH 2019-08-18 0114 K6ML CM97TA K6TJ CM97AV
QSO: 10G PH 2019-08-18 0115 K6ML CM97TA N6KLD CM97AV
QSO: 10G PH 2019-08-18 0119 K6ML CM97TA N6RAC CM97AV
QSO: 10G PH 2019-08-18 0129 K6ML CM97TA W6QIW DM04MS
QSO: 10G PH 2019-08-18 0129 K6ML CM97TA K6GZA DM04MS
QSO: 10G PH 2019-08-18 0130 K6ML CM97TA N5BF DM04MS
QSO: 10G CW 2019-08-18 0143 K6ML CM97TA WA6CDR DM25GW
QSO: 10G PH 2019-08-18 0149 K6ML CM97TA N6VI CM96WA
QSO: 10G PH 2019-08-18 0150 K6ML CM97TA N6TEB CM96WA
QSO: 24G PH 2019-08-18 0155 K6ML CM97TA N6TEB CM96WA
QSO: 10G PH 2019-08-18 0157 K6ML CM97TA N9JIM CM97KH
QSO: 24G PH 2019-08-18 0200 K6ML CM97TA N9JIM CM97KH
QSO: 10G PH 2019-08-18 0456 K6ML CM96OU N9JIM CM97KH
QSO: 10G PH 2019-08-18 0457 K6ML CM96OU W6QIW DM04MS
QSO: 10G PH 2019-08-18 0457 K6ML CM96OU K6GZA DM04MS
QSO: 10G PH 2019-08-18 0457 K6ML CM96OU N5BF DM04MS
QSO: 24G PH 2019-08-18 0511 K6ML CM96OU N9JIM CM97KH
QSO: 10G PH 2019-08-18 0518 K6ML CM96OU WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 0607 K6ML CM96RU W6QIW DM04MS
QSO: 10G PH 2019-08-18 0607 K6ML CM96RU K6GZA DM04MS
QSO: 10G PH 2019-08-18 0607 K6ML CM96RU N5BF DM04MS
QSO: 10G PH 2019-08-18 0608 K6ML CM96RU N9JIM CM97KH
QSO: 24G PH 2019-08-18 0623 K6ML CM96RU W6QIW DM04MS
QSO: 24G PH 2019-08-18 0630 K6ML CM96RU K6GZA DM04MS
QSO: 24G PH 2019-08-18 0634 K6ML CM96RU N9JIM CM97KH
QSO: 10G PH 2019-08-18 0640 K6ML CM96RU WA6QDP CM88WJ
QSO: 24G PH 2019-08-18 0646 K6ML CM96RU WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1652 K6ML CM96TM K6TJ CM97AV
QSO: 10G PH 2019-08-18 1652 K6ML CM96TM N6KLD CM97AV
QSO: 10G PH 2019-08-18 1711 K6ML CM96TM KD6W CM96RP
QSO: 10G PH 2019-08-18 1727 K6ML CM96TM N6VI CM96OU
QSO: 10G PH 2019-08-18 1728 K6ML CM96TM N6TEB CM96OU
QSO: 10G PH 2019-08-18 1738 K6ML CM96TM WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 1800 K6ML CM96TM W6QIW DM04MS
QSO: 10G PH 2019-08-18 1801 K6ML CM96TM K6GZA DM04MS
QSO: 10G PH 2019-08-18 1802 K6ML CM96TM N5BF DM04MS
QSO: 24G PH 2019-08-18 1813 K6ML CM96TM W6QIW DM04MS
QSO: 24G PH 2019-08-18 1815 K6ML CM96TM KD6W CM96SQ
QSO: 10G PH 2019-08-18 1816 K6ML CM96TM KD6W CM96SQ
QSO: 10G PH 2019-08-18 1828 K6ML CM96TM N9JIM CM96QW
QSO: 10G PH 2019-08-18 1852 K6ML CM96TM K6NKC DM12NO
QSO: 10G PH 2019-08-18 1954 K6ML CM96VK K6TJ CM97AV
QSO: 10G PH 2019-08-18 2000 K6ML CM96VK N6KLD CM97AV
QSO: 10G PH 2019-08-18 2005 K6ML CM96VK WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2005 K6ML CM96VK N6JET CM88WJ
QSO: 10G PH 2019-08-18 2018 K6ML CM96VK W6QIW DM04MS
QSO: 10G PH 2019-08-18 2018 K6ML CM96VK K6GZA DM04MS
QSO: 10G PH 2019-08-18 2019 K6ML CM96VK N5BF DM04MS
QSO: 10G PH 2019-08-18 2019 K6ML CM96VK AF6NA DM04MS
QSO: 24G PH 2019-08-18 2027 K6ML CM96VK W6QIW DM04MS
QSO: 10G PH 2019-08-18 2134 K6ML CM96WF W6QIW DM04MS
QSO: 10G PH 2019-08-18 2135 K6ML CM96WF K6GZA DM04MS
QSO: 10G PH 2019-08-18 2135 K6ML CM96WF N5BF DM04MS
QSO: 24G PH 2019-08-18 2142 K6ML CM96WF W6QIW DM04MS
QSO: 10G PH 2019-08-18 2157 K6ML CM96WF K6TJ CM97AV
QSO: 10G PH 2019-08-18 2158 K6ML CM96WF N6KLD CM97AV
QSO: 10G PH 2019-08-18 2208 K6ML CM96WF WA6QDP CM88WJ
QSO: 10G PH 2019-08-18 2208 K6ML CM96WF N6JET CM88WJ
QSO: 10G CW 2019-08-18 2227 K6ML CM96WF WA6CDR DM25GW
QSO: 10G PH 2019-08-18 2250 K6ML CM96WF AD6IW CM97AV
QSO: 10G PH 2019-08-18 2251 K6ML CM96WF WA6FSI CM97AV
QSO: 10G PH 2019-08-18 2348 K6ML DM06AC W6QIW DM04MS
QSO: 10G PH 2019-08-18 2349 K6ML DM06AC K6GZA DM04MS
QSO: 10G PH 2019-08-18 2349 K6ML DM06AC N5BF DM04MS
QSO: 10G PH 2019-08-18 2350 K6ML DM06AC W6NOB DM04MS
QSO: 24G PH 2019-08-18 2358 K6ML DM06AC W6QIW DM04MS
QSO: 24G PH 2019-08-18 2358 K6ML DM06AC K6GZA DM04MS
QSO: 10G PH 2019-08-19 0009 K6ML DM06AC K6TJ CM97AV
QSO: 10G PH 2019-08-19 0010 K6ML DM06AC N6KLD CM97AV
QSO: 10G PH 2019-08-19 0011 K6ML DM06AC AD6IW CM97AV
QSO: 10G PH 2019-08-19 0012 K6ML DM06AC WA6FSI CM97AV
QSO: 10G PH 2019-08-19 0032 K6ML DM06AC WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0033 K6ML DM06AC N6JET CM88WJ
QSO: 10G PH 2019-08-19 0049 K6ML DM06AC WA6CDR DM25GW
QSO: 10G PH 2019-08-19 0144 K6ML DM06CF W6QIW DM04MS
QSO: 10G PH 2019-08-19 0145 K6ML DM06CF K6GZA DM04MS
QSO: 10G PH 2019-08-19 0145 K6ML DM06CF N5BF DM04MS
QSO: 24G PH 2019-08-19 0151 K6ML DM06CF W6QIW DM04MS
QSO: 24G PH 2019-08-19 0152 K6ML DM06CF K6GZA DM04MS
QSO: 10G PH 2019-08-19 0156 K6ML DM06CF WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0157 K6ML DM06CF N6JET CM88WJ
QSO: 10G PH 2019-08-19 0417 K6ML CM96XK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0417 K6ML CM96XK K6GZA DM04MS
QSO: 24G PH 2019-08-19 0427 K6ML CM96XK W6QIW DM04MS
QSO: 10G PH 2019-08-19 0440 K6ML CM96XK WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0443 K6ML CM96XK N6JET CM88WJ
QSO: 10G PH 2019-08-19 0545 K6ML CM96WN K6GZA DM04MS
QSO: 10G PH 2019-08-19 0600 K6ML CM96WN WA6QDP CM88WJ
QSO: 10G PH 2019-08-19 0603 K6ML CM96WN N6JET CM88WJ
QSO: 10G PH 2019-08-19 0617 K6ML CM96WN K6MG DM06BG
QSO: 24G PH 2019-08-19 0619 K6ML CM96WN K6MG DM06BG
QSO: 10G PH 2019-09-21 1626 K6ML CM97KH K6WCI DM04MS
QSO: 10G PH 2019-09-21 1628 K6ML CM97KH N6TEB DM04MS
QSO: 10G PH 2019-09-21 1628 K6ML CM97KH N6VI DM04MS
QSO: 10G PH 2019-09-21 1641 K6ML CM97KH K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1642 K6ML CM97KH N5BF CM88WJ
QSO: 10G PH 2019-09-21 1652 K6ML CM97KH N9JIM CM97KK
QSO: 24G PH 2019-09-21 1654 K6ML CM97KH N9JIM CM97KK
QSO: 10G PH 2019-09-21 1827 K6ML CM97KK K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1827 K6ML CM97KK N5BF CM88WJ
QSO: 24G PH 2019-09-21 1834 K6ML CM97KK K6GZA CM88WJ
QSO: 10G PH 2019-09-21 1846 K6ML CM97KK N6JET CM97AV
QSO: 10G PH 2019-09-21 1847 K6ML CM97KK K6TJ CM97AV
QSO: 10G PH 2019-09-21 1942 K6ML CM97KK N6VI DM04MS
QSO: 10G PH 2019-09-21 1944 K6ML CM97KK N6TEB DM04MS
QSO: 10G PH 2019-09-21 1945 K6ML CM97KK KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 1959 K6ML CM97KK N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2004 K6ML CM97KK KB6BA CM88WJ
QSO: 24G PH 2019-09-21 2013 K6ML CM97KK KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2023 K6ML CM97KK W6QIW CM97NH
QSO: 10G PH 2019-09-21 2025 K6ML CM97KK N6RMJ CM97NH
QSO: 10G PH 2019-09-21 2131 K6ML CM97ML WA6QDP CM97AV
QSO: 10G PH 2019-09-21 2132 K6ML CM97ML N6JET CM97AV
QSO: 10G PH 2019-09-21 2132 K6ML CM97ML K6TJ CM97AV
QSO: 24G PH 2019-09-21 2141 K6ML CM97ML WA6QDP CM97AV
QSO: 24G PH 2019-09-21 2143 K6ML CM97ML K6TJ CM97AV
QSO: 24G PH 2019-09-21 2143 K6ML CM97ML N6JET CM97AV
QSO: 10G PH 2019-09-21 2155 K6ML CM97ML AD6A CM97FR
QSO: 10G PH 2019-09-21 2211 K6ML CM97ML N6VI DM04MS
QSO: 10G PH 2019-09-21 2212 K6ML CM97ML N6TEB DM04MS
QSO: 10G PH 2019-09-21 2213 K6ML CM97ML KE6HPZ DM04MS
QSO: 10G PH 2019-09-21 2226 K6ML CM97ML N6KLD CM88WJ
QSO: 10G PH 2019-09-21 2227 K6ML CM97ML KB6BA CM88WJ
QSO: 10G PH 2019-09-21 2233 K6ML CM97ML K6GZA CM88WJ
QSO: 10G PH 2019-09-21 2233 K6ML CM97ML N5BF CM88WJ
QSO: 24G PH 2019-09-21 2243 K6ML CM97ML KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0124 K6ML CM97OD AD6A CM97KH
QSO: 10G PH 2019-09-22 0134 K6ML CM97OD N6KLD CM88WJ
QSO: 10G PH 2019-09-22 0134 K6ML CM97OD KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0136 K6ML CM97OD K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0136 K6ML CM97OD N5BF CM88WJ
QSO: 24G PH 2019-09-22 0148 K6ML CM97OD KB6BA CM88WJ
QSO: 24G PH 2019-09-22 0150 K6ML CM97OD K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0155 K6ML CM97OD WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0156 K6ML CM97OD N6JET CM97AV
QSO: 24G PH 2019-09-22 0201 K6ML CM97OD WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0329 K6ML CM96RU KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0331 K6ML CM96RU N6KLD CM88WJ
QSO: 24G PH 2019-09-22 0339 K6ML CM96RU KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0344 K6ML CM96RU AD6A CM97KH
QSO: 10G PH 2019-09-22 0347 K6ML CM96RU K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0347 K6ML CM96RU N5BF CM88WJ
QSO: 24G PH 2019-09-22 0400 K6ML CM96RU K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0418 K6ML CM96RU WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0423 K6ML CM96RU N6RMJ CM96ST
QSO: 10G PH 2019-09-22 0424 K6ML CM96RU W6QIW CM96ST
QSO: 10G PH 2019-09-22 0511 K6ML CM96TR K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0512 K6ML CM96TR KB6BA CM88WJ
QSO: 24G PH 2019-09-22 0529 K6ML CM96TR KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0533 K6ML CM96TR W6QIW CM96RQ
QSO: 10G PH 2019-09-22 0533 K6ML CM96TR N6RMJ CM96RQ
QSO: 10G PH 2019-09-22 0605 K6ML CM96TM WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0614 K6ML CM96TM KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0615 K6ML CM96TM K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1659 K6ML CM96RO AD7OI DM04MS
QSO: 10G PH 2019-09-22 1700 K6ML CM96RO KI7GVT DM04MS
QSO: 10G PH 2019-09-22 1705 K6ML CM96RO N9JIM CM97KH
QSO: 24G PH 2019-09-22 1707 K6ML CM96RO N9JIM CM97KH
QSO: 10G PH 2019-09-22 1717 K6ML CM96RO K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1724 K6ML CM96RO WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1724 K6ML CM96RO N5BF CM97AV
QSO: 10G PH 2019-09-22 1734 K6ML CM96RO N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1754 K6ML CM96RO W6QIW CM96WG
QSO: 10G PH 2019-09-22 1755 K6ML CM96RO N6RMJ CM96WG
QSO: 10G PH 2019-09-22 1837 K6ML CM96UH N6RMJ CM96WG
QSO: 10G PH 2019-09-22 1838 K6ML CM96UH W6QIW CM96WG
QSO: 10G PH 2019-09-22 1855 K6ML CM96UH K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1856 K6ML CM96UH N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1806 K6ML CM96UH KB6BA CM88WJ
QSO: 10G PH 2019-09-22 1807 K6ML CM96UH N6JET CM88WJ
QSO: 10G PH 2019-09-22 1839 K6ML CM96UH WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1841 K6ML CM96UH N5BF CM97AV
QSO: 10G PH 2019-09-22 1847 K6ML CM96UH AD7OI DM04MS
QSO: 10G PH 2019-09-22 1847 K6ML CM96UH KI7GVT DM04MS
QSO: 10G PH 2019-09-22 1859 K6ML CM96UH WA6JBD DM15ED
QSO: 10G PH 2019-09-22 2008 K6ML CM96UH W6DL DM14HH
QSO: 10G PH 2019-09-22 2016 K6ML CM96UH K6HLH DM14CP
QSO: 10G PH 2019-09-22 2019 K6ML CM96UH N6NU CM96UH
QSO: 10G PH 2019-09-22 2020 K6ML CM96UH KK6GXU CM96UH
QSO: 24G PH 2019-09-22 2020 K6ML CM96UH N6NU CM96UH
QSO: 10G PH 2019-09-22 2043 K6ML CM96UH W6QIW CM96XD
QSO: 10G PH 2019-09-22 2044 K6ML CM96UH N6RMJ CM96XD
QSO: 10G PH 2019-09-22 2232 K6ML DM05BW WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2233 K6ML DM05BW N5BF CM97AV
QSO: 10G PH 2019-09-22 2240 K6ML DM05BW AD7OI DM04MS
QSO: 10G PH 2019-09-22 2241 K6ML DM05BW KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2251 K6ML DM05BW N6CA DM03UT
QSO: 10G PH 2019-09-22 2304 K6ML DM05BW W6DL DM14HH
QSO: 10G PH 2019-09-22 2339 K6ML DM05BW KB6BA CM88WJ
QSO: 10G PH 2019-09-22 2339 K6ML DM05BW N6KLD CM88WJ
QSO: 10G PH 2019-09-22 2341 K6ML DM05BW K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0024 K6ML DM05FV AD7OI DM04MS
QSO: 10G PH 2019-09-23 0025 K6ML DM05FV KI7GVT DM04MS
QSO: 10G PH 2019-09-23 0033 K6ML DM05FV WA6QDP CM97AV
QSO: 10G PH 2019-09-23 0033 K6ML DM05FV N5BF CM97AV
QSO: 10G PH 2019-09-23 0043 K6ML DM05FV KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0043 K6ML DM05FV N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0044 K6ML DM05FV N6JET CM88WJ
QSO: 10G PH 2019-09-23 0053 K6ML DM05FV K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0124 K6ML DM06FB WA6QDP CM97AV
QSO: 10G PH 2019-09-23 0124 K6ML DM06FB N5BF CM97AV
QSO: 10G PH 2019-09-23 0136 K6ML DM06FB KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0136 K6ML DM06FB N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0138 K6ML DM06FB N6JET CM88WJ
QSO: 10G PH 2019-09-23 0138 K6ML DM06FB K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0200 K6ML DM06FB N6CA DM03UT
QSO: 10G PH 2019-09-23 0312 K6ML DM06EH K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0313 K6ML DM06EH KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0415 K6ML DM06EL KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0417 K6ML DM06EL N6JET CM88WJ
QSO: 10G PH 2019-09-23 0418 K6ML DM06EL K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0552 K6ML CM96WW KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0552 K6ML CM96WW N6JET CM88WJ
QSO: 10G PH 2019-09-23 0553 K6ML CM96WW K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0655 K6ML CM97TA KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0656 K6ML CM97TA N6JET CM88WJ
QSO: 10G PH 2019-09-23 0657 K6ML CM97TA K6GZA CM88WJ
END-OF-LOG:
