START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SCV
CALLSIGN: N6NU
CATEGORY-BAND: ALL
OPERATORS: N6NU
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2019-09-22 0331 N6NU CM96RU KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0332 N6NU CM96RU N6KLD CM88WJ
QSO: 24G PH 2019-09-22 0342 N6NU CM96RU KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0345 N6NU CM96RU AD6A CM97KH
QSO: 10G PH 2019-09-22 0348 N6NU CM96RU K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0349 N6NU CM96RU N5BF CM88WJ
QSO: 10G PH 2019-09-22 0421 N6NU CM96RU WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0424 N6NU CM96RU N6RMJ CM96ST
QSO: 10G PH 2019-09-22 0425 N6NU CM96RU W6QIW CM96ST
QSO: 10G PH 2019-09-22 0514 N6NU CM96TR K6GZA CM88WJ
QSO: 10G PH 2019-09-22 0515 N6NU CM96TR KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0535 N6NU CM96TR W6QIW CM96RQ
QSO: 10G PH 2019-09-22 0536 N6NU CM96TR N6RMJ CM96RQ
QSO: 10G PH 2019-09-22 0606 N6NU CM96TM WA6QDP CM97AV
QSO: 10G PH 2019-09-22 0616 N6NU CM96TM KB6BA CM88WJ
QSO: 10G PH 2019-09-22 0617 N6NU CM96TM K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1700 N6NU CM96RO AD7OI DM04MS
QSO: 10G PH 2019-09-22 1701 N6NU CM96RO KI7GVT DM04MS
QSO: 10G PH 2019-09-22 1707 N6NU CM96RO N9JIM CM97KH
QSO: 24G PH 2019-09-22 1708 N6NU CM96RO N9JIM CM97KH
QSO: 10G PH 2019-09-22 1718 N6NU CM96RO K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1726 N6NU CM96RO WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1727 N6NU CM96RO N5BF CM97AV
QSO: 10G PH 2019-09-22 1736 N6NU CM96RO N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1755 N6NU CM96RO W6QIW CM96WG
QSO: 10G PH 2019-09-22 1756 N6NU CM96RO N6RMJ CM96WG
QSO: 10G PH 2019-09-22 1838 N6NU CM96UH N6RMJ CM96WG
QSO: 10G PH 2019-09-22 1839 N6NU CM96UH W6QIW CM96WG
QSO: 10G PH 2019-09-22 1857 N6NU CM96UH K6GZA CM88WJ
QSO: 10G PH 2019-09-22 1858 N6NU CM96UH N6KLD CM88WJ
QSO: 10G PH 2019-09-22 1911 N6NU CM96UH KB6BA CM88WJ
QSO: 10G PH 2019-09-22 1912 N6NU CM96UH N6JET CM88WJ
QSO: 10G PH 2019-09-22 1930 N6NU CM96UH WA6QDP CM97AV
QSO: 10G PH 2019-09-22 1931 N6NU CM96UH N5BF CM97AV
QSO: 10G PH 2019-09-22 1946 N6NU CM96UH AD7OI DM04MS
QSO: 10G PH 2019-09-22 1947 N6NU CM96UH KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2000 N6NU CM96UH WA6JBD DM15ED
QSO: 10G PH 2019-09-22 2010 N6NU CM96UH W6DL DM14HH
QSO: 10G PH 2019-09-22 2017 N6NU CM96UH K6HLH DM14CP
QSO: 10G PH 2019-09-22 2021 N6NU CM96UH K6ML CM96UH
QSO: 10G PH 2019-09-22 2022 N6NU CM96UH KK6GXU CM96UH
QSO: 24G PH 2019-09-22 2023 N6NU CM96UH K6ML CM96UH
QSO: 10G PH 2019-09-22 2044 N6NU CM96UH W6QIW CM96XD
QSO: 10G PH 2019-09-22 2045 N6NU CM96UH N6RMJ CM96XD
QSO: 10G PH 2019-09-22 2234 N6NU DM05BW WA6QDP CM97AV
QSO: 10G PH 2019-09-22 2235 N6NU DM05BW N5BF CM97AV
QSO: 10G PH 2019-09-22 2242 N6NU DM05BW AD7OI DM04MS
QSO: 10G PH 2019-09-22 2243 N6NU DM05BW KI7GVT DM04MS
QSO: 10G PH 2019-09-22 2252 N6NU DM05BW N6CA DM03UT
QSO: 10G PH 2019-09-22 2307 N6NU DM05BW W6DL DM14HH
QSO: 10G PH 2019-09-22 2343 N6NU DM05BW KB6BA CM88WJ
QSO: 10G PH 2019-09-22 2344 N6NU DM05BW N6KLD CM88WJ
QSO: 10G PH 2019-09-22 2345 N6NU DM05BW K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0026 N6NU DM05FV AD7OI DM04MS
QSO: 10G PH 2019-09-23 0027 N6NU DM05FV KI7GVT DM04MS
QSO: 10G PH 2019-09-23 0034 N6NU DM05FV WA6QDP CM97AV
QSO: 10G PH 2019-09-23 0035 N6NU DM05FV N5BF CM97AV
QSO: 10G PH 2019-09-23 0047 N6NU DM05FV N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0048 N6NU DM05FV N6JET CM88WJ
QSO: 10G PH 2019-09-23 0054 N6NU DM05FV K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0135 N6NU DM06FB WA6QDP CM97AV
QSO: 10G PH 2019-09-23 0136 N6NU DM06FB N5BF CM97AV
QSO: 10G PH 2019-09-23 0138 N6NU DM06FB KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0141 N6NU DM06FB N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0142 N6NU DM06FB N6JET CM88WJ
QSO: 10G PH 2019-09-23 0143 N6NU DM06FB K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0204 N6NU DM06FB N6CA DM03UT
QSO: 10G PH 2019-09-23 0318 N6NU DM06EH K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0319 N6NU DM06EH KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0320 N6NU DM06EH N6KLD CM88WJ
QSO: 10G PH 2019-09-23 0321 N6NU DM06EH N6JET CM88WJ
QSO: 10G PH 2019-09-23 0423 N6NU DM06EL KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0424 N6NU DM06EL N6JET CM88WJ
QSO: 10G PH 2019-09-23 0425 N6NU DM06EL K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0553 N6NU CM96WW KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0554 N6NU CM96WW N6JET CM88WJ
QSO: 10G PH 2019-09-23 0555 N6NU CM96WW K6GZA CM88WJ
QSO: 10G PH 2019-09-23 0653 N6NU CM96TA KB6BA CM88WJ
QSO: 10G PH 2019-09-23 0654 N6NU CM96TA N6JET CM88WJ
QSO: 10G PH 2019-09-23 0655 N6NU CM96TA K6GZA CM88WJ
END-OF-LOG:
