START-OF-LOG: 2.0
REF-SECTION: 17
CALLSIGN: F5KLJ
CATEGORY: MULTI-ONE ALL LOW
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE:  29610
CONTEST: REF-CW
CREATED-BY: WINREF-HF V9.0.1
NAME: RC HAUTE SAINTONGE
OPERATORS: F8OML F6ESD F5PON F5JGL
RIG: KENWOOD TS 570
RIG: KENWOOD TS 570
RIG: FRITZEL FB33 - DIAMOND W 735 - DELTA LOOP _ÉM
QSO: 7000  CW 2018-01-27 0943 F5KLJ         599 17     F5LGF         599 67   
QSO: 7000  CW 2018-01-27 0945 F5KLJ         599 17     F4KIP         599 57   
QSO: 7000  CW 2018-01-27 0946 F5KLJ         599 17     ON4JT         599 014  
QSO: 7000  CW 2018-01-27 0947 F5KLJ         599 17     F5JY          599 83   
QSO: 7000  CW 2018-01-27 0948 F5KLJ         599 17     F5TNI         599 84   
QSO: 14000 CW 2018-01-27 0953 F5KLJ         599 17     SM5ACQ        599 008  
QSO: 14000 CW 2018-01-27 0956 F5KLJ         599 17     UX4FC         599 018  
QSO: 14000 CW 2018-01-27 0957 F5KLJ         599 17     YL2BJ         599 008  
QSO: 14000 CW 2018-01-27 0958 F5KLJ         599 17     EW8OM         599 067  
QSO: 14000 CW 2018-01-27 1000 F5KLJ         599 17     SM5CSS        599 033  
QSO: 14000 CW 2018-01-27 1001 F5KLJ         599 17     SP9NSV        599 008  
QSO: 14000 CW 2018-01-27 1002 F5KLJ         599 17     RN4SC         599 015  
QSO: 14000 CW 2018-01-27 1004 F5KLJ         599 17     Z33RW         599 009  
QSO: 14000 CW 2018-01-27 1005 F5KLJ         599 17     UA9CES        599 012  
QSO: 14000 CW 2018-01-27 1006 F5KLJ         599 17     UC1A          599 005  
QSO: 14000 CW 2018-01-27 1007 F5KLJ         599 17     RT5E          599 033  
QSO: 14000 CW 2018-01-27 1008 F5KLJ         599 17     RK3T          599 040  
QSO: 14000 CW 2018-01-27 1009 F5KLJ         599 17     LY3CY         599 021  
QSO: 14000 CW 2018-01-27 1011 F5KLJ         599 17     YO9ACI        599 062  
QSO: 14000 CW 2018-01-27 1011 F5KLJ         599 17     R7MM          599 035  
QSO: 14000 CW 2018-01-27 1012 F5KLJ         599 17     LY5T          599 083  
QSO: 14000 CW 2018-01-27 1017 F5KLJ         599 17     UA3DFM        599 010  
QSO: 14000 CW 2018-01-27 1018 F5KLJ         599 17     SP2MKI        599 012  
QSO: 14000 CW 2018-01-27 1019 F5KLJ         599 17     UT5UQV        599 008  
QSO: 14000 CW 2018-01-27 1021 F5KLJ         599 17     OM3CAZ        599 045  
QSO: 14000 CW 2018-01-27 1023 F5KLJ         599 17     LZ1VKD        599 015  
QSO: 14000 CW 2018-01-27 1024 F5KLJ         599 17     SE4E          599 129  
QSO: 14000 CW 2018-01-27 1025 F5KLJ         599 17     OH3MF         599 013  
QSO: 14000 CW 2018-01-27 1025 F5KLJ         599 17     UT5VIA        599 008  
QSO: 14000 CW 2018-01-27 1027 F5KLJ         599 17     RM1T          599 136  
QSO: 14000 CW 2018-01-27 1028 F5KLJ         599 17     F6GWL         599 33   
QSO: 14000 CW 2018-01-27 1031 F5KLJ         599 17     F6FYA         599 37   
QSO: 14000 CW 2018-01-27 1032 F5KLJ         599 17     RM4N          599 015  
QSO: 14000 CW 2018-01-27 1033 F5KLJ         599 17     IN5F          599 007  
QSO: 14000 CW 2018-01-27 1034 F5KLJ         599 17     IM5DXR        599 005  
QSO: 14000 CW 2018-01-27 1045 F5KLJ         599 17     SV1BJW        599 100  
QSO: 14000 CW 2018-01-27 1046 F5KLJ         599 17     LA2HFA        599 061  
QSO: 14000 CW 2018-01-27 1047 F5KLJ         599 17     SM5BMB        599 003  
QSO: 14000 CW 2018-01-27 1047 F5KLJ         599 17     RA3T          599 011  
QSO: 14000 CW 2018-01-27 1048 F5KLJ         599 17     OH3GZ         599 013  
QSO: 14000 CW 2018-01-27 1050 F5KLJ         599 17     RA3NC         599 023  
QSO: 14000 CW 2018-01-27 1051 F5KLJ         599 17     UA6HFI        599 019  
QSO: 14000 CW 2018-01-27 1054 F5KLJ         599 17     LY2AT         599 048  
QSO: 14000 CW 2018-01-27 1054 F5KLJ         599 17     OH9NB         599 001  
QSO: 14000 CW 2018-01-27 1054 F5KLJ         599 17     SD6E          599 046  
QSO: 14000 CW 2018-01-27 1054 F5KLJ         599 17     OH1ZAA        599 023  
QSO: 14000 CW 2018-01-27 1055 F5KLJ         599 17     SD6M          599 062  
QSO: 14000 CW 2018-01-27 1056 F5KLJ         599 17     RA9AP         599 042  
QSO: 14000 CW 2018-01-27 1056 F5KLJ         599 17     RT4M          599 068  
QSO: 7000  CW 2018-01-28 0835 F5KLJ         599 17     F5XD          599 31   
QSO: 7000  CW 2018-01-28 0835 F5KLJ         599 17     DL8WN         599 122  
QSO: 7000  CW 2018-01-28 0836 F5KLJ         599 17     F6BGH         599 57   
QSO: 7000  CW 2018-01-28 0838 F5KLJ         599 17     LA2HFA        599 127  
QSO: 7000  CW 2018-01-28 0839 F5KLJ         599 17     OH6BA         599 104  
QSO: 7000  CW 2018-01-28 0840 F5KLJ         599 17     F6KHN         599 29   
QSO: 7000  CW 2018-01-28 0841 F5KLJ         599 17     ON3ND         599 106  
QSO: 7000  CW 2018-01-28 0842 F5KLJ         599 17     OM8L          599 141  
QSO: 7000  CW 2018-01-28 0843 F5KLJ         599 17     I2PFT         599 163  
QSO: 7000  CW 2018-01-28 0844 F5KLJ         599 17     F6KNB         599 33   
QSO: 7000  CW 2018-01-28 0844 F5KLJ         599 17     F5VHY         599 47   
QSO: 7000  CW 2018-01-28 0845 F5KLJ         599 17     EA7AAW        599 031  
QSO: 7000  CW 2018-01-28 0846 F5KLJ         599 17     TM4K          599 03   
QSO: 7000  CW 2018-01-28 0847 F5KLJ         599 17     DM90AIW       599 149  
QSO: 7000  CW 2018-01-28 0848 F5KLJ         599 17     OH6NIO        599 044  
QSO: 7000  CW 2018-01-28 0850 F5KLJ         599 17     DL3NVC        599 138  
QSO: 7000  CW 2018-01-28 0851 F5KLJ         599 17     DL9GC         599 010  
QSO: 7000  CW 2018-01-28 0851 F5KLJ         599 17     DK7HA         599 084  
QSO: 7000  CW 2018-01-28 0852 F5KLJ         599 17     DL2FCA        599 183  
QSO: 7000  CW 2018-01-28 0852 F5KLJ         599 17     G3RTU         599 048  
QSO: 7000  CW 2018-01-28 0857 F5KLJ         599 17     F8GQO         599 81   
QSO: 7000  CW 2018-01-28 0858 F5KLJ         599 17     DL6KVA        599 093  
QSO: 7000  CW 2018-01-28 0858 F5KLJ         599 17     DL7ARJ        599 056  
QSO: 7000  CW 2018-01-28 0859 F5KLJ         599 17     SP3CW         599 182  
QSO: 7000  CW 2018-01-28 0900 F5KLJ         599 17     OK2BJ         599 093  
QSO: 7000  CW 2018-01-28 0901 F5KLJ         599 17     OK4DZ         599 171  
QSO: 7000  CW 2018-01-28 0902 F5KLJ         599 17     F8DSI         599 83   
QSO: 7000  CW 2018-01-28 0906 F5KLJ         599 17     SP2MKT        599 127  
QSO: 7000  CW 2018-01-28 0907 F5KLJ         599 17     F5MSE         599 62   
QSO: 7000  CW 2018-01-28 0907 F5KLJ         599 17     F6KUP         599 55   
QSO: 7000  CW 2018-01-28 0908 F5KLJ         599 17     PA7LV         599 051  
QSO: 7000  CW 2018-01-28 0909 F5KLJ         599 17     F6KJJ         599 38   
QSO: 7000  CW 2018-01-28 0909 F5KLJ         599 17     F5MWA         599 83   
QSO: 7000  CW 2018-01-28 0910 F5KLJ         599 17     F6GUR         599 59   
QSO: 7000  CW 2018-01-28 0912 F5KLJ         599 17     E77EA         599 148  
QSO: 7000  CW 2018-01-28 0913 F5KLJ         599 17     F6IIA         599 59   
QSO: 7000  CW 2018-01-28 0916 F5KLJ         599 17     F8EBY         599 54   
QSO: 7000  CW 2018-01-28 0917 F5KLJ         599 17     M0BLF         599 014  
QSO: 7000  CW 2018-01-28 0919 F5KLJ         599 17     OH3GZ         599 0143 
QSO: 7000  CW 2018-01-28 0920 F5KLJ         599 17     LA7SI         599 066  
QSO: 7000  CW 2018-01-28 0921 F5KLJ         599 17     DL1RNN        599 142  
QSO: 7000  CW 2018-01-28 0922 F5KLJ         599 17     OK2ABU        599 074  
QSO: 7000  CW 2018-01-28 0922 F5KLJ         599 17     F5APQ         599 62   
QSO: 7000  CW 2018-01-28 0924 F5KLJ         599 17     F5ILS         599 62   
QSO: 7000  CW 2018-01-28 0927 F5KLJ         599 17     GW5R          599 520  
QSO: 7000  CW 2018-01-28 0927 F5KLJ         599 17     DM5RS         599 104  
QSO: 7000  CW 2018-01-28 0928 F5KLJ         599 17     DL3GA         599 209  
QSO: 7000  CW 2018-01-28 0929 F5KLJ         599 17     IK1BPL        599 172  
QSO: 7000  CW 2018-01-28 0930 F5KLJ         599 17     F5NTJ         599 83   
QSO: 7000  CW 2018-01-28 0931 F5KLJ         599 17     OK1FIM        599 064  
QSO: 7000  CW 2018-01-28 0933 F5KLJ         599 17     F6GLZ         599 68   
QSO: 7000  CW 2018-01-28 0934 F5KLJ         599 17     DK1WI         599 155  
QSO: 7000  CW 2018-01-28 0936 F5KLJ         599 17     DJ0BE         599 025  
QSO: 7000  CW 2018-01-28 0936 F5KLJ         599 17     PA5SKY        599 028  
QSO: 7000  CW 2018-01-28 0938 F5KLJ         599 17     F4CWN         599 32   
QSO: 7000  CW 2018-01-28 0938 F5KLJ         599 17     F5CQ          599 35   
QSO: 7000  CW 2018-01-28 0939 F5KLJ         599 17     OK1IE         599 223  
QSO: 7000  CW 2018-01-28 0941 F5KLJ         599 17     F6HPP         599 02   
QSO: 7000  CW 2018-01-28 0943 F5KLJ         599 17     F5HB          599 33   
QSO: 7000  CW 2018-01-28 0945 F5KLJ         599 17     ON7ZB         599 004  
QSO: 7000  CW 2018-01-28 0946 F5KLJ         599 17     GM4JKS        599 129  
QSO: 7000  CW 2018-01-28 0947 F5KLJ         599 17     G3VDA         599 021  
QSO: 7000  CW 2018-01-28 0947 F5KLJ         599 17     F5UQE         599 59   
QSO: 7000  CW 2018-01-28 0948 F5KLJ         599 17     F6HDI         599 57   
QSO: 7000  CW 2018-01-28 0950 F5KLJ         599 17     IK2AUK        599 097  
QSO: 7000  CW 2018-01-28 0952 F5KLJ         599 17     ON6BVO        599 134  
QSO: 7000  CW 2018-01-28 0955 F5KLJ         599 17     PA3GRV        599 038  
QSO: 7000  CW 2018-01-28 0956 F5KLJ         599 17     F6AJM         599 51   
QSO: 7000  CW 2018-01-28 0957 F5KLJ         599 17     F4BIT         599 54   
QSO: 7000  CW 2018-01-28 0959 F5KLJ         599 17     F6BVY         599 59   
QSO: 7000  CW 2018-01-28 1001 F5KLJ         599 17     PA3HCC        599 059  
QSO: 7000  CW 2018-01-28 1002 F5KLJ         599 17     PC7E          599 037  
QSO: 7000  CW 2018-01-28 1005 F5KLJ         599 17     PA3YDD        599 009  
QSO: 7000  CW 2018-01-28 1005 F5KLJ         599 17     DK5HZ         599 237  
QSO: 7000  CW 2018-01-28 1006 F5KLJ         599 17     OM5VS         599 068  
QSO: 7000  CW 2018-01-28 1010 F5KLJ         599 17     OE9WGI        599 178  
QSO: 14000 CW 2018-01-28 1016 F5KLJ         599 17     CN8KD         599 089  
QSO: 14000 CW 2018-01-28 1016 F5KLJ         599 17     OH2BN         599 056  
QSO: 14000 CW 2018-01-28 1017 F5KLJ         599 17     US5XD         599 310  
QSO: 14000 CW 2018-01-28 1019 F5KLJ         599 17     OZ7BQ         599 200  
QSO: 14000 CW 2018-01-28 1020 F5KLJ         599 17     ON8FF         599 183  
QSO: 14000 CW 2018-01-28 1023 F5KLJ         599 17     EU7F          599 088  
QSO: 14000 CW 2018-01-28 1028 F5KLJ         599 17     OM8FF         599 185  
QSO: 14000 CW 2018-01-28 1044 F5KLJ         599 17     UT1V          599 105  
QSO: 14000 CW 2018-01-28 1046 F5KLJ         599 17     GW5R          599 553  
QSO: 14000 CW 2018-01-28 1046 F5KLJ         599 17     RD1T          599 159  
END-OF-LOG:
