START-OF-LOG: 3.0
CONTEST: REF-CW
CALLSIGN: EA8/HB9FIH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 30495
CREATED-BY: UcxLog 7.81
OPERATORS: HB9FIH
NAME: Erich Rieder
SOAPBOX: Une bon concour. Je fait le double de resulat de 2017
SOAPBOX: mais traveille suelement 12 heures.
SOAPBOX: Merci bien  tous, e a bientot. Erich en El Hierro 
QSO: 21020 CW 2018-01-27 1222 EA8/HB9FIH    599 041    F6REF         599 00
QSO: 14034 CW 2018-01-27 1227 EA8/HB9FIH    599 042    F5OTS/P       599 58
QSO: 14037 CW 2018-01-27 1233 EA8/HB9FIH    599 043    FG/F5HRY      599 FG
QSO: 14039 CW 2018-01-27 1237 EA8/HB9FIH    599 044    F5BSB         599 12
QSO: 14008 CW 2018-01-27 1245 EA8/HB9FIH    599 045    F8FUA         599 14
QSO: 14008 CW 2018-01-27 1247 EA8/HB9FIH    599 046    F5NKX         599 50
QSO: 14015 CW 2018-01-27 1255 EA8/HB9FIH    599 047    F8EEQ         599 59
QSO: 14016 CW 2018-01-27 1259 EA8/HB9FIH    599 048    F8BDX         599 06
QSO: 14031 CW 2018-01-27 1313 EA8/HB9FIH    599 049    F6KRD         599 13
QSO: 14037 CW 2018-01-27 1407 EA8/HB9FIH    599 050    F6FYA         599 37
QSO: 14037 CW 2018-01-27 1410 EA8/HB9FIH    599 051    F5OCL         599 68
QSO: 14039 CW 2018-01-27 1412 EA8/HB9FIH    599 052    F6KQL         599 21
QSO: 21018 CW 2018-01-27 1418 EA8/HB9FIH    599 053    F8ATS         599 91
QSO: 21011 CW 2018-01-27 1421 EA8/HB9FIH    599 054    F4HQZ         599 29
QSO: 21016 CW 2018-01-27 1426 EA8/HB9FIH    599 055    F8KLY         599 69
QSO: 21016 CW 2018-01-27 1429 EA8/HB9FIH    599 056    F4CWN         599 32
QSO: 21017 CW 2018-01-27 1430 EA8/HB9FIH    599 057    F6KOP         599 77
QSO: 21023 CW 2018-01-27 1433 EA8/HB9FIH    599 058    F6KRK         599 78
QSO: 21021 CW 2018-01-27 1436 EA8/HB9FIH    599 059    F6GOE         599 19
QSO: 21022 CW 2018-01-27 1437 EA8/HB9FIH    599 060    FY5KE         599 FY
QSO: 21027 CW 2018-01-27 1441 EA8/HB9FIH    599 061    F8DGY         599 77
QSO: 21015 CW 2018-01-27 1444 EA8/HB9FIH    599 062    F6KHM         599 29
QSO: 21024 CW 2018-01-27 1450 EA8/HB9FIH    599 063    FG/F5HRY      599 FG
QSO: 14041 CW 2018-01-27 1456 EA8/HB9FIH    599 064    F6KJX         599 41
QSO: 14038 CW 2018-01-27 1457 EA8/HB9FIH    599 065    TM55M         599 55
QSO: 14037 CW 2018-01-27 1459 EA8/HB9FIH    599 066    F6FWQ         599 86
QSO: 14035 CW 2018-01-27 1501 EA8/HB9FIH    599 067    F5AKL         599 98
QSO: 14023 CW 2018-01-27 1521 EA8/HB9FIH    599 068    F8KGZ         599 54
QSO: 14021 CW 2018-01-27 1525 EA8/HB9FIH    599 069    F5KMB         599 60
QSO: 14018 CW 2018-01-27 1527 EA8/HB9FIH    599 070    TM2D          599 32
QSO: 14016 CW 2018-01-27 1529 EA8/HB9FIH    599 071    F5PTI         599 16
QSO: 14031 CW 2018-01-27 1538 EA8/HB9FIH    599 072    F8ATS         599 91
QSO: 14033 CW 2018-01-27 1541 EA8/HB9FIH    599 073    F6DEV         599 09
QSO: 14029 CW 2018-01-27 1618 EA8/HB9FIH    599 074    F4HQZ         599 29
QSO: 14026 CW 2018-01-27 1621 EA8/HB9FIH    599 075    F5LQE         599 78
QSO:  7033 CW 2018-01-27 1759 EA8/HB9FIH    599 076    F6KJS         599 71
QSO:  7030 CW 2018-01-27 1806 EA8/HB9FIH    599 077    F6KAT         599 57
QSO:  7024 CW 2018-01-27 1808 EA8/HB9FIH    599 078    F6DCQ         599 74
QSO:  7021 CW 2018-01-27 1821 EA8/HB9FIH    599 079    F6DTZ         599 65
QSO:  7020 CW 2018-01-27 1825 EA8/HB9FIH    599 080    F6KJX         599 41
QSO:  7012 CW 2018-01-27 1829 EA8/HB9FIH    599 081    TM4K          599 03
QSO:  7027 CW 2018-01-27 1835 EA8/HB9FIH    599 082    F8KLY         599 69
QSO:  7013 CW 2018-01-27 1841 EA8/HB9FIH    599 083    TK4LS         599 2B
QSO:  7016 CW 2018-01-27 1849 EA8/HB9FIH    599 084    F5KEQ         599 44
QSO:  7023 CW 2018-01-27 1855 EA8/HB9FIH    599 085    F5MDB         599 70
QSO:  3546 CW 2018-01-27 1956 EA8/HB9FIH    599 086    TM4K          599 03
QSO:  3545 CW 2018-01-27 1958 EA8/HB9FIH    599 087    F5XX          599 81
QSO:  3543 CW 2018-01-27 2001 EA8/HB9FIH    599 088    F6KDL         599 68
QSO:  3532 CW 2018-01-27 2010 EA8/HB9FIH    599 089    F4HQZ         599 29
QSO:  3530 CW 2018-01-27 2108 EA8/HB9FIH    599 090    F8BUO         599 68
QSO:  3521 CW 2018-01-27 2115 EA8/HB9FIH    599 091    F5UTN         599 27
QSO:  3517 CW 2018-01-27 2123 EA8/HB9FIH    599 092    F8FUA         599 14
QSO:  3516 CW 2018-01-27 2129 EA8/HB9FIH    599 093    F8AAN         599 33
QSO:  3515 CW 2018-01-27 2132 EA8/HB9FIH    599 094    F5BSB         599 12
QSO:  3512 CW 2018-01-27 2135 EA8/HB9FIH    599 095    F6DYX         599 49
QSO:  7027 CW 2018-01-27 2140 EA8/HB9FIH    599 096    F6KQL         599 21
QSO:  7027 CW 2018-01-27 2141 EA8/HB9FIH    599 097    F6REF         599 00
QSO:  7037 CW 2018-01-27 2144 EA8/HB9FIH    599 098    F8DRE         599 28
QSO:  7037 CW 2018-01-27 2149 EA8/HB9FIH    599 099    F8EEQ         599 59
QSO:  7039 CW 2018-01-27 2152 EA8/HB9FIH    599 100    FG4KH         599 FG
QSO:  7032 CW 2018-01-27 2229 EA8/HB9FIH    599 101    FY5KE         599 FY
QSO:  7023 CW 2018-01-27 2231 EA8/HB9FIH    599 102    F8ATS         599 91
QSO:  7021 CW 2018-01-27 2241 EA8/HB9FIH    599 103    TM5G          599 44
QSO:  7022 CW 2018-01-27 2243 EA8/HB9FIH    599 104    F6KJJ         599 38
QSO:  7024 CW 2018-01-27 2252 EA8/HB9FIH    599 105    FG/F5HRY      599 FG
QSO:  7031 CW 2018-01-28 0854 EA8/HB9FIH    599 106    F5APZ         599 15
QSO:  7028 CW 2018-01-28 0902 EA8/HB9FIH    599 107    F6KPQ         599 56
END-OF-LOG:
