START-OF-LOG: 3.0
CALLSIGN: K3DBG
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 126809
NAME: JOHN DENISCO
LOCATION: EPA
OPERATORS: K3DBG
CLUB: Murgas Amateur Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5924.0
SOAPBOX: Thank you so much for all your hard work putting these contests
QSO:  7070 RY 2016-09-25 0800 K3DBG         599 05 PA  W6WRT         599 03 CA
QSO:  7070 RY 2016-09-25 0803 K3DBG         599 05 PA  KF7IQ         599 03 UT
QSO:  7070 RY 2016-09-25 0806 K3DBG         599 05 PA  F5BEG         599 14 DX
QSO:  7070 RY 2016-09-25 0810 K3DBG         599 05 PA  N9IO          599 04 IL
QSO: 14076 RY 2016-09-25 1918 K3DBG         599 05 PA  EA9LZ         599 33 DX
QSO: 14080 RY 2016-09-25 1919 K3DBG         599 05 PA  9A701A        599 15 DX
QSO: 14090 RY 2016-09-25 1921 K3DBG         599 05 PA  W4HK          599 05 TN
QSO: 14091 RY 2016-09-25 1921 K3DBG         599 05 PA  9A5X          599 15 DX
QSO: 14093 RY 2016-09-25 1922 K3DBG         599 05 PA  I4DZ          599 15 DX
QSO: 14092 RY 2016-09-25 1924 K3DBG         599 05 PA  DG1KB         599 14 DX
QSO: 14094 RY 2016-09-25 1925 K3DBG         599 05 PA  K8KI          599 04 AL
QSO: 14095 RY 2016-09-25 1927 K3DBG         599 05 PA  EA1FA         599 14 DX
QSO: 14096 RY 2016-09-25 1928 K3DBG         599 05 PA  M9K           599 14 DX
QSO: 14096 RY 2016-09-25 1929 K3DBG         599 05 PA  DL0HMK        599 14 DX
QSO: 14097 RY 2016-09-25 1930 K3DBG         599 05 PA  DJ50MUC       599 14 DX
QSO: 14098 RY 2016-09-25 1931 K3DBG         599 05 PA  4O10A         599 15 DX
QSO: 14100 RY 2016-09-25 1932 K3DBG         599 05 PA  HB9DHG        599 14 DX
QSO: 14100 RY 2016-09-25 1933 K3DBG         599 05 PA  AN400V        599 14 DX
QSO: 14102 RY 2016-09-25 1936 K3DBG         599 05 PA  IQ1RY         599 15 DX
QSO: 14102 RY 2016-09-25 1937 K3DBG         599 05 PA  EA8DED        599 33 DX
QSO: 14103 RY 2016-09-25 1940 K3DBG         599 05 PA  WD5K          599 04 TX
QSO: 14104 RY 2016-09-25 1943 K3DBG         599 05 PA  IK4AUY        599 15 DX
QSO: 14111 RY 2016-09-25 2011 K3DBG         599 05 PA  DL8SCG        599 14 DX
QSO: 14114 RY 2016-09-25 2014 K3DBG         599 05 PA  I2XLF         599 15 DX
QSO: 14114 RY 2016-09-25 2016 K3DBG         599 05 PA  DJ1OJ         599 14 DX
QSO: 14114 RY 2016-09-25 2017 K3DBG         599 05 PA  DK6CQ         599 14 DX
QSO: 14114 RY 2016-09-25 2017 K3DBG         599 05 PA  WQ5L          599 04 MS
QSO: 14114 RY 2016-09-25 2018 K3DBG         599 05 PA  S50W          599 15 DX
QSO: 14114 RY 2016-09-25 2018 K3DBG         599 05 PA  KY7M          599 03 AZ
QSO: 14114 RY 2016-09-25 2019 K3DBG         599 05 PA  IQ9UI         599 15 DX
QSO: 14114 RY 2016-09-25 2020 K3DBG         599 05 PA  EA5GIN        599 14 DX
QSO: 14114 RY 2016-09-25 2020 K3DBG         599 05 PA  HA8JV         599 15 DX
QSO: 14114 RY 2016-09-25 2021 K3DBG         599 05 PA  HG1S          599 15 DX
QSO: 14114 RY 2016-09-25 2025 K3DBG         599 05 PA  AD5XD         599 04 TX
QSO: 14114 RY 2016-09-25 2028 K3DBG         599 05 PA  DR3W          599 14 DX
QSO: 14114 RY 2016-09-25 2029 K3DBG         599 05 PA  PA1CC         599 14 DX
QSO: 14114 RY 2016-09-25 2029 K3DBG         599 05 PA  K2DF          599 05 FL
QSO: 14114 RY 2016-09-25 2030 K3DBG         599 05 PA  N5AC          599 04 TX
QSO: 14114 RY 2016-09-25 2033 K3DBG         599 05 PA  NM5Z          599 04 MS
QSO: 14114 RY 2016-09-25 2034 K3DBG         599 05 PA  K4RUM         599 05 FL
QSO: 14114 RY 2016-09-25 2035 K3DBG         599 05 PA  G3SNU         599 14 DX
QSO: 14114 RY 2016-09-25 2042 K3DBG         599 05 PA  NN5T          599 04 TX
QSO: 14114 RY 2016-09-25 2042 K3DBG         599 05 PA  KP4RV         599 08 DX
QSO: 14114 RY 2016-09-25 2043 K3DBG         599 05 PA  G3VGZ         599 14 DX
QSO: 14114 RY 2016-09-25 2045 K3DBG         599 05 PA  ON7KC         599 14 DX
QSO: 14114 RY 2016-09-25 2046 K3DBG         599 05 PA  F5CQ          599 14 DX
QSO: 14114 RY 2016-09-25 2046 K3DBG         599 05 PA  IK4RVG        599 15 DX
QSO: 14114 RY 2016-09-25 2048 K3DBG         599 05 PA  DF8QB         599 14 DX
QSO: 21098 RY 2016-09-25 2112 K3DBG         599 05 PA  LT0H          599 13 DX
QSO: 21094 RY 2016-09-25 2114 K3DBG         599 05 PA  YY2GAL        599 09 DX
QSO: 21094 RY 2016-09-25 2116 K3DBG         599 05 PA  YV5TNT        599 09 DX
QSO: 21091 RY 2016-09-25 2117 K3DBG         599 05 PA  HK6NVV        599 09 DX
QSO: 21090 RY 2016-09-25 2118 K3DBG         599 05 PA  YV1YLY        599 09 DX
QSO: 21088 RY 2016-09-25 2119 K3DBG         599 05 PA  LU1FKR        599 13 DX
QSO:  7074 RY 2016-09-25 2123 K3DBG         599 05 PA  IQ3GQ         599 15 DX
QSO:  7070 RY 2016-09-25 2126 K3DBG         599 05 PA  K1GG          599 05 VA
QSO:  7070 RY 2016-09-25 2128 K3DBG         599 05 PA  VE3LC         599 04 ON
QSO:  7070 RY 2016-09-25 2129 K3DBG         599 05 PA  KY4Z          599 05 KY
QSO:  7070 RY 2016-09-25 2130 K3DBG         599 05 PA  W0ZQ          599 04 MN
QSO:  7070 RY 2016-09-25 2132 K3DBG         599 05 PA  VE2PDT        599 05 QC
QSO:  7035 RY 2016-09-25 2144 K3DBG         599 05 PA  WM9Q          599 04 IL
QSO:  7035 RY 2016-09-25 2145 K3DBG         599 05 PA  K1SD          599 05 RI
QSO:  7035 RY 2016-09-25 2146 K3DBG         599 05 PA  WJ2D          599 05 NC
QSO:  7035 RY 2016-09-25 2147 K3DBG         599 05 PA  K3SAE         599 14 PA
QSO:  7035 RY 2016-09-25 2148 K3DBG         599 05 PA  NO2T          599 05 NJ
QSO:  7035 RY 2016-09-25 2149 K3DBG         599 05 PA  KB4KBS        599 05 GA
QSO:  7035 RY 2016-09-25 2149 K3DBG         599 05 PA  VA2QR         599 05 QC
QSO:  7035 RY 2016-09-25 2150 K3DBG         599 05 PA  IW1PNK        599 15 DX
QSO:  7035 RY 2016-09-25 2151 K3DBG         599 05 PA  NA9RB         599 04 IL
QSO:  7035 RY 2016-09-25 2151 K3DBG         599 05 PA  NR4C          599 05 VA
QSO:  7035 RY 2016-09-25 2152 K3DBG         599 05 PA  K4VD          599 05 VA
QSO:  7035 RY 2016-09-25 2153 K3DBG         599 05 PA  K9SE          599 04 IL
QSO:  7035 RY 2016-09-25 2154 K3DBG         599 05 PA  KB1EFS        599 05 MA
QSO:  7035 RY 2016-09-25 2155 K3DBG         599 05 PA  W0BM          599 04 MN
QSO:  7035 RY 2016-09-25 2156 K3DBG         599 05 PA  K2RET         599 05 NJ
QSO:  7035 RY 2016-09-25 2158 K3DBG         599 05 PA  WA3YZD        599 05 PA
QSO:  7035 RY 2016-09-25 2159 K3DBG         599 05 PA  VE3XD         599 04 ON
QSO:  7035 RY 2016-09-25 2200 K3DBG         599 05 PA  N2MM          599 05 NJ
QSO:  7035 RY 2016-09-25 2201 K3DBG         599 05 PA  N3WZR         599 05 MD
QSO:  7035 RY 2016-09-25 2201 K3DBG         599 05 PA  KB8O          599 04 OH
QSO:  7035 RY 2016-09-25 2202 K3DBG         599 05 PA  K4REB         599 05 NC
QSO:  7035 RY 2016-09-25 2204 K3DBG         599 05 PA  SP6C          599 15 DX
QSO:  7035 RY 2016-09-25 2205 K3DBG         599 05 PA  N8FYL         599 04 MI
QSO:  7035 RY 2016-09-25 2205 K3DBG         599 05 PA  EA2AUB        599 14 DX
QSO:  7035 RY 2016-09-25 2206 K3DBG         599 05 PA  K2YG          599 05 NJ
QSO:  7035 RY 2016-09-25 2207 K3DBG         599 05 PA  PB7Z          599 14 DX
QSO:  7035 RY 2016-09-25 2208 K3DBG         599 05 PA  AA8EN         599 04 OH
QSO:  7035 RY 2016-09-25 2212 K3DBG         599 05 PA  N4NQ          599 05 GA
QSO:  7035 RY 2016-09-25 2213 K3DBG         599 05 PA  KT1I          599 05 MA
QSO:  7035 RY 2016-09-25 2214 K3DBG         599 05 PA  K4MI          599 05 VA
QSO:  7035 RY 2016-09-25 2215 K3DBG         599 05 PA  N9OJC         599 04 IN
QSO:  7035 RY 2016-09-25 2218 K3DBG         599 05 PA  N1FF          599 05 MA
QSO:  7035 RY 2016-09-25 2219 K3DBG         599 05 PA  WB2SMK        599 05 NY
QSO:  7035 RY 2016-09-25 2220 K3DBG         599 05 PA  K2TWI         599 05 NJ
QSO:  7035 RY 2016-09-25 2220 K3DBG         599 05 PA  AK4AO         599 05 VA
QSO:  7035 RY 2016-09-25 2221 K3DBG         599 05 PA  KG9ND         599 04 IN
QSO:  7035 RY 2016-09-25 2222 K3DBG         599 05 PA  VE3EJ         599 04 ON
QSO:  7035 RY 2016-09-25 2223 K3DBG         599 05 PA  VA3FN         599 04 ON
QSO:  7035 RY 2016-09-25 2224 K3DBG         599 05 PA  EA4E          599 14 DX
QSO:  7035 RY 2016-09-25 2226 K3DBG         599 05 PA  DK9WI         599 14 DX
QSO:  7035 RY 2016-09-25 2227 K3DBG         599 05 PA  YO9HH         599 20 DX
QSO:  7035 RY 2016-09-25 2228 K3DBG         599 05 PA  KC9JBU        599 04 IL
QSO:  7035 RY 2016-09-25 2233 K3DBG         599 05 PA  AB3CV         599 05 MD
QSO:  7035 RY 2016-09-25 2235 K3DBG         599 05 PA  NF1O          599 05 NH
QSO:  7035 RY 2016-09-25 2235 K3DBG         599 05 PA  K1LHO         599 05 CT
QSO:  7035 RY 2016-09-25 2237 K3DBG         599 05 PA  W4GE          599 05 SC
QSO:  7035 RY 2016-09-25 2238 K3DBG         599 05 PA  K0ACP         599 04 MI
QSO:  7035 RY 2016-09-25 2238 K3DBG         599 05 PA  N5FPW         599 04 NC
QSO:  7035 RY 2016-09-25 2240 K3DBG         599 05 PA  CM2YV         599 08 DX
QSO:  7035 RY 2016-09-25 2243 K3DBG         599 05 PA  S50W          599 15 DX
QSO:  7035 RY 2016-09-25 2243 K3DBG         599 05 PA  K0CN          599 04 MN
QSO:  7035 RY 2016-09-25 2245 K3DBG         599 05 PA  W3CL          599 05 NC
QSO:  7035 RY 2016-09-25 2257 K3DBG         599 05 PA  AA4AK         599 05 ME
QSO:  7035 RY 2016-09-25 2301 K3DBG         599 05 PA  DF8QB         599 14 DX
QSO:  7035 RY 2016-09-25 2301 K3DBG         599 05 PA  S53F          599 15 DX
QSO:  7035 RY 2016-09-25 2304 K3DBG         599 05 PA  AB0S          599 04 KS
QSO:  7035 RY 2016-09-25 2304 K3DBG         599 05 PA  CS9VE         599 33 DX
QSO:  7035 RY 2016-09-25 2308 K3DBG         599 05 PA  SZ1A          599 20 DX
QSO:  7035 RY 2016-09-25 2311 K3DBG         599 05 PA  Z37V          599 15 DX
QSO:  7035 RY 2016-09-25 2311 K3DBG         599 05 PA  VE2EBK        599 05 QC
QSO:  7035 RY 2016-09-25 2313 K3DBG         599 05 PA  EA8DED        599 33 DX
QSO:  7035 RY 2016-09-25 2314 K3DBG         599 05 PA  KQ5S          599 04 AL
QSO:  7039 RY 2016-09-25 2324 K3DBG         599 05 PA  HK3TU         599 09 DX
QSO:  7041 RY 2016-09-25 2326 K3DBG         599 05 PA  HG1S          599 15 DX
QSO:  7046 RY 2016-09-25 2329 K3DBG         599 05 PA  CR5D          599 14 DX
QSO:  7062 RY 2016-09-25 2333 K3DBG         599 05 PA  OK2HR         599 15 DX
QSO:  7061 RY 2016-09-25 2334 K3DBG         599 05 PA  KK4HEG        599 05 NC
QSO:  7058 RY 2016-09-25 2336 K3DBG         599 05 PA  DM6DX         599 14 DX
QSO:  7055 RY 2016-09-25 2337 K3DBG         599 05 PA  IZ2KXQ        599 15 DX
QSO:  7051 RY 2016-09-25 2340 K3DBG         599 05 PA  W4HOD         599 04 AL
QSO:  7063 RY 2016-09-25 2343 K3DBG         599 05 PA  WT2P          599 04 IL
QSO:  7064 RY 2016-09-25 2345 K3DBG         599 05 PA  N2BJ          599 04 IL
QSO:  7086 RY 2016-09-25 2353 K3DBG         599 05 PA  WK9U          599 04 WI
QSO: 14110 RY 2016-09-25 2358 K3DBG         599 05 PA  RK0UT         599 18 DX
QSO: 14105 RY 2016-09-25 2359 K3DBG         599 05 PA  KN5S          599 04 TX
END-OF-LOG:
