START-OF-LOG: 3.0
CALLSIGN: IK4RVG
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 105600
NAME: novelli sandro
LOCATION: DX
CLUB: italian contest club
CERTIFICATE: NO
CREATED-BY: QARTest 6.8.1
SOAPBOX: come primo contest in rtty e' andata abbastanza bene dopo un inizio
QSO:  7000 RY 2016-09-24 2129 IK4RVG        599 15 DX  AN400D        599 14 DX
QSO:  7000 RY 2016-09-24 2132 IK4RVG        599 15 DX  MW2I          599 14 DX
QSO:  7000 RY 2016-09-24 2134 IK4RVG        599 15 DX  RV5K          599 16 DX
QSO:  7000 RY 2016-09-24 2135 IK4RVG        599 15 DX  AN400I        599 14 DX
QSO:  7000 RY 2016-09-24 2139 IK4RVG        599 15 DX  DB2HG         599 14 DX
QSO:  7000 RY 2016-09-24 2141 IK4RVG        599 15 DX  CR3W          599 33 DX
QSO:  7000 RY 2016-09-24 2142 IK4RVG        599 15 DX  ON4PJA        599 14 DX
QSO:  7000 RY 2016-09-24 2144 IK4RVG        599 15 DX  OZ11A         599 14 DX
QSO:  7000 RY 2016-09-24 2145 IK4RVG        599 15 DX  RM3DA         599 16 DX
QSO:  7000 RY 2016-09-24 2153 IK4RVG        599 15 DX  M7T           599 14 DX
QSO:  7000 RY 2016-09-24 2156 IK4RVG        599 15 DX  LZ5XQ         599 20 DX
QSO:  7000 RY 2016-09-24 2201 IK4RVG        599 15 DX  YO9HP         599 20 DX
QSO:  7000 RY 2016-09-24 2203 IK4RVG        599 15 DX  PI4CG         599 14 DX
QSO:  7000 RY 2016-09-24 2206 IK4RVG        599 15 DX  AN400V        599 14 DX
QSO:  7000 RY 2016-09-24 2207 IK4RVG        599 15 DX  UW4I          599 16 DX
QSO:  7000 RY 2016-09-24 2209 IK4RVG        599 15 DX  F6HRP         599 14 DX
QSO:  7000 RY 2016-09-24 2210 IK4RVG        599 15 DX  UA4M          599 16 DX
QSO:  7000 RY 2016-09-24 2211 IK4RVG        599 15 DX  UT9UZ         599 16 DX
QSO:  7000 RY 2016-09-24 2213 IK4RVG        599 15 DX  UA4S          599 16 DX
QSO:  7000 RY 2016-09-24 2214 IK4RVG        599 15 DX  GU0URR        599 14 DX
QSO:  7000 RY 2016-09-24 2215 IK4RVG        599 15 DX  LY6A          599 15 DX
QSO:  7000 RY 2016-09-24 2216 IK4RVG        599 15 DX  UW3E          599 16 DX
QSO:  7000 RY 2016-09-24 2217 IK4RVG        599 15 DX  OU4O          599 14 DX
QSO:  7000 RY 2016-09-24 2218 IK4RVG        599 15 DX  P3X           599 20 DX
QSO:  7000 RY 2016-09-24 2219 IK4RVG        599 15 DX  OH2ET         599 15 DX
QSO:  7000 RY 2016-09-24 2224 IK4RVG        599 15 DX  LY2PAD        599 15 DX
QSO:  3500 RY 2016-09-24 2232 IK4RVG        599 15 DX  IT9DSZ        599 15 DX
QSO:  3500 RY 2016-09-24 2233 IK4RVG        599 15 DX  DF2F          599 14 DX
QSO:  3500 RY 2016-09-24 2234 IK4RVG        599 15 DX  IQ2CJ         599 15 DX
QSO:  3500 RY 2016-09-24 2234 IK4RVG        599 15 DX  IV3ZXQ        599 15 DX
QSO:  3500 RY 2016-09-24 2236 IK4RVG        599 15 DX  I4AVG         599 15 DX
QSO:  3500 RY 2016-09-24 2238 IK4RVG        599 15 DX  HG1S          599 15 DX
QSO:  3500 RY 2016-09-24 2238 IK4RVG        599 15 DX  PI4COM        599 14 DX
QSO:  3500 RY 2016-09-24 2240 IK4RVG        599 15 DX  PA0MIR        599 14 DX
QSO:  3500 RY 2016-09-24 2241 IK4RVG        599 15 DX  9A701A        599 15 DX
QSO:  3500 RY 2016-09-24 2243 IK4RVG        599 15 DX  OH8A          599 15 DX
QSO:  3500 RY 2016-09-24 2245 IK4RVG        599 15 DX  E7C           599 15 DX
QSO:  7000 RY 2016-09-24 2248 IK4RVG        599 15 DX  K3UW          599 05 PA
QSO:  7000 RY 2016-09-24 2258 IK4RVG        599 15 DX  SV9OFS        599 20 DX
QSO:  7000 RY 2016-09-24 2302 IK4RVG        599 15 DX  YO4NF         599 20 DX
QSO:  7000 RY 2016-09-24 2305 IK4RVG        599 15 DX  EM0I          599 16 DX
QSO:  7000 RY 2016-09-24 2311 IK4RVG        599 15 DX  AA3B          599 05 PA
QSO:  7000 RY 2016-09-24 2312 IK4RVG        599 15 DX  ED1A          599 14 DX
QSO:  7000 RY 2016-09-24 2315 IK4RVG        599 15 DX  NR4M          599 05 VA
QSO:  3500 RY 2016-09-25 0637 IK4RVG        599 15 DX  DK6SP         599 14 DX
QSO: 14000 RY 2016-09-25 0710 IK4RVG        599 15 DX  LZ1QV         599 20 DX
QSO: 14000 RY 2016-09-25 0712 IK4RVG        599 15 DX  SV2BXA        599 20 DX
QSO:  7000 RY 2016-09-25 0716 IK4RVG        599 15 DX  IT9CLN        599 15 DX
QSO:  7000 RY 2016-09-25 0717 IK4RVG        599 15 DX  OL9R          599 15 DX
QSO:  7000 RY 2016-09-25 0718 IK4RVG        599 15 DX  OG30OJ        599 15 DX
QSO:  7000 RY 2016-09-25 0724 IK4RVG        599 15 DX  4O10A         599 15 DX
QSO:  7000 RY 2016-09-25 0728 IK4RVG        599 15 DX  OM4Q          599 15 DX
QSO:  7000 RY 2016-09-25 0733 IK4RVG        599 15 DX  DR5N          599 14 DX
QSO:  7000 RY 2016-09-25 0736 IK4RVG        599 15 DX  IW7DBM        599 15 DX
QSO:  7000 RY 2016-09-25 0739 IK4RVG        599 15 DX  OK6K          599 15 DX
QSO:  7000 RY 2016-09-25 0745 IK4RVG        599 15 DX  SP3GXH        599 15 DX
QSO:  7000 RY 2016-09-25 0746 IK4RVG        599 15 DX  IT9VCE        599 15 DX
QSO:  7000 RY 2016-09-25 0747 IK4RVG        599 15 DX  SO9C          599 15 DX
QSO:  7000 RY 2016-09-25 0748 IK4RVG        599 15 DX  F1RHS         599 14 DX
QSO:  7000 RY 2016-09-25 0749 IK4RVG        599 15 DX  DJ8OG         599 14 DX
QSO:  7000 RY 2016-09-25 0752 IK4RVG        599 15 DX  DG7MF         599 14 DX
QSO:  7000 RY 2016-09-25 0759 IK4RVG        599 15 DX  OK1DBE        599 15 DX
QSO:  7000 RY 2016-09-25 0800 IK4RVG        599 15 DX  IZ0PMV        599 15 DX
QSO:  7000 RY 2016-09-25 0804 IK4RVG        599 15 DX  DL0VG         599 14 DX
QSO:  7000 RY 2016-09-25 0806 IK4RVG        599 15 DX  EA3CI         599 14 DX
QSO: 14000 RY 2016-09-25 0808 IK4RVG        599 15 DX  AN400E        599 14 DX
QSO: 14000 RY 2016-09-25 0812 IK4RVG        599 15 DX  RO9A          599 17 DX
QSO: 14000 RY 2016-09-25 0813 IK4RVG        599 15 DX  UR7GO         599 16 DX
QSO: 14000 RY 2016-09-25 0815 IK4RVG        599 15 DX  RK4FF         599 16 DX
QSO: 14000 RY 2016-09-25 0819 IK4RVG        599 15 DX  OH9VD         599 15 DX
QSO: 14000 RY 2016-09-25 0820 IK4RVG        599 15 DX  UA4S          599 16 DX
QSO: 14000 RY 2016-09-25 0821 IK4RVG        599 15 DX  RA9AU         599 17 DX
QSO: 14000 RY 2016-09-25 0823 IK4RVG        599 15 DX  OG30OJ        599 15 DX
QSO: 21000 RY 2016-09-25 0824 IK4RVG        599 15 DX  4Z4AK         599 20 DX
QSO: 21000 RY 2016-09-25 0827 IK4RVG        599 15 DX  R9SN          599 16 DX
QSO: 21000 RY 2016-09-25 0831 IK4RVG        599 15 DX  RW0A          599 18 DX
QSO: 21000 RY 2016-09-25 0833 IK4RVG        599 15 DX  JF1OPL        599 25 DX
QSO: 21000 RY 2016-09-25 0841 IK4RVG        599 15 DX  JS3CTQ        599 25 DX
QSO: 21000 RY 2016-09-25 0855 IK4RVG        599 15 DX  RO9A          599 17 DX
QSO: 21000 RY 2016-09-25 0856 IK4RVG        599 15 DX  I4JED         599 15 DX
QSO: 21000 RY 2016-09-25 0858 IK4RVG        599 15 DX  UA4M          599 16 DX
QSO: 21000 RY 2016-09-25 0904 IK4RVG        599 15 DX  RW4WZ         599 16 DX
QSO: 21000 RY 2016-09-25 0905 IK4RVG        599 15 DX  UB0A          599 18 DX
QSO: 21000 RY 2016-09-25 0908 IK4RVG        599 15 DX  RG9A          599 17 DX
QSO: 21000 RY 2016-09-25 0916 IK4RVG        599 15 DX  RT4W          599 16 DX
QSO: 14000 RY 2016-09-25 0922 IK4RVG        599 15 DX  OH2ET         599 15 DX
QSO: 14000 RY 2016-09-25 0925 IK4RVG        599 15 DX  UA4M          599 16 DX
QSO: 14000 RY 2016-09-25 0926 IK4RVG        599 15 DX  EW7EW         599 16 DX
QSO: 14000 RY 2016-09-25 0928 IK4RVG        599 15 DX  UT8EL         599 16 DX
QSO: 14000 RY 2016-09-25 0939 IK4RVG        599 15 DX  OG7A          599 15 DX
QSO: 14000 RY 2016-09-25 0942 IK4RVG        599 15 DX  UB7K          599 16 DX
QSO: 14000 RY 2016-09-25 0943 IK4RVG        599 15 DX  LY6A          599 15 DX
QSO: 14000 RY 2016-09-25 0948 IK4RVG        599 15 DX  EU4T          599 16 DX
QSO: 14000 RY 2016-09-25 0952 IK4RVG        599 15 DX  OH3FM         599 15 DX
QSO: 14000 RY 2016-09-25 0953 IK4RVG        599 15 DX  OH8A          599 15 DX
QSO: 14000 RY 2016-09-25 0955 IK4RVG        599 15 DX  UX5UO         599 16 DX
QSO: 14000 RY 2016-09-25 0958 IK4RVG        599 15 DX  D1A           599 16 DX
QSO: 14000 RY 2016-09-25 0959 IK4RVG        599 15 DX  SV1PMR        599 20 DX
QSO: 14000 RY 2016-09-25 1006 IK4RVG        599 15 DX  GU0URR        599 14 DX
QSO: 21000 RY 2016-09-25 1011 IK4RVG        599 15 DX  EA1BD         599 14 DX
QSO: 21000 RY 2016-09-25 1013 IK4RVG        599 15 DX  IZ4GWE        599 15 DX
QSO: 21000 RY 2016-09-25 1016 IK4RVG        599 15 DX  CR3W          599 33 DX
QSO: 14000 RY 2016-09-25 1030 IK4RVG        599 15 DX  R3PV          599 16 DX
QSO: 14000 RY 2016-09-25 1031 IK4RVG        599 15 DX  ED2C          599 14 DX
QSO: 14000 RY 2016-09-25 1032 IK4RVG        599 15 DX  RK3DXW        599 16 DX
QSO: 14000 RY 2016-09-25 1220 IK4RVG        599 15 DX  W4AAA         599 05 NC
QSO: 14000 RY 2016-09-25 1229 IK4RVG        599 15 DX  LA7Q          599 14 DX
QSO: 14000 RY 2016-09-25 1230 IK4RVG        599 15 DX  UY5ZZ         599 16 DX
QSO: 14000 RY 2016-09-25 1231 IK4RVG        599 15 DX  UT5EPP        599 16 DX
QSO: 14000 RY 2016-09-25 1235 IK4RVG        599 15 DX  JR4OZR        599 25 DX
QSO: 14000 RY 2016-09-25 1236 IK4RVG        599 15 DX  MJ5Z          599 14 DX
QSO: 14000 RY 2016-09-25 1237 IK4RVG        599 15 DX  OH2XX         599 15 DX
QSO: 14000 RY 2016-09-25 1238 IK4RVG        599 15 DX  G9V           599 14 DX
QSO: 21000 RY 2016-09-25 1241 IK4RVG        599 15 DX  WP3C          599 08 DX
QSO: 21000 RY 2016-09-25 1247 IK4RVG        599 15 DX  PY1NX         599 11 DX
QSO: 21000 RY 2016-09-25 1258 IK4RVG        599 15 DX  7Z1SJ         599 21 DX
QSO: 21000 RY 2016-09-25 1304 IK4RVG        599 15 DX  P49X          599 09 DX
QSO: 21000 RY 2016-09-25 1307 IK4RVG        599 15 DX  EA8DED        599 33 DX
QSO: 21000 RY 2016-09-25 1312 IK4RVG        599 15 DX  HK6NVV        599 09 DX
QSO: 21000 RY 2016-09-25 1320 IK4RVG        599 15 DX  DL2SAX        599 14 DX
QSO: 21000 RY 2016-09-25 1321 IK4RVG        599 15 DX  UA4FBG        599 16 DX
QSO: 21000 RY 2016-09-25 1323 IK4RVG        599 15 DX  YV1YLY        599 09 DX
QSO: 21000 RY 2016-09-25 1327 IK4RVG        599 15 DX  KG4SS         599 08 DX
QSO: 14000 RY 2016-09-25 1329 IK4RVG        599 15 DX  AN400N        599 14 DX
QSO: 14000 RY 2016-09-25 1336 IK4RVG        599 15 DX  UR8UZ         599 16 DX
QSO: 14000 RY 2016-09-25 1338 IK4RVG        599 15 DX  GI0UVD        599 14 DX
QSO: 14000 RY 2016-09-25 1345 IK4RVG        599 15 DX  2E1AYS        599 14 DX
QSO: 21000 RY 2016-09-25 1635 IK4RVG        599 15 DX  WA3EKL        599 05 MD
QSO: 21000 RY 2016-09-25 1639 IK4RVG        599 15 DX  SV9COL        599 20 DX
QSO: 21000 RY 2016-09-25 1641 IK4RVG        599 15 DX  W4PK          599 05 VA
QSO: 21000 RY 2016-09-25 1645 IK4RVG        599 15 DX  EA7IA         599 14 DX
QSO: 21000 RY 2016-09-25 1647 IK4RVG        599 15 DX  SV9FBG        599 20 DX
QSO: 21000 RY 2016-09-25 1648 IK4RVG        599 15 DX  EA7ZY         599 14 DX
QSO: 21000 RY 2016-09-25 1652 IK4RVG        599 15 DX  ZX2V          599 11 DX
QSO: 21000 RY 2016-09-25 1653 IK4RVG        599 15 DX  PY2KC         599 11 DX
QSO: 21000 RY 2016-09-25 1655 IK4RVG        599 15 DX  KE8M          599 04 OH
QSO: 21000 RY 2016-09-25 1658 IK4RVG        599 15 DX  CT7AIX        599 14 DX
QSO: 21000 RY 2016-09-25 1700 IK4RVG        599 15 DX  KP2/WE5DX     599 08 DX
QSO: 21000 RY 2016-09-25 1702 IK4RVG        599 15 DX  CT1BXT        599 14 DX
QSO: 21000 RY 2016-09-25 1704 IK4RVG        599 15 DX  CR5U          599 14 DX
QSO: 21000 RY 2016-09-25 1706 IK4RVG        599 15 DX  AA4V          599 05 SC
QSO: 21000 RY 2016-09-25 1714 IK4RVG        599 15 DX  PI4CC         599 14 DX
QSO: 21000 RY 2016-09-25 1715 IK4RVG        599 15 DX  MJ5Z          599 14 DX
QSO: 14000 RY 2016-09-25 1719 IK4RVG        599 15 DX  N1API         599 05 CT
QSO: 14000 RY 2016-09-25 1733 IK4RVG        599 15 DX  RC5Z          599 16 DX
QSO: 14000 RY 2016-09-25 1735 IK4RVG        599 15 DX  SN7Q          599 15 DX
QSO: 14000 RY 2016-09-25 1737 IK4RVG        599 15 DX  UR0HQ         599 16 DX
QSO: 14000 RY 2016-09-25 1739 IK4RVG        599 15 DX  UX7QV         599 16 DX
QSO: 14000 RY 2016-09-25 1741 IK4RVG        599 15 DX  MD/DL1RTL     599 14 DX
QSO: 14000 RY 2016-09-25 1742 IK4RVG        599 15 DX  OH1TM         599 15 DX
QSO: 14000 RY 2016-09-25 1747 IK4RVG        599 15 DX  YM7KA         599 20 DX
QSO: 14000 RY 2016-09-25 1749 IK4RVG        599 15 DX  EA4CRP        599 14 DX
QSO: 14000 RY 2016-09-25 1753 IK4RVG        599 15 DX  OH2KM         599 15 DX
QSO: 14000 RY 2016-09-25 1757 IK4RVG        599 15 DX  SP4TXI        599 15 DX
QSO: 14000 RY 2016-09-25 1802 IK4RVG        599 15 DX  AN400I        599 14 DX
QSO: 14000 RY 2016-09-25 1814 IK4RVG        599 15 DX  CT1BXT        599 14 DX
QSO: 14000 RY 2016-09-25 1823 IK4RVG        599 15 DX  W4AAW         599 05 VA
QSO: 14000 RY 2016-09-25 1832 IK4RVG        599 15 DX  K0KX          599 04 MN
QSO: 14000 RY 2016-09-25 1840 IK4RVG        599 15 DX  M9K           599 14 DX
QSO:  7000 RY 2016-09-25 1854 IK4RVG        599 15 DX  US1Q          599 16 DX
QSO:  7000 RY 2016-09-25 1857 IK4RVG        599 15 DX  PI4CC         599 14 DX
QSO: 14000 RY 2016-09-25 2042 IK4RVG        599 15 DX  NV9L          599 04 IL
QSO: 14000 RY 2016-09-25 2046 IK4RVG        599 15 DX  K3DBG         599 05 PA
QSO: 14000 RY 2016-09-25 2051 IK4RVG        599 15 DX  AB0RX         599 04 MO
QSO: 14000 RY 2016-09-25 2058 IK4RVG        599 15 DX  WJ2D          599 05 NC
QSO: 14000 RY 2016-09-25 2103 IK4RVG        599 15 DX  N3QE          599 05 MD
QSO: 14000 RY 2016-09-25 2106 IK4RVG        599 15 DX  W1DX          599 05 CT
QSO: 14000 RY 2016-09-25 2111 IK4RVG        599 15 DX  NR4M          599 05 VA
QSO: 14000 RY 2016-09-25 2112 IK4RVG        599 15 DX  EA8DED        599 33 DX
QSO:  7000 RY 2016-09-25 2126 IK4RVG        599 15 DX  UR8UZ         599 16 DX
QSO:  7000 RY 2016-09-25 2128 IK4RVG        599 15 DX  AN400A        599 14 DX
QSO:  7000 RY 2016-09-25 2136 IK4RVG        599 15 DX  UX5UO         599 16 DX
QSO:  7000 RY 2016-09-25 2137 IK4RVG        599 15 DX  DR3W          599 14 DX
QSO:  7000 RY 2016-09-25 2139 IK4RVG        599 15 DX  LY5W          599 15 DX
QSO:  7000 RY 2016-09-25 2145 IK4RVG        599 15 DX  AN400T        599 14 DX
QSO:  7000 RY 2016-09-25 2150 IK4RVG        599 15 DX  DM6DX         599 14 DX
QSO:  7000 RY 2016-09-25 2151 IK4RVG        599 15 DX  R2CA          599 16 DX
QSO:  3500 RY 2016-09-25 2158 IK4RVG        599 15 DX  G8X           599 14 DX
QSO:  3500 RY 2016-09-25 2159 IK4RVG        599 15 DX  OK1CRM        599 15 DX
QSO:  3500 RY 2016-09-25 2201 IK4RVG        599 15 DX  LZ9W          599 20 DX
QSO:  3500 RY 2016-09-25 2203 IK4RVG        599 15 DX  9A0Z          599 15 DX
QSO:  3500 RY 2016-09-25 2204 IK4RVG        599 15 DX  LY7Z          599 15 DX
QSO:  3500 RY 2016-09-25 2205 IK4RVG        599 15 DX  SV2DSJ        599 20 DX
QSO:  3500 RY 2016-09-25 2207 IK4RVG        599 15 DX  S50A          599 15 DX
QSO:  3500 RY 2016-09-25 2207 IK4RVG        599 15 DX  UV5U          599 16 DX
QSO:  3500 RY 2016-09-25 2210 IK4RVG        599 15 DX  PA6B          599 14 DX
QSO:  3500 RY 2016-09-25 2212 IK4RVG        599 15 DX  DM5SB         599 14 DX
QSO:  3500 RY 2016-09-25 2213 IK4RVG        599 15 DX  S51A          599 15 DX
QSO:  3500 RY 2016-09-25 2215 IK4RVG        599 15 DX  SN7Q          599 15 DX
QSO:  3500 RY 2016-09-25 2218 IK4RVG        599 15 DX  UB7K          599 16 DX
QSO:  3500 RY 2016-09-25 2219 IK4RVG        599 15 DX  4O10A         599 15 DX
QSO:  3500 RY 2016-09-25 2220 IK4RVG        599 15 DX  DL9NDV        599 14 DX
QSO:  7000 RY 2016-09-25 2228 IK4RVG        599 15 DX  CS5CRE        599 14 DX
QSO:  7000 RY 2016-09-25 2231 IK4RVG        599 15 DX  DF2F          599 14 DX
QSO:  7000 RY 2016-09-25 2235 IK4RVG        599 15 DX  YW5T          599 09 DX
QSO:  3500 RY 2016-09-25 2241 IK4RVG        599 15 DX  MD/DL7VEE     599 14 DX
QSO:  3500 RY 2016-09-25 2242 IK4RVG        599 15 DX  AN400V        599 14 DX
QSO:  3500 RY 2016-09-25 2244 IK4RVG        599 15 DX  OK2HBR        599 15 DX
QSO:  3500 RY 2016-09-25 2245 IK4RVG        599 15 DX  OM4Q          599 15 DX
QSO:  3500 RY 2016-09-25 2246 IK4RVG        599 15 DX  G0BRC         599 14 DX
QSO:  3500 RY 2016-09-25 2247 IK4RVG        599 15 DX  OL9A          599 15 DX
QSO:  3500 RY 2016-09-25 2249 IK4RVG        599 15 DX  SZ1A          599 20 DX
QSO:  3500 RY 2016-09-25 2254 IK4RVG        599 15 DX  5P9X          599 14 DX
QSO:  3500 RY 2016-09-25 2300 IK4RVG        599 15 DX  OK1DWQ        599 15 DX
QSO:  3500 RY 2016-09-25 2302 IK4RVG        599 15 DX  GI5I          599 14 DX
QSO:  7000 RY 2016-09-25 2308 IK4RVG        599 15 DX  EI7KD         599 14 DX
QSO:  7000 RY 2016-09-25 2310 IK4RVG        599 15 DX  OU2DX         599 14 DX
QSO:  7000 RY 2016-09-25 2312 IK4RVG        599 15 DX  NO2T          599 05 NJ
QSO:  7000 RY 2016-09-25 2313 IK4RVG        599 15 DX  OH8A          599 15 DX
QSO:  7000 RY 2016-09-25 2318 IK4RVG        599 15 DX  OK1VK         599 15 DX
QSO:  7000 RY 2016-09-25 2320 IK4RVG        599 15 DX  M0OSH         599 14 DX
QSO:  7000 RY 2016-09-25 2325 IK4RVG        599 15 DX  W6NWS         599 05 NC
QSO:  3500 RY 2016-09-25 2329 IK4RVG        599 15 DX  LX1ER         599 14 DX
QSO:  3500 RY 2016-09-25 2330 IK4RVG        599 15 DX  S57DX         599 15 DX
QSO:  3500 RY 2016-09-25 2333 IK4RVG        599 15 DX  HG7T          599 15 DX
QSO:  7000 RY 2016-09-25 2338 IK4RVG        599 15 DX  I4DZ          599 15 DX
QSO:  3500 RY 2016-09-25 2349 IK4RVG        599 15 DX  LX7I          599 14 DX
QSO:  7000 RY 2016-09-25 2352 IK4RVG        599 15 DX  SM5FUG        599 14 DX
QSO:  7000 RY 2016-09-25 2356 IK4RVG        599 15 DX  PG1R          599 14 DX
QSO:  3500 RY 2016-09-25 2356 IK4RVG        599 15 DX  3Z9M          599 15 DX
END-OF-LOG:
