START-OF-LOG: 3.0
CALLSIGN: IK2MXM
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 49166
NAME: GIGI
LOCATION: DX
OPERATORS: IK2MXM
CLUB:  
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5924.0
SOAPBOX: FT991 MAX PWR 50W - MULTIBAND VERTICAL ANTENNA - INV VEE DIPOLE
QSO: 14103 RY 2016-09-24 0816 IK2MXM        599 15 DX  OG30OJ        599 15 DX
QSO: 14099 RY 2016-09-24 0819 IK2MXM        599 15 DX  EA9LZ         599 33 DX
QSO:  7054 RY 2016-09-24 0824 IK2MXM        599 15 DX  LX8RTTY       599 14 DX
QSO:  7050 RY 2016-09-24 0828 IK2MXM        599 15 DX  OS0S          599 14 DX
QSO: 14081 RY 2016-09-24 0837 IK2MXM        599 15 DX  ZB2TT         599 14 DX
QSO: 14092 RY 2016-09-24 0838 IK2MXM        599 15 DX  SV2BFN        599 20 DX
QSO: 14093 RY 2016-09-24 0840 IK2MXM        599 15 DX  UA3PI         599 16 DX
QSO: 14109 RY 2016-09-24 0841 IK2MXM        599 15 DX  OH2V          599 15 DX
QSO: 14116 RY 2016-09-24 0843 IK2MXM        599 15 DX  LA8PDA        599 14 DX
QSO: 21082 RY 2016-09-24 0847 IK2MXM        599 15 DX  R0QA          599 19 DX
QSO: 21091 RY 2016-09-24 0848 IK2MXM        599 15 DX  UA4M          599 16 DX
QSO: 21095 RY 2016-09-24 0849 IK2MXM        599 15 DX  UW1M          599 16 DX
QSO: 21095 RY 2016-09-24 0850 IK2MXM        599 15 DX  UB7K          599 16 DX
QSO: 21107 RY 2016-09-24 0855 IK2MXM        599 15 DX  UC8U          599 18 DX
QSO: 21086 RY 2016-09-24 0858 IK2MXM        599 15 DX  RW0A          599 18 DX
QSO: 21118 RY 2016-09-24 1243 IK2MXM        599 15 DX  RU4SS         599 16 DX
QSO: 21113 RY 2016-09-24 1246 IK2MXM        599 15 DX  W4AAW         599 05 VA
QSO: 21108 RY 2016-09-24 1249 IK2MXM        599 15 DX  4Z4AK         599 20 DX
QSO: 21092 RY 2016-09-24 1255 IK2MXM        599 15 DX  K1LZ          599 05 MA
QSO: 21081 RY 2016-09-24 1301 IK2MXM        599 15 DX  TF3W          599 40 DX
QSO: 21083 RY 2016-09-24 1302 IK2MXM        599 15 DX  RA4HL         599 16 DX
QSO: 14101 RY 2016-09-24 1318 IK2MXM        599 15 DX  OH5C          599 15 DX
QSO: 14097 RY 2016-09-24 1319 IK2MXM        599 15 DX  R0QA          599 19 DX
QSO: 14096 RY 2016-09-24 1321 IK2MXM        599 15 DX  K1LZ          599 05 MA
QSO: 14086 RY 2016-09-24 1322 IK2MXM        599 15 DX  LY4OO         599 15 DX
QSO: 14086 RY 2016-09-24 1323 IK2MXM        599 15 DX  LY6A          599 15 DX
QSO: 21098 RY 2016-09-24 1336 IK2MXM        599 15 DX  W2YR          599 05 NJ
QSO: 21103 RY 2016-09-24 1339 IK2MXM        599 15 DX  W1DX          599 05 CT
QSO: 21106 RY 2016-09-24 1342 IK2MXM        599 15 DX  TF1AM         599 40 DX
QSO:  7050 RY 2016-09-24 1401 IK2MXM        599 15 DX  DL3MVC        599 14 DX
QSO: 21130 RY 2016-09-24 1428 IK2MXM        599 15 DX  N3QE          599 05 MD
QSO:  7065 RY 2016-09-24 2259 IK2MXM        599 15 DX  EM0I          599 16 DX
QSO:  7045 RY 2016-09-24 2303 IK2MXM        599 15 DX  UW4I          599 16 DX
QSO:  7050 RY 2016-09-24 2306 IK2MXM        599 15 DX  LZ1JZ         599 20 DX
QSO:  7056 RY 2016-09-24 2307 IK2MXM        599 15 DX  SZ1A          599 20 DX
QSO:  3597 RY 2016-09-24 2309 IK2MXM        599 15 DX  LY2FN         599 15 DX
QSO:  3582 RY 2016-09-24 2315 IK2MXM        599 15 DX  LX7I          599 14 DX
QSO:  3597 RY 2016-09-24 2318 IK2MXM        599 15 DX  OL9A          599 15 DX
QSO:  3589 RY 2016-09-24 2320 IK2MXM        599 15 DX  HG1S          599 15 DX
QSO:  3598 RY 2016-09-24 2325 IK2MXM        599 15 DX  HG1G          599 15 DX
QSO:  7052 RY 2016-09-24 2331 IK2MXM        599 15 DX  YL2GD         599 15 DX
QSO:  7059 RY 2016-09-24 2333 IK2MXM        599 15 DX  OH2ET         599 15 DX
QSO:  7073 RY 2016-09-24 2338 IK2MXM        599 15 DX  LY6A          599 15 DX
QSO:  7077 RY 2016-09-24 2340 IK2MXM        599 15 DX  GM4FDM        599 14 DX
QSO:  7089 RY 2016-09-24 2341 IK2MXM        599 15 DX  UB7K          599 16 DX
QSO:  7039 RY 2016-09-24 2343 IK2MXM        599 15 DX  OH8A          599 15 DX
QSO:  7049 RY 2016-09-25 0501 IK2MXM        599 15 DX  LZ5K          599 20 DX
QSO:  7041 RY 2016-09-25 0502 IK2MXM        599 15 DX  OG2P          599 15 DX
QSO:  7040 RY 2016-09-25 0503 IK2MXM        599 15 DX  UW0K          599 16 DX
QSO:  3591 RY 2016-09-25 0506 IK2MXM        599 15 DX  DR5N          599 14 DX
QSO:  3579 RY 2016-09-25 0510 IK2MXM        599 15 DX  HB0/DL5YM     599 14 DX
QSO:  3595 RY 2016-09-25 0514 IK2MXM        599 15 DX  S55X          599 15 DX
QSO:  7054 RY 2016-09-25 0522 IK2MXM        599 15 DX  SK7K          599 14 DX
QSO:  7058 RY 2016-09-25 0523 IK2MXM        599 15 DX  SP9KDA        599 15 DX
QSO: 14080 RY 2016-09-25 0527 IK2MXM        599 15 DX  EM0I          599 16 DX
QSO: 14084 RY 2016-09-25 0528 IK2MXM        599 15 DX  UX7QV         599 16 DX
QSO: 14092 RY 2016-09-25 0529 IK2MXM        599 15 DX  RK4FF         599 16 DX
QSO: 14110 RY 2016-09-25 0532 IK2MXM        599 15 DX  UB7K          599 16 DX
QSO: 14092 RY 2016-09-25 0534 IK2MXM        599 15 DX  UY2IF         599 16 DX
QSO: 14100 RY 2016-09-25 0536 IK2MXM        599 15 DX  RW0A          599 18 DX
QSO: 14107 RY 2016-09-25 0538 IK2MXM        599 15 DX  RM3DA         599 16 DX
QSO: 14082 RY 2016-09-25 0540 IK2MXM        599 15 DX  RK3PWR        599 16 DX
QSO: 14098 RY 2016-09-25 0542 IK2MXM        599 15 DX  UA3XO         599 16 DX
QSO: 14117 RY 2016-09-25 0546 IK2MXM        599 15 DX  RU7A          599 16 DX
QSO: 14092 RY 2016-09-25 0548 IK2MXM        599 15 DX  UC6A          599 16 DX
QSO: 14086 RY 2016-09-25 0549 IK2MXM        599 15 DX  UN6LN         599 17 DX
QSO: 14086 RY 2016-09-25 0550 IK2MXM        599 15 DX  UA6LJB        599 16 DX
QSO: 14088 RY 2016-09-25 0552 IK2MXM        599 15 DX  UT1AA         599 16 DX
QSO:  7043 RY 2016-09-25 0554 IK2MXM        599 15 DX  DL6UAA        599 14 DX
QSO:  7044 RY 2016-09-25 0555 IK2MXM        599 15 DX  HG1S          599 15 DX
QSO:  7052 RY 2016-09-25 0557 IK2MXM        599 15 DX  DL1QW         599 14 DX
QSO:  7056 RY 2016-09-25 0559 IK2MXM        599 15 DX  OR3A          599 14 DX
QSO:  7061 RY 2016-09-25 0600 IK2MXM        599 15 DX  PA4VHF        599 14 DX
QSO:  7073 RY 2016-09-25 0607 IK2MXM        599 15 DX  EA6BH         599 14 DX
QSO:  7075 RY 2016-09-25 0610 IK2MXM        599 15 DX  YU7XX         599 15 DX
QSO:  7048 RY 2016-09-25 0615 IK2MXM        599 15 DX  4O10A         599 15 DX
QSO:  7051 RY 2016-09-25 0616 IK2MXM        599 15 DX  DF8XC         599 14 DX
QSO:  7049 RY 2016-09-25 0756 IK2MXM        599 15 DX  PI4CG         599 14 DX
QSO: 14084 RY 2016-09-25 0809 IK2MXM        599 15 DX  RW3WX         599 16 DX
QSO: 14096 RY 2016-09-25 0812 IK2MXM        599 15 DX  EU8A          599 16 DX
QSO: 14098 RY 2016-09-25 0813 IK2MXM        599 15 DX  RA9AU         599 17 DX
QSO: 14101 RY 2016-09-25 0814 IK2MXM        599 15 DX  RW9C          599 17 DX
QSO: 14110 RY 2016-09-25 0816 IK2MXM        599 15 DX  MD/DL1RTL     599 14 DX
QSO: 14113 RY 2016-09-25 0818 IK2MXM        599 15 DX  OH8A          599 15 DX
QSO: 14121 RY 2016-09-25 0819 IK2MXM        599 15 DX  RC5Z          599 16 DX
QSO: 21083 RY 2016-09-25 0824 IK2MXM        599 15 DX  RO6A          599 16 DX
QSO: 21095 RY 2016-09-25 0825 IK2MXM        599 15 DX  R9SN          599 16 DX
QSO: 21109 RY 2016-09-25 0826 IK2MXM        599 15 DX  RG9A          599 17 DX
QSO: 21096 RY 2016-09-25 0828 IK2MXM        599 15 DX  RT4W          599 16 DX
QSO: 21093 RY 2016-09-25 0828 IK2MXM        599 15 DX  EA8DED        599 33 DX
QSO: 14121 RY 2016-09-25 0833 IK2MXM        599 15 DX  RN4HFJ        599 16 DX
QSO: 14120 RY 2016-09-25 0834 IK2MXM        599 15 DX  LZ2JA         599 20 DX
QSO: 14116 RY 2016-09-25 0835 IK2MXM        599 15 DX  UX1UX         599 16 DX
QSO: 14113 RY 2016-09-25 0836 IK2MXM        599 15 DX  OZ8PGQ        599 14 DX
QSO: 14106 RY 2016-09-25 0837 IK2MXM        599 15 DX  YL3GDM        599 15 DX
QSO: 14096 RY 2016-09-25 0839 IK2MXM        599 15 DX  SV2BXA        599 20 DX
QSO: 14090 RY 2016-09-25 0841 IK2MXM        599 15 DX  OH0Z          599 15 DX
QSO: 14087 RY 2016-09-25 0842 IK2MXM        599 15 DX  UR8UZ         599 16 DX
QSO: 14100 RY 2016-09-25 0847 IK2MXM        599 15 DX  UA4M          599 16 DX
QSO: 14094 RY 2016-09-25 0848 IK2MXM        599 15 DX  GM5M          599 14 DX
QSO:  7044 RY 2016-09-25 0851 IK2MXM        599 15 DX  IQ6AN         599 15 DX
QSO:  7046 RY 2016-09-25 0852 IK2MXM        599 15 DX  DG7CF         599 14 DX
QSO:  7062 RY 2016-09-25 0853 IK2MXM        599 15 DX  OK6K          599 15 DX
QSO:  7064 RY 2016-09-25 0854 IK2MXM        599 15 DX  OZ11A         599 14 DX
QSO:  7053 RY 2016-09-25 0855 IK2MXM        599 15 DX  IQ3RK         599 15 DX
QSO:  7042 RY 2016-09-25 0857 IK2MXM        599 15 DX  IW1PNJ        599 15 DX
QSO: 14087 RY 2016-09-25 0913 IK2MXM        599 15 DX  EU1DX         599 16 DX
QSO: 14085 RY 2016-09-25 0915 IK2MXM        599 15 DX  LA7Q          599 14 DX
QSO:  7053 RY 2016-09-25 0931 IK2MXM        599 15 DX  DL1DTL        599 14 DX
QSO: 21098 RY 2016-09-25 1524 IK2MXM        599 15 DX  SV8CS         599 20 DX
QSO: 21101 RY 2016-09-25 1525 IK2MXM        599 15 DX  CR3W          599 33 DX
QSO: 21108 RY 2016-09-25 1528 IK2MXM        599 15 DX  UX7QV         599 16 DX
QSO: 21110 RY 2016-09-25 1529 IK2MXM        599 15 DX  EA7ZY         599 14 DX
QSO: 21092 RY 2016-09-25 1534 IK2MXM        599 15 DX  SZ1A          599 20 DX
QSO: 21088 RY 2016-09-25 1536 IK2MXM        599 15 DX  N4BP          599 05 FL
QSO: 21081 RY 2016-09-25 1538 IK2MXM        599 15 DX  UA6CE         599 16 DX
QSO: 21117 RY 2016-09-25 1540 IK2MXM        599 15 DX  EI8IU         599 14 DX
QSO: 21115 RY 2016-09-25 1542 IK2MXM        599 15 DX  DU3T          599 27 DX
QSO: 21083 RY 2016-09-25 1547 IK2MXM        599 15 DX  EA1BD         599 14 DX
QSO: 21081 RY 2016-09-25 1548 IK2MXM        599 15 DX  LZ5XQ         599 20 DX
QSO: 21122 RY 2016-09-25 1549 IK2MXM        599 15 DX  EC7KW         599 14 DX
QSO: 21111 RY 2016-09-25 1550 IK2MXM        599 15 DX  FG5LA         599 08 DX
QSO: 21100 RY 2016-09-25 1552 IK2MXM        599 15 DX  NR4M          599 05 VA
QSO: 21091 RY 2016-09-25 1559 IK2MXM        599 15 DX  KU2M          599 05 NJ
QSO: 21085 RY 2016-09-25 1600 IK2MXM        599 15 DX  RK4FD         599 16 DX
QSO: 21083 RY 2016-09-25 1602 IK2MXM        599 15 DX  EI9HQ         599 14 DX
QSO: 28097 RY 2016-09-25 1609 IK2MXM        599 15 DX  ZZ2T          599 11 DX
QSO: 28087 RY 2016-09-25 1612 IK2MXM        599 15 DX  EA8DED        599 33 DX
QSO: 14100 RY 2016-09-25 1619 IK2MXM        599 15 DX  IT9XTP        599 15 DX
QSO: 14107 RY 2016-09-25 1621 IK2MXM        599 15 DX  DR5N          599 14 DX
QSO: 14115 RY 2016-09-25 1622 IK2MXM        599 15 DX  M0TDW         599 14 DX
QSO: 14119 RY 2016-09-25 1624 IK2MXM        599 15 DX  LZ3KB         599 20 DX
QSO: 14082 RY 2016-09-25 1626 IK2MXM        599 15 DX  TF3W          599 40 DX
QSO: 14098 RY 2016-09-25 1633 IK2MXM        599 15 DX  GM3W          599 14 DX
QSO: 14106 RY 2016-09-25 1635 IK2MXM        599 15 DX  CR3W          599 33 DX
QSO:  7047 RY 2016-09-25 1641 IK2MXM        599 15 DX  P3X           599 20 DX
QSO:  7061 RY 2016-09-25 1644 IK2MXM        599 15 DX  OH0Z          599 15 DX
QSO:  7059 RY 2016-09-25 2049 IK2MXM        599 15 DX  DM6DX         599 14 DX
QSO:  7073 RY 2016-09-25 2050 IK2MXM        599 15 DX  YO4NF         599 20 DX
QSO:  7043 RY 2016-09-25 2053 IK2MXM        599 15 DX  YO9HP         599 20 DX
QSO:  7045 RY 2016-09-25 2054 IK2MXM        599 15 DX  UW3E          599 16 DX
QSO:  7045 RY 2016-09-25 2055 IK2MXM        599 15 DX  UT8EL         599 16 DX
QSO: 14118 RY 2016-09-25 2104 IK2MXM        599 15 DX  AA3B          599 05 PA
QSO: 14114 RY 2016-09-25 2107 IK2MXM        599 15 DX  K1SFA         599 05 MA
QSO: 14106 RY 2016-09-25 2109 IK2MXM        599 15 DX  NB3R          599 05 PA
QSO: 14102 RY 2016-09-25 2112 IK2MXM        599 15 DX  W4AAW         599 05 VA
QSO: 14124 RY 2016-09-25 2114 IK2MXM        599 15 DX  K4PI          599 05 GA
QSO: 14099 RY 2016-09-25 2117 IK2MXM        599 15 DX  W4AAA         599 05 NC
QSO: 14112 RY 2016-09-25 2121 IK2MXM        599 15 DX  N4LV          599 05 NC
QSO:  7049 RY 2016-09-25 2124 IK2MXM        599 15 DX  HZ1TL         599 21 DX
QSO:  7059 RY 2016-09-25 2126 IK2MXM        599 15 DX  R2CA          599 16 DX
QSO:  3591 RY 2016-09-25 2132 IK2MXM        599 15 DX  F5RD          599 14 DX
QSO:  3581 RY 2016-09-25 2133 IK2MXM        599 15 DX  OK2HBR        599 15 DX
QSO:  3589 RY 2016-09-25 2135 IK2MXM        599 15 DX  DJ50MUC       599 14 DX
QSO:  3592 RY 2016-09-25 2139 IK2MXM        599 15 DX  DL5KUT        599 14 DX
QSO:  3582 RY 2016-09-25 2142 IK2MXM        599 15 DX  9A701A        599 15 DX
QSO:  3600 RY 2016-09-25 2145 IK2MXM        599 15 DX  SP8K          599 15 DX
QSO:  7060 RY 2016-09-25 2151 IK2MXM        599 15 DX  EO25F         599 16 DX
QSO:  3583 RY 2016-09-25 2156 IK2MXM        599 15 DX  IQ1R          599 15 DX
QSO:  3586 RY 2016-09-25 2158 IK2MXM        599 15 DX  3Z9M          599 15 DX
QSO:  3589 RY 2016-09-25 2159 IK2MXM        599 15 DX  DF8AA         599 14 DX
END-OF-LOG:
