START-OF-LOG: 3.0
CALLSIGN: W6QU
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 144256
NAME: Bill Parker
LOCATION: SDG
OPERATORS: W8QZA
CLUB: Southern California Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger V11.4.0
SOAPBOX: Condx getting worse and score is dropping, but still lots of fun!!
QSO: 14140 RY 2016-09-25 2047 W6QU          599 03 CA  W3ZGD         599 05 PA
QSO: 14139 RY 2016-09-25 2047 W6QU          599 03 CA  K3MD          599 05 PA
QSO: 14137 RY 2016-09-25 2051 W6QU          599 03 CA  WJ2D          599 05 NC
QSO: 14132 RY 2016-09-25 2053 W6QU          599 03 CA  W7VO          599 03 OR
QSO: 14130 RY 2016-09-25 2056 W6QU          599 03 CA  K8QKY         599 04 MI
QSO: 14126 RY 2016-09-25 2059 W6QU          599 03 CA  AB3CV         599 05 MD
QSO: 14125 RY 2016-09-25 2100 W6QU          599 03 CA  VE7BC         599 03 BC
QSO: 14121 RY 2016-09-25 2101 W6QU          599 03 CA  K7VIT         599 03 OR
QSO: 14119 RY 2016-09-25 2103 W6QU          599 03 CA  VE5RI         599 04 SK
QSO: 14115 RY 2016-09-25 2105 W6QU          599 03 CA  NP2X          599 08 DX
QSO: 14110 RY 2016-09-25 2108 W6QU          599 03 CA  KS0AA         599 04 KS
QSO: 14106 RY 2016-09-25 2110 W6QU          599 03 CA  VA7KO         599 03 BC
QSO: 14104 RY 2016-09-25 2113 W6QU          599 03 CA  AD8P          599 04 OH
QSO: 14101 RY 2016-09-25 2117 W6QU          599 03 CA  K8KI          599 04 AL
QSO: 14090 RY 2016-09-25 2120 W6QU          599 03 CA  NT5V          599 04 TX
QSO: 14084 RY 2016-09-25 2122 W6QU          599 03 CA  KE5OG         599 04 TX
QSO: 21103 RY 2016-09-25 2144 W6QU          599 03 CA  KU7FM/KH2     599 27 DX
QSO: 21099 RY 2016-09-25 2147 W6QU          599 03 CA  JA2FSM        599 25 DX
QSO: 21101 RY 2016-09-25 2217 W6QU          599 03 CA  JI1RXQ        599 25 DX
QSO: 21087 RY 2016-09-25 2227 W6QU          599 03 CA  L77D          599 13 DX
QSO: 21084 RY 2016-09-25 2231 W6QU          599 03 CA  CV5Q          599 13 DX
QSO: 21080 RY 2016-09-25 2234 W6QU          599 03 CA  KP4JRS        599 08 DX
QSO: 14127 RY 2016-09-25 2248 W6QU          599 03 CA  P49X          599 09 DX
QSO: 14120 RY 2016-09-25 2249 W6QU          599 03 CA  W0ZF          599 04 MN
QSO: 14115 RY 2016-09-25 2252 W6QU          599 03 CA  XE2AU         599 06 DX
QSO: 14113 RY 2016-09-25 2253 W6QU          599 03 CA  AF4RK         599 05 FL
QSO: 14107 RY 2016-09-25 2256 W6QU          599 03 CA  N5KWN         599 04 TX
QSO: 14098 RY 2016-09-25 2257 W6QU          599 03 CA  N5RZ          599 04 TX
QSO: 14094 RY 2016-09-25 2259 W6QU          599 03 CA  PS7KC         599 11 DX
QSO: 14090 RY 2016-09-25 2301 W6QU          599 03 CA  W4GKM         599 04 TN
QSO: 14086 RY 2016-09-25 2302 W6QU          599 03 CA  K5CM          599 04 OK
QSO: 14083 RY 2016-09-25 2303 W6QU          599 03 CA  W1DX          599 05 CT
QSO: 14083 RY 2016-09-25 2309 W6QU          599 03 CA  NP4RA         599 08 DX
QSO: 21095 RY 2016-09-25 2317 W6QU          599 03 CA  CE3CBM        599 12 DX
QSO: 21117 RY 2016-09-25 2321 W6QU          599 03 CA  7M2PSC        599 25 DX
QSO: 21103 RY 2016-09-25 2323 W6QU          599 03 CA  JA1SJV        599 25 DX
QSO: 21091 RY 2016-09-25 2326 W6QU          599 03 CA  JR2PMT        599 25 DX
QSO: 14130 RY 2016-09-25 2334 W6QU          599 03 CA  CE3WW         599 12 DX
QSO: 14126 RY 2016-09-25 2335 W6QU          599 03 CA  K0MD          599 04 MN
QSO: 21094 RY 2016-09-25 2347 W6QU          599 03 CA  VK9NZ         599 32 DX
END-OF-LOG:
