START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: W33
CALLSIGN: DL9FB
LOCATION: DX
CLAIMED-SCORE: 18564
CREATED-BY: HAM OFFICE 5 REL. 9.3C HTTP://WWW.HAMOFFICE.DE, modified by DXHF upload.
QSO: 3500  PH  2018-10-21 0533 DL9FB 59  W33               DK0HF        59  N08
QSO: 3500  PH  2018-10-21 0538 DL9FB 59  W33               DO3ST        59  H07
QSO: 3500  PH  2018-10-21 0541 DL9FB 59  W33               DK0XT        59  L12
QSO: 3500  PH  2018-10-21 0547 DL9FB 59  W33               DK5OA        59  H03
QSO: 3500  PH  2018-10-21 0550 DL9FB 59  W33               DQ1P         59  E34
QSO: 3500  PH  2018-10-21 0552 DL9FB 59  W33               DP4E         59  N62
QSO: 7000  PH  2018-10-21 0556 DL9FB 59  W33               9A3AG        59  016
QSO: 7000  PH  2018-10-21 0600 DL9FB 59  W33               RA3YD        59  194
QSO: 3500  PH  2018-10-21 0716 DL9FB 59  W33               OL100R       59  331
QSO: 3500  PH  2018-10-21 0723 DL9FB 59  W33               DL0BX        59  N17
QSO: 3500  PH  2018-10-21 0726 DL9FB 59  W33               DL2FK        59  P15
QSO: 3500  PH  2018-10-21 0730 DL9FB 59  W33               DL0LLS       59  LOLLS
QSO: 3500  PH  2018-10-21 0732 DL9FB 59  W33               DO1UKR       59  E15
QSO: 3500  PH  2018-10-21 0733 DL9FB 59  W33               DG1LS        59  M13
QSO: 3500  PH  2018-10-21 0737 DL9FB 59  W33               DG7DBR       59  O40
QSO: 3500  PH  2018-10-21 0740 DL9FB 59  W33               DO8JL        59  Z91
QSO: 3500  PH  2018-10-21 0742 DL9FB 59  W33               DL4MFR       59  D05
QSO: 3500  PH  2018-10-21 0743 DL9FB 59  W33               DJ9MH        59  B10
QSO: 3500  PH  2018-10-21 0744 DL9FB 59  W33               DK2JI        59  X03
QSO: 3500  PH  2018-10-21 0747 DL9FB 59  W33               DL1MHJ       59  C12
QSO: 3500  PH  2018-10-21 0748 DL9FB 59  W33               DK1X         59  F35
QSO: 3500  PH  2018-10-21 0750 DL9FB 59  W33               DQ9A         59  X43
QSO: 3500  PH  2018-10-21 0751 DL9FB 59  W33               DC7UG        59  I49
QSO: 3500  PH  2018-10-21 0752 DL9FB 59  W33               DL6IY        59  A19
QSO: 3500  PH  2018-10-21 0753 DL9FB 59  W33               DG7LAN/P     59  M12
QSO: 3500  PH  2018-10-21 0754 DL9FB 59  W33               DM5HF        59  E13
QSO: 3500  PH  2018-10-21 0754 DL9FB 59  W33               OK2QA        59  007
QSO: 3500  PH  2018-10-21 0756 DL9FB 59  W33               DL0WSW       59  S28
QSO: 3500  PH  2018-10-21 0756 DL9FB 59  W33               DF8AB        59  H62
QSO: 3500  PH  2018-10-21 0757 DL9FB 59  W33               DL0VBG       59  30EBM
QSO: 3500  PH  2018-10-21 0758 DL9FB 59  W33               DO6RO        59  G13
QSO: 3500  PH  2018-10-21 0759 DL9FB 59  W33               DL5AWE       59  X11
QSO: 3500  PH  2018-10-21 0800 DL9FB 59  W33               DL60BIB      59  60P21
QSO: 3500  PH  2018-10-21 0801 DL9FB 59  W33               DC8WPA       59  K46
QSO: 3500  PH  2018-10-21 0802 DL9FB 59  W33               DO5RO        59  F35
QSO: 3500  PH  2018-10-21 0805 DL9FB 59  W33               DL8NCS       59  B33
QSO: 3500  PH  2018-10-21 0805 DL9FB 59  W33               DA0FIH       59  FIH
QSO: 3500  PH  2018-10-21 0805 DL9FB 59  W33               DG9NGO       59  B33
QSO: 3500  PH  2018-10-21 0806 DL9FB 59  W33               DL0YLB       59  YLB
QSO: 3500  PH  2018-10-21 0806 DL9FB 59  W33               DK2NO        59  DVF
QSO: 3500  PH  2018-10-21 0808 DL9FB 59  W33               DO4HRE       59  049
QSO: 3500  PH  2018-10-21 0808 DL9FB 59  W33               DL2IAC       59  A12
QSO: 3500  PH  2018-10-21 0809 DL9FB 59  W33               DG0OKC       59  X12
QSO: 3500  PH  2018-10-21 0809 DL9FB 59  W33               DO8BKF       59  T01
QSO: 3500  PH  2018-10-21 0810 DL9FB 59  W33               DO9BL        59  W19
QSO: 3500  PH  2018-10-21 0813 DL9FB 59  W33               DL0ESA       59  F42
QSO: 3500  PH  2018-10-21 0813 DL9FB 59  W33               DO8YX        59  N47
QSO: 3500  PH  2018-10-21 0814 DL9FB 59  W33               OK1RH        59  001
QSO: 3500  PH  2018-10-21 0815 DL9FB 59  W33               DF5F         59  O16
QSO: 3500  PH  2018-10-21 0816 DL9FB 59  W33               DL2JST       59  V14
QSO: 3500  PH  2018-10-21 0817 DL9FB 59  W33               DJ5AN        59  I08
QSO: 3500  PH  2018-10-21 0820 DL9FB 59  W33               DL0YLN       59  YLN
QSO: 3500  PH  2018-10-21 0822 DL9FB 59  W33               DO9ST        59  0NM
QSO: 3500  PH  2018-10-21 0825 DL9FB 59  W33               DO6NI        59  Z90
QSO: 3500  PH  2018-10-21 0826 DL9FB 59  W33               DL1HDL       59  E03
QSO: 3500  PH  2018-10-21 0828 DL9FB 59  W33               DH5BO        59  I18
QSO: 3500  PH  2018-10-21 0833 DL9FB 59  W33               DK0ED        59  CM17
QSO: 3500  PH  2018-10-21 0834 DL9FB 59  W33               DL6MR        59  W19
QSO: 3500  PH  2018-10-21 0838 DL9FB 59  W33               DK0FI        59  I09
QSO: 3500  PH  2018-10-21 0843 DL9FB 59  W33               DM5WH        59  F17
QSO: 3500  PH  2018-10-21 0844 DL9FB 59  W33               DL0NP        59  Y10
QSO: 3500  PH  2018-10-21 0846 DL9FB 59  W33               DL5SD        59  Y10
QSO: 3500  PH  2018-10-21 0847 DL9FB 59  W33               DL2RZG       59  W36
QSO: 3500  PH  2018-10-21 0851 DL9FB 59  W33               DK4MDA       59  W10
QSO: 3500  PH  2018-10-21 0852 DL9FB 59  W33               DL9BBG       59  I18
QSO: 3500  PH  2018-10-21 0858 DL9FB 59  W33               DH6BAA       59  I58
QSO: 3500  PH  2018-10-21 0900 DL9FB 59  W33               DO9JBL       59  C03
QSO: 3500  PH  2018-10-21 0926 DL9FB 59  W33               DL0NO        59  50E12
QSO: 7000  PH  2018-10-21 0931 DL9FB 59  W33               OK2MBP       59  587
QSO: 7000  PH  2018-10-21 0933 DL9FB 59  W33               S57DX        59  436
QSO: 7000  PH  2018-10-21 0937 DL9FB 59  W33               PA7DN        59  356
QSO: 7000  PH  2018-10-21 0943 DL9FB 59  W33               HB0/DL1GLO   59  431
QSO: 7000  PH  2018-10-21 0952 DL9FB 59  W33               UA1D         59  133
QSO: 7000  PH  2018-10-21 0955 DL9FB 59  W33               J41J         59  148
QSO: 14000 PH  2018-10-21 1005 DL9FB 59  W33               LZ/R2ATP     59  137
QSO: 14000 PH  2018-10-21 1037 DL9FB 59  W33               EI6HZB       59  387
QSO: 14000 PH  2018-10-21 1040 DL9FB 59  W33               EA5IJG       59  282
QSO: 14000 PH  2018-10-21 1043 DL9FB 59  W33               SE3X         59  314
QSO: 14000 PH  2018-10-21 1045 DL9FB 59  W33               IK8UND       59  156
QSO: 14000 PH  2018-10-21 1054 DL9FB 59  W33               YU1KN        59  122
QSO: 14000 PH  2018-10-21 1101 DL9FB 59  W33               DK0FR        59  A05
QSO: 14000 PH  2018-10-21 1110 DL9FB 59  W33               UT5EOX       59  179
QSO: 14000 PH  2018-10-21 1110 DL9FB 59  W33               DF1HPK       59  C28
QSO: 14000 PH  2018-10-21 1126 DL9FB 59  W33               UA9MA        59  600
QSO: 14000 PH  2018-10-21 1132 DL9FB 59  W33               DK6PT        59  A05
QSO: 21000 PH  2018-10-21 1138 DL9FB 59  W33               CR3W         59  1754
QSO: 21000 PH  2018-10-21 1141 DL9FB 59  W33               IT9BDM       59  727
QSO: 14000 PH  2018-10-21 1226 DL9FB 59  W33               F6DRP        59  046
QSO: 14000 PH  2018-10-21 1235 DL9FB 59  W33               YO4DW        59  559
QSO: 14000 PH  2018-10-21 1237 DL9FB 59  W33               TF3DT        59  148
QSO: 14000 PH  2018-10-21 1239 DL9FB 59  W33               UA4Z         59  316
QSO: 14000 PH  2018-10-21 1242 DL9FB 59  W33               LZ9V         59  769
QSO: 14000 PH  2018-10-21 1245 DL9FB 59  W33               RZ3Z         59  513
QSO: 14000 PH  2018-10-21 1247 DL9FB 59  W33               LZ1QN        59  106
QSO: 14000 PH  2018-10-21 1313 DL9FB 59  W33               UX3IT        59  240
QSO: 14000 PH  2018-10-21 1314 DL9FB 59  W33               LC5C         59  372
QSO: 14000 PH  2018-10-21 1315 DL9FB 59  W33               IW4EGX       59  107
QSO: 3500  PH  2018-10-21 1321 DL9FB 59  W33               DO1YHN       59  N04
QSO: 3500  PH  2018-10-21 1322 DL9FB 59  W33               DK8NI        59  B35
QSO: 3500  PH  2018-10-21 1323 DL9FB 59  W33               DD5MA        59  G73
QSO: 14000 PH  2018-10-21 1332 DL9FB 59  W33               IT9OPR       59  196
QSO: 14000 PH  2018-10-21 1335 DL9FB 59  W33               RA3YDA       59  374
QSO: 14000 PH  2018-10-21 1345 DL9FB 59  W33               EC1DD        59  019
QSO: 7000  PH  2018-10-21 1350 DL9FB 59  W33               IW2HAJ       59  015
QSO: 7000  PH  2018-10-21 1354 DL9FB 59  W33               SP9QMP       59  513
QSO: 7000  PH  2018-10-21 1358 DL9FB 59  W33               DG1IU        59  A36
QSO: 7000  PH  2018-10-21 1406 DL9FB 59  W33               SN740BAR     59  490
QSO: 21000 PH  2018-10-21 1408 DL9FB 59  W33               4Z5FI        59  128
QSO: 3500  PH  2018-10-21 1416 DL9FB 59  W33               DK0IW        59  C07
QSO: 3500  PH  2018-10-21 1422 DL9FB 59  W33               DF3TE        59  G46
QSO: 3500  PH  2018-10-21 1426 DL9FB 59  W33               DO2HEY       59  X01
QSO: 3500  PH  2018-10-21 1427 DL9FB 59  W33               DM5A         59  S02
QSO: 3500  PH  2018-10-21 1427 DL9FB 59  W33               DL7AT        59  E38
QSO: 3500  PH  2018-10-21 1428 DL9FB 59  W33               DK0MTR       59  I14
QSO: 3500  PH  2018-10-21 1429 DL9FB 59  W33               SK7K         59  O67
QSO: 3500  PH  2018-10-21 1430 DL9FB 59  W33               DJ7SH        59  0NM
QSO: 3500  PH  2018-10-21 1432 DL9FB 59  W33               DO9BL        59  W19
QSO: 3500  PH  2018-10-21 1433 DL9FB 59  W33               DL7UHF       59  D26
QSO: 3500  PH  2018-10-21 1433 DL9FB 59  W33               DJ5AQ        59  O16
QSO: 3500  PH  2018-10-21 1434 DL9FB 59  W33               DJ9HX        59  P50
QSO: 3500  PH  2018-10-21 1434 DL9FB 59  W33               DF3IS        59  A36
QSO: 3500  PH  2018-10-21 1435 DL9FB 59  W33               DL1WF        59  W21
QSO: 3500  PH  2018-10-21 1435 DL9FB 59  W33               DL8OAZ       59  H42
QSO: 3500  PH  2018-10-21 1436 DL9FB 59  W33               DO1KUB       59  F27
QSO: 3500  PH  2018-10-21 1436 DL9FB 59  W33               DK6VCO       59  I58
QSO: 3500  PH  2018-10-21 1438 DL9FB 59  W33               DG6TOM       59  C01
QSO: 3500  PH  2018-10-21 1443 DL9FB 59  W33               DH8LAW       59  M09
QSO: 3500  PH  2018-10-21 1444 DL9FB 59  W33               DL4MA        59  X21
QSO: 3500  PH  2018-10-21 1444 DL9FB 59  W33               DO4MM        59  I13
QSO: 3500  PH  2018-10-21 1445 DL9FB 59  W33               DO1HE        59  N01
QSO: 3500  PH  2018-10-21 1445 DL9FB 59  W33               DM5RC        59  Y26
QSO: 3500  PH  2018-10-21 1446 DL9FB 59  W33               DD1OP        59  H04
QSO: 3500  PH  2018-10-21 1446 DL9FB 59  W33               DL0AH        59  F01
QSO: 3500  PH  2018-10-21 1447 DL9FB 59  W33               DD8YG        59  B02
QSO: 3500  PH  2018-10-21 1448 DL9FB 59  W33               DO1TOM       59  M13
QSO: 3500  PH  2018-10-21 1449 DL9FB 59  W33               DL0LN        59  N29
QSO: 3500  PH  2018-10-21 1451 DL9FB 59  W33               DF9XI        59  N52
QSO: 3500  PH  2018-10-21 1451 DL9FB 59  W33               DK4MZ        59  C28
QSO: 3500  PH  2018-10-21 1452 DL9FB 59  W33               DF4SR        59  D01
QSO: 3500  PH  2018-10-21 1454 DL9FB 59  W33               DG3AWN       59  X38
QSO: 3500  PH  2018-10-21 1455 DL9FB 59  W33               DL0ZZ        59  I21
QSO: 3500  PH  2018-10-21 1456 DL9FB 59  W33               DL8ULO       59  Z91
QSO: 3500  PH  2018-10-21 1458 DL9FB 59  W33               DL1ROT       59  Y07
END-OF-LOG:
