START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: MM0TFU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: MM0TFU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2022.
QSO: 28407 PH 2022-07-09 1437 MM0TFU        59 27 W1AW          59 ARRL
QSO: 28495 PH 2022-07-10 0950 MM0TFU        59 27 OT7L          59 27
QSO: 28415 PH 2022-07-10 0952 MM0TFU        59 27 DM60UEA       59 28
QSO: 28415 PH 2022-07-10 0953 MM0TFU        59 27 DL9HB         59 28
QSO: 28000 PH 2022-07-10 0957 MM0TFU        59 27 SP3TYI        59 28
QSO: 28000 PH 2022-07-10 0959 MM0TFU        59 27 IW9HHT        59 28
QSO: 28415 PH 2022-07-10 1002 MM0TFU        59 27 DM7EE         59 28
QSO: 28415 PH 2022-07-10 1002 MM0TFU        59 27 SB5X          59 18
QSO: 28415 PH 2022-07-10 1003 MM0TFU        59 27 SP6VWX        59 28
QSO: 28415 PH 2022-07-10 1004 MM0TFU        59 27 IR3Z          59 28
QSO: 28000 PH 2022-07-10 1005 MM0TFU        59 27 SP2JMR        59 28
QSO: 28415 PH 2022-07-10 1005 MM0TFU        59 27 DL6JZ         59 28
QSO: 28415 PH 2022-07-10 1005 MM0TFU        59 27 PA8KW         59 27
QSO: 28474 PH 2022-07-10 1007 MM0TFU        59 27 D4K           59 46
QSO: 28000 PH 2022-07-10 1009 MM0TFU        59 27 DM2BR         59 28
QSO: 28415 PH 2022-07-10 1009 MM0TFU        59 27 SP9GFI        59 28
QSO: 28000 PH 2022-07-10 1010 MM0TFU        59 27 DB4LI         59 28
QSO: 28415 PH 2022-07-10 1010 MM0TFU        59 27 DO1OTW        59 28
QSO: 28415 PH 2022-07-10 1012 MM0TFU        59 27 PA0KDV        59 27
QSO: 28000 PH 2022-07-10 1013 MM0TFU        59 27 DO7EP         59 28
QSO: 28415 PH 2022-07-10 1013 MM0TFU        59 27 DL0RM         59 28
QSO: 28415 PH 2022-07-10 1013 MM0TFU        59 27 SP2GMA        59 28
QSO: 28414 PH 2022-07-10 1014 MM0TFU        59 27 HG6N          59 28
QSO: 28000 PH 2022-07-10 1016 MM0TFU        59 27 DD3JN         59 28
QSO: 28000 PH 2022-07-10 1016 MM0TFU        59 27 DL6MRM        59 28
QSO: 28415 PH 2022-07-10 1017 MM0TFU        59 27 DB1HEF        59 28
QSO: 28415 PH 2022-07-10 1017 MM0TFU        59 27 SQ3WW         59 28
QSO: 28415 PH 2022-07-10 1018 MM0TFU        59 27 OK2TS         59 28
QSO: 28415 PH 2022-07-10 1018 MM0TFU        59 27 SP9SSD        59 28
QSO: 28415 PH 2022-07-10 1018 MM0TFU        59 27 VU3NPI        59 41
QSO: 28415 PH 2022-07-10 1020 MM0TFU        59 27 SO9B          59 28
QSO: 14048 CW 2022-07-10 1021 MM0TFU        599 27 E7HQ          599 BA
QSO: 28000 PH 2022-07-10 1021 MM0TFU        59 27 SQ9RFL        59 28
QSO: 28415 PH 2022-07-10 1021 MM0TFU        59 27 SP7JS         59 28
QSO: 28415 PH 2022-07-10 1023 MM0TFU        59 27 DD5VL         59 28
QSO: 28415 PH 2022-07-10 1024 MM0TFU        59 27 SP5GNI        59 28
QSO: 28540 PH 2022-07-10 1027 MM0TFU        59 27 CQ9T          59 36
QSO: 28460 PH 2022-07-10 1037 MM0TFU        59 27 CS5ARC        59 37
QSO: 28506 PH 2022-07-10 1042 MM0TFU        59 27 DL1NUX        59 28
QSO: 28506 PH 2022-07-10 1042 MM0TFU        59 27 DO3UW         59 28
QSO: 28434 PH 2022-07-10 1044 MM0TFU        59 27 TK4TH         59 28
QSO: 28000 PH 2022-07-10 1049 MM0TFU        59 27 LX8HQ         59 RL
QSO: 28403 PH 2022-07-10 1053 MM0TFU        59 27 F4IZC         59 27
QSO: 28511 PH 2022-07-10 1123 MM0TFU        59 27 MI0I          59 27
QSO: 28525 PH 2022-07-10 1133 MM0TFU        59 27 HG1A          59 28
QSO: 28415 PH 2022-07-10 1141 MM0TFU        59 27 EA8RM         59 36
QSO: 28000 PH 2022-07-10 1142 MM0TFU        59 27 DL9YJ         59 28
QSO: 28000 PH 2022-07-10 1146 MM0TFU        59 27 DG5BCM        59 28
QSO: 28415 PH 2022-07-10 1148 MM0TFU        59 27 HB9EGA        59 28
QSO: 28415 PH 2022-07-10 1148 MM0TFU        59 27 OE3NHW        59 28
END-OF-LOG:
