START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: AA5UN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AA5UN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2022.
QSO: 28015 CW 2022-07-09 1513 AA5UN         599 08 PY2XL         599 15
QSO: 14047 CW 2022-07-10 0115 AA5UN         599 07 IR3Z          599 28
QSO: 14000 CW 2022-07-10 0116 AA5UN         599 08 E7HQ          599 BA
QSO: 14053 CW 2022-07-10 0117 AA5UN         599 08 WA2BCK        599 08
QSO: 14056 CW 2022-07-10 0120 AA5UN         599 08 WB8JUI        599 08
QSO: 14063 CW 2022-07-10 0126 AA5UN         599 08 LA8OM         599 18
QSO: 14000 CW 2022-07-10 0127 AA5UN         599 08 KD5J          599 07
QSO: 21000 CW 2022-07-10 0130 AA5UN         599 08 Z30HQ         599 RSM
QSO: 21026 CW 2022-07-10 0132 AA5UN         599 7 KP4JRS        599 11
QSO: 21011 CW 2022-07-10 0134 AA5UN         599 08 GR2HQ         599 RSGB
QSO: 21021 CW 2022-07-10 0134 AA5UN         599 08 N7EPD         599 06
QSO: 21001 CW 2022-07-10 0140 AA5UN         599 08 OH2HQ         599 SRAL
END-OF-LOG:
